scenario,trades,wins,win_rate,realized_payoff_ratio,profit_factor,net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor
BASE,672,307,0.4568452380952381,1.4151261082623543,1.19025675407272,53.30246605311576,105.20853703489601,11.679214232772148,0.5675675675675675,1.0389433324960828
COST_PLUS_0P5_PIP,672,306,0.45535714285714285,1.3576925237897353,1.1351199789061721,38.88394537286781,77.53353703489606,12.767946488496161,0.5585585585585585,0.9896845863639689
COST_PLUS_1P0_PIP,672,305,0.4538690476190476,1.302934059728695,1.0828198589025937,24.46542469261987,49.858537034896,14.491149250634527,0.5495495495495496,0.9429685364473531
ENTRY_DELAY_5M,668,307,0.4595808383233533,1.3899384435576236,1.1820252137733807,50.89856504789881,83.80194950882552,11.198176821203365,0.5225225225225225,1.030432407538536
ENTRY_DELAY_15M,668,308,0.46107784431137727,1.3640630823748645,1.1670317482540509,46.68069254915271,78.32769139018397,15.383403206717006,0.5585585585585585,1.0153275634858334
ROLLOVER_0P5_PIP,672,307,0.4568452380952381,1.4142113099319393,1.1894873209564532,53.09910480047971,104.733537034896,11.67921423277215,0.5675675675675675,1.0382086754676587
