specialist_id,owned_regime,side,signal_time_utc,entry_time_utc,entry_delay_minutes,exit_time_utc,entry,stop,target,exit,entry_spread_pips,stop_pips,net_pips,r,stress_r,pnl_usd_001_lot,exit_reason,signal_resolution_minutes,portfolio_risk_weight,pnl_usd_001_lot_equivalent,portfolio_sleeve
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-11 09:30:00+00:00,2017-01-11 09:45:00+00:00,0,2017-01-11 13:00:00+00:00,1.05322,1.055800772228579,1.0499940347142764,1.0500040347142765,0.700000000000145,25.80772228578887,32.15965285723543,1.2461251907900557,1.226751144740462,3.2159652857235432,TARGET,15,1.0,3.2159652857235432,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-16 08:00:00+00:00,2017-01-16 08:15:00+00:00,0,2017-01-16 20:10:00+00:00,1.0592,1.062337912639639,1.0552776092004512,1.0603200000000002,0.700000000000145,31.3791263963904,-11.20000000000232,-0.356925169251706,-0.3728593285932967,-1.120000000000232,TIME,15,1.0,-1.120000000000232,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-20 09:30:00+00:00,2017-01-20 09:45:00+00:00,0,2017-01-20 15:10:00+00:00,1.06493,1.0679703226547748,1.0611295966815313,1.0679803226547748,0.700000000000145,30.403226547748524,-30.50322654774895,-1.0032891245882531,-1.019734747529448,-3.050322654774895,STOP,15,1.0,-3.050322654774895,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-24 09:15:00+00:00,2017-01-24 09:30:00+00:00,0,2017-01-24 14:40:00+00:00,1.07378,1.0765755354424653,1.0702855806969183,1.0765855354424654,0.700000000000145,27.955354424652707,-28.055354424654233,-1.0035771322546116,-1.021462793527397,-2.8055354424654233,STOP,15,1.0,-2.8055354424654233,BASELINE_CHOP
M15_FIRST_BREAK_COMPRESSION_FIRST_BREAK,compression,SHORT,2017-01-25 07:00:00+00:00,2017-01-25 07:15:00+00:00,0,2017-01-25 09:00:00+00:00,1.07138,1.073454665303781,1.0672306693924376,1.0734646653037812,0.700000000000145,20.74665303781177,-20.846653037811524,-0.5024100272901247,-0.5144601637407784,-1.0423326518905762,STOP,15,0.5,-1.0423326518905762,BASELINE_COMPRESSION
M15_FIRST_BREAK_COMPRESSION_FIRST_BREAK,compression,SHORT,2017-01-26 06:00:00+00:00,2017-01-26 06:15:00+00:00,0,2017-01-26 13:00:00+00:00,1.07497,1.0771283494015567,1.0706533011968868,1.070663301196887,0.700000000000145,21.583494015566007,43.066988031130734,0.9976834149297338,0.986100489578551,2.153349401556537,TARGET,15,0.5,2.153349401556537,BASELINE_COMPRESSION
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-27 06:00:00+00:00,2017-01-27 06:15:00+00:00,0,2017-01-27 09:15:00+00:00,1.0667099999999998,1.069110772695191,1.063709034131011,1.069120772695191,0.700000000000145,24.007726951912094,-24.10772695191188,-1.0041653256137113,-1.0249919536823122,-2.410772695191188,STOP,15,1.0,-2.410772695191188,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-30 07:00:00+00:00,2017-01-30 07:15:00+00:00,0,2017-01-30 11:25:00+00:00,1.0714899999999998,1.0737107241867976,1.0687140947665028,1.0687240947665029,0.700000000000145,22.20724186797671,27.65905233496957,1.2454969644318812,1.2229817865915835,2.765905233496957,TARGET,15,1.0,2.765905233496957,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-01-31 07:30:00+00:00,2017-01-31 07:45:00+00:00,0,2017-01-31 08:00:00+00:00,1.06869,1.0711991321644998,1.0655535847943751,1.0712091321644999,0.700000000000145,25.091321644998786,-25.191321644999487,-1.003985441716285,-1.02391265029757,-2.5191321644999487,STOP,15,1.0,-2.5191321644999487,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-02-01 06:00:00+00:00,2017-02-01 06:15:00+00:00,0,2017-02-01 12:30:00+00:00,1.0781399999999999,1.0806886223578136,1.0749542220527328,1.0806986223578137,0.700000000000145,25.486223578136833,-25.58622357813789,-1.0039236884073652,-1.0235421304439847,-2.558622357813789,STOP,15,1.0,-2.558622357813789,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-02-03 08:45:00+00:00,2017-02-03 09:00:00+00:00,0,2017-02-03 13:30:00+00:00,1.07439,1.0768596399348629,1.0713029500814213,1.076869639934863,0.700000000000145,24.696399348629527,-24.796399348629983,-1.004049173265657,-1.0242950395938488,-2.4796399348629983,STOP,15,1.0,-2.4796399348629983,BASELINE_CHOP
M15_FIRST_BREAK_CHOP_FIRST_BREAK,chop,SHORT,2017-02-06 06:30:00+00:00,2017-02-06 06:45:00+00:00,0,2017-02-06 10:05:00+00:00,1.07703,1.0793627042020533,1.074114119747433,1.0741241197474332,0.700000000000145,23.3270420205344,29.058802525667726,1.2457131298553736,1.2242787791323004,2.9058802525667726,TARGET,15,1.0,2.9058802525667726,BASELINE_CHOP
