level,resolution_minutes,eligible,trades,wins,win_rate,realized_payoff_ratio,profit_factor,stress_profit_factor,net_r,stress_net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor,trade_count_gain,extra_0p5pip_profit_factor,latest_12_month_profit_factor
H60_PROTECTED,60,False,507,243,0.47928994082840237,1.309154799180374,1.2095993011438437,1.154559615648955,42.94018854964917,32.48713750113361,77.73743188739085,11.373045958940814,0.5181818181818182,1.0513570254463285,0.0,1.154559615648955,1.5353550155407898
M30_FIRST_BREAK,30,False,592,276,0.46621621621621623,1.3223550337951304,1.1549683206565062,1.1019289482152315,38.86091430409261,26.237096484704324,70.58072780405473,11.716492536292506,0.5315315315315315,1.0057767962768331,0.16765285996055224,1.1019289482152315,1.3127266555640569
M15_FIRST_BREAK,15,True,672,307,0.4568452380952381,1.4151261082623543,1.19025675407272,1.1351199789061721,53.30246605311576,38.88394537286781,105.20853703489601,11.679214232772148,0.5675675675675675,1.0389433324960828,0.32544378698224863,1.1351199789061721,1.5965004953378368
