candidate_id,attempt,archetype,direction,threshold,stop_atr,target_r,max_hold_bars,sha256
EURHUNT01_0171,171,trend_pullback_short,short,0.3,1.25,0.75,24,6483c0a722e45af8831c98fa62882dda3277112aaa766776d21dd0e8a35991ad
EURHUNT01_0172,172,trend_pullback_short,short,0.3,1.25,1.0,24,8d7861844d2af093bc4a39e421870113288357d0dc5563b04f321f00d0f6e477
EURHUNT01_0173,173,trend_pullback_short,short,0.3,1.25,1.25,24,c5468e4024a94f378f1b881b4ac4b18ade8fca4491ada39b09bd864e7b86ea7f
EURHUNT01_0174,174,trend_pullback_short,short,0.3,1.25,1.5,24,1960c83a360da7e80e7ca76381078d7da7330762613cb8d1a5d45114d0142080
EURHUNT01_0175,175,trend_pullback_short,short,0.3,1.25,2.0,24,22c3e3353cb4d759573c5c25688b80f3bc4e4371d5bcb1fa567fcd8adf0ac0cd
EURHUNT01_0176,176,trend_pullback_short,short,0.3,1.5,0.75,24,47f6e19fcae63c3fde573c0638ca902b6df99f4952e64c4386a062662d18875b
EURHUNT01_0177,177,trend_pullback_short,short,0.3,1.5,1.0,24,ab22585986d5fbf2cb9ba42a14ef3b6dd965adf0dc0cce051951f8894bfc2b77
EURHUNT01_0178,178,trend_pullback_short,short,0.3,1.5,1.25,24,d9c12899151100bca9baab97a8087fee08a2f8c4e830fc1b1ae55990163c9584
EURHUNT01_0179,179,trend_pullback_short,short,0.3,1.5,1.5,24,bdf7198fb89b263091e9820088bdc5f8ef71c186d671e527e5be9b47bff9d31d
EURHUNT01_0180,180,trend_pullback_short,short,0.3,1.5,2.0,24,c972f6138eafe462edcf03eaf445de85d80498442e9f22934cdc226432aec9bf
EURHUNT01_0181,181,trend_pullback_short,short,0.4,0.75,0.75,24,a2e581069f1fe5a517a7c4a0499ce1f9a27685061eaf6ee7bf17bee1b297c21a
EURHUNT01_0182,182,trend_pullback_short,short,0.4,0.75,1.0,24,905f2f94f62cd27f855c8a6fce0071b16ede538df83633d84c701fd599822fab
EURHUNT01_0183,183,trend_pullback_short,short,0.4,0.75,1.25,24,11376f8fb587cf58f1e5e0c0c9513fe7b9985718b005769d6c54b8c20b1ba4b3
EURHUNT01_0184,184,trend_pullback_short,short,0.4,0.75,1.5,24,04c17808ac07b2eee076b56901256a1134de48a59359adcc56f093cac4a77f62
EURHUNT01_0185,185,trend_pullback_short,short,0.4,0.75,2.0,24,6f2dc396c545646262769225069a3824aced3e4b8c19fc4fb2d441901aa9be10
EURHUNT01_0186,186,trend_pullback_short,short,0.4,1.0,0.75,24,4a0b2ff409c4b06504dd9150c3b3868a5cff95969908f4171e835d314fd6ac4a
EURHUNT01_0187,187,trend_pullback_short,short,0.4,1.0,1.0,24,0c8691d9e0be919c240eec12b38fbb021b9d644bbe373f838c8d3a3f99c49bf9
EURHUNT01_0188,188,trend_pullback_short,short,0.4,1.0,1.25,24,f5fc078fe5b5700ea28d6685fb7fafbd6c9a13409f1b0a22fbee2a9c417ff030
EURHUNT01_0189,189,trend_pullback_short,short,0.4,1.0,1.5,24,b4ee5669128df043e12a52af92574e8d0fbeaacc8e2e8daab8eb0030b6d259eb
EURHUNT01_0190,190,trend_pullback_short,short,0.4,1.0,2.0,24,23a1eeaa615911b64e9aa3f08780bfc1b685a8655a00e241c692b93231682cfd
EURHUNT01_0191,191,trend_pullback_short,short,0.4,1.25,0.75,24,9ae2f2ea51c8bbd4b41311fb0358dac47e3cb2206e1169fade6d8164f4f1b865
EURHUNT01_0192,192,trend_pullback_short,short,0.4,1.25,1.0,24,5d0a6993bb311744cf56713e069ae3d5816a82bfd814515e42e8da04dff4d717
EURHUNT01_0193,193,trend_pullback_short,short,0.4,1.25,1.25,24,9e899883cd1549294f825db579e5a6c3ee5f0fe7a3bfb3283ee3dd555b4ef9ec
EURHUNT01_0194,194,trend_pullback_short,short,0.4,1.25,1.5,24,f4df8166b1c5d88b44a534ae1e0ff47d7545fae936c1b097a1b716ea906e9e5f
EURHUNT01_0195,195,trend_pullback_short,short,0.4,1.25,2.0,24,052804be827af7a88667c9e7eba38d7e5ebbe06bb6d46d0fa83c535ff699454b
EURHUNT01_0196,196,trend_pullback_short,short,0.4,1.5,0.75,24,f9e5584043985bd2a2a1b0c24fa2677ec21a9dbf4086ec3057407521e200cdb2
EURHUNT01_0197,197,trend_pullback_short,short,0.4,1.5,1.0,24,362a81e0d66c622994b610759778b5eaea930677de7101840b4614008385248c
EURHUNT01_0198,198,trend_pullback_short,short,0.4,1.5,1.25,24,a3da77df43907007080fefa2fa3ed82ee826901c382b3b57aa6d4f8cf0e3578f
EURHUNT01_0199,199,trend_pullback_short,short,0.4,1.5,1.5,24,03437085dd778d4f289bceeaf8ec025425262b59c6eaffa0e05a35cdd9919d64
EURHUNT01_0200,200,trend_pullback_short,short,0.4,1.5,2.0,24,da3dc6ade551c17707e8b57af50c8984c8d155bb8e49cabc862c952679558a0d
EURHUNT01_0201,201,range_breakout_long,long,0.0,0.75,0.75,18,7cac296f103faebe916062e1ff9abfaf9e182c3743f0a8b947f047437ec2e252
EURHUNT01_0202,202,range_breakout_long,long,0.0,0.75,1.0,18,7932b565220143fb5fa8a9ed694fc89c99e0cdd7f3d575aec3206331d47778d4
EURHUNT01_0203,203,range_breakout_long,long,0.0,0.75,1.25,18,4064421e52a5cf481a0b177f83746835c2f715efd98f81f2e277df056c26d54a
EURHUNT01_0204,204,range_breakout_long,long,0.0,0.75,1.5,18,f8854233ba3dcf830feb1e8acb269cd68f944625059895839e7dab2192ef5bf1
EURHUNT01_0205,205,range_breakout_long,long,0.0,0.75,2.0,18,0eda8a4fa77eba83cc16536eb21fe89af39fe0b892ff4462ea468b562a93e11f
EURHUNT01_0206,206,range_breakout_long,long,0.0,1.0,0.75,18,e0b3d820cd06aa34541f1971449d607129e492e69bbb7b0248d5b7d17ea473e9
EURHUNT01_0207,207,range_breakout_long,long,0.0,1.0,1.0,18,161fb32d597b9ece96b08b7a056a15eaa9addcb015416609fae90173d268122b
EURHUNT01_0208,208,range_breakout_long,long,0.0,1.0,1.25,18,be6ab51770d4123e0f988e7aca84c08337ec5e20453c3eb1b927e3d131f46ffd
EURHUNT01_0209,209,range_breakout_long,long,0.0,1.0,1.5,18,b4f15450c67a26f1d3c39d6ec0189934a58f1af0e8c81bf58aec005f334a3dfa
EURHUNT01_0210,210,range_breakout_long,long,0.0,1.0,2.0,18,0a9b7b792668c62b93e20cc690f6b60af1b6da90779558ac7a38bd9796a9a75b
EURHUNT01_0211,211,range_breakout_long,long,0.0,1.25,0.75,18,7d04d606e1a5b3231c46cacfaae323bdb3f4edc7b528d5c14d7c9b577316bf41
EURHUNT01_0212,212,range_breakout_long,long,0.0,1.25,1.0,18,b2abb96f904430e32d7793a4189aa3fdef5b3fd504519a4beb9e9fa0b4fc39e9
EURHUNT01_0213,213,range_breakout_long,long,0.0,1.25,1.25,18,0457db9cd649ca55010b35f20da6ff5d765490126d79da75361df6164614abeb
EURHUNT01_0214,214,range_breakout_long,long,0.0,1.25,1.5,18,94c0f36a513fa44297d7c98c160218f811b54fc38934d2fa492ca0db3c3dda16
EURHUNT01_0215,215,range_breakout_long,long,0.0,1.25,2.0,18,b16b7e080ecf443977d110e8f56641c8163848da82a8be317d19b9058e6a6f89
EURHUNT01_0216,216,range_breakout_long,long,0.0,1.5,0.75,18,c3f6eb16dd9eade9df3ac7bb0c17a71183433e908715b92a5ccc11dd4764ed50
EURHUNT01_0217,217,range_breakout_long,long,0.0,1.5,1.0,18,02169735d5e9889442ac00974103b278965509f34204db54f61d824062bb6044
EURHUNT01_0218,218,range_breakout_long,long,0.0,1.5,1.25,18,e91320e160bcbce6c1ec889bfa1c7205bd00122a84ef43eaccabbe9d1f287753
EURHUNT01_0219,219,range_breakout_long,long,0.0,1.5,1.5,18,60240a6e7fc9e36d5ae10c31f0ae1f5e474dcd4a9e730c7d3d3e59f08a39f404
EURHUNT01_0220,220,range_breakout_long,long,0.0,1.5,2.0,18,47162b028c8e736360918537565d8d273e10b28b149516e0a3309a70aa2491db
EURHUNT01_0221,221,range_breakout_long,long,0.05,0.75,0.75,18,bf5a2f26fd0f1b80e2437677a9057c7d280079eccf856a2a50a0faeaea5969fd
EURHUNT01_0222,222,range_breakout_long,long,0.05,0.75,1.0,18,75f4e2c6ad2149bf57cbff705b144d810a52487aba017882727d1d922e1e933b
EURHUNT01_0223,223,range_breakout_long,long,0.05,0.75,1.25,18,22e434f3da502679f44b4d7b927687cb9e11ab80d437e467c40b4d7c835de82d
EURHUNT01_0224,224,range_breakout_long,long,0.05,0.75,1.5,18,7a33987571a46b6310ee90c1a79669820df1cc815b6f2704869400ea82ada416
EURHUNT01_0225,225,range_breakout_long,long,0.05,0.75,2.0,18,65960ff2c83ac968d235f692da56d3f28caccb563ffa3987ad1bae833a0953d9
EURHUNT01_0226,226,range_breakout_long,long,0.05,1.0,0.75,18,7b5a059e8e061286e4a4052b9fbf7d791870ff31fc279c7a0f95b2a6946338de
EURHUNT01_0227,227,range_breakout_long,long,0.05,1.0,1.0,18,8c1a2635632a8a0121ce36b3ee9ffbe70508dd3fd9c383e7856e9ffc1aad8a1c
EURHUNT01_0228,228,range_breakout_long,long,0.05,1.0,1.25,18,2cf5d366032c0922c474bb7edb8071fbf656feb4fcb2cb67b1d9151d9ee2df94
EURHUNT01_0229,229,range_breakout_long,long,0.05,1.0,1.5,18,ef6535b7222083a5caaf0c05ca97862bd5b6336021acbe93d6a579bfd17dffcd
EURHUNT01_0230,230,range_breakout_long,long,0.05,1.0,2.0,18,2e96927031875fe40da84da2c95c94f4914f017c2383c92ec4d05d1bfaf31c9f
EURHUNT01_0231,231,range_breakout_long,long,0.05,1.25,0.75,18,fefb26d8603aac8d8627aeaf3a25783f0c8ccf487584fb7e42f519f428c7d577
EURHUNT01_0232,232,range_breakout_long,long,0.05,1.25,1.0,18,62b57858f0ba4be9295f41ee6714eb43630ad0908de435dd4b00dc5bef7778f6
EURHUNT01_0233,233,range_breakout_long,long,0.05,1.25,1.25,18,84d2acfeb8739f2a26a1d91fd6a0f4c3f218c964dff2e5fd0d05e9004560264e
EURHUNT01_0234,234,range_breakout_long,long,0.05,1.25,1.5,18,fa498711df57863429508645ba0bd4f2778da8bb76b0390e015824b3a0f2d89f
EURHUNT01_0235,235,range_breakout_long,long,0.05,1.25,2.0,18,2adc15b3003a59686c822ef7c5dd7a060bacc0998045bb45a8ebe67f6050d31c
EURHUNT01_0236,236,range_breakout_long,long,0.05,1.5,0.75,18,38e0bc6200036f412febe85d9476525df02f05cbf8f98df129f5cfc32f1cb79a
EURHUNT01_0237,237,range_breakout_long,long,0.05,1.5,1.0,18,999aecb5f4063888ab4426743830d03c44218bfade0195afad75281e019086d3
EURHUNT01_0238,238,range_breakout_long,long,0.05,1.5,1.25,18,1d16fcdc7a13ca378d06fb393c9295631a2b4b33cba56b64c86c221760405855
EURHUNT01_0239,239,range_breakout_long,long,0.05,1.5,1.5,18,27dc6f97df92f350c2534fb8e157d0d8b4cc1b359a9239f5ae6c0ff22dac6da6
EURHUNT01_0240,240,range_breakout_long,long,0.05,1.5,2.0,18,67af7213e2c12e9b2a450faa666df5d80238bcabaf37eb5617cdd542462486df
EURHUNT01_0241,241,range_breakout_long,long,0.1,0.75,0.75,18,6a166e3c920913c37f9a3eb779a3f04f28d6284f1682ed5d07556fc5e21e018f
EURHUNT01_0242,242,range_breakout_long,long,0.1,0.75,1.0,18,949550cd18b0dcf5e5773eb0c28c9792e2e4583fbe3423c990c6b508caba8a45
EURHUNT01_0243,243,range_breakout_long,long,0.1,0.75,1.25,18,2d86d82ff32ac5a389b7dcc03c4c1ed788eff82ed414dcbc66f942d597e2e70b
EURHUNT01_0244,244,range_breakout_long,long,0.1,0.75,1.5,18,0cbee652c5177268e077cfc3fa752708763f8f6e48a627003b227005083a14e9
EURHUNT01_0245,245,range_breakout_long,long,0.1,0.75,2.0,18,7052c7d8f1d5856b4a5e83f64b69eece476b29d458b2a6a2eadb75bae2073352
EURHUNT01_0246,246,range_breakout_long,long,0.1,1.0,0.75,18,adb97d39749cec73438341b7d4096a2a05442e58cebf65383c7d3d26a82eb67b
EURHUNT01_0247,247,range_breakout_long,long,0.1,1.0,1.0,18,dfce6fd2c472eb7bcc57603adaad4cdab1ad6dfdbaa324dd13a5c23d985e462b
EURHUNT01_0248,248,range_breakout_long,long,0.1,1.0,1.25,18,daea8b645c09156a6b4337158a5922a733b5eefae568e48291bec4ec14153163
EURHUNT01_0249,249,range_breakout_long,long,0.1,1.0,1.5,18,a58c2d255ada79e41f697fd9c3dd37030e59ae450f4c775d9f25775a8189796c
EURHUNT01_0250,250,range_breakout_long,long,0.1,1.0,2.0,18,6306b2080ef0b0f5ae16afd8ab208cc66d1296b136d379df99ea19482e05bc3c
EURHUNT01_0251,251,range_breakout_long,long,0.1,1.25,0.75,18,4a2b6fd011ca8c4f159dd662e9c293f3f2960abd6f1b686682cab1c479358c2d
EURHUNT01_0252,252,range_breakout_long,long,0.1,1.25,1.0,18,e15b6410c69c74c41d404e435680dd6c740812615b1c3e0831c17119e6a8c1b4
EURHUNT01_0253,253,range_breakout_long,long,0.1,1.25,1.25,18,ccfb2cefb3c9ae271da49e36f81908912c6f7a1c0a5c5ec40f797f71c3c2375d
EURHUNT01_0254,254,range_breakout_long,long,0.1,1.25,1.5,18,c3dada38e38ce1af3f605f9f31aaf5dd1df70de7758e2fdc1c602f8bf2165022
EURHUNT01_0255,255,range_breakout_long,long,0.1,1.25,2.0,18,7fc048ab65308f772c17b36e74fe7206e9cfd9a6d8dbe8792d7932fee7b663f0
EURHUNT01_0256,256,range_breakout_long,long,0.1,1.5,0.75,18,4679280ba6b4e4204618f3fdbe5a4f7e5d706c553d264fe5045b615fbbad6d03
EURHUNT01_0257,257,range_breakout_long,long,0.1,1.5,1.0,18,ed31808c147b80057cf4d557715e3796be1c79836e2af752f10544a2566547a0
EURHUNT01_0258,258,range_breakout_long,long,0.1,1.5,1.25,18,827f8122148630165702c5898cf1b4ca19675188aa28b932a3089a45c4741889
EURHUNT01_0259,259,range_breakout_long,long,0.1,1.5,1.5,18,4db8759c616214bac997d6944341710225f8e2f6fe3002b874aca43d1e97e21b
EURHUNT01_0260,260,range_breakout_long,long,0.1,1.5,2.0,18,657e18d2182f149881bdffc5a5ff62a0e2c5fb207b953d2e5e260ff2e5e6c10c
EURHUNT01_0261,261,range_breakout_long,long,0.15,0.75,0.75,18,ff0fa2aac0cbb82d81446241dc7b53729af593267c57a7530409aa8470dc2d62
EURHUNT01_0262,262,range_breakout_long,long,0.15,0.75,1.0,18,7e945c766b12588a4352ba81a8acce43bc60c4c0ee0d5030794ccd9f18debac6
EURHUNT01_0263,263,range_breakout_long,long,0.15,0.75,1.25,18,96e8c0af350d84fd678975f9b106c2bb2da4b15e39df8814b518f0bd9b801131
EURHUNT01_0264,264,range_breakout_long,long,0.15,0.75,1.5,18,5e760b623f5a5fdf71a5059426480aec7e9c49826c71fa46cdce5c5b3c5fd0d3
EURHUNT01_0265,265,range_breakout_long,long,0.15,0.75,2.0,18,b4e52990b4f7cbd9f97c65b270d27614fa65371a6c59f692648373e3e6232ddb
EURHUNT01_0266,266,range_breakout_long,long,0.15,1.0,0.75,18,1d0ad133c05dac6eef187a6a01217b57febb33915011525664325f43dfadbcfa
EURHUNT01_0267,267,range_breakout_long,long,0.15,1.0,1.0,18,7df13f578f77c1d841149d294ba55022a8c7372cf9311337198d01c7b34da7c0
EURHUNT01_0268,268,range_breakout_long,long,0.15,1.0,1.25,18,1b5ef2c8172d363469aca4c23b55dc5be7be89781c43d61184c7f6f2c33e3034
EURHUNT01_0269,269,range_breakout_long,long,0.15,1.0,1.5,18,2034d5a3d84bae3213c837a80484bde4f97c26929c76cbebf3653e0d9cd2cb6c
EURHUNT01_0270,270,range_breakout_long,long,0.15,1.0,2.0,18,d46f9401a524f7519a20923f16c44a343fa8e17c6c1a7a7842825c8ba7f00998
EURHUNT01_0271,271,range_breakout_long,long,0.15,1.25,0.75,18,634acc42674978efb60e0f4662c772e34723333bbd52ef52a855fd5bb8bcae7e
EURHUNT01_0272,272,range_breakout_long,long,0.15,1.25,1.0,18,df1ba016b94d35656b5d28b8c7ba6bc91e685ddceaedef71e1b855e97c9eeebe
EURHUNT01_0273,273,range_breakout_long,long,0.15,1.25,1.25,18,26c714bf56b89442c33eb45550b7711cb6a18d342f62a76373bb4ed060dbc2d3
EURHUNT01_0274,274,range_breakout_long,long,0.15,1.25,1.5,18,ef8f69c791965431fbb8119b6bf23f3e7480da53c27c264ea2995a6409e87371
EURHUNT01_0275,275,range_breakout_long,long,0.15,1.25,2.0,18,4e42d340b414d6bd5ea99b82f6c3d08d2dac9f1a3112b7e60b5de64f62681828
EURHUNT01_0276,276,range_breakout_long,long,0.15,1.5,0.75,18,6d1c4fad20aa874c767c0690de2fbe45b6168540dcf0c7a2737c29428b132ddc
EURHUNT01_0277,277,range_breakout_long,long,0.15,1.5,1.0,18,33525cadc813c8982834874460c47c381c59c2c9bf4194dda4c75426cf27c14d
EURHUNT01_0278,278,range_breakout_long,long,0.15,1.5,1.25,18,2a3c5cf6a70fae6e7f4bafdd9c145066dcd2dc88e1d8976b9049df0a73efd461
EURHUNT01_0279,279,range_breakout_long,long,0.15,1.5,1.5,18,812bcfbc62d25f7e845e0ccf3a9d3fe8a8744ad9d1811ab5830e42df5888ff41
EURHUNT01_0280,280,range_breakout_long,long,0.15,1.5,2.0,18,9026e4dcedc9a7ed2739766c25deefd351772e19b5e5b3d713eb7c2a6cd21559
EURHUNT01_0281,281,range_breakout_long,long,0.2,0.75,0.75,18,f07ac678c28618e803ada35b4626e7898db3a3cb7726ac9f5a4d787d74b7af10
EURHUNT01_0282,282,range_breakout_long,long,0.2,0.75,1.0,18,f7e74bed42acda362b33a595dc77ec8b8335f07967ddbae452e9b1e9a0e5c8ba
EURHUNT01_0283,283,range_breakout_long,long,0.2,0.75,1.25,18,ff7cf55267141cef0946206dbe4be10a6fcee6e7d632102c546fe2f0ac999f12
EURHUNT01_0284,284,range_breakout_long,long,0.2,0.75,1.5,18,d0f6356894bb694ee89cac6fc309033d1056aeabd0e774332e209a140db779c9
EURHUNT01_0285,285,range_breakout_long,long,0.2,0.75,2.0,18,9dbed02d9f280af6b895f7cbef897d13262b03a0f95e4bc6e8b84c6d4cc8b3d9
EURHUNT01_0286,286,range_breakout_long,long,0.2,1.0,0.75,18,2e87ee2232772f20390e4b8a772c828071de750f9760d64564c638f56830220f
EURHUNT01_0287,287,range_breakout_long,long,0.2,1.0,1.0,18,b74561421158d40f8b01d291ac894c4e7cb2e339a2ad58d7588a681ae70b7584
EURHUNT01_0288,288,range_breakout_long,long,0.2,1.0,1.25,18,cb738fa277fa39437a8c4ecf38a2fa460f59bd15d34af6d0cf3a1ca61b9fd242
EURHUNT01_0289,289,range_breakout_long,long,0.2,1.0,1.5,18,d02b1a27052382258d87653e7dd2ce014e7b8bc8d768683c658e4a89a1444843
EURHUNT01_0290,290,range_breakout_long,long,0.2,1.0,2.0,18,a61f0b4c78d550bd04ac4badb8b435df57682c0ff23896c73fe2414fa2d3c03d
EURHUNT01_0291,291,range_breakout_long,long,0.2,1.25,0.75,18,6fbd165c6f3ce8f781602dbb178bde896e52a2474568ffd4bd938a7ec2835223
EURHUNT01_0292,292,range_breakout_long,long,0.2,1.25,1.0,18,93299114f1bae1a6752100308f1f8a8895147d9178297b00128726ffec6483e9
EURHUNT01_0293,293,range_breakout_long,long,0.2,1.25,1.25,18,0b2979e9427bf063e66392c25289f214924eedbcd0078c72f5270d15ec73d919
EURHUNT01_0294,294,range_breakout_long,long,0.2,1.25,1.5,18,0fd1260352bd5f963176865266c9ff4ae6c869d543cb130cc7a319feaa5b429f
EURHUNT01_0295,295,range_breakout_long,long,0.2,1.25,2.0,18,46f19f4482e4ffdfbc79b8c31042a5cff4b81f42142c94f44474d99fb1b5356c
EURHUNT01_0296,296,range_breakout_long,long,0.2,1.5,0.75,18,0b3e0bf8798d0ff0c9ec3fef5d4466868f6a3d9abcaca503cbb99169adeb80bf
EURHUNT01_0297,297,range_breakout_long,long,0.2,1.5,1.0,18,a5a54d6c762a6db22fccbcad6af97889497e677e29f0e354bf979a89d7d79960
EURHUNT01_0298,298,range_breakout_long,long,0.2,1.5,1.25,18,370630644b79293fa13a178224e2eab077f2af8e982b18c042b2824c80cb6f59
EURHUNT01_0299,299,range_breakout_long,long,0.2,1.5,1.5,18,0d5886b105e86d3f06401caac3b86e5fb6be2956ee5243edba0d6decea9d83d0
EURHUNT01_0300,300,range_breakout_long,long,0.2,1.5,2.0,18,4e58c02b77ab49077b4325e59955335b43acc3a5418dcfbdfc6dfb581c720d11
EURHUNT01_0301,301,range_breakout_short,short,0.0,0.75,0.75,18,395fc9f62ab44a098381b6afaa488d2b3928e096b16b9135c9cb8d94bf99f000
EURHUNT01_0302,302,range_breakout_short,short,0.0,0.75,1.0,18,e623745c48b3941f0092418b94276c7372118fe887b704c125ba59246981b3b0
EURHUNT01_0303,303,range_breakout_short,short,0.0,0.75,1.25,18,ed1348b6c7e56b835be599342560e4f2866559c35f70afae619f8464641db54b
EURHUNT01_0304,304,range_breakout_short,short,0.0,0.75,1.5,18,215844a28335a372ecb6fbecfda0ed3f701e90e99d02bb6ffa95f7cc2c744150
EURHUNT01_0305,305,range_breakout_short,short,0.0,0.75,2.0,18,dbb961ffe37b6bd09c394bad4450d35e8d35bfe199713a10458f7aa59337b6f7
EURHUNT01_0306,306,range_breakout_short,short,0.0,1.0,0.75,18,be170dcde77bf7bee5248fe50f85a1b87ca2397502218dbc630b6e5a1e0aecce
EURHUNT01_0307,307,range_breakout_short,short,0.0,1.0,1.0,18,6339acea9940c758bfb628c72ef2ad575c52cec5bec093724afcd6e9a826e6a2
EURHUNT01_0308,308,range_breakout_short,short,0.0,1.0,1.25,18,17d4b51a7e19f625fe1e170ef1209eab21eb724da1c866500ea007e4ac760213
EURHUNT01_0309,309,range_breakout_short,short,0.0,1.0,1.5,18,7760b60d336638bf88d76986578dc7ee9feaf2d1e02cf056281a2df68824375f
EURHUNT01_0310,310,range_breakout_short,short,0.0,1.0,2.0,18,f7673aa5d8aa20a493f17e111a5943f744e171aee07e3c5f6e6d3dd78c123884
EURHUNT01_0311,311,range_breakout_short,short,0.0,1.25,0.75,18,75b25f7ed21cfd52f3bd048d7cc09869cf211103603fc9a0b76176d01caf302d
EURHUNT01_0312,312,range_breakout_short,short,0.0,1.25,1.0,18,1e5e89a39ee876e933fbd64be7139433cda36dec701c6525f395af021704bc90
EURHUNT01_0313,313,range_breakout_short,short,0.0,1.25,1.25,18,1fcaa5f85ee50bd0b20fc770aea704db8c08da2d0f118ad6eb864138ab4d42a1
EURHUNT01_0314,314,range_breakout_short,short,0.0,1.25,1.5,18,29091f8b1b9dd26cf1d37a4f46cf7873259f63b20c2fd0380b2463380afdc8d7
EURHUNT01_0315,315,range_breakout_short,short,0.0,1.25,2.0,18,39b37bb3a8b1728ecd63e557e3bca181c0b1663f225bf5671c022fcf5f8654b8
EURHUNT01_0316,316,range_breakout_short,short,0.0,1.5,0.75,18,29296b4cd310a73d3a7a9d42b5a0fe07e69f2a6065dc80fc92b35d5620696d9a
EURHUNT01_0317,317,range_breakout_short,short,0.0,1.5,1.0,18,89b608d2f133da6aa26a53e3e5e5d43d3563c58dd51d181662cc65cd2f7672f7
EURHUNT01_0318,318,range_breakout_short,short,0.0,1.5,1.25,18,3dc36c7fec7d29c06ce9d56dbfdd4d9d8fd410d0bc10d25de2973f1f848d3667
EURHUNT01_0319,319,range_breakout_short,short,0.0,1.5,1.5,18,8aba34c49f3b1123d1d13509598ddb5a56220b99499125db4c71a85c8a73f6ae
EURHUNT01_0320,320,range_breakout_short,short,0.0,1.5,2.0,18,6e08c4f2ff80cf1a317938637e7e54497f9785328efdc4306749d5d08f50bfff
EURHUNT01_0321,321,range_breakout_short,short,0.05,0.75,0.75,18,96ee361b141f7e1845ad69aa8a14f3113bb7db50531419564c1f8e171f80f4f3
EURHUNT01_0322,322,range_breakout_short,short,0.05,0.75,1.0,18,fa7dbfd58a46248e4d3b253462f224621b6cafcc2cd5afa455e1d61ebb943312
EURHUNT01_0323,323,range_breakout_short,short,0.05,0.75,1.25,18,5778c6477f45f3158c218819feb0fe1b86d47c55f1f493d181ffcb68a203cb05
EURHUNT01_0324,324,range_breakout_short,short,0.05,0.75,1.5,18,17414b40cd45bc772da788836fddc37040517e670d56f14034c4bb4ab1f358d9
EURHUNT01_0325,325,range_breakout_short,short,0.05,0.75,2.0,18,cd66918afb3a0f3ce334c7e2bd3a9a12a2b5268f080e85b2a36248b5ef9ff8a2
EURHUNT01_0326,326,range_breakout_short,short,0.05,1.0,0.75,18,2f15f09cb53ac33abe9054d6ec36fd5a83cceb079b4af8a1d44df0643ba6b7f4
EURHUNT01_0327,327,range_breakout_short,short,0.05,1.0,1.0,18,ed7fa8a645e9a243e911f5e273fc5e2701208bf18ab5b6396931dce346dac5e8
EURHUNT01_0328,328,range_breakout_short,short,0.05,1.0,1.25,18,f2de5206e99763442989500662fdb54a343e8eb8b1891e2e499e901a08b3cb61
EURHUNT01_0329,329,range_breakout_short,short,0.05,1.0,1.5,18,617abe6cab42e2f54dbf1ba2db7e2ce88a8778d5b27464520ce04f377942f912
EURHUNT01_0330,330,range_breakout_short,short,0.05,1.0,2.0,18,0225022d76c793655a7b2afd835bd75e2179a48c91c610c0a2142ec62b332d5c
EURHUNT01_0331,331,range_breakout_short,short,0.05,1.25,0.75,18,e4f1e0c358ef73d0afff9e648cf6e2bfa422a23ce98be8ea1778197c8f56fc14
EURHUNT01_0332,332,range_breakout_short,short,0.05,1.25,1.0,18,f4f0ecf2008c104c6f342284aac1a7350038a498d284f1a5b7bea1ba31006702
EURHUNT01_0333,333,range_breakout_short,short,0.05,1.25,1.25,18,bc2cf8f95e58b39e4ea2567bdc905a526d4e7a004d9fb5a7a0453d32bcf806a3
EURHUNT01_0334,334,range_breakout_short,short,0.05,1.25,1.5,18,b0c0bae28f9a9a3c8ad9f9d53ba4f963c38df331f0b772541b49708779b641b9
EURHUNT01_0335,335,range_breakout_short,short,0.05,1.25,2.0,18,2ec38dcf92287bda52543561745108e0a38a17dbfc993eac127da818e987b0b7
EURHUNT01_0336,336,range_breakout_short,short,0.05,1.5,0.75,18,0dc31855178c51b2920f3996f73f9b1ba29b7e27035cfaf72717f056909693bd
EURHUNT01_0337,337,range_breakout_short,short,0.05,1.5,1.0,18,06df622a74e7c9cec00cc7bdc6b29aff6580deb81e3cece996acaf77df359970
EURHUNT01_0338,338,range_breakout_short,short,0.05,1.5,1.25,18,ce82c34b7929f5538537655c52dee1364f18381df76796e99838112832bec8da
EURHUNT01_0339,339,range_breakout_short,short,0.05,1.5,1.5,18,a1d8a4a8f55fc0fa33179bf45360c0190b41965ed3469ae672435a209a351065
EURHUNT01_0340,340,range_breakout_short,short,0.05,1.5,2.0,18,2c9a2c9dcdadcc1319680128278248f205408c61a982b59898d4b27383532615
EURHUNT01_0341,341,range_breakout_short,short,0.1,0.75,0.75,18,4a09fd1359dba2e2cea33a9d5594bce3cefde9b0ee97356df3a5bde054330e54
EURHUNT01_0342,342,range_breakout_short,short,0.1,0.75,1.0,18,d736c1259bb325ee6ec0a74ba29146f9288f9ec4c1793acc9129746c9c9149ef
EURHUNT01_0343,343,range_breakout_short,short,0.1,0.75,1.25,18,79b8648e61777eb63a69db16999b94802d6af2578932200b7005a07282e3931a
EURHUNT01_0344,344,range_breakout_short,short,0.1,0.75,1.5,18,cb945a6a8081e9126a909172e4101ad6b9435f8d032a88b48d63f6131828455d
