timestamp_utc,timestamp_ms,missing_instruments,exclusion_reason,previous_synchronized_timestamp,next_synchronized_timestamp
2018-07-03T21:35:00.000Z,1530653700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-03T20:55:00.000Z,2018-07-03T22:00:00.000Z
2018-07-03T21:40:00.000Z,1530654000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-03T20:55:00.000Z,2018-07-03T22:00:00.000Z
2018-07-03T21:45:00.000Z,1530654300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-03T20:55:00.000Z,2018-07-03T22:00:00.000Z
2018-07-03T21:50:00.000Z,1530654600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-03T20:55:00.000Z,2018-07-03T22:00:00.000Z
2018-07-03T21:55:00.000Z,1530654900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-03T20:55:00.000Z,2018-07-03T22:00:00.000Z
2018-07-04T17:00:00.000Z,1530723600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:05:00.000Z,1530723900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:10:00.000Z,1530724200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:15:00.000Z,1530724500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:20:00.000Z,1530724800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:25:00.000Z,1530725100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:30:00.000Z,1530725400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:35:00.000Z,1530725700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:40:00.000Z,1530726000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:45:00.000Z,1530726300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:50:00.000Z,1530726600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T17:55:00.000Z,1530726900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:00:00.000Z,1530727200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:05:00.000Z,1530727500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:10:00.000Z,1530727800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:15:00.000Z,1530728100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:20:00.000Z,1530728400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:25:00.000Z,1530728700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:30:00.000Z,1530729000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:35:00.000Z,1530729300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:40:00.000Z,1530729600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:45:00.000Z,1530729900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:50:00.000Z,1530730200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T18:55:00.000Z,1530730500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:00:00.000Z,1530730800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:05:00.000Z,1530731100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:10:00.000Z,1530731400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:15:00.000Z,1530731700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:20:00.000Z,1530732000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:25:00.000Z,1530732300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:30:00.000Z,1530732600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:35:00.000Z,1530732900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:40:00.000Z,1530733200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:45:00.000Z,1530733500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:50:00.000Z,1530733800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T19:55:00.000Z,1530734100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:00:00.000Z,1530734400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:05:00.000Z,1530734700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:10:00.000Z,1530735000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:15:00.000Z,1530735300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:20:00.000Z,1530735600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:25:00.000Z,1530735900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:30:00.000Z,1530736200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:35:00.000Z,1530736500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:40:00.000Z,1530736800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:45:00.000Z,1530737100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:50:00.000Z,1530737400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T20:55:00.000Z,1530737700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:00:00.000Z,1530738000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:05:00.000Z,1530738300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:10:00.000Z,1530738600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:15:00.000Z,1530738900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:20:00.000Z,1530739200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:25:00.000Z,1530739500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:30:00.000Z,1530739800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:35:00.000Z,1530740100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:40:00.000Z,1530740400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:45:00.000Z,1530740700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:50:00.000Z,1530741000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-04T21:55:00.000Z,1530741300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-04T16:55:00.000Z,2018-07-04T22:00:00.000Z
2018-07-05T21:00:00.000Z,1530824400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:05:00.000Z,1530824700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:10:00.000Z,1530825000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:15:00.000Z,1530825300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:20:00.000Z,1530825600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:25:00.000Z,1530825900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:30:00.000Z,1530826200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:35:00.000Z,1530826500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:40:00.000Z,1530826800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:45:00.000Z,1530827100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:50:00.000Z,1530827400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-05T21:55:00.000Z,1530827700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-05T20:55:00.000Z,2018-07-05T22:00:00.000Z
2018-07-08T21:00:00.000Z,1531083600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:05:00.000Z,1531083900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:10:00.000Z,1531084200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:15:00.000Z,1531084500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:20:00.000Z,1531084800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:25:00.000Z,1531085100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:30:00.000Z,1531085400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:35:00.000Z,1531085700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:40:00.000Z,1531086000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:45:00.000Z,1531086300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:50:00.000Z,1531086600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-08T21:55:00.000Z,1531086900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-06T20:55:00.000Z,2018-07-08T22:00:00.000Z
2018-07-09T21:00:00.000Z,1531170000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:05:00.000Z,1531170300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:10:00.000Z,1531170600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:15:00.000Z,1531170900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:20:00.000Z,1531171200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:25:00.000Z,1531171500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:30:00.000Z,1531171800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:35:00.000Z,1531172100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:40:00.000Z,1531172400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:45:00.000Z,1531172700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:50:00.000Z,1531173000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-09T21:55:00.000Z,1531173300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-09T20:55:00.000Z,2018-07-09T22:00:00.000Z
2018-07-10T21:00:00.000Z,1531256400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:05:00.000Z,1531256700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:10:00.000Z,1531257000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:15:00.000Z,1531257300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:20:00.000Z,1531257600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:25:00.000Z,1531257900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:30:00.000Z,1531258200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:35:00.000Z,1531258500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:40:00.000Z,1531258800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:45:00.000Z,1531259100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:50:00.000Z,1531259400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-10T21:55:00.000Z,1531259700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-10T20:55:00.000Z,2018-07-10T22:00:00.000Z
2018-07-11T21:00:00.000Z,1531342800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:05:00.000Z,1531343100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:10:00.000Z,1531343400000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:15:00.000Z,1531343700000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:20:00.000Z,1531344000000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:25:00.000Z,1531344300000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:30:00.000Z,1531344600000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:35:00.000Z,1531344900000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:40:00.000Z,1531345200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:45:00.000Z,1531345500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:50:00.000Z,1531345800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-11T21:55:00.000Z,1531346100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-11T20:55:00.000Z,2018-07-11T22:00:00.000Z
2018-07-12T21:00:00.000Z,1531429200000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-12T20:55:00.000Z,2018-07-12T22:00:00.000Z
2018-07-12T21:05:00.000Z,1531429500000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-12T20:55:00.000Z,2018-07-12T22:00:00.000Z
2018-07-12T21:10:00.000Z,1531429800000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-12T20:55:00.000Z,2018-07-12T22:00:00.000Z
2018-07-12T21:15:00.000Z,1531430100000,XAGUSD|XAUUSD,MISSING_COMMON_M5_BAR,2018-07-12T20:55:00.000Z,2018-07-12T22:00:00.000Z
