field,count,minimum,median,maximum
intercept,208746,-1.661624146814247e-05,1.376512080856455e-06,2.6696533108189592e-05
beta_xag,208746,0.1582952456182716,0.35140065576544066,0.6063618730608697
beta_eurusd,208746,-0.09397956946196283,0.13479926152490868,0.5469765917864001
beta_usdjpy,208746,-1.072170439021304,-0.39392370296398604,-0.13277369457988586
condition_number,208746,1734.3912814065793,6125.193826599213,9696.1344262613
