specialist_id,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,baseline_top_ten_winners_fraction,baseline_top_three_winning_days_fraction,baseline_active_months,baseline_annualized_trades,baseline_median_monthly_trades,stress_trades,stress_wins,stress_losses,stress_net_R,stress_expectancy_R,stress_profit_factor,stress_maximum_closed_drawdown_R,stress_top_ten_winners_fraction,stress_top_three_winning_days_fraction,stress_active_months,stress_annualized_trades,stress_median_monthly_trades,broker_trades,broker_wins,broker_losses,broker_net_R,broker_expectancy_R,broker_profit_factor,broker_maximum_closed_drawdown_R,broker_top_ten_winners_fraction,broker_top_three_winning_days_fraction,broker_active_months,broker_annualized_trades,broker_median_monthly_trades,stage_a_pass,failed_gates
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,3124,1004,2120,-727.1768454599035,-0.23277107729190252,0.6596162549917151,740.5421672010748,0.010644583670546742,0.01395854946114137,35,1041.3333333333333,93.0,3124,979,2145,-1495.8486388597662,-0.4788247883674028,0.43687702345149887,1500.8170961062176,0.012494658621451703,0.015217841771041086,35,1041.3333333333333,93.0,3124,991,2133,-1195.7768454599031,-0.3827710772919024,0.5129827599212015,1202.9031586820051,0.010718282370821076,0.01335413226795792,35,1041.3333333333333,93.0,False,baseline_profit_factor|baseline_expectancy_R|stress_profit_factor|stress_expectancy_R|broker_profit_factor|maximum_closed_drawdown_R|baseline_net_R|stress_net_R|broker_net_R|broker_expectancy_R
