shock_episode_id,specialist_id,entry_time,rejection_reason
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-09-23T10:50:00.356Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-09-28T13:15:00.113Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-02T08:00:00.107Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-06T14:15:00.065Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-07T14:25:00.057Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-09T14:35:00.044Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-13T13:50:00.076Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-14T13:15:00.038Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-15T09:10:00.377Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-15T14:40:00.427Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-15T15:35:00.312Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-19T07:35:00.129Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-19T14:55:00.043Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-21T17:30:00.079Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-22T14:35:00.220Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-10-23T14:05:00.064Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-23T15:25:00.098Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-29T13:25:00.001Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-29T14:45:00.125Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-10-30T13:05:00.146Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-11-11T16:05:00.070Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-11-12T15:45:00.048Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-11-18T16:35:00.112Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-11-27T13:25:00.049Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-11-27T14:20:00.321Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-12-01T12:50:00.284Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-02T15:25:00.169Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-12-04T15:35:00.277Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-09T15:20:00.115Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-14T14:40:00.162Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-15T14:00:00.080Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-12-21T07:05:00.049Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-21T10:50:01.024Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-12-31T15:45:00.127Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-04T08:35:00.396Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-04T14:05:00.058Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-01-14T14:50:00.021Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-15T14:40:00.493Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-20T13:15:00.094Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-01-27T13:00:00.254Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-27T15:15:00.204Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-28T14:20:00.072Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-28T14:35:00.060Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-01-29T12:20:00.006Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-01T10:00:00.112Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-01T15:05:00.117Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-02T08:20:00.019Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-02T13:35:00.115Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-04T15:05:00.084Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-04T16:00:00.055Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-12T14:55:00.053Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-16T13:30:00.088Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-16T14:30:00.015Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-16T14:45:00.110Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-02-16T15:10:00.039Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-02-26T09:40:00.289Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-03-04T10:30:00.075Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-03-04T13:30:00.110Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-03-12T06:50:00.232Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-03-16T14:40:00.136Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-03-23T13:10:00.189Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-03-24T15:05:00.004Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-03-25T15:00:00.043Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-03-25T17:40:00.109Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-04-05T13:05:00.013Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-06T12:15:00.006Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-06T14:40:00.156Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-09T14:00:00.046Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-09T15:05:00.180Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-13T12:25:00.097Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-16T12:30:00.064Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-04-22T17:45:00.133Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-04-26T13:05:00.053Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-04-29T13:30:00.167Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-04-29T13:40:00.088Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-05-05T13:25:00.050Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-05-07T13:15:00.084Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-05-11T13:40:00.063Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-05-13T08:50:00.237Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-05-18T16:10:00.199Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-05-21T12:40:00.120Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-05-21T13:00:00.087Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-05-28T13:15:00.035Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-03T14:50:00.048Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-06-08T14:00:00.021Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2021-06-09T14:10:00.062Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-11T13:55:00.443Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-15T13:05:00.171Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-23T14:05:00.143Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-25T13:50:00.090Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2021-06-28T13:55:00.285Z,GLOBAL_XAU_POSITION_ALREADY_OPEN
