record_type,instrument,month,logical_path,item_count,bytes,SHA256
BAR,XAGUSD,2018-10,bars/XAGUSD/mid/H1/year=2018/month=10/bars.parquet,529,17036,7bb6734fd283ed96a7109efe4a5d0e141c7de22b1c492bd57ce790c8bbf576ac
NORMALIZED_TICKS,XAGUSD,2018-11,normalized/XAGUSD/year=2018/month=11/ticks.parquet,518289,7053324,d40eb159db1a24c2af3cad7e9b0af2b914d03ec4c86920716e3ce0f7d9dfe37a
BAR,XAGUSD,2018-11,bars/XAGUSD/bid/M5/year=2018/month=11/bars.parquet,5959,107979,3db42e1398da2af6b3a9cbaacb11ec39f6d379175f1cef2f6b83d2301bce1c93
BAR,XAGUSD,2018-11,bars/XAGUSD/bid/H1/year=2018/month=11/bars.parquet,497,15657,ee4a4b956fbdfd0b656a6836061fa9c2e40a16b983fbbd7cb02d58782c160c58
BAR,XAGUSD,2018-11,bars/XAGUSD/ask/M5/year=2018/month=11/bars.parquet,5959,108162,5d93353062209415733c298fce30722591b53495ff18bb88140641fb64ba9caf
BAR,XAGUSD,2018-11,bars/XAGUSD/ask/H1/year=2018/month=11/bars.parquet,497,15699,2894b7116406098f8532be6cbb00460d02a86364471ce65d93bec00eba4e8225
BAR,XAGUSD,2018-11,bars/XAGUSD/mid/M5/year=2018/month=11/bars.parquet,5959,120833,fc0778dcc49b6f6ca4190bf22eef7d2d826945d8792588feb1ef06a3743b09cf
BAR,XAGUSD,2018-11,bars/XAGUSD/mid/H1/year=2018/month=11/bars.parquet,497,16422,48e351099d8589366127ac6ac634ee4ab35c94497cef5efa7befa07abd97250b
NORMALIZED_TICKS,XAGUSD,2018-12,normalized/XAGUSD/year=2018/month=12/ticks.parquet,416170,5936580,86ef68595c7e2d2ed18a263143bb35098f09d1866941b97e9e4090f5ae110c11
BAR,XAGUSD,2018-12,bars/XAGUSD/bid/M5/year=2018/month=12/bars.parquet,5462,99385,30254715a128bfb4daad2d564f265df4f08f410bbfbee9db101f83cf05af8226
BAR,XAGUSD,2018-12,bars/XAGUSD/bid/H1/year=2018/month=12/bars.parquet,457,14803,7a6ecdf06f0e77d06e7db1f59c5cb9e595b7cd9db780b7f7b4fd3771112c501d
BAR,XAGUSD,2018-12,bars/XAGUSD/ask/M5/year=2018/month=12/bars.parquet,5462,99467,a9bb02de7d92e7b6d13736fb60e6dc826f4abde9f1cb57e686d92a4c6585c05d
BAR,XAGUSD,2018-12,bars/XAGUSD/ask/H1/year=2018/month=12/bars.parquet,457,14805,262ca2103cecf945722445816a30f0856526f46032b3d4dfc983735035488382
BAR,XAGUSD,2018-12,bars/XAGUSD/mid/M5/year=2018/month=12/bars.parquet,5462,110832,8fe97d6dc461b10cb900f719be7c7a02725fb732660b4c78a16d7a59392c6f78
BAR,XAGUSD,2018-12,bars/XAGUSD/mid/H1/year=2018/month=12/bars.parquet,457,15456,0f7995e5a5469e1041f4e171f05328147e628ddd22daaa0a4c3c2b9a47592c07
NORMALIZED_TICKS,XAGUSD,2019-01,normalized/XAGUSD/year=2019/month=01/ticks.parquet,535827,7259083,6f6d095e8ddbbc4ad91d726fccadd7685a49a943288a2d6d888710430533ee92
BAR,XAGUSD,2019-01,bars/XAGUSD/bid/M5/year=2019/month=01/bars.parquet,6030,109214,c9a6eb7fa6c4d5b41ffa603536e83ed6d87075a936f5641cbba5d9db7c56f361
BAR,XAGUSD,2019-01,bars/XAGUSD/bid/H1/year=2019/month=01/bars.parquet,503,15832,ef47d2d306714e8340f4836e7956535df97d2ad92629e9af344902b372fbbaae
BAR,XAGUSD,2019-01,bars/XAGUSD/ask/M5/year=2019/month=01/bars.parquet,6030,109330,bc5a61948a6b35a55de6bc67ed19316ecd5a181706efa9e09f03f74af00f3269
BAR,XAGUSD,2019-01,bars/XAGUSD/ask/H1/year=2019/month=01/bars.parquet,503,15865,33718865b403f84959f13eb80e2211696d8bb2927e1cfcab004ddf0bedcc1686
BAR,XAGUSD,2019-01,bars/XAGUSD/mid/M5/year=2019/month=01/bars.parquet,6030,122356,596d27fdbd6a1db57f1ee9c8968fc1c36cee1b6f2f6bc924bfe06f45a5a8a320
BAR,XAGUSD,2019-01,bars/XAGUSD/mid/H1/year=2019/month=01/bars.parquet,503,16516,70de83afa689934a89222684b91df2db229e60b046bf50d9b25142f771911232
NORMALIZED_TICKS,XAGUSD,2019-02,normalized/XAGUSD/year=2019/month=02/ticks.parquet,426602,5833414,3c83c8e6d1c431a302ce34ba67f35dd326e890fea7f13d874b3998baff436c6f
BAR,XAGUSD,2019-02,bars/XAGUSD/bid/M5/year=2019/month=02/bars.parquet,5430,96653,a1f4aadae93fbf8dfbac085f6e49a82d81e5b814fc54f6e3f6b817e96df13999
BAR,XAGUSD,2019-02,bars/XAGUSD/bid/H1/year=2019/month=02/bars.parquet,455,14556,ebc1db49a20e0988d331e92d4733e2f0a96b8973d7de77e8daf374669adc9b22
BAR,XAGUSD,2019-02,bars/XAGUSD/ask/M5/year=2019/month=02/bars.parquet,5430,96902,66ca61be6d06ee7bf3e96c70105abe637f23aaf7f325f422c3484a98fca7c457
BAR,XAGUSD,2019-02,bars/XAGUSD/ask/H1/year=2019/month=02/bars.parquet,455,14623,46720df76206f2a9afabe16bf97c79bb579fd5b55bf85f6caeaef15f04d8a2ca
BAR,XAGUSD,2019-02,bars/XAGUSD/mid/M5/year=2019/month=02/bars.parquet,5430,108665,d753b421d6af333555b325a5e09a09aeb38db1b9702c00b0f4905d88f7413d1d
BAR,XAGUSD,2019-02,bars/XAGUSD/mid/H1/year=2019/month=02/bars.parquet,455,15199,7143685f8b421760d222f7e70e708cb3cf7f7b6ad10641b205f866b90fc3d868
NORMALIZED_TICKS,XAGUSD,2019-03,normalized/XAGUSD/year=2019/month=03/ticks.parquet,478897,6460205,484b86ea9177c343e9a5f74a2442ec744c143ce9350a17bb1e62bf4f87a29081
BAR,XAGUSD,2019-03,bars/XAGUSD/bid/M5/year=2019/month=03/bars.parquet,5789,102783,3adb39394fdf2a0dbf356cb80c68aeb57cb90c3c6130625bd203e16cd211defa
BAR,XAGUSD,2019-03,bars/XAGUSD/bid/H1/year=2019/month=03/bars.parquet,483,15205,a8ad8bbfd63bc8f4dac7f62173e10398573c6b4b36c67923bca911084862fbd8
BAR,XAGUSD,2019-03,bars/XAGUSD/ask/M5/year=2019/month=03/bars.parquet,5789,102970,1c5362b59ca8ec09f458275c292327f131e7e2d8379a614b7227cfbc12095e20
BAR,XAGUSD,2019-03,bars/XAGUSD/ask/H1/year=2019/month=03/bars.parquet,483,15148,fa9648ce0f50c585975bcf520ffdda62beb81fa9fc893ff6a023c48412929b3d
BAR,XAGUSD,2019-03,bars/XAGUSD/mid/M5/year=2019/month=03/bars.parquet,5789,115494,a8cf7336512f157a0e0e0ed697d12ae13bdf6015375cb8a8bff62993f6ba51a8
BAR,XAGUSD,2019-03,bars/XAGUSD/mid/H1/year=2019/month=03/bars.parquet,483,15842,6f5c7f0a7ad97e6d955dc5ebb7032f6faf39cc77c631b5b391aa0ac878f27e0f
NORMALIZED_TICKS,XAGUSD,2019-04,normalized/XAGUSD/year=2019/month=04/ticks.parquet,381529,5517770,cfa88f2a2ac1144329eae8ace851e259ca524bea2bde27a35f055ea26dcdd4c5
BAR,XAGUSD,2019-04,bars/XAGUSD/bid/M5/year=2019/month=04/bars.parquet,5758,99191,92c4fdfbe2c4db1658cedb68257e8f5cd1e6704a85662f2fc3403ae41f9685b6
BAR,XAGUSD,2019-04,bars/XAGUSD/bid/H1/year=2019/month=04/bars.parquet,483,15125,3ff4da081b015d845461054fafcaa8bb847277c64ed7429deab519576f776cc5
BAR,XAGUSD,2019-04,bars/XAGUSD/ask/M5/year=2019/month=04/bars.parquet,5758,99160,220e59a30f83d8faf1bc3205de2a391886733bb2db8415e9e4a93af5091e5b69
BAR,XAGUSD,2019-04,bars/XAGUSD/ask/H1/year=2019/month=04/bars.parquet,483,15083,43e307b612992687aa81b90229b70ed662b47cb73456cb4c1ab5c90ebbc3d4d4
BAR,XAGUSD,2019-04,bars/XAGUSD/mid/M5/year=2019/month=04/bars.parquet,5758,111215,c9016f7ca845eff6fa31d77c7096ff3dc0b375ba5539d58933b055b984756e3c
BAR,XAGUSD,2019-04,bars/XAGUSD/mid/H1/year=2019/month=04/bars.parquet,483,15979,cd4820887f39acc929e3d9263ffc2c3347ee86191fffd9e0fb2c8b4178c7df46
NORMALIZED_TICKS,XAGUSD,2019-05,normalized/XAGUSD/year=2019/month=05/ticks.parquet,352891,5347899,59346b0ddcff3a6fc0de66e478dbb1fafa39e769993f0d31cac4874accaaf040
BAR,XAGUSD,2019-05,bars/XAGUSD/bid/M5/year=2019/month=05/bars.parquet,6169,105669,d3196ed9352cfae5c26c28abdcfda3671b4429092a75ca018c7392f6d785bc62
BAR,XAGUSD,2019-05,bars/XAGUSD/bid/H1/year=2019/month=05/bars.parquet,521,15881,ae6f9c5c3b990ae65e68f1f3f97bb828b33a12899ad15de61385db9c6d444b21
BAR,XAGUSD,2019-05,bars/XAGUSD/ask/M5/year=2019/month=05/bars.parquet,6169,106039,3e01e8ab0f3b6b1b90e12ef3ce84596ee2b63d0b9e4f7143a468434efa47f0aa
BAR,XAGUSD,2019-05,bars/XAGUSD/ask/H1/year=2019/month=05/bars.parquet,521,15857,af3d49db0d3681b515dd4763b7c8b0a6259203aa7624eedabdcd2b05719f7b86
BAR,XAGUSD,2019-05,bars/XAGUSD/mid/M5/year=2019/month=05/bars.parquet,6169,118897,838dbf8f4e04476a888da271cf3325a7eda6f430f34fa0ab0c41858730235b61
BAR,XAGUSD,2019-05,bars/XAGUSD/mid/H1/year=2019/month=05/bars.parquet,521,16733,535cbe877da380321450b233953876ab83c5ccddb04092d02bb0fc8008429c1e
NORMALIZED_TICKS,XAGUSD,2019-06,normalized/XAGUSD/year=2019/month=06/ticks.parquet,553093,7523270,1973a40797d8aff13ae2e5d54d6e2877b481e9a22aefcf8b3efcb2d1d6d3435d
BAR,XAGUSD,2019-06,bars/XAGUSD/bid/M5/year=2019/month=06/bars.parquet,5510,100768,99a2b5334023ba11dad1da7d55edaea0603e1a10e6f0be79903a93b9fe3d7c71
BAR,XAGUSD,2019-06,bars/XAGUSD/bid/H1/year=2019/month=06/bars.parquet,462,14822,cdfe8e126a87fa115650df6168b683ad2638f5a6ac831713dda328e4231bd339
BAR,XAGUSD,2019-06,bars/XAGUSD/ask/M5/year=2019/month=06/bars.parquet,5510,100712,f838340266a21e9f96ceb64fd62e279e21e0896369e771448aa4236b1ae30cd1
BAR,XAGUSD,2019-06,bars/XAGUSD/ask/H1/year=2019/month=06/bars.parquet,462,14890,5f86554847679e606ebdc2a8f2a41d449218cb550b95b6cce6e610df225ec954
BAR,XAGUSD,2019-06,bars/XAGUSD/mid/M5/year=2019/month=06/bars.parquet,5510,112303,39c30bd95546cbfa5775a36bf4014bdff1e9ac97fe4fb29a32b6912909b3936a
BAR,XAGUSD,2019-06,bars/XAGUSD/mid/H1/year=2019/month=06/bars.parquet,462,15461,8fe15139d3d2433cf9fc15230b2307286a46363f6cde2acb47d222adb05229d3
NORMALIZED_TICKS,XAGUSD,2019-07,normalized/XAGUSD/year=2019/month=07/ticks.parquet,592415,8155874,af1e3227912aa9027610169619bfa3f1352f048881d4b4cb3e1ad9edcbbccf2c
BAR,XAGUSD,2019-07,bars/XAGUSD/bid/M5/year=2019/month=07/bars.parquet,6291,116655,5c7a5755fc8b67e318e52a878411481fbad1e5fe49a26e912b9f66e274bd7e48
BAR,XAGUSD,2019-07,bars/XAGUSD/bid/H1/year=2019/month=07/bars.parquet,526,16568,067240dbefc79fa63a5b8dd31f96be045f095731d0eb45fe17f1e9bef7961cf2
BAR,XAGUSD,2019-07,bars/XAGUSD/ask/M5/year=2019/month=07/bars.parquet,6291,115949,b5641af727c338153ae63876759ebccace2de4f3a0e0f8953cd5265d169622f6
BAR,XAGUSD,2019-07,bars/XAGUSD/ask/H1/year=2019/month=07/bars.parquet,526,16472,f9ca31d3491fcd95aeac571b2ed8eadce8db4091a6b8941762cb22fb42247818
BAR,XAGUSD,2019-07,bars/XAGUSD/mid/M5/year=2019/month=07/bars.parquet,6291,129192,2532c44999ff20103f128edbdbc0343d73d9828e10785382944e48e43712202f
BAR,XAGUSD,2019-07,bars/XAGUSD/mid/H1/year=2019/month=07/bars.parquet,526,17189,93841947e82244698dd3c7941dd0fdaa83c5e34f2d50b148a7cfee141c9ed9f4
NORMALIZED_TICKS,XAGUSD,2019-08,normalized/XAGUSD/year=2019/month=08/ticks.parquet,914404,11820574,cbf617aab6eb06e0ae51abaa8c91a4711e1f903c9afbc8f89430bccff50c4ca6
BAR,XAGUSD,2019-08,bars/XAGUSD/bid/M5/year=2019/month=08/bars.parquet,6047,119045,b486b17a72f4f7adeec5e4806d1d275ecc3577420b5b4d2db54619ea9e885e80
BAR,XAGUSD,2019-08,bars/XAGUSD/bid/H1/year=2019/month=08/bars.parquet,504,16377,7187334b36fef006a1413b212d18713229c156e4ca0d7d1cda0cf631056b655f
BAR,XAGUSD,2019-08,bars/XAGUSD/ask/M5/year=2019/month=08/bars.parquet,6047,118971,c1fe70e0116eb0a85625c8ae044903702213e92ff09679d7d88f23e829227b66
BAR,XAGUSD,2019-08,bars/XAGUSD/ask/H1/year=2019/month=08/bars.parquet,504,16369,7d6d585eca5310f56afbb2a980e522a13d5a8b2947877d338194f1b1a6fa5cc6
BAR,XAGUSD,2019-08,bars/XAGUSD/mid/M5/year=2019/month=08/bars.parquet,6047,129810,8420e6834ade2368a9d39b5aaa2b8ee2c82a5dab5ad4885b24ac14e1df858ba2
BAR,XAGUSD,2019-08,bars/XAGUSD/mid/H1/year=2019/month=08/bars.parquet,504,16833,84dd43481664f7c655cf731ace7049b41869cb483820657e755cf6bae37bee92
NORMALIZED_TICKS,XAGUSD,2019-09,normalized/XAGUSD/year=2019/month=09/ticks.parquet,1085921,13987553,af7f737fa74a8721da9fd637a99249b036757f55381f4b9877659bfcbe1152bf
BAR,XAGUSD,2019-09,bars/XAGUSD/bid/M5/year=2019/month=09/bars.parquet,5771,116923,db93aad28396b6bb66c07bd4a820acee10071231fff0955671a66975ccc197eb
BAR,XAGUSD,2019-09,bars/XAGUSD/bid/H1/year=2019/month=09/bars.parquet,481,15874,bc66b271fe59f24fd2ee14bf8845d07d5bb10ca5c8c4525e78e57ff39a3a723f
BAR,XAGUSD,2019-09,bars/XAGUSD/ask/M5/year=2019/month=09/bars.parquet,5771,116777,a06adcbf9fe9d463da705e78f429c39fcb1890e164515f95d587160553f67c21
BAR,XAGUSD,2019-09,bars/XAGUSD/ask/H1/year=2019/month=09/bars.parquet,481,15899,870af435b28f6a2ba76c572f7171330ebd685b874fa7dff291da9aa7b25986b2
BAR,XAGUSD,2019-09,bars/XAGUSD/mid/M5/year=2019/month=09/bars.parquet,5771,126673,e43fb7842d243d6a17060f5f793ba2097531a0684c385ec626c94876a02d232b
BAR,XAGUSD,2019-09,bars/XAGUSD/mid/H1/year=2019/month=09/bars.parquet,481,16313,71f9662ec384683df8e56edf058108d13ab89ef2d714509cfceaf45bc1ab8fb1
NORMALIZED_TICKS,XAGUSD,2019-10,normalized/XAGUSD/year=2019/month=10/ticks.parquet,1030372,13235721,5f56417fe89388dcf479a72dfb7f0309be9aeec0eeefab43daee87db12bd4b09
BAR,XAGUSD,2019-10,bars/XAGUSD/bid/M5/year=2019/month=10/bars.parquet,6344,120363,33f3b0db07fcedc2d53613c48b46f8f7aab5a4cc7e47dd464cf8e1079b02e95c
BAR,XAGUSD,2019-10,bars/XAGUSD/bid/H1/year=2019/month=10/bars.parquet,529,16398,ba18d008cadad43e01f5734ac28da30ce0cb2621a1430d77bd752cf926764cf1
BAR,XAGUSD,2019-10,bars/XAGUSD/ask/M5/year=2019/month=10/bars.parquet,6344,120089,05b361ab5e99630125ff6f5ec3d25d8ec2b10771c6064a17fc994700555d583a
BAR,XAGUSD,2019-10,bars/XAGUSD/ask/H1/year=2019/month=10/bars.parquet,529,16408,cf5fac4cf3da8a280336b529104934a616ab16393dca4f4e6298a15add74407f
BAR,XAGUSD,2019-10,bars/XAGUSD/mid/M5/year=2019/month=10/bars.parquet,6344,131978,3bb221a0508ca1b842c4bdd21239ffeea705bbecb4c8bc06927845657de39631
BAR,XAGUSD,2019-10,bars/XAGUSD/mid/H1/year=2019/month=10/bars.parquet,529,17019,60af2102b655fe1d40885c4ad0ad460743c937cfe4d2c9bc506067fb1fcf4c5b
NORMALIZED_TICKS,XAGUSD,2019-11,normalized/XAGUSD/year=2019/month=11/ticks.parquet,688193,9012895,85677e895b4f3a26aa6610cd3ced00d52f1953473b57382892118e6cb65d53df
BAR,XAGUSD,2019-11,bars/XAGUSD/bid/M5/year=2019/month=11/bars.parquet,5683,105130,ee473da97aa51d910565ebdfc327659ed63508a4396bb254c4d7c5d8c5ef2e47
BAR,XAGUSD,2019-11,bars/XAGUSD/bid/H1/year=2019/month=11/bars.parquet,474,15515,7754013d93fdadedab74ef7633c24fbe791683730124ae1451b5ff5c139f595d
BAR,XAGUSD,2019-11,bars/XAGUSD/ask/M5/year=2019/month=11/bars.parquet,5683,104805,96576761b587287e0db5807e52d0eaf1fbdd811d7453ca8077361d7a920ce7d8
BAR,XAGUSD,2019-11,bars/XAGUSD/ask/H1/year=2019/month=11/bars.parquet,474,15468,0202c692cd3d142e8271f0db9cb44609ed4c550ecee25d44cce01647ba7b3042
BAR,XAGUSD,2019-11,bars/XAGUSD/mid/M5/year=2019/month=11/bars.parquet,5683,116407,76be42b44b7222453dd4ab8dfd6f99ad71249cbfab6942d0e56927e97aef40cd
BAR,XAGUSD,2019-11,bars/XAGUSD/mid/H1/year=2019/month=11/bars.parquet,474,16021,b4b109eb98a30ffc784c43a81a7e817c4a8141336d7ea380061b91862998fd3a
NORMALIZED_TICKS,XAGUSD,2019-12,normalized/XAGUSD/year=2019/month=12/ticks.parquet,551765,7505888,df23b6aa4dd3c5a686ffde4c5abf79a924ff3b2b5d3c66d666630ae468ffc4c9
BAR,XAGUSD,2019-12,bars/XAGUSD/bid/M5/year=2019/month=12/bars.parquet,5750,106953,5d2c1f943a5da1e1885a7db2b24b7bc11e6f7943729c854f1edd6e1a889acf3e
BAR,XAGUSD,2019-12,bars/XAGUSD/bid/H1/year=2019/month=12/bars.parquet,480,15607,4f70df5dddaecc3a9fafb472fba218d4f2f5d3b207921c9595f5cbadbfc6e6e3
BAR,XAGUSD,2019-12,bars/XAGUSD/ask/M5/year=2019/month=12/bars.parquet,5750,106808,d23629e9192da32ce8661ac5828d5856640e9f00ffc1ab4b3cf3d17a5b5dd0cc
BAR,XAGUSD,2019-12,bars/XAGUSD/ask/H1/year=2019/month=12/bars.parquet,480,15534,0441f89c77e98fe4949dd67a4ed1f5a6be6284afef45cda9a64dafc22626f855
BAR,XAGUSD,2019-12,bars/XAGUSD/mid/M5/year=2019/month=12/bars.parquet,5750,118269,4d2d9ca2b951f3d8a0323ecdd45e20bc5256bece87234c95f5c582b27736b3ce
BAR,XAGUSD,2019-12,bars/XAGUSD/mid/H1/year=2019/month=12/bars.parquet,480,16141,8ecd93c9c677273d7fed666d2b4474ad2be679956b45e8a6e10f21482505a001
NORMALIZED_TICKS,XAGUSD,2020-01,normalized/XAGUSD/year=2020/month=01/ticks.parquet,809588,10510410,7699e54ce9b0c5da059c107ddc622d52a2ae737d51cfdff4e491b8d998b62d6e
BAR,XAGUSD,2020-01,bars/XAGUSD/bid/M5/year=2020/month=01/bars.parquet,6024,114378,2dfba9f43d054855d2f96adf9a61f608f7203a6ed661776ff682d4c64bbf8af1
BAR,XAGUSD,2020-01,bars/XAGUSD/bid/H1/year=2020/month=01/bars.parquet,502,16171,96715e24c836226f3fcadd5d09c0aa992db683c08c21681fe30cce0271c6a5dc
BAR,XAGUSD,2020-01,bars/XAGUSD/ask/M5/year=2020/month=01/bars.parquet,6024,114047,bcb2a0d6478f99e97cfd76b51340eaa10f8fe5f06f195a777e11513d832f843b
BAR,XAGUSD,2020-01,bars/XAGUSD/ask/H1/year=2020/month=01/bars.parquet,502,16170,e39f5ec65d77f0d6d50b7fd1007baa9d658610c02d4d26e3171aea915ef1bc1b
BAR,XAGUSD,2020-01,bars/XAGUSD/mid/M5/year=2020/month=01/bars.parquet,6024,126246,d67a5fb68968f89be779f37f2699f4fd63992542af8bb98e50fc53192db9f210
BAR,XAGUSD,2020-01,bars/XAGUSD/mid/H1/year=2020/month=01/bars.parquet,502,16707,1f123ab1821c2ca03c625a6b4ffbb9f6e9904270632b411288151ff9735b5619
NORMALIZED_TICKS,XAGUSD,2020-02,normalized/XAGUSD/year=2020/month=02/ticks.parquet,895084,11377671,3aed7a430c06dd1df31aa890f8c5e743a0dc093e0abb2cef75b7c67ab34d56f5
BAR,XAGUSD,2020-02,bars/XAGUSD/bid/M5/year=2020/month=02/bars.parquet,5471,107233,0b6abacd0f904295fa1dec91c671caba0180e4f6f5bbfd7313b3930c566e0ebf
BAR,XAGUSD,2020-02,bars/XAGUSD/bid/H1/year=2020/month=02/bars.parquet,456,15156,628afe7408acb3024ca0d7baa6735f485b1a26da7c1d79e2dd1171d9b55137ab
BAR,XAGUSD,2020-02,bars/XAGUSD/ask/M5/year=2020/month=02/bars.parquet,5471,106868,5ce5497e734207f34789accf366384be787caec37c864c71d401dfb4d617bed7
BAR,XAGUSD,2020-02,bars/XAGUSD/ask/H1/year=2020/month=02/bars.parquet,456,15132,6c5ba8228330c066e3b426109b6b6661c0d62e9c07de72c6f5958d10fde48bba
BAR,XAGUSD,2020-02,bars/XAGUSD/mid/M5/year=2020/month=02/bars.parquet,5471,116976,0a8bf35428c74ffbed623e9373340870392534668c78c709396707c482162066
BAR,XAGUSD,2020-02,bars/XAGUSD/mid/H1/year=2020/month=02/bars.parquet,456,15518,7ebc48a1606fa80328c9fb55cb2837acb691c5709413becd5c22fdc43a9a849a
NORMALIZED_TICKS,XAGUSD,2020-03,normalized/XAGUSD/year=2020/month=03/ticks.parquet,1536819,19095253,7cfa0b6c420cff2797f42299d41d3c2785b9de0c9a1f016b996c145ccf652294
BAR,XAGUSD,2020-03,bars/XAGUSD/bid/M5/year=2020/month=03/bars.parquet,6096,128415,583b7b5abc7e9e0ffb39d81b0eef364c83eb9c5986b6ecde11633f426be077de
BAR,XAGUSD,2020-03,bars/XAGUSD/bid/H1/year=2020/month=03/bars.parquet,508,16836,add40bf9508fa49d2774f3ed664e88b9c4bb30c9b4950cfba9cda35fa2a588a0
BAR,XAGUSD,2020-03,bars/XAGUSD/ask/M5/year=2020/month=03/bars.parquet,6096,128146,353bcf20470fb167be1b9660c01bb117d722887de0812ea54fa3f26919c7505d
BAR,XAGUSD,2020-03,bars/XAGUSD/ask/H1/year=2020/month=03/bars.parquet,508,16897,70d298a8390f3d6fdf231d0b52a18d891e8268224798b490672de3012e4b1ad4
BAR,XAGUSD,2020-03,bars/XAGUSD/mid/M5/year=2020/month=03/bars.parquet,6096,138175,e13d7003825098782cdd198c5de05356cc16fb3adaed2e74069da5861c7af390
BAR,XAGUSD,2020-03,bars/XAGUSD/mid/H1/year=2020/month=03/bars.parquet,508,17386,bd7eaf1b55e396c2cbb7b35e566742bccbd87cebe9630e396b0abb510493cb96
NORMALIZED_TICKS,XAGUSD,2020-04,normalized/XAGUSD/year=2020/month=04/ticks.parquet,989460,11740101,d2bfdbb37a7efc989f62e83d632b0c893c6884eb2dd64fabdbae28fb2037434f
BAR,XAGUSD,2020-04,bars/XAGUSD/bid/M5/year=2020/month=04/bars.parquet,5770,112928,0a9cd777dffca4ebdc98700e2e1091f68d5b613d9dad3a943878165ca7cf06ed
BAR,XAGUSD,2020-04,bars/XAGUSD/bid/H1/year=2020/month=04/bars.parquet,483,15738,ee616ab9e0cd7a869d4be58d725c7e867a8e27f1ede55cd1b63a35e9547f119b
BAR,XAGUSD,2020-04,bars/XAGUSD/ask/M5/year=2020/month=04/bars.parquet,5770,113132,9d28bb03ce7c307e2102e9535a9f985ff173802e544938cdd0b5484de5ab1c9a
BAR,XAGUSD,2020-04,bars/XAGUSD/ask/H1/year=2020/month=04/bars.parquet,483,15687,1e36dabf2a911e3e9b83be50be805ad0579648f9b07eca032160632f331f1e21
BAR,XAGUSD,2020-04,bars/XAGUSD/mid/M5/year=2020/month=04/bars.parquet,5770,124871,acb44ac771ecf00c88fd07cadd10538d74d31df23c545ecafeb248e4f8ad5804
BAR,XAGUSD,2020-04,bars/XAGUSD/mid/H1/year=2020/month=04/bars.parquet,483,16338,30145a301993924c0cd92d9280ce8b50b800344ec53708de3d41bb2dab562f67
NORMALIZED_TICKS,XAGUSD,2020-05,normalized/XAGUSD/year=2020/month=05/ticks.parquet,969179,11971207,ce6580837a2d0f97e079a31450cac3f25ad6ff8a683d6e7ae4786be3ba68eff4
BAR,XAGUSD,2020-05,bars/XAGUSD/bid/M5/year=2020/month=05/bars.parquet,5748,114556,1f8d31adb60caf117bc60e84181b96c87c732986c4cd393992a6740ab19d595c
BAR,XAGUSD,2020-05,bars/XAGUSD/bid/H1/year=2020/month=05/bars.parquet,479,15794,0014589c8b8e52941e064e3bececbf8ea03e7f9c1093ef86da37f8d637110511
BAR,XAGUSD,2020-05,bars/XAGUSD/ask/M5/year=2020/month=05/bars.parquet,5748,114763,d5d33c3843abf362b175775775864233fafb117f53d5eadd6a91ad387d2697a1
BAR,XAGUSD,2020-05,bars/XAGUSD/ask/H1/year=2020/month=05/bars.parquet,479,15723,78381deaa13c9e28e2a6b496ceb3244e7677a791b3b16c4b7ea63473e389589a
BAR,XAGUSD,2020-05,bars/XAGUSD/mid/M5/year=2020/month=05/bars.parquet,5748,125076,c7470bcfc355825f21ae6de860248685cccfb40236e876f82d1758206c10cc39
BAR,XAGUSD,2020-05,bars/XAGUSD/mid/H1/year=2020/month=05/bars.parquet,479,16332,17bed8778204a13e7adaeef7d268ce79ae38ed1705481949c864559a4976ea57
NORMALIZED_TICKS,XAGUSD,2020-06,normalized/XAGUSD/year=2020/month=06/ticks.parquet,958039,11987687,50068db7d52d6320125b87f20260cd14c5bf44c391b2dc38d54332f95ca1c85b
BAR,XAGUSD,2020-06,bars/XAGUSD/bid/M5/year=2020/month=06/bars.parquet,6072,117963,9578212c56936f50feabcc16d574c5deaf3987c841b574f64c649e23d56cca4a
BAR,XAGUSD,2020-06,bars/XAGUSD/bid/H1/year=2020/month=06/bars.parquet,506,16181,6d35399d86cfe937cc1287e59cb072197cc59d19f6f50df0ace190aaf663ae78
BAR,XAGUSD,2020-06,bars/XAGUSD/ask/M5/year=2020/month=06/bars.parquet,6072,118018,7faf72f8a9bbce3a5b8fa7a593d1663e4abe81f6791a354db13d1178a4089c6b
BAR,XAGUSD,2020-06,bars/XAGUSD/ask/H1/year=2020/month=06/bars.parquet,506,16201,6ad723ea320da493d874bd823d110254a43646b05524dea3754624fd604a1f0a
BAR,XAGUSD,2020-06,bars/XAGUSD/mid/M5/year=2020/month=06/bars.parquet,6072,129304,181e0082dd3198ca688070027ce1a68265ac4b4bd88a495a136ee75ba37b4d43
BAR,XAGUSD,2020-06,bars/XAGUSD/mid/H1/year=2020/month=06/bars.parquet,506,16590,654d67c810bfbfb5956d7b8bb6366d3a12c1171b67efc954606cafffbe379efb
NORMALIZED_TICKS,XAGUSD,2020-07,normalized/XAGUSD/year=2020/month=07/ticks.parquet,1533487,17575759,afcad00e7abea9fda9844839af7a11c9eb06405a077c21f846119c9db070c23a
BAR,XAGUSD,2020-07,bars/XAGUSD/bid/M5/year=2020/month=07/bars.parquet,6276,130726,275dd34452683c9bbdef82d2ecaeae2b349d9e2baf864e962d97084de8820701
