record_type,instrument,month,logical_path,item_count,bytes,SHA256
NORMALIZED_TICKS,USDJPY,2020-02,normalized/USDJPY/year=2020/month=02/ticks.parquet,2190760,24396939,cb4e4c34a671be33159dc8e25448de53775a0cdd369124ae5a0d0cccc835e119
BAR,USDJPY,2020-02,bars/USDJPY/bid/M5/year=2020/month=02/bars.parquet,5757,120526,a420903f7aee844a75e3ab76c21da9f5108e0e74e208b8cf0b713960e6b3a2e1
BAR,USDJPY,2020-02,bars/USDJPY/bid/H1/year=2020/month=02/bars.parquet,480,15760,774a2680c3167517ea3d369c79ffd1c1bb60232147175cd89405d22db47d13ee
BAR,USDJPY,2020-02,bars/USDJPY/ask/M5/year=2020/month=02/bars.parquet,5757,120599,31cf602ce38678b42ae55213bd6c77111262ad24064f660ce03f19d1a8ee1f03
BAR,USDJPY,2020-02,bars/USDJPY/ask/H1/year=2020/month=02/bars.parquet,480,15769,55bf60d7c68a6434714efcd1ba930f8ac2adf28b9792a396f7de7d7dabe696c5
BAR,USDJPY,2020-02,bars/USDJPY/mid/M5/year=2020/month=02/bars.parquet,5757,126971,d5b77e70fe142aa961a798f598a8d131e1ed1e45d6417dd89405b976b33789e6
BAR,USDJPY,2020-02,bars/USDJPY/mid/H1/year=2020/month=02/bars.parquet,480,16191,288bfacd9ae4215f41901e228a6344eea331a6151037bada163c6c8620637cc1
NORMALIZED_TICKS,USDJPY,2020-03,normalized/USDJPY/year=2020/month=03/ticks.parquet,6629455,72531306,579620cb395980e0d523f7aa4a4be4a5e19bc9796775ba97ed8a89b48af404e3
BAR,USDJPY,2020-03,bars/USDJPY/bid/M5/year=2020/month=03/bars.parquet,6372,145974,647a8fddac79fa735f9302470a5e49db8d6b6ad7590477c81a281ce67f0a879e
BAR,USDJPY,2020-03,bars/USDJPY/bid/H1/year=2020/month=03/bars.parquet,531,17724,12cd153c23a3834681b151813ede058e33cb396044f2cbbf19527104bb9267e2
BAR,USDJPY,2020-03,bars/USDJPY/ask/M5/year=2020/month=03/bars.parquet,6372,145906,2b8df150abbcde57cee04feb9a5e87f455205d0de5a006538f4ef6230e3d8f57
BAR,USDJPY,2020-03,bars/USDJPY/ask/H1/year=2020/month=03/bars.parquet,531,17684,4e065ac88759b93a75649cc3aa7f7cbc4613e30e376f0803fcba71ce56efafd0
BAR,USDJPY,2020-03,bars/USDJPY/mid/M5/year=2020/month=03/bars.parquet,6372,149678,f8ecd5e9281d9eaa117525eca95119ff74910ce6c52ed6d8aa6561f34e1ad7fb
BAR,USDJPY,2020-03,bars/USDJPY/mid/H1/year=2020/month=03/bars.parquet,531,18240,2690bc552600ed26ad1476bd8aad71c6f6302c6754576c9388f3ebeb630d987a
NORMALIZED_TICKS,USDJPY,2020-04,normalized/USDJPY/year=2020/month=04/ticks.parquet,2478845,28188686,0612262542316572b3b0bb2a34605121f45eb79789994bc2247e39b63baec25c
BAR,USDJPY,2020-04,bars/USDJPY/bid/M5/year=2020/month=04/bars.parquet,6333,133409,219ab31ba0b11a05a3afb5d3000ce358335156dbd636092512d11c531e2b3c75
BAR,USDJPY,2020-04,bars/USDJPY/bid/H1/year=2020/month=04/bars.parquet,528,17217,250208ea4d9396d7e496c491c7db6736de572760a370cb5bf9c990e1a0e49e99
BAR,USDJPY,2020-04,bars/USDJPY/ask/M5/year=2020/month=04/bars.parquet,6333,133196,325946199d768e5a23a1d36d261997541fa28f631c59fa731b9972eb4999ea85
BAR,USDJPY,2020-04,bars/USDJPY/ask/H1/year=2020/month=04/bars.parquet,528,17247,0d4cef8e85a8cb48c44623734ddde4f8b6be076462a0934197c48ef6f6d19593
BAR,USDJPY,2020-04,bars/USDJPY/mid/M5/year=2020/month=04/bars.parquet,6333,141464,8a40683e55e41f7e75d66f75e9da56f0ac43bb59c30041583cea8205a988fc6d
BAR,USDJPY,2020-04,bars/USDJPY/mid/H1/year=2020/month=04/bars.parquet,528,17699,6b47a1b274bff726d68d3e4977b203447740635d216dbfa117ba6d54fe5a9cbe
NORMALIZED_TICKS,USDJPY,2020-05,normalized/USDJPY/year=2020/month=05/ticks.parquet,1450931,17014325,3a2488b6300cdbca7825a0b34f5d24d82081f5d5cdfd80f7a9545e2adbb9c96d
BAR,USDJPY,2020-05,bars/USDJPY/bid/M5/year=2020/month=05/bars.parquet,6046,122529,0146a61baa778d22bfe1379391f4937641d6e180e852f5988d8e1d0dfec1da2c
BAR,USDJPY,2020-05,bars/USDJPY/bid/H1/year=2020/month=05/bars.parquet,504,16108,f899286d0262a2c8495d66552f695ace794daf8e48514d2a5d7d0011958a4659
BAR,USDJPY,2020-05,bars/USDJPY/ask/M5/year=2020/month=05/bars.parquet,6046,122583,d9a1919c0237c66b263d16409ed192314e7c3982bb186ec950e9c257812e3f3d
BAR,USDJPY,2020-05,bars/USDJPY/ask/H1/year=2020/month=05/bars.parquet,504,16043,684787b5c679395d89cd9a2082bf240deded4f31b83770977d5c8f0d5fdce5f9
BAR,USDJPY,2020-05,bars/USDJPY/mid/M5/year=2020/month=05/bars.parquet,6046,130803,5cdfb1c489cb4f808c848b12f9caf90708f84de0b05cf288bf9d0fb8115ae0fd
BAR,USDJPY,2020-05,bars/USDJPY/mid/H1/year=2020/month=05/bars.parquet,504,16498,4f0ace198ddc7bb14ea204e7b8fbbaafa586dedf39ccb6b04e64fba73d7b789f
NORMALIZED_TICKS,USDJPY,2020-06,normalized/USDJPY/year=2020/month=06/ticks.parquet,1798017,21048873,63e9ec567edb11e8135569725ca0fbe0ffb9bdc0584b46e32aa2eaf8262ae3a7
BAR,USDJPY,2020-06,bars/USDJPY/bid/M5/year=2020/month=06/bars.parquet,6335,132623,3211ac9bf58438bfd9b7482c1a8aa1eccba56bef87e9e09e0cddb99434a6009a
BAR,USDJPY,2020-06,bars/USDJPY/bid/H1/year=2020/month=06/bars.parquet,528,17224,af242d3526a9ce0cf5b09ee60d934db099c4f719d5802604c199abcd49c47f00
BAR,USDJPY,2020-06,bars/USDJPY/ask/M5/year=2020/month=06/bars.parquet,6335,132535,da9560b2cecda0e990c91bac09c3d1c20252f72f5b2aea4c17b18bb84f21acec
BAR,USDJPY,2020-06,bars/USDJPY/ask/H1/year=2020/month=06/bars.parquet,528,17225,bc6da5e64f65dbdad4d416f4b1dfff6754291d872c971193c53fdfaaafe7922d
BAR,USDJPY,2020-06,bars/USDJPY/mid/M5/year=2020/month=06/bars.parquet,6335,140167,32d00b373229bf6b69246eae00efe211fe6e743d774b007ad8001e64e8c1d4b0
BAR,USDJPY,2020-06,bars/USDJPY/mid/H1/year=2020/month=06/bars.parquet,528,17699,cefd4fd14a71c1f5897f40e645a48d8c31d9fc87d738fede8700ebcbb2998a4e
NORMALIZED_TICKS,USDJPY,2020-07,normalized/USDJPY/year=2020/month=07/ticks.parquet,1337691,16079343,38d9001c1530f74ed588cf9ef420f4bcd26e9f7061928c45a1edc3d5fe6af566
BAR,USDJPY,2020-07,bars/USDJPY/bid/M5/year=2020/month=07/bars.parquet,6586,132354,0292c124d8e67bea76d9ebc7a1d230c59f43fcf1adff128929b9e193e2bdb32d
BAR,USDJPY,2020-07,bars/USDJPY/bid/H1/year=2020/month=07/bars.parquet,549,17139,237b442cedc3baca378f3ecfffc29e4c577ec45803ab2010c496a3683f3004ef
BAR,USDJPY,2020-07,bars/USDJPY/ask/M5/year=2020/month=07/bars.parquet,6586,132398,5e667cc60e851a864cf969beb5d566077f7736dfa282c242cf80e60710d7268f
BAR,USDJPY,2020-07,bars/USDJPY/ask/H1/year=2020/month=07/bars.parquet,549,17077,c8fb0a5d570e897562fd77121536b7a549e1e2a216c01865b20cd87381520839
BAR,USDJPY,2020-07,bars/USDJPY/mid/M5/year=2020/month=07/bars.parquet,6586,140549,bc0d6f72e2e8c624a05e85d56405398a2679eabc16f9c0e65b698acdf58e814f
BAR,USDJPY,2020-07,bars/USDJPY/mid/H1/year=2020/month=07/bars.parquet,549,17600,f56d8673c3a7a4122896932deeb044a7aad73775af2bf2e82f91432511835ec2
NORMALIZED_TICKS,USDJPY,2020-08,normalized/USDJPY/year=2020/month=08/ticks.parquet,1619097,19332260,ef8cf58f5b92d60c67bf04357c58e7d2757d82b4e8f1c3cc6ce446172ef3faa4
BAR,USDJPY,2020-08,bars/USDJPY/bid/M5/year=2020/month=08/bars.parquet,6082,125336,d6eb6e9b00b4b583e538fc0e8be46673a7244fb0e0e30b07806cb0143d405c6e
BAR,USDJPY,2020-08,bars/USDJPY/bid/H1/year=2020/month=08/bars.parquet,507,16306,427219d802477d90456f7583899d83d1985d5021d21f9d52d68eefbeeb40a003
BAR,USDJPY,2020-08,bars/USDJPY/ask/M5/year=2020/month=08/bars.parquet,6082,125300,50ab2c8cc10b1fba61e161f17aa96c86fcf251b73fefd79e9cdbf6cc1ce91897
BAR,USDJPY,2020-08,bars/USDJPY/ask/H1/year=2020/month=08/bars.parquet,507,16315,b649eca965d828b78b0fa8537ef60436f442386819b4cf79e778d014fcb9d905
BAR,USDJPY,2020-08,bars/USDJPY/mid/M5/year=2020/month=08/bars.parquet,6082,133103,d76ee5532fd8e5ad83441160ca51e6a2ce64ddd487825efa0f5606a63d129534
BAR,USDJPY,2020-08,bars/USDJPY/mid/H1/year=2020/month=08/bars.parquet,507,16770,bcd138a15141763ae2681b12efad3bd53009263f4a371db20df64ed8943eed77
NORMALIZED_TICKS,USDJPY,2020-09,normalized/USDJPY/year=2020/month=09/ticks.parquet,1358518,16426312,fbcfc8c494dfbd95d3ac7893047c97af059d3bed9737d8224a899be822ed2cbe
BAR,USDJPY,2020-09,bars/USDJPY/bid/M5/year=2020/month=09/bars.parquet,6336,127163,372fec5805dcad09e5a55b5089309e018c23ed68b561dd36e4e1d927d46c3d88
BAR,USDJPY,2020-09,bars/USDJPY/bid/H1/year=2020/month=09/bars.parquet,528,16666,e795f7e08e487f6936e26d603f8aa1a9855eeb4afafb2aea979e12a1af54c23f
BAR,USDJPY,2020-09,bars/USDJPY/ask/M5/year=2020/month=09/bars.parquet,6336,126970,3bf756f116e53334e08046a547235f8381125bb576a3285113fc0d83e141dbd5
BAR,USDJPY,2020-09,bars/USDJPY/ask/H1/year=2020/month=09/bars.parquet,528,16650,d05892e4dfecaa226143f9aa131ea47c471f0864b5b5bd0c50fa9b33593209b2
BAR,USDJPY,2020-09,bars/USDJPY/mid/M5/year=2020/month=09/bars.parquet,6336,135581,e8d8b1987908388ad008b1d32a3101b4908803d425984dd4cc6a3fa418ded059
BAR,USDJPY,2020-09,bars/USDJPY/mid/H1/year=2020/month=09/bars.parquet,528,17124,729ab9571aae9c1106b26ca7a262321d793a75d517752b49cba59638ec711e7d
NORMALIZED_TICKS,USDJPY,2020-10,normalized/USDJPY/year=2020/month=10/ticks.parquet,1202399,14350239,773fbff57aed26cb2ebd109a92df946d75e0792900bb97ded7d14b95019cf172
BAR,USDJPY,2020-10,bars/USDJPY/bid/M5/year=2020/month=10/bars.parquet,6298,124885,3e6afa792d42c63a6689587cd6b29afce0c15b2a7db869a0874beac37e2d55cf
BAR,USDJPY,2020-10,bars/USDJPY/bid/H1/year=2020/month=10/bars.parquet,525,16492,241fc1165a0d5d8c8159b3cd9170699dd520e7e22e34201b155023bc56573e40
BAR,USDJPY,2020-10,bars/USDJPY/ask/M5/year=2020/month=10/bars.parquet,6298,124843,ec553f7a898942b3822c7da6c36d8be18dc22e2b1447d710feff60353207abba
BAR,USDJPY,2020-10,bars/USDJPY/ask/H1/year=2020/month=10/bars.parquet,525,16507,a91f7be8194320da1e6a029dcc870ca1902c4f1e995474995b6db64c4ff3a833
BAR,USDJPY,2020-10,bars/USDJPY/mid/M5/year=2020/month=10/bars.parquet,6298,133714,18918a90aeb9f64ae2e6460f30ca8a66a362d4c8125d2808d0cc5cee1f02b87a
BAR,USDJPY,2020-10,bars/USDJPY/mid/H1/year=2020/month=10/bars.parquet,525,17024,54109ab0e1146f2b11684b31510f346cc9ebdcb72d504fc996b354df70f0329a
NORMALIZED_TICKS,USDJPY,2020-11,normalized/USDJPY/year=2020/month=11/ticks.parquet,1568143,18549232,f128f88791b5896c835266fb54cf92e714343fac53bb5919462f2e7926c17de3
BAR,USDJPY,2020-11,bars/USDJPY/bid/M5/year=2020/month=11/bars.parquet,6072,126117,cc018b4d94b084ce4e1ef15487524cf7eab0f7ecccb0a5e6d714bca6923b8c04
BAR,USDJPY,2020-11,bars/USDJPY/bid/H1/year=2020/month=11/bars.parquet,506,16692,71737ea62e04fd4ea8cc970711d94049f497ca647f0875c291999ebdeed66844
BAR,USDJPY,2020-11,bars/USDJPY/ask/M5/year=2020/month=11/bars.parquet,6072,126333,c87d57ac12f5e7dac14b64ff75ec5793f1010a2d3748bb5b63538a3eee6a778e
BAR,USDJPY,2020-11,bars/USDJPY/ask/H1/year=2020/month=11/bars.parquet,506,16655,a5c2f029aac1d18339e5131e6f4fccb0405cdecdbbc870ba9e05c3da94214835
BAR,USDJPY,2020-11,bars/USDJPY/mid/M5/year=2020/month=11/bars.parquet,6072,134255,d8ffa5724a2e69ad7adbe360f7760e064d6cde2640619e21156c8134372762e4
BAR,USDJPY,2020-11,bars/USDJPY/mid/H1/year=2020/month=11/bars.parquet,506,17134,a8a7ed1c4fd619566f5bbb08e045e9bb9c0cb9b3808f34c036ba133ed3e32879
NORMALIZED_TICKS,USDJPY,2020-12,normalized/USDJPY/year=2020/month=12/ticks.parquet,1289203,15075679,4cd16ba868a63ad8201916a37f2a80827404bdbea3abd4cfbd5a2ad69ea98523
BAR,USDJPY,2020-12,bars/USDJPY/bid/M5/year=2020/month=12/bars.parquet,6431,128018,b4c5183492256128f5fbc4a6643e1084c430ab89c628b9ae7d1b1b0ad51de843
BAR,USDJPY,2020-12,bars/USDJPY/bid/H1/year=2020/month=12/bars.parquet,536,17117,0b35b37f493d59cad495e13f3c84326e92962f1afc418537c1905bdbffb7e3aa
BAR,USDJPY,2020-12,bars/USDJPY/ask/M5/year=2020/month=12/bars.parquet,6431,128100,12782bb32f3710600df6777e58d11fec310dcbb12359f4b5e98885de1bc6c4e6
BAR,USDJPY,2020-12,bars/USDJPY/ask/H1/year=2020/month=12/bars.parquet,536,17164,ceb7b235cce285b99fd9a04d52e151645ad684ceda8c9a53fe68b4b5b294bdaf
BAR,USDJPY,2020-12,bars/USDJPY/mid/M5/year=2020/month=12/bars.parquet,6431,137658,5df59755ec8b29042fb4785febea695bb3c3f48a7a41b7aa0d3c46790b3a1225
BAR,USDJPY,2020-12,bars/USDJPY/mid/H1/year=2020/month=12/bars.parquet,536,17724,201f0cf09927801c0b9b861e0c145f2230f0ed6d256a1f739dfc96367684ea36
NORMALIZED_TICKS,USDJPY,2021-01,normalized/USDJPY/year=2021/month=01/ticks.parquet,1230927,14313867,1bfd616d664f963668d76b95d27656861a53cd2ea1badec87a2bd15e5d021d95
BAR,USDJPY,2021-01,bars/USDJPY/bid/M5/year=2021/month=01/bars.parquet,5784,117113,0535120c67e5784bf7fa0031868b66c03b7634f4cb3b91761880e58c5a14599b
BAR,USDJPY,2021-01,bars/USDJPY/bid/H1/year=2021/month=01/bars.parquet,482,15907,ba1a80ce81d9a7bb26f5fda5a296b48f814851e6c148722f5a76c388935fd7d9
BAR,USDJPY,2021-01,bars/USDJPY/ask/M5/year=2021/month=01/bars.parquet,5784,117081,f35529cf2a0dcd19753a260c608d005d596719ca13dbfb6a53aa060f78def209
BAR,USDJPY,2021-01,bars/USDJPY/ask/H1/year=2021/month=01/bars.parquet,482,15859,9c1daedb822cb8995bf762add5f5f916f0a1c301ce55327f68600882bffa7ce0
BAR,USDJPY,2021-01,bars/USDJPY/mid/M5/year=2021/month=01/bars.parquet,5784,125454,da722e4b37df7df66fa4ca868d18a5e2a7e6a247a44c5e9a9539bc7249c6508b
BAR,USDJPY,2021-01,bars/USDJPY/mid/H1/year=2021/month=01/bars.parquet,482,16380,15114e14ccc00a0b4de11d52a6b5c164111d90ab765984a1a0cac2de030bc35d
NORMALIZED_TICKS,USDJPY,2021-02,normalized/USDJPY/year=2021/month=02/ticks.parquet,1010644,11998643,ccae643ab3f2447a8ee6234800f7e2ee042c1810b174e8060e76ea4959d14e39
BAR,USDJPY,2021-02,bars/USDJPY/bid/M5/year=2021/month=02/bars.parquet,5760,116716,30ce1c6891d41bf95a76407c02dd3f714dabc6ddf9bd5c074a9e841d1d30991f
BAR,USDJPY,2021-02,bars/USDJPY/bid/H1/year=2021/month=02/bars.parquet,480,15420,4e07643f77d498ead4576fe3ee77595874e8ce68257bca17848383ee5f245a51
BAR,USDJPY,2021-02,bars/USDJPY/ask/M5/year=2021/month=02/bars.parquet,5760,116630,631496119adfdc7f880d1f29c2cbfb6317ea5ada11cdd30b7582c61cf3aeead7
BAR,USDJPY,2021-02,bars/USDJPY/ask/H1/year=2021/month=02/bars.parquet,480,15444,7cc6cf9e02c16752dcb5efd425b92f6cb111156d0867a99c28e631784ad0b231
BAR,USDJPY,2021-02,bars/USDJPY/mid/M5/year=2021/month=02/bars.parquet,5760,124055,a26ad53139826d2b9ed21060e70398d2dd0d4d3ae7f06b9a333b905a95aab0dc
BAR,USDJPY,2021-02,bars/USDJPY/mid/H1/year=2021/month=02/bars.parquet,480,15867,acca819a54b9725800ca58f1b3a1ecaf217264bc1635a4cf8ee4eebc98146163
NORMALIZED_TICKS,USDJPY,2021-03,normalized/USDJPY/year=2021/month=03/ticks.parquet,1333001,16194838,d6bac2a100b80f8f48f58ae502c0ace2553b4657f73a3a6402d87c2ddf7a3733
BAR,USDJPY,2021-03,bars/USDJPY/bid/M5/year=2021/month=03/bars.parquet,6636,136442,d6013bac8cbf679edb8210294d18cc88cb7c884225b7ba4592fc697337f9fe2e
BAR,USDJPY,2021-03,bars/USDJPY/bid/H1/year=2021/month=03/bars.parquet,553,17595,c8836c84196a3c4fd7aef7b397e87c14e4dae6f489180e7fb50c6c3ad04ddeeb
BAR,USDJPY,2021-03,bars/USDJPY/ask/M5/year=2021/month=03/bars.parquet,6636,136586,73c6ad34008205360110363465ddda18efe00de8c7d068bc4f96af431b4b5da3
BAR,USDJPY,2021-03,bars/USDJPY/ask/H1/year=2021/month=03/bars.parquet,553,17539,7984b930ca63e6646f6796d46602481ff01bac9fc26b61761d17706b4ffa605f
BAR,USDJPY,2021-03,bars/USDJPY/mid/M5/year=2021/month=03/bars.parquet,6636,144862,fc05feab48ed771e63ee7f19ea19f384b1e6cd68bd14896e4b1915ca37ddef16
BAR,USDJPY,2021-03,bars/USDJPY/mid/H1/year=2021/month=03/bars.parquet,553,18127,e8be4b5f60ace2d0b9106232a84e7a442f629c7979f1fb30339c366e32a11d66
NORMALIZED_TICKS,USDJPY,2021-04,normalized/USDJPY/year=2021/month=04/ticks.parquet,1103855,13490664,f73f6b6a05b3994262d532177d9b0db46d996ade4e6e0e465f284dce2ffa39a3
BAR,USDJPY,2021-04,bars/USDJPY/bid/M5/year=2021/month=04/bars.parquet,6299,129343,ce6867ef33738de182a10a680ab0cd54265775e9e0288fca01039577fe272c97
BAR,USDJPY,2021-04,bars/USDJPY/bid/H1/year=2021/month=04/bars.parquet,525,16799,ddb9605c7e4ac89b98b6404cb3fd4f31d464fa0e34d62ddf393eb83f780541d2
BAR,USDJPY,2021-04,bars/USDJPY/ask/M5/year=2021/month=04/bars.parquet,6299,129227,e59449230a495c75da31d2ac2e1ffae15e423c8e0a76b90deb002975df98647e
BAR,USDJPY,2021-04,bars/USDJPY/ask/H1/year=2021/month=04/bars.parquet,525,16722,3a792a83789019414a98af5767efb6b5d5660de3a075cbe738a66032088e3778
BAR,USDJPY,2021-04,bars/USDJPY/mid/M5/year=2021/month=04/bars.parquet,6299,137317,b351568c763dae906f21c2021a99a5dcbb8900af46c4e10357d621690173f512
BAR,USDJPY,2021-04,bars/USDJPY/mid/H1/year=2021/month=04/bars.parquet,525,17226,808a560576db3f3d562677a69ac22be86d47b60ecac7272d6bd5e64090c24087
NORMALIZED_TICKS,USDJPY,2021-05,normalized/USDJPY/year=2021/month=05/ticks.parquet,1063655,12823991,8ee3eba2272e95ee2267208aff3189e24bfa938e510ab3069fd90defce80c229
BAR,USDJPY,2021-05,bars/USDJPY/bid/M5/year=2021/month=05/bars.parquet,6084,120700,901b4e8fe2dddb4facc6cbe408dec449a439a01ec96c0ae0fbbc639566a1dba5
BAR,USDJPY,2021-05,bars/USDJPY/bid/H1/year=2021/month=05/bars.parquet,507,15964,b005263e9c0b01f3e93e7d84c40870ab6344b84ffdcd5903a6d571d1c40cef33
BAR,USDJPY,2021-05,bars/USDJPY/ask/M5/year=2021/month=05/bars.parquet,6084,120918,91500c95bef02b0f252ecf7c22fe3dfbc85a57dbd1175eb4471094d677563284
BAR,USDJPY,2021-05,bars/USDJPY/ask/H1/year=2021/month=05/bars.parquet,507,16023,7ca36d8b0a4bfcac4b97510967410590cb8b831bfd045b1c68764d6ad868560b
BAR,USDJPY,2021-05,bars/USDJPY/mid/M5/year=2021/month=05/bars.parquet,6084,129152,9926ab60449c751acd18eb365c733fc183ad4c8b2709e252e1c7dc185c5cc316
BAR,USDJPY,2021-05,bars/USDJPY/mid/H1/year=2021/month=05/bars.parquet,507,16432,38730d253a89a94d215164ac94f17a65fe172c452008efa19c0999370cb0da9c
NORMALIZED_TICKS,USDJPY,2021-06,normalized/USDJPY/year=2021/month=06/ticks.parquet,1033682,12599405,b32332ab36a3ac5a03e62cf5c101911e5bfeaed129e805ba7dbb8424ca581791
BAR,USDJPY,2021-06,bars/USDJPY/bid/M5/year=2021/month=06/bars.parquet,6334,125303,9202180993320045a4d1b9b7058f8c19cafcc561ddf81d96fafef52c20a6fd64
BAR,USDJPY,2021-06,bars/USDJPY/bid/H1/year=2021/month=06/bars.parquet,528,16479,c866a7a05d49c2fccd6d85d7505abde29441f614fe8932e9d262d93575015df6
BAR,USDJPY,2021-06,bars/USDJPY/ask/M5/year=2021/month=06/bars.parquet,6334,125375,260952e8d994bd58ede18d526f4599f6db3cdf107c98863160d62ea66afc3758
BAR,USDJPY,2021-06,bars/USDJPY/ask/H1/year=2021/month=06/bars.parquet,528,16507,76153d66cd4f391b787fa1cc44de71c5bec08f0657c8dd5aa5fdd20c3bd6b7ee
BAR,USDJPY,2021-06,bars/USDJPY/mid/M5/year=2021/month=06/bars.parquet,6334,134282,da39365ae6c77fa7b4921699485b321fcba1b55d744ba2247a4ebc06aa3a6537
BAR,USDJPY,2021-06,bars/USDJPY/mid/H1/year=2021/month=06/bars.parquet,528,16995,65bdd2077fcadbbdf1990d56c1c6fc4f77142c223f3aa41ca10ffb2eb087abe0
NORMALIZED_TICKS,XAGUSD,2018-07,normalized/XAGUSD/year=2018/month=07/ticks.parquet,473883,6425801,1f9c790c0dcd3855e7ea7725a7ed7256f4e06e9d9b474d018e6231ff0158a79e
BAR,XAGUSD,2018-07,bars/XAGUSD/bid/M5/year=2018/month=07/bars.parquet,6048,108037,13f383c7b62fa02265b5446ddeec82cbf0b8ad16281793c44ed2078f0fc76117
BAR,XAGUSD,2018-07,bars/XAGUSD/bid/H1/year=2018/month=07/bars.parquet,504,15882,8e91bebbb64df41b6cb8da9e94feab9e10fd38b2599bccfb8bd736483b0d31ef
BAR,XAGUSD,2018-07,bars/XAGUSD/ask/M5/year=2018/month=07/bars.parquet,6048,108263,f3614af11c387ee23fb12c8541cb4fd41196480f4abcb114ae5d94304b05461f
BAR,XAGUSD,2018-07,bars/XAGUSD/ask/H1/year=2018/month=07/bars.parquet,504,15920,9e20899dd77b2f77b205e28d1c3ad39a93b89a0f493ba877b125f0c263b07393
BAR,XAGUSD,2018-07,bars/XAGUSD/mid/M5/year=2018/month=07/bars.parquet,6048,120927,9e9f03c1fbd9e75bb2593343c71351cc624dd9d6a7e1004bcb8acb48d069d902
BAR,XAGUSD,2018-07,bars/XAGUSD/mid/H1/year=2018/month=07/bars.parquet,504,16710,2197cbe19b4af7800217d1985fad89a12bc672513a48497b2edf4a1f44b75074
NORMALIZED_TICKS,XAGUSD,2018-08,normalized/XAGUSD/year=2018/month=08/ticks.parquet,533692,6988543,eb3a067452acb4219a4a32758c1fbb320a9529ab9e4ac23129471a6144a0caa3
BAR,XAGUSD,2018-08,bars/XAGUSD/bid/M5/year=2018/month=08/bars.parquet,6321,113846,046cd1ba77755414329ef1f88664ea2b1e731ea2cca083fd9c4f25be24421bfc
BAR,XAGUSD,2018-08,bars/XAGUSD/bid/H1/year=2018/month=08/bars.parquet,527,16365,63c896db1c0d5e46ba36cf998ef4602b18bde760310e7f4f6a2f7debe56040f3
BAR,XAGUSD,2018-08,bars/XAGUSD/ask/M5/year=2018/month=08/bars.parquet,6321,114108,17217dbc4b1d91ee7ffcc7349d36c241aac693ca175ac56efed2393365d8a166
BAR,XAGUSD,2018-08,bars/XAGUSD/ask/H1/year=2018/month=08/bars.parquet,527,16354,ccaf4d5ed04ad7ba9f638258a1e4dec97062f5c1e7aca2e541b1961b0ffc97a3
BAR,XAGUSD,2018-08,bars/XAGUSD/mid/M5/year=2018/month=08/bars.parquet,6321,127082,23e2c14938f7ebbb0a6f831bbd06326ddfa7a2958c2643832f1d826899f77291
BAR,XAGUSD,2018-08,bars/XAGUSD/mid/H1/year=2018/month=08/bars.parquet,527,17147,c86ff38168ce33dcea4a93e001c0a44715f5d68b7dce78c1cd216a75373e02c9
NORMALIZED_TICKS,XAGUSD,2018-09,normalized/XAGUSD/year=2018/month=09/ticks.parquet,474494,6222440,98534f196a45554573729b161736ac997a6edb9dc4058272f6980f1c28c95150
BAR,XAGUSD,2018-09,bars/XAGUSD/bid/M5/year=2018/month=09/bars.parquet,5493,97559,98c8c62b64c0e6379a5cf23193fe4d5e47ab93661c93444d007bea16b74c8551
BAR,XAGUSD,2018-09,bars/XAGUSD/bid/H1/year=2018/month=09/bars.parquet,458,14451,0edeb96cd87f8e152a40154821881fc34f604752650efdf95ab5daef55bee585
BAR,XAGUSD,2018-09,bars/XAGUSD/ask/M5/year=2018/month=09/bars.parquet,5493,97853,8f2c37dbbf914f5896cb685223133f5b72bf8bff422c9bd86ed54166a0c71c2f
BAR,XAGUSD,2018-09,bars/XAGUSD/ask/H1/year=2018/month=09/bars.parquet,458,14453,1e099f94b58d49fffde037383afdbfd0a781e0f0f2518055e9926ecb3335042c
BAR,XAGUSD,2018-09,bars/XAGUSD/mid/M5/year=2018/month=09/bars.parquet,5493,108432,182dd4da7d1535be9a75ea5f399efed24420eb7522f99af895b5e27f32223aec
BAR,XAGUSD,2018-09,bars/XAGUSD/mid/H1/year=2018/month=09/bars.parquet,458,15095,327b9affd249e7a46903b0d9965b8a661b6cd5d961288f8d5d05310ce42079ae
NORMALIZED_TICKS,XAGUSD,2018-10,normalized/XAGUSD/year=2018/month=10/ticks.parquet,547929,7329433,80d410281bba18d77be903b56bee950dfe6f5e4fa09d828435c62fb79afa295d
BAR,XAGUSD,2018-10,bars/XAGUSD/bid/M5/year=2018/month=10/bars.parquet,6347,112764,7af1bae0d3fb0b95891dd52932ece6fff5ab5a1935c4a521f265c91d0e8194f8
BAR,XAGUSD,2018-10,bars/XAGUSD/bid/H1/year=2018/month=10/bars.parquet,529,16151,1ab4e2c522b3538a9e4741fc93ee2c507910646588ecce2c7c725fdea9e10319
BAR,XAGUSD,2018-10,bars/XAGUSD/ask/M5/year=2018/month=10/bars.parquet,6347,112713,0423c73ec08acb66766164da5aa9ec62bed71d4249e85608a96bba74b66f8943
BAR,XAGUSD,2018-10,bars/XAGUSD/ask/H1/year=2018/month=10/bars.parquet,529,16168,a3584ae5c22972176a1fbdc3fee144bf476b2e68881797f7a092feb52596dc1c
BAR,XAGUSD,2018-10,bars/XAGUSD/mid/M5/year=2018/month=10/bars.parquet,6347,126090,ac62958816273f108c2e35b0e501308c6872121ef3676602e293d462080f65ab
