simulation_id,specialist_id,direction,shock_episode_id,UTC_date,chronological_segment,candidate_time,entry_time,entry_source_sequence,entry_bid,entry_ask,entry_price,entry_spread,stop,target,initial_risk_price,exit_time,exit_source_sequence,exit_bid,exit_ask,exit_price,exit_spread,exit_reason,residual_z_at_entry,gross_R,baseline_net_R,stress_incremental_entry_spread_R,stress_incremental_exit_spread_R,stress_slippage_R,stress_net_R,broker_transfer_R,MFE_R,MAE_R,holding_minutes,stop_gap,target_gap,identical_timestamp_ambiguity,convergence_exit,expiry_exit,forced_exit,Capital_minimum_volume_loss,Capital_required_margin,Capital_post_entry_free_margin,Capital_account_feasible,Capital_rejection_reason
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-01-00044,2018-08-01,INDEPENDENT_DEVELOPMENT,2018-08-01T12:20:00.000Z,2018-08-01T12:25:00.166Z,2018080112:0000003472,1221.898,1222.112,1221.898,0.21400000000016917,1222.5580102682525,1220.907984597621,0.6600102682525786,2018-08-01T12:29:59.927Z,2018080112:0000004039,1222.339,1222.569,1222.569,0.2300000000000182,STOP,-4.446455627706448,-0.6802924463413471,-1.0166508496550615,0.2825713613421298,0.27045033779941274,0.05,-1.619672548796604,-1.1666508496550614,0.028787430914232942,-1.0166508496550615,4.996016666666667,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-01-00045,2018-08-01,INDEPENDENT_DEVELOPMENT,2018-08-01T13:30:00.000Z,2018-08-01T13:35:00.093Z,2018080113:0000005068,1219.672,1219.901,1219.672,0.22900000000004184,1220.529260124584,1218.386109813124,0.857260124583971,2018-08-01T14:46:48.624Z,2018080114:0000007384,1218.211,1218.369,1218.386109813124,0.15799999999990177,TARGET,-4.251969999740125,1.7257191189126548,1.5000000000000873,0.208804766332562,0.25021576747681584,0.05,0.9909794661907092,1.3500000000000874,1.5199587180524206,-0.44327268830367683,71.80885,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-02-00047,2018-08-02,INDEPENDENT_DEVELOPMENT,2018-08-02T11:00:00.000Z,2018-08-02T11:05:00.008Z,2018080211:0000000807,1216.172,1216.381,1216.172,0.20900000000006003,1216.858167118212,1215.1427493226822,0.686167118211838,2018-08-02T11:34:29.886Z,2018080211:0000004494,1214.721,1214.961,1215.1427493226822,0.2400000000000091,TARGET,-4.746842780142452,1.8271797701194614,1.5000000000000697,0.27544310268394506,0.2528538535220678,0.05,0.9217030437940569,1.3500000000000698,1.7648761764566878,-0.7126543767856062,29.497966666666667,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-02-00033,2018-08-02,INDEPENDENT_DEVELOPMENT,2018-08-02T12:00:00.000Z,2018-08-02T12:05:00.015Z,2018080212:0000000899,1214.128,1214.272,1214.272,0.14400000000000546,1213.374808293225,1215.6177875601622,0.8971917067748785,2018-08-02T12:28:34.120Z,2018080212:0000004153,1215.651,1215.771,1215.6177875601622,0.11999999999989086,TARGET,2.7683685439938026,1.647125746931429,1.4999999999999885,0.24688146170701908,0.26025652960994644,0.05,0.9428620086830231,1.3499999999999885,1.5370182198375455,-0.649805382280625,23.568416666666668,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-02-00035,2018-08-02,INDEPENDENT_DEVELOPMENT,2018-08-02T13:30:00.000Z,2018-08-02T13:35:00.163Z,2018080213:0000005015,1216.058,1216.292,1216.292,0.2339999999999236,1215.2776748711794,1217.8134876932304,1.0143251288203756,2018-08-02T13:56:34.882Z,2018080213:0000008147,1215.269,1215.469,1215.269,0.20000000000004547,STOP,2.5555611349550005,-0.794617008983378,-1.0085523575558302,0.17400732268686023,0.19076723478694738,0.05,-1.4233269150296377,-1.15855235755583,0.49885385427505446,-1.0085523575558302,21.57865,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-03-00049,2018-08-03,INDEPENDENT_DEVELOPMENT,2018-08-03T11:30:00.000Z,2018-08-03T11:35:00.262Z,2018080311:0000006264,1212.279,1212.521,1212.279,0.2419999999999618,1213.0844789207074,1211.070781618939,0.8054789207073609,2018-08-03T12:03:09.438Z,2018080312:0000000719,1210.698,1210.919,1211.070781618939,0.22100000000000364,TARGET,-3.076385331489836,1.7874066521773515,1.4999999999999334,0.21415830453828869,0.22719402742320058,0.05,1.0086476680384442,1.3499999999999335,1.688436487953733,-0.9596775038148391,28.152933333333333,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-03-00037,2018-08-03,INDEPENDENT_DEVELOPMENT,2018-08-03T12:20:00.000Z,2018-08-03T12:25:00.093Z,2018080312:0000004309,1211.888,1212.152,1212.152,0.2640000000001237,1211.1324427016405,1213.6813359475395,1.0195572983595902,2018-08-03T12:30:01.905Z,2018080312:0000005586,1213.729,1214.138,1213.6813359475395,0.4089999999998781,TARGET,2.654090570550782,1.8300452074067035,1.5000000000001064,0.15840208319805318,0.08729278888323086,0.05,1.2043051279188222,1.3500000000001064,1.5467497535815806,-0.44529130508938647,5.0302,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-03-00038,2018-08-03,INDEPENDENT_DEVELOPMENT,2018-08-03T12:40:00.000Z,2018-08-03T12:45:00.088Z,2018080312:0000009958,1215.221,1215.422,1215.422,0.20100000000002183,1214.1044923762638,1217.3982614356044,1.3175076237361896,2018-08-03T12:58:26.065Z,2018080312:0000012719,1214.048,1214.282,1214.048,0.2339999999999236,STOP,2.936224930226943,-0.8777937821114439,-1.042878215841843,0.14648871590790455,0.13396506921115134,0.05,-1.373332000960899,-1.192878215841843,0.45236929886588906,-1.042878215841843,13.43295,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-03-00039,2018-08-03,INDEPENDENT_DEVELOPMENT,2018-08-03T13:15:00.000Z,2018-08-03T13:20:00.284Z,2018080313:0000004550,1215.938,1216.171,1216.171,0.23299999999994725,1214.6386352060997,1218.4695471908503,1.5323647939002372,2018-08-03T13:40:22.357Z,2018080313:0000008858,1214.618,1214.852,1214.618,0.23400000000015098,STOP,3.031292813321569,-0.8610873894078557,-1.0134662491477322,0.11550774378568093,0.11518145072407303,0.05,-1.294155443657486,-1.1634662491477321,0.0,-1.0134662491477322,20.36788333333333,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-06-00050,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T07:05:00.000Z,2018-08-06T07:10:00.173Z,2018080607:0000001243,1212.058,1212.292,1212.058,0.2339999999999236,1212.7617346800525,1211.002397979921,0.7037346800526366,2018-08-06T07:13:00.695Z,2018080607:0000001563,1212.528,1212.762,1212.762,0.2339999999999236,STOP,-2.69256409876288,-0.6678653380630226,-1.000377017013421,0.2508047492939195,0.2508047492939195,0.05,-1.55198651560126,-1.1503770170134209,0.0,-1.000377017013421,3.0087,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
