simulation_id,specialist_id,direction,shock_episode_id,UTC_date,chronological_segment,candidate_time,entry_time,entry_source_sequence,entry_bid,entry_ask,entry_price,entry_spread,stop,target,initial_risk_price,exit_time,exit_source_sequence,exit_bid,exit_ask,exit_price,exit_spread,exit_reason,residual_z_at_entry,gross_R,baseline_net_R,stress_incremental_entry_spread_R,stress_incremental_exit_spread_R,stress_slippage_R,stress_net_R,broker_transfer_R,MFE_R,MAE_R,holding_minutes,stop_gap,target_gap,identical_timestamp_ambiguity,convergence_exit,expiry_exit,forced_exit,Capital_minimum_volume_loss,Capital_required_margin,Capital_post_entry_free_margin,Capital_account_feasible,Capital_rejection_reason
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-06-00051,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T09:00:00.000Z,2018-08-06T09:05:00.797Z,2018080609:0000000435,1211.758,1211.979,1211.758,0.22100000000000364,1212.344832858287,1210.8777507125694,0.586832858287022,2018-08-06T09:16:36.236Z,2018080609:0000001297,1212.148,1212.359,1212.359,0.21100000000001273,STOP,-2.5263684422820374,-0.656064149379264,-1.0241416981220473,0.3118434787959542,0.32036379242425134,0.05,-1.7063489693422529,-1.1741416981220472,0.0,-1.0241416981220473,11.59065,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-06-00041,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T12:00:00.000Z,2018-08-06T12:05:00.135Z,2018080612:0000000503,1209.398,1209.631,1209.631,0.23300000000017462,1208.9604978218629,1210.636753267206,0.6705021781371495,2018-08-06T12:10:19.212Z,2018080612:0000000987,1208.869,1209.048,1208.869,0.1790000000000873,STOP,2.6119614638751174,-0.8292292227070315,-1.1364616325590904,0.2639812453580244,0.30424957092119786,0.05,-1.7546924488383127,-1.2864616325590903,0.0,-1.1364616325590904,5.31795,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-06-00052,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T12:15:00.000Z,2018-08-06T12:20:00.083Z,2018080612:0000001882,1207.749,1207.929,1207.749,0.18000000000006366,1208.4547127497694,1206.6904308753458,0.7057127497694377,2018-08-06T12:51:13.213Z,2018080612:0000005020,1208.239,1208.471,1208.471,0.2319999999999709,STOP,-2.704635742559486,-0.7311756804288208,-1.023079149747349,0.2883609514869234,0.2515187660390227,0.05,-1.612958867273295,-1.173079149747349,0.33724769756223477,-1.023079149747349,31.218833333333333,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-06-00042,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T14:30:00.000Z,2018-08-06T14:35:00.033Z,2018080614:0000004865,1211.489,1211.692,1211.692,0.20299999999997453,1210.800068105243,1213.0298978421354,0.8919318947569782,2018-08-06T14:41:38.497Z,2018080614:0000005816,1210.738,1210.962,1210.738,0.2239999999999327,STOP,2.618135137009173,-0.8302203389663052,-1.0695883907816575,0.2152630723585979,0.2034908730890113,0.05,-1.5383423362292667,-1.2195883907816574,0.0,-1.0695883907816575,6.641066666666666,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-06-00053,2018-08-06,INDEPENDENT_DEVELOPMENT,2018-08-06T16:15:00.000Z,2018-08-06T16:20:00.187Z,2018080616:0000001823,1208.988,1209.212,1208.988,0.2239999999999327,1209.6812288746232,1207.9481566880652,0.6932288746231852,2018-08-06T16:33:50.164Z,2018080616:0000003038,1209.459,1209.682,1209.682,0.22299999999995634,STOP,-4.663957228460621,-0.6787080244684885,-1.001112367653748,0.26181829211700197,0.2625395546297038,0.05,-1.5754702144004538,-1.1511123676537478,0.0,-1.001112367653748,13.83295,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-07-00043,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T05:55:00.000Z,2018-08-07T06:00:00.550Z,2018080706:0000000000,1210.951,1211.189,1211.189,0.2380000000000564,1210.7016799400726,1211.9199800898912,0.487320059927447,2018-08-07T06:12:32.994Z,2018080706:0000001600,1211.971,1212.101,1211.9199800898912,0.13000000000010914,TARGET,3.2817877695662716,1.8775752634262526,1.4999999999998364,0.35808088841233343,0.46889102006998207,0.05,0.6230280915175208,1.3499999999998364,1.6046948695613943,-0.8639086190351538,12.540733333333334,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-07-00054,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T07:05:00.000Z,2018-08-07T07:10:00.534Z,2018080707:0000001230,1213.239,1213.324,1213.239,0.08500000000003638,1213.901932603188,1212.244601095218,0.6629326031880073,2018-08-07T07:21:22.585Z,2018080707:0000002518,1212.001,1212.242,1212.244601095218,0.24099999999998545,TARGET,-2.53279262861211,1.7458771815055043,1.4999999999999445,0.37862069053918346,0.260961671168471,0.05,0.8104176382922901,1.3499999999999446,1.5039236193929089,-0.47214452644910554,11.367516666666667,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-07-00044,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T08:55:00.000Z,2018-08-07T09:00:00.357Z,2018080709:0000000000,1213.749,1213.979,1213.979,0.2300000000000182,1213.254414220513,1215.0658786692309,0.7245857794871795,2018-08-07T09:30:36.416Z,2018080709:0000002210,1215.071,1215.261,1215.0658786692309,0.19000000000005457,TARGET,2.700760082580214,1.7898207582112926,1.5000000000000806,0.24634764447947488,0.2739496214519414,0.05,0.9297027340686641,1.3500000000000807,1.5070679426978628,-0.3174227351836784,30.600983333333332,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-07-00045,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T10:10:00.000Z,2018-08-07T10:15:00.131Z,2018080710:0000001188,1216.008,1216.242,1216.242,0.2339999999999236,1215.5832167967544,1217.2301748048685,0.6587832032456297,2018-08-07T10:16:26.858Z,2018080710:0000001320,1215.579,1215.759,1215.579,0.18000000000006366,STOP,2.74128670683653,-0.6921852253570526,-1.0064008868677985,0.26791818481478424,0.30890283631608084,0.05,-1.6332219079986636,-1.1564008868677984,0.0,-1.0064008868677985,1.44545,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-07-00055,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T12:15:00.000Z,2018-08-07T12:20:00.077Z,2018080712:0000002297,1213.789,1214.011,1213.789,0.22199999999998,1214.4643777138235,1212.7759334292648,0.675377713823535,2018-08-07T13:32:57.219Z,2018080713:0000003822,1212.528,1212.762,1212.7759334292648,0.2339999999999236,TARGET,-2.550250463249668,1.8375888711356159,1.4999999999998348,0.2702191622030546,0.26133524454162654,0.05,0.9184455932551536,1.3499999999998349,1.5206305730549792,-0.9372533132851207,72.95236666666666,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-07-00046,2018-08-07,INDEPENDENT_DEVELOPMENT,2018-08-07T15:30:00.000Z,2018-08-07T15:35:00.034Z,2018080715:0000003945,1212.679,1212.911,1212.911,0.2319999999999709,1212.249326853818,1213.903509719273,0.661673146181921,2018-08-07T16:09:11.440Z,2018080716:0000000636,1212.198,1212.429,1212.198,0.23099999999999454,STOP,3.528625609627947,-0.7277006823964391,-1.0775713116275276,0.2682593377474209,0.26901499785373373,0.05,-1.6648456472286823,-1.2275713116275275,1.326939146716604,-1.0775713116275276,34.1901,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00047,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T11:30:00.000Z,2018-08-08T11:35:00.119Z,2018080811:0000003039,1211.428,1211.651,1211.651,0.22299999999995634,1211.0283948003212,1212.5849077995185,0.6226051996789856,2018-08-08T11:41:52.737Z,2018080811:0000003624,1211.002,1211.222,1211.002,0.22000000000002728,STOP,2.561978446877692,-0.6866309504330211,-1.0423941212420618,0.2923200771433659,0.2947293085483364,0.05,-1.679443506933764,-1.1923941212420617,0.0,-1.0423941212420618,6.876966666666666,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-08-00056,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T12:20:00.000Z,2018-08-08T12:25:00.052Z,2018080812:0000002688,1209.579,1209.792,1209.579,0.21299999999996544,1210.330459281277,1208.4518110780846,0.7514592812769312,2018-08-08T12:35:26.155Z,2018080812:0000004083,1207.949,1208.201,1208.4518110780846,0.2519999999999527,TARGET,-3.110893670089034,1.8093980017185478,1.499999999999973,0.24884914546834,0.222899635646786,0.05,0.9782512188848469,1.349999999999973,1.8337653607236535,-0.589519633382141,10.43505,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-08-00057,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T12:35:00.000Z,2018-08-08T12:40:00.433Z,2018080812:0000004920,1208.029,1208.219,1208.029,0.19000000000005457,1208.8499677171885,1206.7975484242172,0.8209677171885453,2018-08-08T12:45:26.894Z,2018080812:0000005920,1206.448,1206.701,1206.7975484242172,0.25299999999992906,TARGET,-4.48784528317929,1.769803544478581,1.4999999999999596,0.2417878265417649,0.20341847371530913,0.05,1.0047936997428857,1.3499999999999597,1.6176031921788503,-0.23143419165216544,5.441016666666667,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00048,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T12:45:00.000Z,2018-08-08T12:50:00.189Z,2018080812:0000006604,1207.768,1208.002,1208.002,0.2339999999999236,1207.0598645703833,1209.4152031444248,0.9421354296166551,2018-08-08T13:00:57.904Z,2018080813:0000000227,1209.509,1209.752,1209.4152031444248,0.24299999999993815,TARGET,3.114208995961013,1.7531483187049457,1.49999999999988,0.187340370027114,0.1825639866553112,0.05,1.0800956433174547,1.3499999999998802,1.5995577202878828,-0.8321521252192792,10.961916666666667,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00049,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T13:15:00.000Z,2018-08-08T13:20:00.008Z,2018080813:0000002981,1211.382,1211.612,1211.612,0.2300000000000182,1210.4894562058482,1213.2958156912277,1.1225437941518277,2018-08-08T13:34:37.718Z,2018080813:0000005284,1210.488,1210.731,1210.488,0.24299999999993815,STOP,2.8125269350773907,-0.7906150340180029,-1.001297237449249,0.1590138406447314,0.15322342067731154,0.05,-1.363534498771292,-1.151297237449249,1.1580839934910596,-1.001297237449249,14.6285,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST_STANDALONE,XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,SHORT,SHORT-2018-08-08-00058,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T13:30:00.000Z,2018-08-08T13:35:00.332Z,2018080813:0000005373,1210.618,1210.832,1210.618,0.21400000000016917,1211.8288739397783,1208.8016890903325,1.2108739397782902,2018-08-08T14:39:08.368Z,2018080814:0000004798,1208.678,1208.751,1208.8016890903325,0.0729999999998654,TARGET,-2.5851116245771983,1.6185094461825587,1.5000000000000007,0.15402098754727794,0.21224339838969838,0.05,1.0837356140630243,1.3500000000000008,1.5418615750718094,-0.6119547011934717,64.13393333333333,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00050,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T14:50:00.000Z,2018-08-08T14:55:00.022Z,2018080814:0000006708,1209.738,1209.949,1209.949,0.21100000000001273,1208.954144273872,1211.441283589192,0.9948557261279503,2018-08-08T16:25:01.758Z,2018080816:0000001954,1209.839,1210.062,1209.839,0.22299999999995634,NINETY_MINUTE_EXPIRY,3.4399928006501437,0.10755328354625739,-0.11056879616932518,0.18897212436189426,0.18294109911633,0.05,-0.5324820196475495,-0.26056879616932516,0.9338037421924428,-0.8151935790294129,90.02893333333333,False,False,False,False,True,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00051,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T16:50:00.000Z,2018-08-08T16:55:00.127Z,2018080816:0000003758,1209.929,1210.171,1210.171,0.2419999999999618,1209.4958145540916,1211.1837781688625,0.675185445908373,2018-08-08T17:01:33.816Z,2018080817:0000000155,1211.198,1211.422,1211.1837781688625,0.2239999999999327,TARGET,2.618100888440785,1.8450903768910678,1.4999999999999065,0.25548536486586004,0.2688150360762728,0.05,0.9256995990577735,1.3499999999999066,1.5210635925635965,-0.5479975942051476,6.561483333333333,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-08-00052,2018-08-08,INDEPENDENT_DEVELOPMENT,2018-08-08T17:05:00.000Z,2018-08-08T17:10:00.057Z,2018080817:0000001275,1212.558,1212.799,1212.799,0.24099999999998545,1211.9545913175434,1214.0656130236848,0.8444086824565521,2018-08-08T18:40:00.175Z,2018080818:0000002586,1213.172,1213.382,1213.172,0.21000000000003638,NINETY_MINUTE_EXPIRY,3.2763563780917866,0.7087800166370899,0.44172923342630305,0.20487709754086847,0.22323313807195583,0.05,-0.03638100218652125,0.2917292334263031,1.3642683026998816,-0.9805678425654726,90.00196666666666,False,False,False,False,True,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-09-00054,2018-08-09,INDEPENDENT_DEVELOPMENT,2018-08-09T09:20:00.000Z,2018-08-09T09:25:00.049Z,2018080909:0000002713,1214.308,1214.502,1214.502,0.19399999999995998,1213.7371324599972,1215.6493013100041,0.7648675400028064,2018-08-09T09:54:22.365Z,2018080909:0000005209,1213.718,1213.952,1213.718,0.2339999999999236,STOP,3.069711143954519,-0.7452270755245346,-1.0250140828266834,0.2569072286677233,0.23075891022828682,0.05,-1.5626802217226936,-1.1750140828266833,1.0812329674716799,-1.0250140828266834,29.371933333333335,True,False,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-09-00055,2018-08-09,INDEPENDENT_DEVELOPMENT,2018-08-09T12:00:00.000Z,2018-08-09T12:05:16.459Z,2018080912:0000000388,1214.519,1214.732,1214.732,0.21299999999996544,1214.1667170990982,1215.5799243513525,0.565282900901732,2018-08-09T12:22:04.084Z,2018080912:0000001695,1215.588,1215.822,1215.5799243513525,0.2339999999999236,TARGET,3.5956648446067505,1.8953772520685228,1.4999999999998326,0.33080781269293175,0.31223304246154915,0.05,0.8069591448453517,1.3499999999998327,1.514286030294768,-0.3962617649368321,16.79375,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST_STANDALONE,XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,LONG,LONG-2018-08-09-00056,2018-08-09,INDEPENDENT_DEVELOPMENT,2018-08-09T12:20:00.000Z,2018-08-09T12:25:00.118Z,2018080912:0000001980,1215.878,1216.102,1216.102,0.22400000000016007,1215.480661659656,1217.0340075105162,0.6213383403440312,2018-08-09T12:34:48.532Z,2018080912:0000003523,1217.071,1217.279,1217.0340075105162,0.20800000000008367,TARGET,2.512954802565613,1.8476366835508071,1.5000000000000642,0.29211137992776126,0.30498681265191707,0.05,0.8529018074203858,1.3500000000000643,1.5595367887056417,-0.37660640718000216,9.8069,False,True,False,False,False,False,,,,,NOT_APPLICABLE_NO_FINAL_ADMISSION
