specialist_id,window_start,window_end,trades,wins,losses,net_R,expectancy_R,profit_factor,maximum_closed_drawdown_R,top_ten_winners_fraction,top_three_winning_days_fraction,active_months,annualized_trades,median_monthly_trades
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-07,2021-06,679,208,471,-179.39554648851757,-0.2642055176561378,0.6215431928732756,183.44786753548402,0.050912521709273476,0.043046033849060986,12,226.33333333333334,58.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-07,2019-06,955,315,640,-213.72136083408745,-0.22379200087339,0.6704312848238004,232.890055178281,0.03450126629763349,0.03961034669003248,11,318.3333333333333,92.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-08,2019-07,1051,347,704,-233.16215913018905,-0.22184791544261565,0.6728310154324321,245.96148703813074,0.03128234590463918,0.038035884645981226,12,350.3333333333333,93.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-09,2019-08,1042,334,708,-252.33720104497286,-0.24216621981283384,0.6484239664048946,262.5990230203399,0.03223073291577573,0.038429060182565415,12,347.3333333333333,89.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-10,2019-09,1033,330,703,-249.35491179017748,-0.24138907240094626,0.6507183906491647,251.4702413661502,0.03228910224015927,0.03849865457514149,12,344.3333333333333,88.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-11,2019-10,1035,330,705,-251.8969158371844,-0.2433786626446226,0.6479821635961961,258.54757595071635,0.03234968280045395,0.038570885448809225,12,345.0,88.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2018-12,2019-11,1062,342,720,-249.3561807811788,-0.2347986636357616,0.6595478930388171,252.35618078117878,0.031051373165839967,0.03705815578269209,12,354.0,94.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-01,2019-12,1075,344,731,-260.76704987685156,-0.24257399988544331,0.6504625256119415,260.7670498768517,0.030910783128537702,0.03689036908044172,12,358.3333333333333,94.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-02,2020-01,1073,352,721,-238.2166794206875,-0.22200995286177774,0.6764463723063052,241.70476434661083,0.03011840673421122,0.03594471016537072,12,357.6666666666667,94.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-03,2020-02,1052,348,704,-228.6102903250431,-0.21731016190593452,0.6820362227261992,229.9671317739648,0.030589028979976694,0.036506372685261225,12,350.6666666666667,94.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-04,2020-03,993,330,663,-209.45335857871603,-0.210929867652282,0.6901540377722748,218.1249385673954,0.032151684994425764,0.03837131919532158,12,331.0,88.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-05,2020-04,958,321,637,-189.86428121056076,-0.19818818497970853,0.7063143720924264,202.4534922994065,0.032849793223867246,0.04145373228492423,12,319.3333333333333,83.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-06,2020-05,941,312,629,-195.07672160288436,-0.20730788693186436,0.6948432919534271,209.92024324201063,0.03376928479209695,0.042614054879586624,12,313.6666666666667,83.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-07,2020-06,985,314,671,-234.51690686167643,-0.23808823031642276,0.6554562597454939,241.3984796558799,0.03362155147023935,0.04119667854127077,12,328.3333333333333,87.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-08,2020-07,975,304,671,-252.1144492266285,-0.25857892228372154,0.6302965046197362,253.61444922662838,0.03489813193967584,0.03904053740371767,12,325.0,85.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-09,2020-08,978,308,670,-244.64544815775767,-0.2501487199977072,0.6395726379534885,261.91422558033446,0.03455270059940603,0.043006309688684886,12,326.0,86.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-10,2020-09,992,312,680,-255.9048948178048,-0.2579686439695613,0.6304256862922022,271.17005079727056,0.03436216709185443,0.042769160554473065,12,330.6666666666667,86.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-11,2020-10,995,307,688,-264.519840497588,-0.2658490859272241,0.6189004239871234,265.24415122603136,0.03491810706702818,0.043461115924846166,12,331.6666666666667,86.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2019-12,2020-11,971,297,674,-263.65863784723626,-0.271533097679955,0.6117043226335257,265.6477007127908,0.03611355659351732,0.04627122835679809,12,323.6666666666667,85.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-01,2020-12,992,311,681,-247.0778360283594,-0.2490703992221365,0.6384877230911636,256.6560016554369,0.034373833537861186,0.044042172833634825,12,330.6666666666667,86.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-02,2021-01,1009,314,695,-251.89619012735938,-0.2496493460132402,0.6375981634140072,258.35979542951236,0.033846439743355064,0.04336643881568096,12,336.3333333333333,88.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-03,2021-02,1048,325,723,-262.2170302228053,-0.250207089907257,0.6373415759661325,266.42398622657106,0.03255036663618372,0.0417058188057483,12,349.3333333333333,92.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-04,2021-03,1122,347,775,-281.0287824621129,-0.2504712856168564,0.637194206811379,287.99977740384077,0.030390850327856624,0.03893889464572883,12,374.0,96.5
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-05,2021-04,1172,359,813,-306.2883974655547,-0.2613382230934767,0.6236448974368473,306.7843585315949,0.02955433206393719,0.03397008114547611,12,390.6666666666667,100.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-06,2021-05,1178,367,811,-290.0937287572183,-0.246259532051968,0.64194601446762,293.76854867123745,0.028840509214009206,0.03314960514611705,12,392.6666666666667,100.0
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,2020-07,2021-06,1184,375,809,-278.9385777641395,-0.2355900150034962,0.654435514423419,285.43850196533975,0.028395199235304976,0.032637760856124375,12,394.6666666666667,101.0
