specialist_id,window_start,window_end,trades,wins,losses,net_R,expectancy_R,profit_factor,maximum_closed_drawdown_R,top_ten_winners_fraction,top_three_winning_days_fraction,active_months,annualized_trades,median_monthly_trades
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-07,2019-06,523,180,343,-90.4905577944549,-0.17302209903337457,0.7355400982267492,114.29844365431644,0.05959934305305027,0.05959934305304471,11,174.33333333333334,51.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-08,2019-07,572,197,375,-98.19992910477717,-0.17167819773562443,0.7371117081420416,114.29844365431644,0.054477606684051695,0.0544776066840471,12,190.66666666666666,50.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-09,2019-08,567,192,375,-103.08719291666134,-0.18181162771897943,0.7242212783924264,114.29844365431643,0.055408452195037323,0.055408452195032654,12,189.0,50.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-10,2019-09,562,187,375,-107.6252518249647,-0.19150400680598703,0.7116280298135951,113.62835441908067,0.056477709747950626,0.05647770974794606,12,187.33333333333334,49.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-11,2019-10,560,184,376,-114.2267069563517,-0.2039762624220566,0.6959187237954846,117.62585206877566,0.05737923585473162,0.05737923585472698,12,186.66666666666666,49.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2018-12,2019-11,575,192,383,-108.7224804292556,-0.18908257465957495,0.7161956842212791,112.55785607442277,0.05467127507640565,0.0546712750764013,12,191.66666666666666,50.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-01,2019-12,580,188,392,-123.32760234776413,-0.21263379715131747,0.686430472009234,123.32760234776396,0.055560771621272736,0.055560771621268316,12,193.33333333333334,50.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-02,2020-01,582,195,387,-112.19118082994846,-0.1927683519414922,0.7126414145707198,120.06952441486888,0.05391202685298431,0.05391202685298024,12,194.0,50.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-03,2020-02,565,193,372,-101.82966032996546,-0.1802294873096734,0.7290884384868007,104.61749546150399,0.05473489534127716,0.05473489534127358,12,188.33333333333334,49.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-04,2020-03,533,186,347,-88.17262001618346,-0.1654270544393686,0.7490759348668424,91.09816486363272,0.05698676226446934,0.05698676226446561,12,177.66666666666666,49.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-05,2020-04,517,180,337,-82.43590764659501,-0.15945049834931338,0.757389248558106,92.94298927038072,0.058286199997539874,0.058286199997536405,12,172.33333333333334,45.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-06,2020-05,503,174,329,-85.24316812896996,-0.16946951914308142,0.7439367337296705,110.30112026148575,0.06056796108437056,0.06056796108436709,12,167.66666666666666,44.5
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-07,2020-06,521,168,353,-118.2733641447052,-0.22701221524895432,0.6676601969283401,125.85193593592874,0.0631293301358158,0.05437505802759956,12,173.66666666666666,48.5
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-08,2020-07,514,165,349,-121.49289276958906,-0.2363674956606791,0.6559299388257307,125.9577328990515,0.06476342628963214,0.04930620812817007,12,171.33333333333334,45.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-09,2020-08,513,165,348,-120.9996680428842,-0.23586679930386784,0.6550739484920199,129.10453155608334,0.06527437899168571,0.059447935913360894,12,171.0,45.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-10,2020-09,524,177,347,-106.15757202338942,-0.2025907863041783,0.6972245344372601,124.07094987294339,0.061360416896987825,0.058256268829731596,12,174.66666666666666,45.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-11,2020-10,531,176,355,-112.35966782969211,-0.21160012773953318,0.6824819777181956,117.61642914221821,0.06210949610129972,0.0589674530378575,12,177.0,45.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2019-12,2020-11,517,169,348,-116.03447920208856,-0.2244380642206742,0.665974881652821,117.53447920208859,0.06483738323770444,0.061557339717121067,12,172.33333333333334,41.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-01,2020-12,524,181,343,-93.91839596131751,-0.1792335800788502,0.7252808641632332,102.85589372252605,0.0604955298648452,0.059326525303251956,12,174.66666666666666,41.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-02,2021-01,530,176,354,-107.17299311466495,-0.2022131945559716,0.6937256677160317,112.16438302829657,0.06179149992043381,0.060597452270367155,12,176.66666666666666,43.5
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-03,2021-02,555,173,382,-139.40797256294323,-0.2511855361494473,0.6308844147090122,140.90797256294334,0.06295297114479166,0.06173647943708193,12,185.0,46.5
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-04,2021-03,589,186,403,-139.35810016069425,-0.23660118872783403,0.6493586226505494,144.28247343269194,0.058121604355775104,0.056998473096807736,12,196.33333333333334,48.5
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-05,2021-04,610,189,421,-156.53312673448966,-0.2566116831712945,0.624185796673552,161.03312673448963,0.057695814167327,0.05658091080013423,12,203.33333333333334,51.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-06,2021-05,615,198,417,-138.9100451824011,-0.22586999216650583,0.6627288844768843,145.61130598847228,0.05495419572368859,0.053892270890181206,12,205.0,53.0
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,2020-07,2021-06,619,203,416,-131.89987796910327,-0.2130854248289229,0.6789912082958505,136.9656568691758,0.05376499889678836,0.0527260538853997,12,206.33333333333334,53.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-07,2019-06,506,157,349,-142.76992638937716,-0.28215400472208924,0.5998937905599808,153.6317340039873,0.07007376434132744,0.06065867357213981,11,168.66666666666666,49.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-08,2019-07,558,175,383,-152.03415478624822,-0.27246264298610795,0.6118304597864477,163.89942208916835,0.06259511674505565,0.05418485491022767,12,186.0,49.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-09,2019-08,553,166,387,-168.3186399635422,-0.30437367082014866,0.5754297520871442,177.07021298995485,0.06575310866493951,0.05453828761170065,12,184.33333333333334,48.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-10,2019-09,547,168,379,-155.27913458023653,-0.28387410343736114,0.6024586345208456,166.4341723463306,0.0637431100590292,0.06155291517949475,12,182.33333333333334,46.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-11,2019-10,555,173,382,-152.34097219810008,-0.2744882381947749,0.6113476082641288,159.1309459233706,0.06259615588597739,0.0646452488962185,12,185.0,46.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2018-12,2019-11,568,173,395,-166.33752484554475,-0.2928477550097619,0.5907126726601172,166.33752484554495,0.06248172833508297,0.06452707554510068,12,189.33333333333334,48.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-01,2019-12,576,181,395,-158.98213594437726,-0.2760106526812105,0.6109499961640319,164.80035344793592,0.06008176593999072,0.06204855008013552,12,192.0,48.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-02,2020-01,575,185,390,-145.15283138975227,-0.25243970676478655,0.6392401583464679,145.15283138975218,0.058320318159934575,0.06022944108617677,12,191.66666666666666,48.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-03,2020-02,576,185,391,-146.04084879836546,-0.25354314027494,0.6374011833202827,149.76198781403195,0.05842926560232218,0.060341954936749036,12,192.0,48.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-04,2020-03,549,174,375,-142.94913280190718,-0.2603809340654047,0.6294265620898557,148.69464660406342,0.06177872687466921,0.0638010612437487,12,183.0,46.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-05,2020-04,524,170,354,-125.21864386876939,-0.23896687761215532,0.6543368045400085,134.74314024298113,0.06328110508455119,0.0653526199926758,12,174.66666666666666,44.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-06,2020-05,520,168,352,-123.79457901812275,-0.23806649811177452,0.6557379405109784,125.77855163462385,0.06361338149013708,0.06569577350805438,12,173.33333333333334,44.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-07,2020-06,547,180,367,-124.61963122553533,-0.2278238230814174,0.6676829127998047,128.57559513427196,0.05990832923587005,0.06186943590376335,12,182.33333333333334,46.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-08,2020-07,542,171,371,-143.3652565705495,-0.2645115434880987,0.6217583374776404,144.8652565705494,0.06364951355652092,0.0657330883621611,12,180.66666666666666,46.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-09,2020-08,553,177,376,-137.52172396944434,-0.24868304515270223,0.6407693123368863,148.3452437511606,0.06114932625072647,0.0631510571114776,12,184.33333333333334,47.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-10,2020-09,565,171,394,-168.1325287549061,-0.29757969691133823,0.5828508747597353,172.81475181036348,0.06385183735569146,0.055266575984320575,12,188.33333333333334,49.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-11,2020-10,566,167,399,-175.13818062228523,-0.30943141452700573,0.5686334602976073,175.13818062228555,0.06497173561984494,0.0496818064412598,12,188.66666666666666,49.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2019-12,2020-11,554,166,388,-164.24585706076596,-0.2964726661746678,0.5823826421246037,165.74585706076587,0.06548878820300062,0.05007718000041211,12,184.66666666666666,46.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-01,2020-12,569,167,402,-173.29790470447705,-0.3045657376177101,0.5723811139100098,177.2643812114118,0.06466503688480793,0.04944728373620254,12,189.66666666666666,49.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-02,2021-01,582,174,408,-169.25529538985887,-0.290816658745462,0.589060487540923,171.21186567640382,0.06182540967407568,0.04727591170645734,12,194.0,53.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-03,2021-02,598,187,411,-152.35502296051183,-0.2547742858871435,0.6325210292478577,166.59442209538514,0.05719946996642553,0.04947244488094525,12,199.33333333333334,54.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-04,2021-03,641,200,441,-163.31123794433006,-0.25477572222204375,0.6333419184289178,169.42014980722178,0.05317386354236874,0.04599065401743845,12,213.66666666666666,55.5
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-05,2021-04,674,209,465,-174.935292351236,-0.25954791150035017,0.6277408782665658,178.33508111360615,0.05084857207714743,0.042991965067222714,12,224.66666666666666,57.0
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,2020-06,2021-05,674,205,469,-182.92371881300278,-0.27140017628041957,0.6132763108352356,188.69292076872603,0.0517089624602049,0.04371941663137798,12,224.66666666666666,57.0
