instrument,official_identifier,year,month,official_source,expected_hourly_files,observed_hourly_files,raw_bytes,file_hash_map_SHA256,frozen_manifest_SHA256,acquisition_manifest_SHA256,first_timestamp,last_timestamp,tick_count,retry_count,freeze_status,hash_validation_status,reused_or_downloaded
XAGUSD,XAG-USD,2020,1,https://jetta.dukascopy.com/v1,744,744,21294991,83adc59ad005138ca209a7d1e052841bffdaae36bc5487168ae761c19a455186,2902411de9b1d9e93575c546ec55cff080f563893f536fd1db95f3d5322ab024,1d3a0afe3cf6eefb2d00dc00859b78c96c5e1902d0503e7838b57206bf4a0d8a,2020-01-01T23:00:00.000Z,2020-01-31T21:00:00.000Z,809588,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,2,https://jetta.dukascopy.com/v1,696,696,23523118,8e0c2bce0870805117c4a4ccadd0e3991e842ef9c27dcaa088df15ba220f9fef,7ae2edfa969b8ff024d3bc60f0571851f30118beb91065a61430201114e8d6fb,151ea35e46afaeb9ef2a6a53a1e822d4c0714d93187f0564603a93f255478332,2020-02-02T23:00:00.000Z,2020-02-28T21:00:00.000Z,895084,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,3,https://jetta.dukascopy.com/v1,744,744,40289669,0c60fa552eb962ccc858c6253b555657e0d29cead586c3598a471df6c8487297,08d9622c119e31798e05c44763021c6203782d8bf1dd20c46b887aa7bc40c82a,c5d1b629f64fe71f732cc57f452931858650af09b5c011408338831c81ddc4d5,2020-03-01T23:00:00.000Z,2020-03-31T23:00:00.000Z,1536819,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,4,https://jetta.dukascopy.com/v1,720,720,24662105,2813c5d38c17821b70f3aae149aa2cc6c3deb22e94044cdb0510d0ab28de366d,f7a5037e4b8e1aa3fe7ea9dfb8a20a8375cd3538fefea9e3c3efe1f80032848e,fd73a1521ef1fc61de4db13fc3f01119069b3bca225a54db0e4a406fdff4b686,2020-04-01T00:00:00.000Z,2020-04-30T23:00:00.000Z,989460,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,5,https://jetta.dukascopy.com/v1,744,744,24465063,aee8f7aae6a7e81a0ba4f6d159cc517cccb8c035118f2c5b8abe84b027b53502,8e5a2e9d458040f65e3bfd533fb1c4a00d7ee1427ae89600f110264bd2c2959d,b65876cf84fa33dfca7302e24a47a60b0ee7da14d9b166896e17154cc0ad2d43,2020-05-01T00:00:00.000Z,2020-05-31T23:00:00.000Z,969179,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,6,https://jetta.dukascopy.com/v1,720,720,24203396,ebb803a6764135d3a364da1ed71e5d7be9569abf3f92300eead6fce95edc50d3,23b1819465e919ad1f999c7ba05b1ea12e64990a609007b8a9c073d2778752a0,5c9d8357157776d94b160de4d19e1242456720c06bf941f9b65879c5c0335655,2020-06-01T00:00:00.000Z,2020-06-30T23:00:00.000Z,958039,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,7,https://jetta.dukascopy.com/v1,744,744,38105774,666357d47ba61a4393b6e8542fe00c5baf93800d4da22e9311f486a0bd7b86a0,a8860e6d5fe8bcd490c6a78a179c8a257ac72c1f2cc79acd1cbb6eb258745f11,1b8cccc49435162aeda89dfb6dc69daf3461795c67a5aaa697f9267b16f08c1d,2020-07-01T00:00:00.000Z,2020-07-31T20:00:00.000Z,1533487,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,8,https://jetta.dukascopy.com/v1,744,744,69534210,d4647bb78bf2060e9c15bcba01ba790fca51db2a4c980b20a4932c91d2b06130,9a93e68924872c5276534e060544c325488f2f2182eaf5b66bfcecce2ec94182,4bed17caf314af09efb7338a1ec662a87e21f35816cd34b9c1a1595cf80a96cf,2020-08-02T22:00:00.000Z,2020-08-31T23:00:00.000Z,2846650,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,9,https://jetta.dukascopy.com/v1,720,720,56793144,1972cc227771239c3362fb11da9f2a9f2846936381e0592414a44250599aba1f,10875e0602081d60472961970e8ba5141e3d45ad9380864cc6502d6050218342,f4f2cc80d24cd2ae2cc3fa1de673184a34e55859ad61a9d65cd681c7946776c3,2020-09-01T00:00:00.000Z,2020-09-30T23:00:00.000Z,2307726,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,10,https://jetta.dukascopy.com/v1,744,744,51284487,6207fda342396f1bad3bc9bd3c2b64342d0b72b2322b19f16e51c267be1b940f,f5cc5d5dac0ea7e3918f937907a111e282bfb6cbf0aacffe8aa743ffd22be623,0d5970b2f2482251f5dec0734ab9eac1517a3dfbd6e7b4755ac013a9cad35b1e,2020-10-01T00:00:00.000Z,2020-10-30T20:00:00.000Z,2069742,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,11,https://jetta.dukascopy.com/v1,720,720,49480518,7a3bf615471443689c56875755e0b26c4cd4ff95c78de1fc99729cfab60de294,5357eb74b97437ad8d2d9aa2f5b0c955c076e5b7e096b4513cb92d9b256e1f8c,b382cdd944e78828de482d02a72f7d7175fcf700221f3030595abbc00994e902,2020-11-01T23:00:00.000Z,2020-11-30T23:00:00.000Z,2001183,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2020,12,https://jetta.dukascopy.com/v1,744,744,43133947,e46c90926ee5c76a7b218312cfcc28b3dfccbe651e87b971623e8e0ae7bcf4a5,f65940478501155986fad72d0925dba24d0a58023ed4c8e5bf8a2364671b5f9c,396085e3e337753874f27cff5840df86d7331a9a0a0316159517a81cfa02b35e,2020-12-01T00:00:00.000Z,2020-12-31T21:00:00.000Z,1742747,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,1,https://jetta.dukascopy.com/v1,744,744,55610066,08d0d71ce0b50c557fcc68cbd17068203623ba27423ec1fb77bf3ad54927dd64,6aa6b2a0d169a8a2ed52f28b6a559a05f7b56201a5b7d6e5cb58278c1916c334,557a23dd3769edf54bab3a52ba26a538539d54a59a610861f7285a90add985da,2021-01-03T23:00:00.000Z,2021-01-31T23:00:00.000Z,2257108,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,2,https://jetta.dukascopy.com/v1,672,672,57244793,8d74afc2ed37941d06e0e905876c3bb233f7f470cc9090f05b4253d0e4d82716,8607356a02fc6934c84a0315323728dcfe32c4c1343df00a74a62ebf59dde667,d71920ee9bd96882ee79300ecb0f110d44e7ad38adb2e5d8add30a53143b2b4a,2021-02-01T00:00:00.000Z,2021-02-28T23:00:00.000Z,2331679,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,3,https://jetta.dukascopy.com/v1,744,744,61175606,da333ad0e95762ba2b1e5b24fc9da084ec3ba1f75305607ab3c8d2e5803d1339,1dfe362e05b25265147a32238c24876375012f7e03b8da6e15f339563d370270,9831c2a28b72f1f6a89f8487415543e1d781ff6fe7a9327ae715f2f37911e7f0,2021-03-01T00:00:00.000Z,2021-03-31T23:00:00.000Z,2477142,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,4,https://jetta.dukascopy.com/v1,720,720,36702969,55a7c2ce94f16529978c498a3f4a032c93717e41406956c67df1be996811335f,657f155c9c03f3e5b381410c2ac0b16fd95b886bb42b97a9ea207ada73d62f05,b50115b1cff013fed4de7f67724ea36c669ff971ce2c39902b6f8d81f19ca594,2021-04-01T00:00:00.000Z,2021-04-30T20:00:00.000Z,1466988,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,5,https://jetta.dukascopy.com/v1,744,744,44558696,7dae7060f6eea0e2948c5be3dd92f12f5652fa17721ac0ceac77df1891d1d599,33964a03a6c40a7b0c48976bdffd54338a9145e5ac2ffc7f2d204d5f5457b190,4b64ac9274f797a7bb668fc68bf1e6051fdcd35571b9d2b01ffefaf62b0c34ac,2021-05-02T22:00:00.000Z,2021-05-31T23:00:00.000Z,1791247,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
XAGUSD,XAG-USD,2021,6,https://jetta.dukascopy.com/v1,720,720,46470958,493cca26e284ed5d0823d694fa6a963fe08249327d461f44495371e636f5e2ca,a864851f22d2586207e99427f3f3d1b6459bd8e1bb3ac57540785be384a2107f,415c0f6b82afc5cacedb1cbea50d28e44d465f8b9e4cf89e8fcca66ed5e08287,2021-06-01T00:00:00.000Z,2021-06-30T23:00:00.000Z,1859748,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,7,https://jetta.dukascopy.com/v1,744,744,61455310,48446d592a8c6c018e75189f11f76a2835af0dc5ff16282a392a63d941237e8a,f34d788f01c8cad14505ee33d0988394bad7f9145cf24288884dcc07de489581,39d757bd5fa344a3292c29485f19cd64a3065a3d86a046fdaf4b686e969ab470,2018-07-01T21:00:00.000Z,2018-07-31T23:00:00.000Z,2137676,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,8,https://jetta.dukascopy.com/v1,744,744,60617882,bd020a9d0befe54b371059c3868c1d61c7a8ac0ece4c9cbd1cd0179228ccc5ca,308d31e4b04758293ae0a411f32c2271806d6975d599f633b673a21787940e13,f0dd6e562ebae951816635af051fd473fc9acfe3aa95cf246607ecc659ddf4b4,2018-08-01T00:00:00.000Z,2018-08-31T20:00:00.000Z,2107850,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,9,https://jetta.dukascopy.com/v1,720,720,49752288,10642fe77f57ab253aafffd08072d75506ed9c64168d5765a147fa756bedb44c,85769be7d845e74633fc91cc0b36687e4933d8e3324cf016b4a1e61a05e09d9a,9654860348a1ac4a6e311747281e7230aa4b4f1e6c3b931599a0f4e6c73d66fb,2018-09-02T21:00:00.000Z,2018-09-30T23:00:00.000Z,1728616,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,10,https://jetta.dukascopy.com/v1,744,744,63536333,cbd5562b70c9371006ddb723b4eb05c8465881ed37d906430c166a335a2f8d0a,7f7eefc2cf0b3843e611cbde8fdda80989aa3598fb1e6670cba9789f0e56401a,5c9b3f704bdb8dd4d30350a568a36414fb5a81c1c32818ac2f01fcc6712a5e52,2018-10-01T00:00:00.000Z,2018-10-31T23:00:00.000Z,2209121,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,11,https://jetta.dukascopy.com/v1,720,720,62489516,bc0aad369f74bf46cfd27d054b01d04e33a4f04b77426dd5ad0a2f6dcbed63f7,07f1de81bcf8defc7495a272b41ec78fbc2a80dc58e6d20e5b364986f90bb727,33d1460f6157ad830800240893b851cc97665851d9ee7e832727724f18d84bb5,2018-11-01T00:00:00.000Z,2018-11-30T21:00:00.000Z,2173445,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2018,12,https://jetta.dukascopy.com/v1,744,744,72753326,c0bbbe37959de6d1e874304a1ea2320c444e61bc4b5b487c50c3c03bb6dd3bc0,fee6134361b2b349afc65c85d3749ef07fd10f753ff1a7b55760c3945d449e6b,0b1f5c2b5a756779a347e0e05064851a2b1f081c28a5e6a613f4163a9bd5199c,2018-12-02T22:00:00.000Z,2018-12-31T21:00:00.000Z,2538128,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,1,https://jetta.dukascopy.com/v1,744,744,99478045,a3957fad44716576b452a8a0efcad7296ca2eca2c5436a41cbce6aef569673d4,413c40d2718b895698566037e1e3e420d2857b15bfd002e473fe06c5c2503fb5,01f62102686eca5ef9942c9e92b837740abf27b8f99dd36cd98ebb94b098e884,2019-01-01T22:00:00.000Z,2019-01-31T23:00:00.000Z,3477158,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,2,https://jetta.dukascopy.com/v1,672,672,78406669,0c300069b80b43bf43ad7e467b26d10e6fb496b1e9955e6817979295702a409a,2f8a3e4d870ea13a91db9127d855d823f81cb9407d2114ab682eefbc927ebd88,a7ada12fc9ef0c761c93acdc5960e38e2a18b0b8dde109c11b74d07395a6e75a,2019-02-01T00:00:00.000Z,2019-02-28T23:00:00.000Z,2740371,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,3,https://jetta.dukascopy.com/v1,744,744,78898791,11258d677d301394776944aad1c9e2d92c3a340474134017a6a3523cd05e99be,329b598e8d47a24ce6c79e3ed9f46dc39ae6abbf2f155235efc4620a861a962e,cc8596b1dec98826e6d9e502c74e12773e6257f6060022fd987636cc9268c72c,2019-03-01T00:00:00.000Z,2019-03-31T23:00:00.000Z,2755897,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,4,https://jetta.dukascopy.com/v1,720,720,77942878,f8e1e2829db7d5e09853b8105c6812a0117f8eb778fb442fe16911913e23ecfb,7bff8cc5ddbc048c589c5d1978f72348f516f7b7311efbd60002c3a7f96e4a41,4efb57e3b727167271b22a4cd1605d5c6b9db837d5b42fc2ddc7751996fc801f,2019-04-01T00:00:00.000Z,2019-04-30T23:00:00.000Z,2723929,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,5,https://jetta.dukascopy.com/v1,744,744,72322942,9b2c74800980e9f592e2b1fedf89954729ad414c3032225049a4b2b65e87a3e3,b6a5682d74de57e3f397a80b3a328dfc21ce1ecf04cbe86a628adc3f6259949a,64d49008e36ba992f0a6ea7523329ef847c436673d506911b5263dd743953ec7,2019-05-01T00:00:00.000Z,2019-05-31T20:00:00.000Z,2522998,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,6,https://jetta.dukascopy.com/v1,720,720,70479014,d02af42494ff0b0639cc7e4920a28262a3fb0f1ab91d591a7d3795d9ee4e04af,f111d47b72c1049e07f09c0135206d63439e6a00c638823c974396570514b488,963c32b0fa8e98b0675b8f60203adf568bd9c3ac7676f5acdc204158efdc90d3,2019-06-02T21:00:00.000Z,2019-06-30T23:00:00.000Z,2460307,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,7,https://jetta.dukascopy.com/v1,744,744,65380126,afe6e251f0631e8c0bfa04e918f7b93961127c7fd0f4f71953eb3f6ecf022269,b5029615c3d75569f30a3e6f0423a3355b0dd23d416e72f841ffa962e04bd8a3,bfddba4228deee1089b900e5aefb4882d6f5426c3f75831299759a04869dbec7,2019-07-01T00:00:00.000Z,2019-07-31T23:00:00.000Z,2277048,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,8,https://jetta.dukascopy.com/v1,744,744,80063627,c8a7eca51992879fcc62d8e952e5d7314b5f2cd8d3d3849344d0e6434c477397,93d98683728e6ebc16f843b02b3e980eb3899b5b88d981908eeb42b956e31cd9,d42a749a505b993ba5f7220c0796085cd6a9570e101483b92e9c83060335dee8,2019-08-01T00:00:00.000Z,2019-08-30T20:00:00.000Z,2795728,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,9,https://jetta.dukascopy.com/v1,720,720,55822779,7e4e67346c8986e3cad20e3b20e3b69ab279663ec8c1a56b2676099b4a995fff,93cb92fa80fff2b5013caa3c2523f5f97801d2b8c7a471c9623ba5d44df49871,9c4ef6e1f6f15b943298cadcf14c11bfa55f7fb72e39df6b3d94b646bde14d3b,2019-09-01T21:00:00.000Z,2019-09-30T23:00:00.000Z,2001917,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,10,https://jetta.dukascopy.com/v1,744,744,63331530,266e6eec6910af32cf90d9897c96475688cbae7bcd58d0b3369640508ffbafe2,08d40c49156b8da34dbfcb1e0e29daff2dba502469047b775279dc080a5cce28,c0b87784a2c7822b5462996efb9685ce49146b2dadcbee042284bde4d441ac4f,2019-10-01T00:00:00.000Z,2019-10-31T23:00:00.000Z,2272662,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,11,https://jetta.dukascopy.com/v1,720,720,42804707,07ebee69e66959ffea2f091904f0de558b4fae0311bc8780a66d7a8df2c885d9,04b5d11c14f3b293c5bb1d3b8ad2ac4149a80675a8bd14901e63214c871d2b09,d872ba05cec62fe931f0311d155e3287da8bcc8d145ec0fb09daac90ae3999af,2019-11-01T00:00:00.000Z,2019-11-29T21:00:00.000Z,1536368,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2019,12,https://jetta.dukascopy.com/v1,744,744,45220301,7df564049ca0f1817f7a3ee9cbff13fef564929e164e80ba3d62ea0f8e3824f1,bd5dd0af3040d3b31589a326a0e0c22e96cc24cea7de8069b10d5873bc0c0ba5,7958be004341f2008e7b042f3fae0b55c88773ca56eec919e4c3906bfb1d1566,2019-12-01T22:00:00.000Z,2019-12-31T21:00:00.000Z,1622157,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,1,https://jetta.dukascopy.com/v1,744,744,45733597,8947835a1ee96c8f685257e4d8790e6bef1863d3a933e0fd0b4d15413973b993,c21ceae0038c3fe3a3d581321fddaf106d9a8c3d7d4b24999b81c001bb60cb19,5255d19657563898cd639b884c678d0e882ec04e75e646d51bffe62bcc50f312,2020-01-01T22:00:00.000Z,2020-01-31T21:00:00.000Z,1637760,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,2,https://jetta.dukascopy.com/v1,696,696,43485597,63e14a8d90f4c7e91228c1c1de2cbf5180faf569e624fca2a594a0aa1072232c,f662705f10554057f7449637b49944268ec2b3ade1d3f908f9cc7a40829fe46c,c715b07e55d23471c869cd1f1bd096a7e3e0f41497a5a59be06a5440ef87ca53,2020-02-02T22:00:00.000Z,2020-02-28T21:00:00.000Z,1562108,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,3,https://jetta.dukascopy.com/v1,744,744,154921172,f6ee9b40cbfc25adf4a48b9b6037cd78dfa3abb89d652faa0eb5bca093e66428,e444f7e73215bb5dec6c30ecead2abeab4b816a0b31d5a996a90c884695ff79a,ab4cd5d71e35589cc038f6bfbe084131aacb3b3ecfe934f596765f16368b28de,2020-03-01T22:00:00.000Z,2020-03-31T23:00:00.000Z,5709997,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,4,https://jetta.dukascopy.com/v1,720,720,74759987,7b441ff7bab345297811d0339cf2ada5f557f52f113cc205a0cd84cf4ac39155,8b7c21ac89bf93aa8838156607dc5162f92cb2112ba940864115c420f9219a0c,71b155bf5f0f4d111025e96a44f528d68ed4e870a5ba380beecd49dfbf6544dc,2020-04-01T00:00:00.000Z,2020-04-30T23:00:00.000Z,2696730,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,5,https://jetta.dukascopy.com/v1,744,744,56917234,1e9a7a200b734441068437ed99da13d4634223cb39bb172423b35fd10d4b4899,4de6ccde471e5b9d877347f8ef1ebf1a85936899a91ca1ac1f02f7576499e0bc,3c9c0b58251cb91be678c8c73ed48c8c30f30ae0222cc3a0b3ac2dd29c4d58a8,2020-05-01T00:00:00.000Z,2020-05-31T23:00:00.000Z,2037924,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,6,https://jetta.dukascopy.com/v1,720,720,81528514,c79abaef0ac042c643a9f6f79d4eb20812d08cd99b88c301f2ffb9611d54a58f,d85e7bc00e01da249d5995245f464b9b660d94e1ec0cc52099f62687d9d9226d,e2193a52f9efbcc15938723ebfbc6afc6d1b14f636efd50cc7706329dfa4813a,2020-06-01T00:00:00.000Z,2020-06-30T23:00:00.000Z,2941544,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,7,https://jetta.dukascopy.com/v1,744,744,76498181,638dda8e9274f7b7522ac4fcf6f94bfadbc038143ee325540398eab71553171a,a95bd8de2917b79930df44db8a1ef396ff17aaebc18c68a699ad62ce2dbb8874,39e47c89f98ad108b3f9943226d03d986cf0cac0ce15838a25cd714ad2723277,2020-07-01T00:00:00.000Z,2020-07-31T20:00:00.000Z,2749083,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,8,https://jetta.dukascopy.com/v1,744,744,75142605,6de2f111c78107533b1ee52899350c8c125d775a8cff1cf2f4b82e6895130cc7,3cde07b2c77eda696fda231edb3d24c9ea8f7cc8b9332994d97bf48b0c46c779,cc645b5f5f591b8b46cb0b9f50ddea4705a53e94f5535b73fcf37b241ac2de09,2020-08-02T21:00:00.000Z,2020-08-31T23:00:00.000Z,2708982,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,9,https://jetta.dukascopy.com/v1,720,720,90588138,6e4d9281f8de6dda994b63d1f2a4c2ff52f62bdfe04d7e8ba86c2fc841269009,3ab03f3ee059aa737467b43456d811dfecb4c3585ec83bc7a2779fe9a0df7d16,68eb624eeeecd67185407da94a78a9ee72a5a1eeea2b4a83397c92ad8b430619,2020-09-01T00:00:00.000Z,2020-09-30T23:00:00.000Z,3314513,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,10,https://jetta.dukascopy.com/v1,744,744,78941315,e5f3ca2c3d4e074eb27a3b76c861c0779d67050a2662d551be8646bdbb7418fe,bd0d3fec7b98f903d9b56e4dd6d4a3b2babec2d427ca5bf20b3e144c8478fdda,cd0d2ac9e6e53234ff6a2bd2ac7e1afa6dfdaf9ad0955a8b49017ba1f2a4e632,2020-10-01T00:00:00.000Z,2020-10-30T20:00:00.000Z,2894519,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,11,https://jetta.dukascopy.com/v1,720,720,67496384,2e029b44adfeae75bcfa0b2e9378c4e3262c0f19490dcbec2f6ce1e464165128,45378ee634007fe2457e013fc4cf60c66f3e106f054f64dfe45fd49e477c0deb,75a7b3dcbaa7de424a95723156a21b89f8aa6de087b2b6034dbdf91820dd4fb1,2020-11-01T22:00:00.000Z,2020-11-30T23:00:00.000Z,2447318,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2020,12,https://jetta.dukascopy.com/v1,744,744,57266669,d52fb8bf5261b4c4a04b52ac37fc56e6dbbedaaafad47a9d47817ff2e1b77acc,b81eab098e33101c9cae23e8baa2f54961d009d4c438371d4f8794c1033d76cb,f80e533a37c1107b7f5752cf79cace8e549cb0b77da01fbb8ecb772e1b1d160a,2020-12-01T00:00:00.000Z,2020-12-31T21:00:00.000Z,2063410,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,1,https://jetta.dukascopy.com/v1,744,744,53554311,c5c237714c68f2a695a6194da8e9df43111bc33969dc03296d41947e46d5fb8e,54ea32010a333e59946a8191fb046b919d8f1944f22d5e0bb3f9b074fbe2ff17,93dfb2b4620a74edcc26dd74eb712b7376cc91e5f88382c957c9dc71cbea3334,2021-01-03T22:00:00.000Z,2021-01-31T23:00:00.000Z,1931111,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,2,https://jetta.dukascopy.com/v1,672,672,44256407,c2845fae796e45fd56e47b081adb331a34239e0ed547132478a9d0a90eb0588e,efbfc607d65b540b6cccb725e3089bbd55fcc0c228073bce4c224944748e831f,5d9103cd21318fe0916968e8de7a8ba411d587372e11eed368d64b3b7617eb2f,2021-02-01T00:00:00.000Z,2021-02-28T23:00:00.000Z,1591865,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,3,https://jetta.dukascopy.com/v1,744,744,52474330,e3fcbc2cf4ef5d8f07854537b65ce1dae834d3f06c2042be6ee76309a5abf27d,9341112a71e8df9e0eaac2314a352455ff01bfe0031651bcb443b3299e8137e0,583311322bad64a63d263f8823b2799deddc83aa4a8faedd8f48d032d20fd091,2021-03-01T00:00:00.000Z,2021-03-31T23:00:00.000Z,1879406,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,4,https://jetta.dukascopy.com/v1,720,720,33401396,579c08fec69636771de2ae9e9c117bfda204aa046be3b449d610c8f551ebd3ff,01772cb72a8d9135670352a058bf6209d723c23e547f5c106e038da334cc8bb2,87020d99cede955564572be50ecba93df628d94773650ed59af4c7a9753b8632,2021-04-01T00:00:00.000Z,2021-04-30T20:00:00.000Z,1194166,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,5,https://jetta.dukascopy.com/v1,744,744,36892549,d85e3022de94219409034ed1cb409396c84adf01579741e6918be77015090382,01b14015686d7ef837ba28686da13621053f9a64b086c2bb230babc1c7d301b9,ddb090716b2ddeddce1af73991c96e298f876513504ced7341d5058c372b6205,2021-05-02T21:00:00.000Z,2021-05-31T23:00:00.000Z,1324436,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
EURUSD,EUR-USD,2021,6,https://jetta.dukascopy.com/v1,720,720,36141333,201f39bc87a09e68ef1ad4806894cca6537b3ba4de19a90803f96b0b7a09b483,9c145180aa8a9d918c61e6146ec6973f624afed34e48d1e1152b2d2ebf863911,3e1dded5a083f9d3bcb1baa984baf44615576cee16d4ab316a799c5da5872377,2021-06-01T00:00:00.000Z,2021-06-30T23:00:00.000Z,1299869,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
USDJPY,USD-JPY,2018,7,https://jetta.dukascopy.com/v1,744,744,46129500,1bff518507ba381fa1ee1d632a7f8b19581726fab89bd7bfd30d9d4bed653c61,812f1f2269db749a36b87c27fb315348967f717f575c55beab26d930b05e5f53,d4b9eb1e4f7d9455efce956879c40137fb3818be13606fd0c50a65273212fda3,2018-07-01T21:00:00.000Z,2018-07-31T23:00:00.000Z,1600296,0,FROZEN_COMPLETE,SHA256_VERIFIED,FROZEN_VERIFIED
