specialist_id,trades,profit_factor,expectancy_R,net_R
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,1663,0.5376043834906271,-0.35484894762974334,-590.1137999082632
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,1732,0.4896951505029453,-0.4079590670343129,-706.5851041034299
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,3124,0.5129827599212015,-0.3827710772919024,-1195.7768454599031
