specialist_id,baseline_trades,baseline_wins,baseline_losses,baseline_net_R,baseline_expectancy_R,baseline_profit_factor,baseline_maximum_closed_drawdown_R,baseline_top_ten_winners_fraction,baseline_top_three_winning_days_fraction,baseline_active_months,baseline_annualized_trades,baseline_median_monthly_trades,stress_trades,stress_wins,stress_losses,stress_net_R,stress_expectancy_R,stress_profit_factor,stress_maximum_closed_drawdown_R,stress_top_ten_winners_fraction,stress_top_three_winning_days_fraction,stress_active_months,stress_annualized_trades,stress_median_monthly_trades,broker_trades,broker_wins,broker_losses,broker_net_R,broker_expectancy_R,broker_profit_factor,broker_maximum_closed_drawdown_R,broker_top_ten_winners_fraction,broker_top_three_winning_days_fraction,broker_active_months,broker_annualized_trades,broker_median_monthly_trades,stage_a_pass,failed_gates
XAU_POSITIVE_RESIDUAL_LONG_SPECIALIST,1663,551,1112,-340.6637999082634,-0.20484894762974348,0.6928033698056203,350.7941945724119,0.019524131702729035,0.02109926412064374,35,554.3333333333334,49.0,1663,540,1123,-748.9581260499726,-0.4503656801262614,0.45718400185532376,752.8560429081962,0.02297176127567639,0.021293413165231995,35,554.3333333333334,49.0,1663,545,1118,-590.1137999082632,-0.35484894762974334,0.5376043834906271,594.5240636051067,0.019676547796287275,0.020347215992646484,35,554.3333333333334,49.0,False,baseline_profit_factor|baseline_expectancy_R|stress_profit_factor|stress_expectancy_R|broker_profit_factor|maximum_closed_drawdown_R|baseline_net_R|stress_net_R|broker_net_R|broker_expectancy_R
XAU_NEGATIVE_RESIDUAL_SHORT_SPECIALIST,1732,545,1187,-446.78510410343006,-0.257959067034313,0.6294855832104819,456.23307178126066,0.019761135533798758,0.021061159927350945,35,577.3333333333334,52.0,1732,527,1205,-860.6460028880505,-0.4969087776489899,0.42271497739250524,861.9476605172783,0.02300056303577214,0.021897466518927627,35,577.3333333333334,52.0,1732,534,1198,-706.5851041034299,-0.4079590670343129,0.4896951505029453,712.9197430212362,0.019910088168133104,0.020480554838138067,35,577.3333333333334,52.0,False,baseline_profit_factor|baseline_expectancy_R|stress_profit_factor|stress_expectancy_R|broker_profit_factor|maximum_closed_drawdown_R|baseline_net_R|stress_net_R|broker_net_R|broker_expectancy_R
COMBINED_RESIDUAL_CONTINUATION_DIAGNOSTIC,3124,1004,2120,-727.1768454599035,-0.23277107729190252,0.6596162549917151,740.5421672010748,0.010644583670546742,0.01395854946114137,35,1041.3333333333333,93.0,3124,979,2145,-1495.8486388597662,-0.4788247883674028,0.43687702345149887,1500.8170961062176,0.012494658621451703,0.015217841771041086,35,1041.3333333333333,93.0,3124,991,2133,-1195.7768454599031,-0.3827710772919024,0.5129827599212015,1202.9031586820051,0.010718282370821076,0.01335413226795792,35,1041.3333333333333,93.0,False,baseline_profit_factor|baseline_expectancy_R|stress_profit_factor|stress_expectancy_R|broker_profit_factor|maximum_closed_drawdown_R|baseline_net_R|stress_net_R|broker_net_R|broker_expectancy_R
