entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.01 04:00:00,2022-07-01,4,night,SHORT,2,0.01,1801.46,A1_M5_MOM_SHORT_HEDG,2022.07.01 07:11:30,2022-07-01,7,morning,2022-07-01,4,night,3,1794.43,7.03,1007.03,tp 1794.46
2022.07.01 10:25:00,2022-07-01,10,morning,SHORT,4,0.01,1791.81,A1_M5_MOM_SHORT_HEDG,2022.07.01 12:20:03,2022-07-01,12,afternoon,2022-07-01,10,morning,5,1784.81,7.0,1014.03,tp 1784.81
2022.07.05 09:00:00,2022-07-05,9,morning,SHORT,6,0.01,1801.08,A1_M5_MOM_SHORT_HEDG,2022.07.05 09:20:25,2022-07-05,9,morning,2022-07-05,9,morning,7,1804.59,-3.51,1010.52,sl 1804.58
2022.07.05 13:50:00,2022-07-05,13,afternoon,SHORT,8,0.01,1787.67,A1_M5_MOM_SHORT_HEDG,2022.07.05 14:00:41,2022-07-05,14,afternoon,2022-07-05,13,afternoon,9,1780.48,7.19,1017.71,tp 1780.50
2022.07.05 14:05:00,2022-07-05,14,afternoon,SHORT,10,0.01,1777.61,A1_M5_MOM_SHORT_HEDG,2022.07.06 13:53:37,2022-07-06,13,afternoon,2022-07-05,14,afternoon,11,1755.66,21.95,1039.66,tp 1755.67
2022.07.06 14:05:00,2022-07-06,14,afternoon,SHORT,12,0.01,1756.92,A1_M5_MOM_SHORT_HEDG,2022.07.06 14:57:27,2022-07-06,14,afternoon,2022-07-06,14,afternoon,13,1746.71,10.21,1049.87,tp 1746.72
2022.07.06 15:00:00,2022-07-06,15,afternoon,SHORT,14,0.01,1743.72,A1_M5_MOM_SHORT_HEDG,2022.07.12 01:11:41,2022-07-12,1,night,2022-07-06,15,afternoon,15,1724.56,19.16,1069.03,tp 1724.58
2022.07.12 01:15:00,2022-07-12,1,night,SHORT,16,0.01,1724.69,A1_M5_MOM_SHORT_HEDG,2022.07.12 01:30:18,2022-07-12,1,night,2022-07-12,1,night,17,1733.52,-8.83,1060.2,sl 1733.46
2022.07.12 04:15:00,2022-07-12,4,night,SHORT,18,0.01,1730.75,A1_M5_MOM_SHORT_HEDG,2022.07.12 06:38:18,2022-07-12,6,morning,2022-07-12,4,night,19,1734.27,-3.52,1056.68,sl 1734.25
2022.07.12 13:00:00,2022-07-12,13,afternoon,SHORT,20,0.01,1732.13,A1_M5_MOM_SHORT_HEDG,2022.07.12 18:10:03,2022-07-12,18,evening,2022-07-12,13,afternoon,21,1725.12,7.01,1063.69,tp 1725.13
