timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.03 23:10:00	2022.07.03 23:10:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1809.14	1809.28	14	1809.14	1812.64	1802.14	350.00	0.0400	10009	done at 1809.14	2	2	1809.14	pass	
2022.07.03 23:45:00	2022.07.03 23:45:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1809.23	1809.37	14	1809.23	0.00	0.00	350.00	0.0400	0		0	0	0.00	own_position_exists	
2022.07.03 23:50:00	2022.07.03 23:50:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1808.45	1808.59	14	1808.45	0.00	0.00	350.00	0.0400	0		0	0	0.00	own_position_exists	
2022.07.03 23:55:00	2022.07.03 23:55:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1808.65	1808.79	14	1808.66	0.00	0.00	350.00	0.0400	0		0	0	0.00	own_position_exists	
2022.07.04 02:20:00	2022.07.04 02:20:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1811.32	1811.34	2	1811.32	1814.82	1804.32	350.00	0.0057	10009	done at 1811.32	4	4	1811.32	pass	
2022.07.04 02:25:00	2022.07.04 02:25:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1810.20	1810.28	8	1810.20	0.00	0.00	438.73	0.0182	0		0	0	0.00	own_position_exists	
2022.07.04 03:40:00	2022.07.04 03:40:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.67	1811.76	9	1811.67	0.00	0.00	350.00	0.0257	0		0	0	0.00	own_position_exists	
2022.07.04 04:00:00	2022.07.04 04:00:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.48	1811.50	2	1811.48	0.00	0.00	350.00	0.0057	0		0	0	0.00	own_position_exists	
2022.07.04 04:05:00	2022.07.04 04:05:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.67	1811.68	1	1811.67	0.00	0.00	350.00	0.0029	0		0	0	0.00	own_position_exists	
2022.07.04 04:10:00	2022.07.04 04:10:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1810.98	1811.06	8	1810.98	0.00	0.00	350.00	0.0229	0		0	0	0.00	own_position_exists	
2022.07.04 04:15:00	2022.07.04 04:15:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.21	1811.28	7	1811.21	0.00	0.00	350.00	0.0200	0		0	0	0.00	own_position_exists	
2022.07.04 04:25:00	2022.07.04 04:25:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.64	1811.73	9	1811.64	0.00	0.00	350.00	0.0257	0		0	0	0.00	own_position_exists	
2022.07.04 04:35:00	2022.07.04 04:35:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.25	1811.32	7	1811.27	0.00	0.00	350.00	0.0200	0		0	0	0.00	own_position_exists	
2022.07.04 04:40:00	2022.07.04 04:40:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.54	1811.60	6	1811.54	0.00	0.00	350.00	0.0171	0		0	0	0.00	own_position_exists	
2022.07.04 05:55:00	2022.07.04 05:55:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.32	1811.41	9	1811.32	0.00	0.00	350.00	0.0257	0		0	0	0.00	own_position_exists	
2022.07.04 06:15:00	2022.07.04 06:15:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.59	1811.61	2	1811.62	0.00	0.00	350.00	0.0057	0		0	0	0.00	own_position_exists	
2022.07.04 06:30:00	2022.07.04 06:30:00	BT_A1_XAU_SHORT_HEDGE_V3_PRIOR_HIGH_SWEEP_RECLAIM	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1811.00	1811.03	3	1811.00	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
