timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	lots	bid	ask	spread_points	entry_reference	sl	tp	stop_points	estimated_cost_r	retcode	retcode_description	order_ticket	deal_ticket	result_price	reason
2022.07.01 00:40:00	2022.07.01 00:40:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1805.04	1805.10	6	1805.04	1808.54	1798.04	350.00	0.0171	10009	done at 1805.04	2	2	1805.04	pass	
2022.07.01 03:30:00	2022.07.01 03:30:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1803.07	1803.10	3	1803.04	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 03:50:00	2022.07.01 03:50:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1802.29	1802.31	2	1802.29	0.00	0.00	350.00	0.0057	0		0	0	0.00	own_position_exists	
2022.07.01 03:55:00	2022.07.01 03:55:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1801.77	1801.85	8	1801.71	0.00	0.00	350.00	0.0229	0		0	0	0.00	own_position_exists	
2022.07.01 05:35:00	2022.07.01 05:35:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1800.27	1800.30	3	1800.27	0.00	0.00	350.00	0.0086	0		0	0	0.00	own_position_exists	
2022.07.01 05:40:00	2022.07.01 05:40:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1795.58	1795.63	5	1795.58	1799.08	1788.58	350.00	0.0143	10009	done at 1795.58	4	4	1795.58	pass	
2022.07.01 09:20:00	2022.07.01 09:20:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1796.98	1797.00	2	1796.89	0.00	0.00	350.00	0.0057	0		0	0	0.00	direction_mode_block	
2022.07.01 10:45:00	2022.07.01 10:45:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	ORDER_SEND_OK	SHORT	0.01	1790.09	1790.15	6	1790.09	1793.78	1782.70	369.29	0.0162	10009	done at 1790.09	6	6	1790.09	pass	
2022.07.01 11:35:00	2022.07.01 11:35:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1787.70	1787.74	4	1787.66	0.00	0.00	405.00	0.0099	0		0	0	0.00	own_position_exists	
2022.07.01 11:40:00	2022.07.01 11:40:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1787.07	1787.10	3	1787.08	0.00	0.00	408.93	0.0073	0		0	0	0.00	own_position_exists	
2022.07.01 11:45:00	2022.07.01 11:45:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	SHORT	0.00	1785.52	1785.55	3	1785.45	0.00	0.00	415.36	0.0072	0		0	0	0.00	own_position_exists	
2022.07.01 13:05:00	2022.07.01 13:05:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1793.33	1793.35	2	1793.15	0.00	0.00	691.43	0.0029	0		0	0	0.00	direction_mode_block	
2022.07.01 14:15:00	2022.07.01 14:15:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1799.65	1799.70	5	1799.67	0.00	0.00	801.61	0.0062	0		0	0	0.00	direction_mode_block	
2022.07.01 14:20:00	2022.07.01 14:20:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1803.14	1803.15	1	1803.17	0.00	0.00	806.61	0.0012	0		0	0	0.00	direction_mode_block	
2022.07.01 15:10:00	2022.07.01 15:10:00	BT_A1_XAU_SHORT_HEDGE_V1_BREAK_RUN_CONTROL	1025742	XAUUSD	932200	GUARD_BLOCK	LONG	0.00	1805.27	1805.29	2	1805.19	0.00	0.00	768.39	0.0026	0		0	0	0.00	direction_mode_block	
