recorded_at_broker,recorded_at_utc,evidence_scope,run_id,event,key,value
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,account_login,1025742
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,account_server,Capital.ComMena-Demo
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,account_company,Capital Com Mena Securities Trading L.L.C
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,account_trade_mode,0
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,terminal_build,6061
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,terminal_name,Tester
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,terminal_path,C:\MT5A1M5MomentumBacktest
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,target_symbol,EURUSD
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,chart_period,PERIOD_M5
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,reference_symbols,EURUSD|EURGBP|EURJPY|GBPUSD|USDJPY|GBPJPY|DOLLARIDXUSD|USTBONDTRUSD
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,prospective_start_utc,2026.08.01 00:00
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,frozen_forward_floor_utc,2026.08.01 00:00
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,configured_broker_utc_offset_seconds,0
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,observed_current_minus_gmt_seconds,0
2026.06.01 00:00:00,2026.06.01 00:00:00,TESTER_SMOKE_NOT_FORWARD,EURUSD_PROSPECTIVE_MULTISYMBOL_R2_SMOKE_ONLY,STARTUP,trade_permission,NONE_READ_ONLY
