expert,hypothesis_file,sha256,registered_at_utc,file_size_bytes,git_commit_if_available
trend_pullback,docs/hypothesis_trend_pullback.md,b99448c11f462a6e8397666e16c429e5ded73a86281a42cbe9bce17807086d1d,2026-05-21T10:47:35+00:00,3801,bce659d3e2d2fe9b9656919a196a5058d4e7659b
breakout_retest,docs/hypothesis_breakout_retest.md,4532100fdd87a21179ff78da45c6be4edc15a93a7a5baafad0c31683fe991206,2026-05-21T10:47:35+00:00,3851,bce659d3e2d2fe9b9656919a196a5058d4e7659b
range_mr,docs/hypothesis_range_mr.md,f99de28b321cd2e7b530db6e7bc0ad4d016003ad0e32fdaad311ed97ff019274,2026-05-21T10:47:35+00:00,3778,bce659d3e2d2fe9b9656919a196a5058d4e7659b
