candidate_id,family,regime,direction,threshold,stop_atr,target_r,max_hold_bars,lookback,body_min,session,trades,trades_per_active_day,wins,win_rate,net_r,average_r,net_pips,profit_factor,maximum_drawdown_r,positive_active_month_share,top_5pct_removed_profit_factor,stage,parameter_sha256,gate_pass
EURF2_4027,scheduled_up_follow,chop,dynamic,0.0,0.75,0.9,16,16,0.25,all,184,0.09850107066381156,96,0.5217391304347826,0.9301507032064902,0.005055166865252664,134.49113951849998,1.012214066835955,12.92447760928602,0.4918032786885246,0.8948267957798839,development,8ccf6742fd5c0ce6768adfe8fc5784ac3b2f97c49968cde4b8bd0aa55fa5aa77,False
EURF2_4028,scheduled_up_follow,chop,dynamic,0.0,0.75,0.9,32,16,0.25,all,184,0.09850107066381156,99,0.5380434782608695,1.370978683049242,0.007450971103528489,184.11221598859885,1.0162962275236496,12.61103159973102,0.4918032786885246,0.9099601798607723,development,f5c173bc570aa6379c4c33b5afce1d0b12f67d43d501a93d75939fd6ba9bbc50,False
EURF2_4029,scheduled_up_follow,chop,dynamic,0.0,1.25,0.6,16,16,0.25,all,184,0.09850107066381156,107,0.5815217391304348,-7.013880540255119,-0.03811891597964739,48.9373190129494,0.8966372227798712,12.948082803456144,0.5081967213114754,0.8090541659297548,development,51072d6e1a1ea3aaeb4c93b4c3168c74aa74e5d41745311bbcc812625a238f16,False
EURF2_4030,scheduled_up_follow,chop,dynamic,0.0,1.25,0.6,32,16,0.25,all,184,0.09850107066381156,111,0.6032608695652174,-7.292222165265639,-0.03963164220253065,80.98624254288202,0.8993972468047458,14.207281389571941,0.5573770491803278,0.8172806103454758,development,71e8b10923a5a63df09b799abfba73793ced6688ac66ca96ce2054c8397ae3df,False
EURF2_4031,scheduled_up_follow,chop,dynamic,0.0,1.25,0.9,16,16,0.25,all,184,0.09850107066381156,92,0.5,-5.9098282273272025,-0.03211863167025653,94.71304241726708,0.9251473487238655,15.636985962801312,0.45901639344262296,0.8119212971784806,development,4c76b2bf63164ac2ed37263b99b3a607fe1c45ce4370aab962f83428465f40d1,False
EURF2_4032,scheduled_up_follow,chop,dynamic,0.0,1.25,0.9,32,16,0.25,all,184,0.09850107066381156,98,0.532608695652174,-0.05914319161236392,-0.00032143038919763,182.32778897363298,0.9993034048928479,16.914869359819328,0.47540983606557374,0.8939375732482575,development,123d1b13421901c3dd4728dd425c916cba319711f778c297ed1940715aa5e0ec,False
EURF2_4033,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,16,4,0.0,all,247,0.1322269807280514,148,0.5991902834008097,-11.143550664157951,-0.045115589733433,-230.22952991877736,0.8851763985151988,20.605712983626294,0.484375,0.8055857411164411,development,fa8449fe139c43b16deb7344407e70a79c18c9cbacb04d1a229e96f8b4bfdb23,False
EURF2_4034,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,32,4,0.0,all,247,0.1322269807280514,149,0.6032388663967612,-11.105154650581222,-0.04496014028575393,-211.46952991877518,0.8867637304841108,19.918098398560957,0.484375,0.8079583479925624,development,d53a16c1ad0bf2e924f2fa423341c2392ab928718a962dec05db8d79d58a1ac6,False
EURF2_4035,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,16,4,0.0,all,247,0.1322269807280514,115,0.46558704453441296,-27.762041255770303,-0.11239692816101338,-301.18546583429054,0.7831373473825862,34.26646093816858,0.34375,0.6924076805385843,development,de0b57ec8924b2f4d08c8b4875bc1c73f29e463e2a19199e5fe733a4520dd8f7,False
EURF2_4036,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,32,4,0.0,all,247,0.1322269807280514,115,0.46558704453441296,-29.650085061653957,-0.12004083020912533,-300.3254658342902,0.77295238572897,36.251647601195096,0.328125,0.6840037274759833,development,9b8119e94d24643e712e2b8f42567a3d7820b6b238f86ae8be627c30fe684daa,False
EURF2_4037,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,16,4,0.0,all,247,0.1322269807280514,149,0.6032388663967612,-9.20576263637946,-0.037270294074410765,-226.82788365458563,0.9040114645347253,20.203196084512484,0.515625,0.8234710033631111,development,13742014580ca6fc195c5c624c0a6148a3890752bb7f0e18da30910f00d74a4c,False
EURF2_4038,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,32,4,0.0,all,247,0.1322269807280514,150,0.6072874493927125,-9.16736662280273,-0.0371148446267317,-208.06788365458354,0.9054190675288207,19.10259377188964,0.515625,0.8256831621098089,development,edca468e6a0e4a68bd311669c0985192dc4a7c0dd7d1713bfe4d2c37d5fa9e6e,False
EURF2_4039,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,16,4,0.0,all,247,0.1322269807280514,117,0.47368421052631576,-23.624253227991552,-0.09564474991089697,-297.8841452190028,0.812198604337594,28.253698038397047,0.34375,0.7198656626896469,development,5d067ef07f1b1b37645be205cd74c20181198079de60f901f024f94edc6aca2f,False
EURF2_4040,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,32,4,0.0,all,247,0.1322269807280514,117,0.47368421052631576,-25.512297033875207,-0.10328865195900894,-297.02414521900255,0.8012547604050473,30.238884701423565,0.328125,0.7107658050480087,development,34c24a417cd7691dfc29b528b43b227fc448986b687f6f24b43a4fbd054bf69a,False
EURF2_4041,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,16,4,0.25,all,154,0.08244111349036402,91,0.5909090909090909,-7.902127923688978,-0.051312518984993366,-178.76137860347808,0.8698446761324612,18.338022829246363,0.5166666666666667,0.7914399137259781,development,c3f51bc393fe9b432b05c6cf4663b8fa2fe0dad59e34066980bcce978998b144,False
EURF2_4042,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,32,4,0.25,all,154,0.08244111349036402,91,0.5909090909090909,-9.166021986448168,-0.05951962328862447,-194.1213786034779,0.8532039282484004,18.539710592959434,0.5166666666666667,0.7769682793390678,development,06d989364dc93fa2e9c25a2ff38c7627a3da10a5bc3b0de1fe504388c7eac0af,False
EURF2_4043,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,16,4,0.25,all,154,0.08244111349036402,72,0.4675324675324675,-14.7206185153014,-0.09558843191754156,-206.00206790517328,0.8097824129897424,23.059524554344257,0.38333333333333336,0.7173576905883021,development,f9ecdb4495fccf6d44a53eaafde2b86b8be72e15ff04629c4068efedb71d0d87,False
EURF2_4044,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,32,4,0.25,all,154,0.08244111349036402,72,0.4675324675324675,-16.812648750362378,-0.10917304383352193,-228.64206790517153,0.7903680081242604,23.457986511605576,0.38333333333333336,0.7011765432964884,development,1007f6f96a97ee0538dd4571b95003c1dc488ac20222edafcb00914182acc402,False
EURF2_4045,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,16,4,0.25,all,154,0.08244111349036402,93,0.6038961038961039,-4.57634629659426,-0.029716534393469222,-166.42375053060653,0.921921872632193,14.037465434835207,0.5333333333333333,0.8407070930401993,development,ef697f41f8117cd233c5e301339f00b321c066262dc63babb5575f336504dc9b,False
EURF2_4046,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,32,4,0.25,all,154,0.08244111349036402,93,0.6038961038961039,-5.84024035935345,-0.037923638697100324,-181.78375053060637,0.9032108926911542,14.239153198548282,0.5333333333333333,0.8243211889606211,development,26e4c6debf50a03c34c73e53741828330f1185550e348c128862b4804456c239,False
EURF2_4047,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,16,4,0.25,all,154,0.08244111349036402,73,0.474025974025974,-12.694836888206904,-0.0824340057675773,-207.69274104738716,0.8335732550654912,18.703452483865128,0.4,0.7398042001718506,development,b6982637da8893e0fe042df68b78925b5c3391c8dee81fef8d0144942b866728,False
EURF2_4048,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,32,4,0.25,all,154,0.08244111349036402,73,0.474025974025974,-14.786867123267882,-0.09601861768355767,-230.3327410473854,0.8130405108424757,19.22267586457021,0.4,0.7225978735276397,development,c198d69d234bf256ec47c41e97e664f8d4f2536e552a4235fa0893f300803004,False
EURF2_4049,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,16,16,0.0,all,273,0.14614561027837258,168,0.6153846153846154,-5.918714469670288,-0.021680272782675047,-201.86005791419606,0.9424894926049006,30.011038632821226,0.546875,0.8616918054712719,development,cd59ba0204438da79cfe2bb0ce4e72838f2817ec3814c1d14b2d3ce593df20f4,False
EURF2_4050,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,32,16,0.0,all,273,0.14614561027837258,170,0.6227106227106227,-4.797862315742641,-0.017574587237152533,-170.76005791419436,0.9536194091945306,28.36426545433161,0.53125,0.8731881668239379,development,f80a0f7982db0c4b771f24acd9ee09dd7a2e295b024b41cf4e5f2e13f64016fc,False
EURF2_4051,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,16,16,0.0,all,273,0.14614561027837258,137,0.5018315018315018,-13.340146237754753,-0.0488650045339002,-277.3284242571438,0.8992871524674854,36.705443828442704,0.4375,0.8048914709251535,development,952b5659afadbf450cb665069cf3676635277c2a85c6beb425efc88989786f95,False
EURF2_4052,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,32,16,0.0,all,273,0.14614561027837258,137,0.5018315018315018,-15.14279272681705,-0.055468105226436075,-278.26842425714204,0.8877853393149134,36.403145162978326,0.390625,0.7951189725567988,development,4781a817e4d2a2275b00bba1ac6e3521b8d1d99abe16fea3a32e1f8cf5135e85,False
EURF2_4053,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,16,16,0.0,all,273,0.14614561027837258,170,0.6227106227106227,-1.589306148239352,-0.005821634242634989,-191.38702862231844,0.9841798833354222,23.934759954023654,0.5,0.9014066704587144,development,ce01d508a3e2d0c978d8b1fc7ae62a891266646e7de0d68a686452c2f6c06ad4,False
EURF2_4054,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,32,16,0.0,all,273,0.14614561027837258,172,0.63003663003663,-0.46845399431170165,-0.0017159486971124603,-160.28702862231677,0.9953614378226675,22.83415764140082,0.484375,0.9129755706156861,development,aa27fa42787330ddc4bd13a5461ee3aa4d66aefdb4414c77aec6d627b1fbb642,False
EURF2_4055,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,16,16,0.0,all,273,0.14614561027837258,134,0.4908424908424908,-18.55814468528404,-0.06797855196074741,-302.9559227874689,0.8625541436696825,33.76115795355479,0.421875,0.7699511692032381,development,f6ac3083dfb8acbc220c182049b48107bcbe65376ceb1901fc761c98e9734fee,False
EURF2_4056,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,32,16,0.0,all,273,0.14614561027837258,133,0.48717948717948717,-21.613384405385418,-0.07916990624683304,-312.3261110550102,0.8439736933378592,32.403303732535015,0.390625,0.753701589612095,development,75afea529ab66b91062c12608e7ba8aa3bcf1b9a7016bc2d67f4ab809077d147,False
EURF2_4057,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,16,16,0.25,all,186,0.09957173447537473,118,0.6344086021505376,2.5378033249273226,0.013644103897458723,-58.02326457683186,1.0386828014879892,24.966309450436604,0.6129032258064516,0.9480783976096101,development,fb34313bd9c2e5bced8a6ded81594f45c4bd2c4b6500a4e2e376b547a85c5f50,False
EURF2_4058,scheduled_up_follow,chop,dynamic,3.0,0.75,0.6,32,16,0.25,all,186,0.09957173447537473,119,0.6397849462365591,2.3563654025190512,0.012668631196338985,-61.04326457683213,1.0352529276940952,24.6218263482829,0.5967741935483871,0.9463112492836319,development,3cac7f5a62d458a37bc93d9c4661abf9a2eeb3963c1edcf5a8c81edd15218b2b,False
EURF2_4059,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,16,16,0.25,all,186,0.09957173447537473,97,0.521505376344086,-0.5836284431544261,-0.003137787328787237,-103.12148643260684,0.9931272457367635,30.020138584569764,0.5,0.8879189189384463,development,1d26c6a18e4435b3125a6b1216fca4860c0927af6f434a88e0cf995fffbe1a46,False
EURF2_4060,scheduled_up_follow,chop,dynamic,3.0,0.75,0.9,32,16,0.25,all,186,0.09957173447537473,97,0.521505376344086,-2.590261361394038,-0.01392613635158085,-127.56148643260354,0.9704463977110205,29.921826348282718,0.46774193548387094,0.8684965113379179,development,0f5ee78930c86b8cc69005fde61f98c12874a1ba52f02fbe28d13a642184784d,False
EURF2_4061,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,16,16,0.25,all,186,0.09957173447537473,120,0.6451612903225806,6.4796936380317165,0.03483706257006299,-53.18680115843132,1.1024445319270608,19.61937219464626,0.6129032258064516,1.008465457882133,development,230bd8997a9b6c23b55d9f320d5807a2720b1ae5d19735b1e4e98bf3d19b0818,True
EURF2_4062,scheduled_up_follow,chop,dynamic,3.0,1.25,0.6,32,16,0.25,all,186,0.09957173447537473,121,0.6505376344086021,6.298255715623448,0.03386158986894327,-56.20680115843152,1.0976670955439138,19.82105995835934,0.5806451612903226,1.005477745881309,development,3db73a060212847597ed211907bce28f83f2c51772553fd0d123fecfe64b4511,True
EURF2_4063,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,16,16,0.25,all,186,0.09957173447537473,95,0.510752688172043,-4.289144899012257,-0.023059918811893853,-126.40777580572583,0.9504795155136544,27.096136990824718,0.45161290322580644,0.8473293536508238,development,63aad64662d2b6df2a1bf7aedce6610bd33f505af5f8970869d8a4e9678ce762,False
EURF2_4064,scheduled_up_follow,chop,dynamic,3.0,1.25,0.9,32,16,0.25,all,186,0.09957173447537473,94,0.5053763440860215,-7.548371048290953,-0.040582640044575014,-159.27796407326554,0.9164591714126262,26.997824754537668,0.41935483870967744,0.8175661952787883,development,0a44c2fccf6b92e8bec107c1b7867af04060d8ceddf63ab5bdd77023758388ee,False
EURF2_4065,scheduled_up_follow,chop,dynamic,6.0,0.75,0.6,16,4,0.0,all,256,0.13704496788008566,145,0.56640625,-26.69195171835012,-0.10426543639980515,-108.80631830967548,0.7593093860875471,31.835749063564457,0.4696969696969697,0.6894798421251522,development,c3262f2e510342f93ed36f386a78106a6b2f91099d2dd8923d1934f4ca23cae9,False
EURF2_4066,scheduled_up_follow,chop,dynamic,6.0,0.75,0.6,32,4,0.0,all,256,0.13704496788008566,144,0.5625,-27.410642241374465,-0.107072821255369,-128.9463183096706,0.755194155352327,32.55443958658881,0.45454545454545453,0.6860097327798929,development,7b1d51a82f238ca068794a373c8f35f31483d400f0cd2cff80f44703543b9f4e,False
EURF2_4067,scheduled_up_follow,chop,dynamic,6.0,0.75,0.9,16,4,0.0,all,256,0.13704496788008566,123,0.48046875,-24.617564325906592,-0.09616236064807263,-72.35764999575122,0.81295873971766,32.12696815623653,0.42424242424242425,0.7245149334875992,development,f42670d2f2cdadef594d283b5dcad382ec49c12c0ec09f4888d8f7e9f4381916,False
EURF2_4068,scheduled_up_follow,chop,dynamic,6.0,0.75,0.9,32,4,0.0,all,256,0.13704496788008566,123,0.48046875,-24.80279004737831,-0.09688589862257152,-89.80764999574342,0.8138674141369128,33.90819398867489,0.42424242424242425,0.7264985651728831,development,bad3f247c9c24ee5caa0dd1ef1166cd55f31e0b7a26237556eb888c2f45681f2,False
EURF2_4069,scheduled_up_follow,chop,dynamic,6.0,1.25,0.6,16,4,0.0,all,256,0.13704496788008566,146,0.5703125,-24.846197728793275,-0.09705545987809873,-111.11572940464053,0.7735523152746927,29.996638437241593,0.5,0.7029744807182814,development,aa2df148fa587bce67cc01f7283a7bfa00407741b414b879402f7607d03a845c,False
EURF2_4070,scheduled_up_follow,chop,dynamic,6.0,1.25,0.6,32,4,0.0,all,256,0.13704496788008566,145,0.56640625,-25.564888251817628,-0.09986284473366261,-131.25572940463567,0.7692556597506793,30.77180074665773,0.48484848484848486,0.6993370300240113,development,548029edd8f10383bf83f3668ac8347e43e27dc9f03ad08c49477980ccaeed87,False
EURF2_4071,scheduled_up_follow,chop,dynamic,6.0,1.25,0.9,16,4,0.0,all,256,0.13704496788008566,126,0.4921875,-18.671810336349377,-0.07293675912636476,-53.98602710985355,0.8545620318643347,28.147914846642692,0.45454545454545453,0.7638914386746077,development,fa6631a004eb637e3ea12d67b57cd64e3b585b794ea9436114b67281a5905b00,False
EURF2_4072,scheduled_up_follow,chop,dynamic,6.0,1.25,0.9,32,4,0.0,all,256,0.13704496788008566,126,0.4921875,-18.857036057821087,-0.07366029710086362,-71.43602710984575,0.854969288740928,29.92914067908106,0.45454545454545453,0.7654284237117381,development,f270e52d985a0bd3c6b4a801ededb122fc227a0852e15cb67a3e50c0530b1ed9,False
EURF2_4073,scheduled_up_follow,chop,dynamic,6.0,0.75,0.6,16,4,0.25,all,171,0.09154175588865096,106,0.6198830409356725,-3.0754600684987268,-0.01798514659940776,37.41470088166609,0.9526473697697987,15.411492773878608,0.6065573770491803,0.870074757633426,development,574ab09fb6695bf4d46b7b53375d63883e0c2e958de8343d90bbded5e15e84fa,False
EURF2_4074,scheduled_up_follow,chop,dynamic,6.0,0.75,0.6,32,4,0.25,all,171,0.09154175588865096,104,0.6081871345029239,-4.962088285002558,-0.02901806014621379,-21.985299118332254,0.9249625169574616,16.79710354956631,0.5901639344262295,0.8438634644798284,development,c25605b62d7151d6246db010a9728dd3b01dbf06121d4114281584df76d1b592,False
EURF2_4075,scheduled_up_follow,chop,dynamic,6.0,0.75,0.9,16,4,0.25,all,171,0.09154175588865096,89,0.52046783625731,-2.90107267605599,-0.016965337286877134,49.084700881658605,0.9639950845769795,18.799152869294566,0.5409836065573771,0.8639463078688226,development,7029451420830ec18d3f500c0cbdd006d765c378a9d6f11f32105b782897d9f8,False
EURF2_4076,scheduled_up_follow,chop,dynamic,6.0,0.75,0.9,32,4,0.25,all,171,0.09154175588865096,88,0.5146198830409356,-4.162088285002524,-0.024339697573114175,3.714700881665159,0.9494404726238747,20.707520216233206,0.5409836065573771,0.8515055424675214,development,874040b094ab0f0b4a600c9309b81012804b64a5eaf294e9a00ad768f0f8f7a2,False
EURF2_4077,scheduled_up_follow,chop,dynamic,6.0,1.25,0.6,16,4,0.25,all,171,0.09154175588865096,107,0.6257309941520468,-1.3888304160257574,-0.008121815298396243,41.04646264804002,0.9782542776059313,15.38945430856361,0.6229508196721312,0.894283798870876,development,5fc5edfc1171edcaec862f08f06a2f24d182852334829d03302f5e20b51487c6,False
