selection_order,candidate_id,trades,trades_per_active_day,wins,win_rate,net_r,average_r,net_pips,profit_factor,maximum_drawdown_r,positive_active_month_share,top_5pct_removed_profit_factor
0,GENERATION_2_QUALITY_SEED,165,0.26484751203852325,107,0.6484848484848484,24.16004609435945,0.14642452178399668,238.27855389436323,1.4445382714999884,5.192002798472089,0.6086956521739131,1.2965595954381766
5,EURF2_6534,304,0.48796147672552165,200,0.6578947368421053,33.58903297428395,0.11049024004698668,308.90983768391726,1.3381055441335894,8.980526858973985,0.6666666666666666,1.1943135563533296
6,EURF2_5697,397,0.637239165329053,259,0.6523929471032746,44.50196113665888,0.11209561999158407,458.19140195528695,1.376494558578765,6.253245614574567,0.6666666666666666,1.2254982503142897
7,EURF2_4096,461,0.7399678972712681,293,0.6355748373101953,46.83421406192862,0.10159265523194928,531.2337545101942,1.3153153286743715,8.105449878621982,0.7083333333333334,1.1708485676385574
8,EURF2_6734,520,0.8346709470304976,334,0.6423076923076924,53.91435691275409,0.10368145560145017,630.591225010464,1.32537730970215,6.999657039270989,0.75,1.1851079511379607
9,EURF2_6800,574,0.9213483146067416,367,0.6393728222996515,61.33964661558365,0.10686349584596455,695.0860775375955,1.3280615313448658,8.25952464542194,0.75,1.189423769968059
10,EURF2_4975,599,0.9614767255216693,377,0.6293823038397329,62.16468649739735,0.10378077879365166,734.3479393518027,1.3157950894211332,9.586952496643597,0.7916666666666666,1.1795390156913703
11,EURF2_4493,619,0.9935794542536116,392,0.6332794830371568,66.51445873769805,0.1074546990915962,791.4021943158089,1.3308688094439407,10.055689241940385,0.8333333333333334,1.1930061926511828
