name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024,month_2026_04,month_2026_05,month_2026_06
r3_compression_long_v1_broad_box3_atr60_range125_body035,215,132,83,61.4,2.312,3.6769,12194.08,2.294,3.6482,12129.58,12.66,856.09,20.0,-856.09,1,-204.7,9115.15,9267.09,23.99,5,31,17,14,0,54.84,2024-11,-623.28,2025-09,2925.93,[],0,1,0.0,0.0,0.0,-204.7,3140.12,"{'signals': 0, 'wins': 0, 'losses': 0, 'wr': 0.0, 'wl': None, 'pf': None, 'net': 0}","{'signals': 1, 'wins': 0, 'losses': 1, 'wr': 0.0, 'wl': 0.0, 'pf': 0.0, 'net': -204.7}","{'signals': 0, 'wins': 0, 'losses': 0, 'wr': 0.0, 'wl': None, 'pf': None, 'net': 0}"
