name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024
r4_chop_daily_extreme_reclaim_v1_liquid,200,67,133,33.5,1.5553,0.7835,-311.76,1.4864,0.7488,-371.76,8.82,481.29,13.33,-119.63,13,-26.63,-730.88,-509.43,,2,36,11,25,0,30.56,2025-08,-82.16,2024-01,88.76,[],0,13,30.77,1.9575,0.87,-26.63,28.2
