entry_time,entry_date,entry_hour,entry_session,direction,entry_deal,volume,entry_price,entry_comment,exit_time,exit_date,exit_hour,exit_session,date,hour,session,exit_deal,exit_price,profit_aed,balance,exit_comment
2022.07.21 20:00:00,2022-07-21,20,night,LONG,2,0.01,1719.67,A1_M5_MOM_LONG_BOX2_,2022.08.01 10:00:14,2022-08-01,10,morning,2022-07-21,20,night,3,1774.05,54.38,1054.38,tp 1774.05
2022.08.01 12:00:00,2022-08-01,12,afternoon,LONG,4,0.01,1772.75,A1_M5_MOM_LONG_BOX2_,2022.08.02 22:24:35,2022-08-02,22,night,2022-08-01,12,afternoon,6,1758.38,-20.28,1034.1,sl 1758.39
2022.08.02 12:00:00,2022-08-02,12,afternoon,LONG,5,0.01,1778.66,A1_M5_MOM_LONG_BOX2_,2022.08.17 11:10:30,2022-08-17,11,morning,2022-08-02,12,afternoon,8,1770.92,-25.38,1008.72,sl 1770.93
2022.08.09 16:00:00,2022-08-09,16,evening,LONG,7,0.01,1796.30,A1_M5_MOM_LONG_BOX2_,2022.08.19 04:17:28,2022-08-19,4,night,2022-08-09,16,evening,9,1752.03,-20.72,988.0,sl 1752.03
2022.08.23 16:00:00,2022-08-23,16,evening,LONG,10,0.01,1749.84,A1_M5_MOM_LONG_BOX2_,2022.08.29 01:13:30,2022-08-29,1,night,2022-08-23,16,evening,12,1730.92,-25.61,962.39,sl 1730.92
2022.08.25 04:00:00,2022-08-25,4,night,LONG,11,0.01,1756.53,A1_M5_MOM_LONG_BOX2_,2022.08.29 01:24:24,2022-08-29,1,night,2022-08-25,4,night,13,1727.85,-21.99,940.4,sl 1727.86
2022.09.12 12:00:00,2022-09-12,12,afternoon,LONG,14,0.01,1729.68,A1_M5_MOM_LONG_BOX2_,2022.09.13 12:36:32,2022-09-13,12,afternoon,2022-09-12,12,afternoon,16,1709.81,-19.87,920.53,sl 1709.83
2022.09.12 16:00:00,2022-09-12,16,evening,LONG,15,0.01,1734.30,A1_M5_MOM_LONG_BOX2_,2022.09.13 12:36:32,2022-09-13,12,afternoon,2022-09-12,16,evening,17,1709.75,-24.55,895.98,sl 1709.77
2022.11.01 08:00:00,2022-11-01,8,morning,LONG,18,0.01,1647.48,A1_M5_MOM_LONG_BOX2_,2022.11.03 06:12:37,2022-11-03,6,morning,2022-11-01,8,morning,20,1630.72,-23.34,872.64,sl 1630.72
2022.11.01 12:00:00,2022-11-01,12,afternoon,LONG,19,0.01,1654.06,A1_M5_MOM_LONG_BOX2_,2022.11.03 06:12:38,2022-11-03,6,morning,2022-11-01,12,afternoon,21,1630.68,-16.8,855.84,sl 1630.68
2022.11.23 20:00:00,2022-11-23,20,night,LONG,22,0.01,1751.28,A1_M5_MOM_LONG_BOX2_,2022.12.01 12:29:56,2022-12-01,12,afternoon,2022-11-23,20,night,24,1788.69,37.41,893.25,tp 1788.68
2022.11.24 04:00:00,2022-11-24,4,night,LONG,23,0.01,1755.77,A1_M5_MOM_LONG_BOX2_,2022.12.13 13:00:42,2022-12-13,13,afternoon,2022-11-24,4,night,26,1812.77,57.0,950.25,tp 1812.77
2022.12.09 04:00:00,2022-12-09,4,night,LONG,25,0.01,1796.71,A1_M5_MOM_LONG_BOX2_,2022.12.27 14:36:39,2022-12-27,14,afternoon,2022-12-09,4,night,31,1832.95,27.78,978.03,tp 1832.93
2022.12.19 08:00:00,2022-12-19,8,morning,LONG,27,0.01,1797.01,A1_M5_MOM_LONG_BOX2_,2023.01.03 02:22:36,2023-01-03,2,night,2022-12-19,8,morning,33,1842.19,38.91,1016.94,tp 1842.18
