name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,june2026_signals,june2026_wr,june2026_wl,june2026_pf,june2026_net,y2023_2024_signals,y2023_2024_wr,y2023_2024_wl,y2023_2024_pf,y2023_2024_net,standalone_checks
r2_break_retest_body45,676,239,437,35.36,2.3571,1.2891,629.26,2.1664,1.1848,426.46,10.16,230.79,6.19,-60.15,152,635.58,252.1,-123.48,104.26,2,17,7,10,0,41.18,2026-05,-158.48,2026-06,656.04,[],0,152,42.76,2.3808,1.7788,635.58,90,53.33,2.0947,2.394,656.04,256,33.2,2.0772,1.0325,21.65,"{'wr_ge_50': False, 'wl_ge_1p90': True, 'pf_ge_1p50': False, 'net_gt_0': True, 'stress_net_gt_0': True, 'stress_pf_ge_1p15': True, 'recent3_nonnegative_if_exposed': True, 'top10_removed_net_gt_0': True, 'top3_days_removed_net_gt_0': False}"
r2_impulse_retest_body45,454,165,289,36.34,2.5665,1.4653,666.43,2.3629,1.3491,530.23,9.49,233.25,5.24,-48.12,84,669.87,298.02,54.57,94.35,2,17,7,10,0,41.18,2022-09,-82.16,2026-06,628.79,[],0,84,53.57,2.2296,2.5726,669.87,61,60.66,2.0554,3.1688,628.79,177,35.59,2.1399,1.1826,82.58,"{'wr_ge_50': False, 'wl_ge_1p90': True, 'pf_ge_1p50': False, 'net_gt_0': True, 'stress_net_gt_0': True, 'stress_pf_ge_1p15': True, 'recent3_nonnegative_if_exposed': True, 'top10_removed_net_gt_0': True, 'top3_days_removed_net_gt_0': True}"
r2_impulse_retest_q55,238,89,149,37.39,2.4803,1.4815,367.6,2.2878,1.3665,296.2,7.57,157.19,6.67,-32.7,47,437.13,33.87,-53.91,116.94,2,16,7,9,0,43.75,2022-09,-64.28,2026-06,429.86,[],0,47,57.45,2.1806,2.9438,437.13,34,67.65,1.9029,3.9787,429.86,87,34.48,1.8748,0.9867,-3.24,"{'wr_ge_50': False, 'wl_ge_1p90': True, 'pf_ge_1p50': False, 'net_gt_0': True, 'stress_net_gt_0': True, 'stress_pf_ge_1p15': True, 'recent3_nonnegative_if_exposed': True, 'top10_removed_net_gt_0': True, 'top3_days_removed_net_gt_0': False}"
