entry_time,exit_time,candidate,status,symbol,direction,volume,entry_price,exit_price,sl,tp,state,profit_aed,position_ticket,magic,entry_order,exit_order,entry_deal,exit_deal,duplicate_key,duplicate_role,is_duplicate,time_bucket,weakness_shadow_action,weakness_shadow_reason,entry_comment,exit_comment
2026-06-12 13:15:01,,swing_breakout_retest_v0,ACCEPTED,EURUSD,BUY,0.05,1.15779,,1.15679,1.15929,OPEN,7.71,4023501,920202,4023501,,3713838,,2026-06-12 13:15|EURUSD|BUY|0.05,duplicate,true,Afternoon 12:00-15:59,BLOCK,BLOCK_DUPLICATE_FAMILY_MUTEX,P2DEMO_swing_br_EURUSD,
2026-06-12 13:15:01,,breakout_retest,ACCEPTED,EURUSD,BUY,0.05,1.15779,,1.15679,1.15929,OPEN,7.71,4023502,920102,4023502,,3713839,,2026-06-12 13:15|EURUSD|BUY|0.05,kept,false,Afternoon 12:00-15:59,KEEP,KEEP,P2DEMO_br_EURUSD,
2026-06-12 13:00:05,,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15772,,1.15673,1.15923,OPEN,9.00,4023300,920502,4023300,,3713653,,2026-06-12 13:00|EURUSD|BUY|0.05,unique,false,Afternoon 12:00-15:59,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,P2DEMO_sess_ext_EURUSD,
2026-06-12 12:40:01,,session_extreme_retest_v0,PROVISIONAL,EURUSD,BUY,0.05,1.15820,,1.15720,1.15970,OPEN,0.18,4022780,920502,4022780,,3713302,,2026-06-12 12:40|EURUSD|BUY|0.05,unique,false,Afternoon 12:00-15:59,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,P2DEMO_sess_ext_EURUSD,
2026-06-12 12:40:00,,breakout_retest,ACCEPTED,GBPUSD,BUY,0.05,1.34168,,1.34067,1.34317,OPEN,3.12,4022778,920104,4022778,,3713300,,2026-06-12 12:40|GBPUSD|BUY|0.05,kept,false,Afternoon 12:00-15:59,KEEP,KEEP,P2DEMO_br_GBPUSD,
2026-06-12 12:40:00,,swing_breakout_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34167,,1.34067,1.34317,OPEN,3.30,4022779,920204,4022779,,3713301,,2026-06-12 12:40|GBPUSD|BUY|0.05,duplicate,true,Afternoon 12:00-15:59,BLOCK,BLOCK_DUPLICATE_FAMILY_MUTEX,P2DEMO_swing_br_GBPUSD,
2026-06-12 12:35:00,,breakout_retest,ACCEPTED,GBPUSD,BUY,0.05,1.34136,,1.34036,1.34286,OPEN,9.00,4022693,920104,4022693,,3713247,,2026-06-12 12:35|GBPUSD|BUY|0.05,kept,false,Afternoon 12:00-15:59,KEEP,KEEP,P2DEMO_br_GBPUSD,
2026-06-12 12:35:00,,swing_breakout_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34136,,1.34036,1.34286,OPEN,9.00,4022694,920204,4022694,,3713248,,2026-06-12 12:35|GBPUSD|BUY|0.05,duplicate,true,Afternoon 12:00-15:59,BLOCK,BLOCK_DUPLICATE_FAMILY_MUTEX,P2DEMO_swing_br_GBPUSD,
2026-06-12 12:25:01,,round_number_retest_v0,PROVISIONAL,XAUUSD,BUY,0.01,4218.32,,4196.98,4250.21,OPEN,27.10,4022602,920401,4022602,,3713159,,2026-06-12 12:25|XAUUSD|BUY|0.01,duplicate,true,Afternoon 12:00-15:59,BLOCK,BLOCK_DUPLICATE_FAMILY_MUTEX,P2DEMO_round_XAUUSD,
2026-06-12 12:25:00,,symbol_normalized_round_retest_v0,ACCEPTED,XAUUSD,BUY,0.01,4218.25,,4197.06,4250.29,OPEN,27.35,4022601,920301,4022601,,3713158,,2026-06-12 12:25|XAUUSD|BUY|0.01,kept,false,Afternoon 12:00-15:59,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,P2DEMO_sn_round_XAUUSD,
2026-06-12 12:20:00,2026-06-12 12:29:47,symbol_normalized_round_retest_v0,ACCEPTED,GBPUSD,BUY,0.05,1.34174,1.34065,1.34065,1.34315,CLOSED,-20.03,4022485,920304,4022485,4022651,3713041,3713206,2026-06-12 12:20|GBPUSD|BUY|0.05,unique,false,Afternoon 12:00-15:59,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,P2DEMO_sn_round_GBPUSD,[sl 1.34065]
