variant,period,start,end,trades,wins,losses,wr,wl,pf,net
nonup_htf_resistance_sweep_short_v1,2022,2022-07-01,2022-12-31,57,20,37,35.09,2.3827,1.288,54.87
nonup_htf_resistance_sweep_short_v1,2023,2023-01-01,2023-12-31,81,27,54,33.33,2.0553,1.0277,7.56
nonup_htf_resistance_sweep_short_v1,2024,2024-01-01,2024-12-31,69,13,56,18.84,1.501,0.3484,-278.9
nonup_htf_resistance_sweep_short_v1,2025,2025-01-01,2025-12-31,58,17,41,29.31,2.1482,0.8907,-41.99
nonup_htf_resistance_sweep_short_v1,2026,2026-01-01,2026-06-30,34,11,23,32.35,2.1099,1.0091,3.35
