source,assigned_regime,entry_time,exit_time,direction,volume,entry_price,exit_price,profit_usd,stress_profit_usd,exit_comment
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2025.12.23 12:00:00,2025.12.29 15:22:30,LONG,0.01,4493.75,4309.6,-122.48,-122.78,sl 4309.62
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2025.12.23 20:00:00,2025.12.29 15:22:30,LONG,0.01,4491.12,4309.48,-105.02,-105.32,sl 4309.49
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2025.12.26 16:00:00,2026.01.18 23:02:13,LONG,0.01,4546.93,4645.45,308.85,308.55,tp 4645.42
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.12 04:00:00,2026.01.21 01:14:18,LONG,0.01,4570.78,4806.16,235.38,235.07999999999998,tp 4806.16
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.12 08:00:00,2026.01.21 04:35:39,LONG,0.01,4587.91,4857.68,269.77,269.46999999999997,tp 4857.67
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.12 16:00:00,2026.01.22 18:08:40,LONG,0.01,4621.38,4912.48,196.03,195.73,tp 4912.45
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.20 08:00:00,2026.01.22 23:08:40,LONG,0.01,4716.45,4958.22,336.84,336.53999999999996,tp 4958.22
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.20 12:00:00,2026.01.23 00:04:05,LONG,0.01,4733.17,4963.01,229.84,229.54,tp 4963.01
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.20 20:00:00,2026.01.26 00:33:28,LONG,0.01,4760.89,5046.12,285.23,284.93,tp 5046.09
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.21 04:00:00,2026.01.28 02:32:42,LONG,0.01,4845.31,5229.16,383.85,383.55,tp 5229.13
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2026.01.21 12:00:00,2026.01.28 08:02:37,LONG,0.01,4867.16,5294.52,427.36,427.06,tp 5294.50
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.04.27 13:00:00,2026.04.28 05:00:31,SHORT,0.01,4699.14,4665.52,33.62,33.32,tp 4665.52
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.04.29 06:00:00,2026.04.29 12:51:41,SHORT,0.01,4590.71,4550.31,40.4,40.1,tp 4550.33
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.05.05 04:00:00,2026.05.05 05:35:42,SHORT,0.01,4534.4,4551.29,-16.89,-17.19,sl 4551.28
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.05.19 09:00:00,2026.05.19 13:26:39,SHORT,0.01,4542.55,4500.53,42.02,41.720000000000006,tp 4500.54
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.05.19 12:00:00,2026.05.19 13:30:42,SHORT,0.01,4530.57,4487.81,42.76,42.46,tp 4487.81
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.05.22 17:00:00,2026.05.24 22:00:28,SHORT,0.01,4514.8,4531.22,-16.42,-16.720000000000002,sl 4531.14
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.06.01 20:00:00,2026.06.02 04:01:30,SHORT,0.01,4481.06,4500.15,-19.09,-19.39,sl 4500.13
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.06.04 01:00:00,2026.06.04 01:20:38,SHORT,0.01,4448.26,4469.56,-21.3,-21.6,sl 4469.54
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.06.09 00:00:00,2026.06.09 01:29:31,SHORT,0.01,4317.62,4337.12,-19.5,-19.8,sl 4337.12
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.06.23 17:00:00,2026.06.23 22:33:59,SHORT,0.01,4134.1,4102.4,31.7,31.4,tp 4102.41
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2026.06.23 18:00:00,2026.06.23 23:38:40,SHORT,0.01,4127.82,4085.99,41.83,41.53,tp 4086.01
