source,assigned_regime,entry_time,exit_time,direction,volume,entry_price,exit_price,profit_usd,stress_profit_usd,exit_comment
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2016.08.02 08:00:00,2016.08.05 12:30:30,LONG,0.01,1358.8,1346.43,-12.37,-12.67,sl 1346.48
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2016.08.02 16:00:00,2016.08.05 12:30:30,LONG,0.01,1366.83,1346.43,-20.4,-20.7,sl 1346.52
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.09.19 00:00:00,2016.09.19 01:20:04,SHORT,0.01,1310.84,1314.35,-3.51,-3.8099999999999996,sl 1314.34
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.09.19 19:00:00,2016.09.20 06:55:29,SHORT,0.01,1313.65,1317.15,-3.5,-3.8,sl 1317.15
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.09.20 18:00:00,2016.09.21 04:18:29,SHORT,0.01,1314.05,1317.55,-3.5,-3.8,sl 1317.55
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.03 03:00:00,2016.10.04 12:05:27,SHORT,0.01,1316.05,1307.17,8.88,8.58,tp 1307.17
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.03 05:00:00,2016.10.04 12:20:27,SHORT,0.01,1314.32,1304.79,7.0,6.7,tp 1304.79
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.03 13:00:00,2016.10.04 12:21:27,SHORT,0.01,1313.31,1303.13,11.19,10.889999999999999,tp 1303.13
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.03 15:00:00,2016.10.04 12:21:40,SHORT,0.01,1311.94,1302.45,10.86,10.559999999999999,tp 1302.47
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.04 00:00:00,2016.10.04 12:23:31,SHORT,0.01,1311.79,1300.76,7.0,6.7,tp 1300.76
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.04 07:00:00,2016.10.04 12:23:31,SHORT,0.01,1308.66,1300.7,7.96,7.66,tp 1300.70
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.04 12:00:00,2016.10.04 12:23:41,SHORT,0.01,1307.76,1299.86,12.08,11.78,tp 1299.87
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.05 15:00:00,2016.10.06 13:06:19,SHORT,0.01,1268.14,1257.77,8.19,7.89,tp 1257.78
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.05 17:00:00,2016.10.06 13:16:43,SHORT,0.01,1262.55,1254.93,9.1,8.799999999999999,tp 1254.94
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.06 03:00:00,2016.10.07 12:30:30,SHORT,0.01,1265.96,1260.54,-4.31,-4.609999999999999,sl 1260.51
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.06 12:00:00,2016.10.07 12:30:30,SHORT,0.01,1264.03,1260.54,-6.66,-6.96,sl 1260.50
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.06 13:00:00,2016.10.07 15:31:39,SHORT,0.01,1259.17,1248.61,19.53,19.23,tp 1248.66
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.06 14:00:00,2016.10.11 06:22:14,SHORT,0.01,1254.38,1261.35,-3.5,-3.8,sl 1261.35
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.06 15:00:00,2016.10.11 06:22:39,SHORT,0.01,1251.59,1261.83,-3.5,-3.8,sl 1261.83
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.07 03:00:00,2016.10.11 06:40:15,SHORT,0.01,1256.23,1261.95,-3.52,-3.82,sl 1261.93
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.07 04:00:00,2016.10.11 15:21:05,SHORT,0.01,1253.88,1258.39,-4.51,-4.81,sl 1258.39
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.10 17:00:00,2016.10.12 01:49:12,SHORT,0.01,1257.75,1257.01,-3.65,-3.9499999999999997,sl 1257.01
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 00:00:00,2016.10.12 13:59:28,SHORT,0.01,1258.43,1258.29,-3.51,-3.8099999999999996,sl 1258.28
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 03:00:00,2016.10.13 02:18:20,SHORT,0.01,1257.85,1259.48,-6.85,-7.1499999999999995,sl 1259.48
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 05:00:00,2016.10.13 03:14:21,SHORT,0.01,1258.33,1260.32,-4.27,-4.569999999999999,sl 1260.30
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 09:00:00,2016.10.14 12:30:38,SHORT,0.01,1257.17,1247.79,9.96,9.66,tp 1247.80
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 14:00:00,2016.10.14 12:30:43,SHORT,0.01,1253.88,1246.27,10.9,10.6,tp 1246.27
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 17:00:00,2016.10.14 14:02:41,SHORT,0.01,1256.05,1257.35,-4.78,-5.08,sl 1257.35
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.11 20:00:00,2016.10.18 01:15:38,SHORT,0.01,1253.36,1258.22,-7.15,-7.45,sl 1258.21
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.12 11:00:00,2016.10.18 01:20:02,SHORT,0.01,1254.78,1258.26,-4.59,-4.89,sl 1258.26
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.12 15:00:00,2016.10.18 01:20:05,SHORT,0.01,1252.63,1258.36,-5.69,-5.99,sl 1258.30
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.14 10:00:00,2016.10.19 09:22:30,SHORT,0.01,1252.57,1266.03,-14.44,-14.74,sl 1266.03
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.14 18:00:00,2016.10.19 09:36:17,SHORT,0.01,1253.67,1268.66,-9.49,-9.790000000000001,sl 1268.65
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.14 19:00:00,2016.10.19 09:36:18,SHORT,0.01,1252.67,1268.78,-14.4,-14.700000000000001,sl 1268.76
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.10.14 20:00:00,2016.10.20 13:33:41,SHORT,0.01,1251.07,1274.68,-12.13,-12.430000000000001,sl 1274.66
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.21 18:00:00,2016.11.21 22:46:30,SHORT,0.01,1210.07,1215.47,-5.4,-5.7,sl 1215.47
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.22 15:00:00,2016.11.23 01:59:27,SHORT,0.01,1207.96,1215.02,-4.6,-4.8999999999999995,sl 1215.02
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.22 19:00:00,2016.11.23 12:23:37,SHORT,0.01,1210.42,1204.11,7.01,6.71,tp 1204.12
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.23 11:00:00,2016.11.23 12:30:05,SHORT,0.01,1211.12,1199.07,10.02,9.719999999999999,tp 1199.10
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.23 12:00:00,2016.11.23 14:00:40,SHORT,0.01,1209.09,1187.99,19.97,19.669999999999998,tp 1188.01
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.24 10:00:00,2016.11.25 00:01:39,SHORT,0.01,1187.13,1177.93,9.2,8.899999999999999,tp 1177.96
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.24 12:00:00,2016.11.25 00:03:18,SHORT,0.01,1185.7,1176.43,7.97,7.67,tp 1176.48
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.24 16:00:00,2016.11.25 00:03:19,SHORT,0.01,1184.4,1176.04,9.66,9.36,tp 1176.06
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.25 00:00:00,2016.11.25 00:03:41,SHORT,0.01,1181.92,1170.66,11.26,10.959999999999999,tp 1170.73
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.25 16:00:00,2016.11.27 23:43:36,SHORT,0.01,1180.73,1191.79,-11.06,-11.360000000000001,sl 1191.78
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.28 13:00:00,2016.11.28 18:23:26,SHORT,0.01,1187.05,1192.99,-3.91,-4.21,sl 1192.95
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.28 17:00:00,2016.11.28 18:35:39,SHORT,0.01,1189.08,1193.08,-6.03,-6.33,sl 1193.07
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.29 11:00:00,2016.11.29 17:17:45,SHORT,0.01,1186.97,1190.29,-8.35,-8.65,sl 1190.29
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.29 13:00:00,2016.11.29 17:17:56,SHORT,0.01,1181.94,1190.47,-3.5,-3.8,sl 1190.47
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.29 17:00:00,2016.11.29 17:18:05,SHORT,0.01,1187.08,1190.72,-3.64,-3.94,sl 1190.72
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.30 09:00:00,2016.11.30 14:09:12,SHORT,0.01,1185.66,1176.01,9.37,9.069999999999999,tp 1176.01
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.30 11:00:00,2016.11.30 14:09:16,SHORT,0.01,1185.38,1175.66,10.0,9.7,tp 1175.66
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.30 12:00:00,2016.12.01 00:24:28,SHORT,0.01,1182.63,1167.62,15.01,14.709999999999999,tp 1167.67
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.11.30 14:00:00,2016.12.01 13:49:40,SHORT,0.01,1177.58,1161.94,10.4,10.1,tp 1161.95
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.01 07:00:00,2016.12.01 18:08:18,SHORT,0.01,1172.34,1172.91,-10.83,-11.13,sl 1172.91
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.01 08:00:00,2016.12.01 18:31:26,SHORT,0.01,1168.98,1174.67,-7.75,-8.05,sl 1174.67
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.01 10:00:00,2016.12.02 00:07:35,SHORT,0.01,1166.92,1176.05,-5.73,-6.03,sl 1176.04
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.01 14:00:00,2016.12.02 00:10:29,SHORT,0.01,1162.08,1177.69,-8.71,-9.010000000000002,sl 1177.62
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.01 20:00:00,2016.12.04 22:23:03,SHORT,0.01,1170.32,1187.8,-10.22,-10.520000000000001,sl 1187.78
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.05 08:00:00,2016.12.07 07:34:04,SHORT,0.01,1163.42,1171.37,-3.5,-3.8,sl 1171.37
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.07 04:00:00,2016.12.07 13:11:42,SHORT,0.01,1167.87,1178.89,-15.47,-15.770000000000001,sl 1178.88
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.09 10:00:00,2016.12.09 14:15:54,SHORT,0.01,1168.76,1161.35,7.41,7.11,tp 1161.35
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.09 11:00:00,2016.12.13 12:23:40,SHORT,0.01,1164.22,1162.72,-4.26,-4.56,sl 1162.70
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.09 12:00:00,2016.12.14 13:07:28,SHORT,0.01,1161.74,1164.65,-6.26,-6.56,sl 1164.63
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.09 14:00:00,2016.12.14 18:13:31,SHORT,0.01,1163.82,1149.98,13.84,13.54,tp 1149.98
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.09 15:00:00,2016.12.14 18:56:40,SHORT,0.01,1161.42,1147.58,16.64,16.34,tp 1147.60
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.13 08:00:00,2016.12.14 19:39:01,SHORT,0.01,1158.46,1142.65,18.77,18.47,tp 1142.65
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.13 14:00:00,2016.12.14 19:45:42,SHORT,0.01,1158.39,1141.95,19.79,19.49,tp 1142.04
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.14 20:00:00,2016.12.16 05:29:28,SHORT,0.01,1142.0,1133.49,-3.5,-3.8,sl 1133.49
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.16 04:00:00,2016.12.16 15:23:15,SHORT,0.01,1129.99,1135.43,-6.92,-7.22,sl 1135.39
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.16 15:00:00,2016.12.21 00:58:27,SHORT,0.01,1128.51,1134.65,-3.52,-3.82,sl 1134.63
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.20 04:00:00,2016.12.21 00:58:28,SHORT,0.01,1135.44,1134.68,-3.52,-3.82,sl 1134.66
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.20 18:00:00,2016.12.21 01:00:04,SHORT,0.01,1131.13,1135.45,-3.51,-3.8099999999999996,sl 1135.44
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.20 23:00:00,2016.12.22 06:28:19,SHORT,0.01,1131.94,1132.61,-3.52,-3.82,sl 1132.59
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.21 00:00:00,2016.12.22 13:45:28,SHORT,0.01,1131.16,1133.39,-3.51,-3.8099999999999996,sl 1133.38
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.21 15:00:00,2016.12.22 13:45:35,SHORT,0.01,1131.01,1133.53,-3.51,-3.8099999999999996,sl 1133.52
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.21 19:00:00,2016.12.22 14:07:41,SHORT,0.01,1131.26,1134.11,-3.61,-3.9099999999999997,sl 1134.00
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.21 23:00:00,2016.12.22 14:17:39,SHORT,0.01,1130.77,1134.27,-3.5,-3.8,sl 1134.27
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.22 04:00:00,2016.12.23 14:58:16,SHORT,0.01,1130.02,1134.6,-4.62,-4.92,sl 1134.60
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.22 05:00:00,2016.12.23 14:58:24,SHORT,0.01,1129.09,1134.76,-3.5,-3.8,sl 1134.76
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.22 09:00:00,2016.12.27 01:48:32,SHORT,0.01,1130.5,1137.62,-6.61,-6.91,sl 1137.53
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.22 11:00:00,2016.12.27 05:28:31,SHORT,0.01,1129.88,1140.28,-4.84,-5.14,sl 1140.28
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2016.12.22 16:00:00,2016.12.30 00:05:36,SHORT,0.01,1129.98,1163.24,-21.24,-21.54,sl 1163.23
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.02 08:00:00,2017.02.10 06:28:41,LONG,0.01,1217.67,1221.74,-18.23,-18.53,sl 1221.74
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.06 12:00:00,2017.02.10 06:28:41,LONG,0.01,1228.77,1221.74,-21.11,-21.41,sl 1221.75
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.06 20:00:00,2017.02.10 06:28:41,LONG,0.01,1235.17,1221.72,-15.49,-15.790000000000001,sl 1221.72
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.08 08:00:00,2017.02.27 15:14:20,LONG,0.01,1237.21,1260.43,42.76,42.46,tp 1260.41
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.08 12:00:00,2017.02.28 17:38:04,LONG,0.01,1239.97,1248.06,-15.08,-15.38,sl 1248.06
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.08 16:00:00,2017.03.02 16:26:03,LONG,0.01,1242.85,1231.32,-23.13,-23.43,sl 1231.38
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.16 08:00:00,2017.03.02 16:26:03,LONG,0.01,1237.82,1231.32,-26.63,-26.93,sl 1231.38
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.23 16:00:00,2017.03.03 07:04:00,LONG,0.01,1249.81,1226.28,-23.53,-23.830000000000002,sl 1226.28
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.24 08:00:00,2017.03.07 13:33:29,LONG,0.01,1254.45,1216.96,-20.86,-21.16,sl 1216.96
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.24 12:00:00,2017.03.08 13:07:18,LONG,0.01,1257.95,1207.3,-21.47,-21.77,sl 1207.31
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.02.27 16:00:00,2017.03.08 13:07:26,LONG,0.01,1263.14,1207.15,-28.02,-28.32,sl 1207.15
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.03.21 16:00:00,2017.03.31 01:12:23,LONG,0.01,1244.31,1241.28,-17.09,-17.39,sl 1241.28
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.03.23 12:00:00,2017.03.31 01:12:33,LONG,0.01,1252.25,1241.19,-15.53,-15.83,sl 1241.19
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.03.27 04:00:00,2017.04.05 13:45:40,LONG,0.01,1256.72,1244.72,-11.8,-12.100000000000001,sl 1244.72
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.03.27 08:00:00,2017.04.05 13:48:14,LONG,0.01,1258.37,1244.65,-13.33,-13.63,sl 1244.65
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.03 16:00:00,2017.04.05 13:48:14,LONG,0.01,1252.99,1244.65,-15.67,-15.97,sl 1244.65
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.04 08:00:00,2017.04.11 18:12:21,LONG,0.01,1257.98,1273.88,29.57,29.27,tp 1273.87
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.04 12:00:00,2017.04.12 01:04:29,LONG,0.01,1260.32,1278.71,20.94,20.64,tp 1278.71
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.04 20:00:00,2017.04.12 01:04:39,LONG,0.01,1256.52,1279.3,26.31,26.009999999999998,tp 1279.29
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.07 04:00:00,2017.05.03 14:24:15,LONG,0.01,1263.25,1247.37,-34.32,-34.62,sl 1247.38
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.11 08:00:00,2017.05.03 14:24:15,LONG,0.01,1257.77,1247.32,-24.22,-24.52,sl 1247.33
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.11 16:00:00,2017.05.03 19:35:30,LONG,0.01,1271.54,1243.89,-19.36,-19.66,sl 1243.89
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.04.12 20:00:00,2017.05.04 13:15:27,LONG,0.01,1281.69,1227.1,-25.15,-25.45,sl 1227.10
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.05.26 08:00:00,2017.06.06 06:19:36,LONG,0.01,1261.53,1288.4,26.87,26.57,tp 1288.39
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.05.26 12:00:00,2017.06.08 13:40:38,LONG,0.01,1265.84,1278.0,-6.78,-7.08,sl 1278.00
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.06.02 16:00:00,2017.06.08 13:40:38,LONG,0.01,1276.72,1278.0,-16.01,-16.310000000000002,sl 1278.01
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.06.02 20:00:00,2017.06.08 13:40:39,LONG,0.01,1278.33,1277.96,-11.57,-11.870000000000001,sl 1277.97
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.06.06 04:00:00,2017.06.13 13:06:54,LONG,0.01,1284.78,1259.78,-16.94,-17.240000000000002,sl 1259.79
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.06.06 08:00:00,2017.06.13 13:06:54,LONG,0.01,1289.53,1259.78,-18.55,-18.85,sl 1259.80
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.06.06 16:00:00,2017.06.19 13:14:25,LONG,0.01,1294.01,1248.09,-17.75,-18.05,sl 1248.10
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.29 19:00:00,2017.06.30 02:15:40,SHORT,0.01,1245.29,1247.86,-3.66,-3.96,sl 1247.84
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.29 20:00:00,2017.07.03 01:51:18,SHORT,0.01,1244.2,1238.29,7.0,6.7,tp 1238.29
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.30 01:00:00,2017.07.03 02:07:37,SHORT,0.01,1245.05,1238.05,7.0,6.7,tp 1238.05
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.30 06:00:00,2017.07.03 05:58:24,SHORT,0.01,1244.29,1236.5,7.0,6.7,tp 1236.50
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.30 07:00:00,2017.07.03 07:19:22,SHORT,0.01,1243.19,1235.48,8.81,8.51,tp 1235.50
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.30 10:00:00,2017.07.03 09:55:26,SHORT,0.01,1243.5,1234.57,7.02,6.72,tp 1234.59
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.06.30 19:00:00,2017.07.03 10:29:52,SHORT,0.01,1240.84,1233.93,9.26,8.959999999999999,tp 1233.94
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.02 23:00:00,2017.07.03 10:30:34,SHORT,0.01,1241.59,1233.84,7.0,6.7,tp 1233.84
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.03 01:00:00,2017.07.03 11:16:55,SHORT,0.01,1240.26,1233.25,7.01,6.71,tp 1233.26
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.03 02:00:00,2017.07.03 12:59:25,SHORT,0.01,1238.21,1229.63,8.58,8.28,tp 1229.63
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.03 03:00:00,2017.07.03 13:07:17,SHORT,0.01,1237.4,1227.02,10.38,10.08,tp 1227.03
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.04 14:00:00,2017.07.04 23:44:30,SHORT,0.01,1222.57,1226.08,-3.51,-3.8099999999999996,sl 1226.07
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.05 09:00:00,2017.07.05 14:16:24,SHORT,0.01,1222.22,1223.74,-5.64,-5.9399999999999995,sl 1223.74
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.05 10:00:00,2017.07.05 19:29:35,SHORT,0.01,1220.19,1226.68,-4.46,-4.76,sl 1226.67
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.05 13:00:00,2017.07.05 19:29:36,SHORT,0.01,1218.1,1226.72,-6.53,-6.83,sl 1226.71
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.06 12:00:00,2017.07.06 12:15:39,SHORT,0.01,1223.25,1226.76,-3.51,-3.8099999999999996,sl 1226.75
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.06 15:00:00,2017.07.07 12:35:27,SHORT,0.01,1223.77,1226.12,-6.43,-6.7299999999999995,sl 1226.09
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.07 02:00:00,2017.07.07 12:35:39,SHORT,0.01,1219.69,1227.9,-4.13,-4.43,sl 1227.89
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.07 14:00:00,2017.07.11 00:33:40,SHORT,0.01,1215.13,1216.18,-6.14,-6.4399999999999995,sl 1216.15
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.07 15:00:00,2017.07.11 15:20:42,SHORT,0.01,1212.4,1213.3,-4.59,-4.89,sl 1213.28
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.10 13:00:00,2017.07.11 15:21:28,SHORT,0.01,1210.04,1213.58,-3.51,-3.8099999999999996,sl 1213.57
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.11 05:00:00,2017.07.11 15:23:20,SHORT,0.01,1210.88,1214.38,-3.5,-3.8,sl 1214.38
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.11 08:00:00,2017.07.11 15:23:26,SHORT,0.01,1210.07,1214.43,-3.5,-3.8,sl 1214.43
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.11 14:00:00,2017.07.14 12:30:42,SHORT,0.01,1210.93,1229.03,-13.9,-14.200000000000001,sl 1229.03
r2_pullback_short_h1_confirm,R2_DOWNTREND_SHORT,2017.07.11 15:00:00,2017.07.14 12:30:42,SHORT,0.01,1208.71,1229.13,-16.73,-17.03,sl 1229.11
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.01 16:00:00,2017.08.02 02:23:04,LONG,0.01,1271.86,1265.94,-5.92,-6.22,sl 1265.94
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.09 08:00:00,2017.08.28 14:58:27,LONG,0.01,1268.21,1301.31,33.1,32.800000000000004,tp 1301.27
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.09 16:00:00,2017.08.28 22:08:20,LONG,0.01,1272.99,1315.48,42.49,42.190000000000005,tp 1315.47
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.09 20:00:00,2017.08.29 08:01:04,LONG,0.01,1276.08,1324.92,48.84,48.540000000000006,tp 1324.92
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.10 12:00:00,2017.09.01 12:30:39,LONG,0.01,1281.04,1327.59,40.09,39.790000000000006,tp 1327.56
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.10 16:00:00,2017.09.03 22:05:00,LONG,0.01,1284.76,1335.18,46.33,46.03,tp 1331.37
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.10 20:00:00,2017.09.03 22:05:31,LONG,0.01,1285.93,1336.07,39.53,39.230000000000004,tp 1336.06
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.11 20:00:00,2017.09.05 18:24:02,LONG,0.01,1291.47,1339.74,58.7,58.400000000000006,tp 1339.74
r1_box_clean_strict_uptrend,R1_UPTREND_LONG,2017.08.17 04:00:00,2017.09.05 18:24:38,LONG,0.01,1287.5,1341.67,43.37,43.07,tp 1341.66
