name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024,month_2026_04,month_2026_05,month_2026_06
current_r1_r2_plus_r1_long_expansion_r3_reclass_strict_r1,707,367,340,51.91,2.9075,3.1384,13163.85,2.8438,3.0696,12951.75,22.05,1076.56,33.33,-866.37,59,764.92,10087.27,10532.25,21.39,5,46,27,19,0,58.7,2025-07,-407.75,2025-09,2815.33,110,59,62.71,2.2077,3.713,764.92,2820.25,"{'signals': 8, 'wins': 6, 'losses': 2, 'wr': 75.0, 'wl': 1.8257, 'pf': 5.4771, 'net': 145.37}","{'signals': 5, 'wins': 2, 'losses': 3, 'wr': 40.0, 'wl': 5.2309, 'pf': 3.4873, 'net': 55.74}","{'signals': 46, 'wins': 29, 'losses': 17, 'wr': 63.04, 'wl': 2.0417, 'pf': 3.483, 'net': 563.81}"
