signal_id,candidate_id,direction,entry_time,exit_time,session_bucket,h1_regime,entry_price,stop_loss,take_profit,risk_points,gross_r,charged_spread_points,median_spread_points,p95_spread_points,realized_spread_points,entry_slippage_points,stop_exit_slippage_points,charged_cost_r,p95_spread_cost_r,stress_cost_r,net_r,stress_net_r,cost_guard_pass,market_day_direction,loss_class
1033669|XAUUSD|breakout_retest|SHORT|2025-01-03 15:15:00|2025-01-03 15:40:00|2025-01-03 15:45:00|2644.99,B0_RAW_ALL_SESSION,SHORT,2025-01-03 15:50:00,2025-01-03 16:05:00,Evening 16:00-19:59,FALLING,2643.758,2646.29684,2639.94975,253.88,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.433269,0.53174,0.53174,-1.433269,-1.53174,False,DOWN,BAD_SIGNAL
1033669|XAUUSD|breakout_retest|SHORT|2025-01-03 15:15:00|2025-01-03 16:10:00|2025-01-03 16:15:00|2644.99,B0_RAW_ALL_SESSION,SHORT,2025-01-03 16:20:00,2025-01-03 20:15:00,Night 20:00-05:59,FALLING,2643.165,2646.1911,2638.62585,302.61,1.5,50.0,50.0,75.0,0.0,10.0,0.0,0.198275,0.28089,0.28089,1.301725,1.21911,False,DOWN,WIN
1033669|XAUUSD|breakout_retest|LONG|2025-01-03 19:50:00|2025-01-03 20:10:00|2025-01-03 20:15:00|2638.97,B0_RAW_ALL_SESSION,LONG,2025-01-03 20:20:00,2025-01-03 20:30:00,Night 20:00-05:59,FALLING,2639.125,2638.29966,2640.363,82.53,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,1.332791,1.635698,1.635698,-2.332791,-2.635698,False,DOWN,MIXED
1033669|XAUUSD|breakout_retest|SHORT|2025-01-07 01:55:00|2025-01-07 02:00:00|2025-01-07 02:05:00|2639.90,B0_RAW_ALL_SESSION,SHORT,2025-01-07 02:10:00,2025-01-07 05:20:00,Morning 06:00-11:59,FALLING,2638.705,2640.23266,2636.41351,152.77,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.720057,0.883706,0.883706,-1.720057,-1.883706,False,UP,NEAR_TP_GIVEBACK
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 06:50:00|2025-01-07 06:55:00|2025-01-07 07:00:00|2639.90,B0_RAW_ALL_SESSION,LONG,2025-01-07 07:05:00,2025-01-07 07:25:00,Morning 06:00-11:59,RISING,2641.165,2639.49185,2643.67473,167.32,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.657443,0.806861,0.806861,-1.657443,-1.806861,False,UP,BAD_SIGNAL
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 07:25:00|2025-01-07 07:55:00|2025-01-07 08:00:00|2639.90,B0_RAW_ALL_SESSION,LONG,2025-01-07 08:05:00,2025-01-07 08:30:00,Afternoon 12:00-15:59,RISING,2640.485,2637.96556,2644.26416,251.94,1.5,50.0,50.0,75.0,0.0,10.0,0.0,0.238148,0.337376,0.337376,1.261852,1.162624,False,UP,WIN
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 10:35:00|2025-01-07 11:00:00|2025-01-07 11:05:00|2643.76,B0_RAW_ALL_SESSION,LONG,2025-01-07 11:10:00,2025-01-07 11:20:00,Afternoon 12:00-15:59,RISING,2645.405,2643.57976,2648.14286,182.52,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.60266,0.739628,0.739628,-1.60266,-1.739628,False,UP,MIXED
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 11:10:00|2025-01-07 11:20:00|2025-01-07 11:25:00|2643.76,B0_RAW_ALL_SESSION,LONG,2025-01-07 11:30:00,2025-01-07 11:50:00,Afternoon 12:00-15:59,RISING,2644.115,2641.74571,2647.66893,236.93,1.5,50.0,50.0,75.0,0.0,10.0,0.0,0.253241,0.358758,0.358758,1.246759,1.141242,False,UP,WIN
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 13:00:00|2025-01-07 13:05:00|2025-01-07 13:10:00|2651.12,B0_RAW_ALL_SESSION,LONG,2025-01-07 13:15:00,2025-01-07 13:25:00,Evening 16:00-19:59,RISING,2653.248,2649.60966,2658.7055,363.83,1.5,50.0,50.0,75.0,0.0,10.0,0.0,0.164911,0.233623,0.233623,1.335089,1.266377,False,UP,WIN
1033669|XAUUSD|breakout_retest|LONG|2025-01-07 13:50:00|2025-01-07 15:15:00|2025-01-07 15:20:00|2651.12,B0_RAW_ALL_SESSION,LONG,2025-01-07 15:25:00,2025-01-07 15:40:00,Evening 16:00-19:59,RISING,2651.265,2647.43816,2657.00526,382.68,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.287443,0.352771,0.352771,-1.287443,-1.352771,False,UP,MIXED
1033669|XAUUSD|breakout_retest|SHORT|2025-01-08 01:25:00|2025-01-08 01:30:00|2025-01-08 01:35:00|2648.43,B0_RAW_ALL_SESSION,SHORT,2025-01-08 01:40:00,2025-01-08 01:45:00,Night 20:00-05:59,RISING,2647.475,2648.83774,2645.43089,136.27,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.807196,0.990649,0.990649,-1.807196,-1.990649,False,UP,BAD_SIGNAL
1033669|XAUUSD|breakout_retest|SHORT|2025-01-08 01:50:00|2025-01-08 02:00:00|2025-01-08 02:05:00|2648.43,B0_RAW_ALL_SESSION,SHORT,2025-01-08 02:10:00,2025-01-08 02:50:00,Morning 06:00-11:59,RISING,2646.895,2648.73617,2644.13324,184.12,-1.0,50.0,50.0,75.0,0.0,10.0,50.0,0.597446,0.733229,0.733229,-1.597446,-1.733229,False,UP,MIXED
1033669|XAUUSD|breakout_retest|SHORT|2025-01-08 01:50:00|2025-01-08 03:00:00|2025-01-08 03:05:00|2648.43,B0_RAW_ALL_SESSION,SHORT,2025-01-08 03:10:00,2025-01-08 03:15:00,Morning 06:00-11:59,RISING,2647.945,2648.77703,2646.69696,83.2,1.5,50.0,50.0,75.0,0.0,10.0,0.0,0.721129,1.0216,1.0216,0.778871,0.4784,False,UP,WIN
