name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,blocked_signals,exit_stats,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,decision
prevhealth_box2_broad_quarantined,3934,1931,1989,49.08,2.1793,2.1157,20858.29,2.0507,19054.09,87.44,958.86,58.1,-878.18,0,"{'source_csvs_indexed': 7, 'missing_source_csvs': [], 'match_failures': 0, 'fallback_entry_time_rows': 0}",48,31,17,0,64.58,2023-02,-405.08,2025-10,4716.88,BASELINE
prevhealth_box2_daily_stack_cap_broad_quarantined,3911,1911,1986,48.86,2.0546,1.977,17942.3,1.928,16145.0,87.44,683.45,58.1,-602.77,29,"{'source_csvs_indexed': 7, 'missing_source_csvs': [], 'match_failures': 0, 'fallback_entry_time_rows': 0}",48,31,17,0,64.58,2023-02,-405.08,2026-01,3633.37,REJECT_CORE_BREAK
