profile,candidate_id,entry_time_utc,accepted,decision_reason,balance_before_usd,equity_before_usd,open_positions_before,trade_initial_risk_usd,trade_initial_risk_pct,total_initial_risk_pct_after,same_direction_initial_risk_pct_after,margin_utilization_pct_after,daily_realized_loss_pct
frozen_r1_baseline,21a2976c1149745f2fcd849d,2020-07-28T00:00:00.143Z,True,ACCEPT,10834.981464122198,11044.922817851942,4,65.27700000000004,0.5910136365506569,2.363257800028374,2.363257800028374,1.7405720544219112,0.0
frozen_r1_baseline,dfd0d0a3a34624eef225e71f,2020-07-28T16:00:00.025Z,True,ACCEPT,11005.310595842107,11026.642951115255,3,53.86000000000013,0.48845328753981854,2.072344239430443,2.072344239430443,1.4133023141393917,0.0
frozen_r1_baseline,626f402a7e79453f8271ca80,2021-01-04T00:00:00.106Z,True,ACCEPT,11251.32792416271,11251.32792416271,0,27.72700000000009,0.24643313382107696,0.24643313382107696,0.24643313382107696,0.34014331693072564,0.0
frozen_r1_baseline,3975440d4667830941591429,2021-01-04T04:00:00.205Z,True,ACCEPT,11251.02792416271,11260.556590428336,1,37.8119999999999,0.3357915720803778,0.5820227399390653,0.5820227399390653,0.6814968637094777,0.0026663519366077414
frozen_r1_baseline,102cb4f558f1b949d2ab90c5,2021-01-04T12:00:00.092Z,True,ACCEPT,11250.727924162711,11280.28925801051,2,48.12699999999995,0.4266468607249886,1.0076514653139939,1.0076514653139939,1.0231783721152203,0.005332703873215483
frozen_r1_baseline,f27dbe1ecaa66bf5eae67458,2021-01-04T16:00:00.079Z,True,ACCEPT,11250.427924162712,11307.6072581685,3,57.541999999999916,0.5088786574050153,1.5140957418407057,1.5140957418407057,1.364409962934892,0.007999055809823224
frozen_r1_baseline,70ef8e52e2b68b9fe525cb27,2021-01-05T12:00:00.063Z,True,ACCEPT,11250.127924162713,11333.540591761093,4,53.577,0.4727295902477973,1.9833607880965909,1.9833607880965909,1.7054349294915763,0.0
frozen_r1_baseline,d61c93d08d55feee214aa134,2021-05-03T16:00:00.055Z,True,ACCEPT,11014.00280412857,11014.00280412857,0,28.277000000000044,0.25673681496976275,0.25673681496976275,0.25673681496976275,0.32553687008832044,0.0
frozen_r1_baseline,bf057d4c8262079c36cb1a31,2021-05-06T16:00:00.047Z,True,ACCEPT,11013.70280412857,11034.028804160978,1,43.86999999999989,0.39758823162992224,0.6538590870162764,0.6538590870162764,0.6538331671999454,0.0
frozen_r1_baseline,79002599feb52e17f50d0678,2021-05-07T04:00:00.181Z,True,ACCEPT,11013.402804128571,11045.631803075332,2,50.200000000000045,0.4544783032331689,1.10765053716471,1.10765053716471,0.9828196515637524,0.0
frozen_r1_baseline,7546882419178014663acc23,2021-05-07T16:00:00.197Z,True,ACCEPT,11013.102804128572,11088.539802880887,3,64.86999999999989,0.5850184167905154,1.6883828107949748,1.6883828107949748,1.3100505799894313,0.002723953761933956
frozen_r1_baseline,74d2b230b6d2215676c6b3fa,2021-05-17T04:00:00.328Z,True,ACCEPT,11064.962679155193,11137.694676890726,3,31.692000000000007,0.2845472148357308,1.7115929779933414,1.7115929779933414,1.3148329546494781,0.0
frozen_r1_baseline,ac27f3e7b5fbf656f804df74,2021-05-17T08:00:00.088Z,True,ACCEPT,11064.662679155193,11142.657347446282,4,33.162000000000035,0.29761302861565814,2.008443704421099,2.008443704421099,1.6468475542062309,0.0
frozen_r1_baseline,1dd62aeb1314ee61dc5a2042,2021-05-17T16:00:00.085Z,True,ACCEPT,11064.362679155194,11209.157014173714,5,46.662000000000035,0.4162846496038644,2.4128130211577434,2.4128130211577434,1.9701215686492806,0.0
frozen_r1_baseline,37d9c38b32829fbee6bbe2fa,2021-05-18T00:00:00.128Z,True,ACCEPT,11064.062679155195,11223.595013128575,6,28.376999999999953,0.25283342785272034,2.6625426135783226,2.6625426135783226,2.3006822653343533,0.0
frozen_r1_baseline,02445e0566c4e319f5579816,2021-05-18T08:00:00.579Z,True,ACCEPT,11063.762679155196,11228.762333673136,7,29.339999999999918,0.2612932674869632,2.9226106159168146,2.9226106159168146,2.632727910835533,0.002711481385270919
frozen_r1_baseline,a27111ab6a94c1d70c3138f4,2021-05-19T16:00:00.065Z,True,ACCEPT,11063.462679155196,11346.918016997211,8,44.700000000000045,0.39393956960860477,3.286116982967988,3.286116982967988,2.9376546080678527,0.0
frozen_r1_baseline,01f2f878aacd18ca72d483a4,2021-05-25T16:00:00.022Z,True,ACCEPT,11063.162679155197,11390.545018564917,9,17.09999999999991,0.1501245109178658,3.4236553155656817,3.4236553155656817,3.2586807689625794,0.0
frozen_r1_baseline,aafc8f0a1c9ae447d4c0f744,2021-05-26T04:00:00.027Z,True,ACCEPT,11143.923880526147,11516.164219652304,9,32.634000000000015,0.28337560473747136,3.288742612350787,3.288742612350787,3.238962495545776,0.0
frozen_r1_baseline,4278b0de2ceb3b9ba0165307,2021-05-26T08:00:00.598Z,True,ACCEPT,11143.623880526147,11554.216863188185,10,36.58400000000006,0.3166289886470535,3.594540460143305,3.594540460143305,3.5588243224866916,0.0
frozen_r1_baseline,6749b3fe2ed1f4263753f630,2021-05-31T04:00:00.163Z,True,ACCEPT,11143.323880526148,11525.854549238531,11,26.232999999999947,0.22760134520119432,3.8309870917915725,3.8309870917915725,3.8987852751420324,0.0
frozen_r1_baseline,fee0cd65800b8055909813e0,2021-06-01T04:00:00.376Z,True,ACCEPT,11143.023880526149,11557.480538884367,12,9.37299999999982,0.08109899011696356,3.901602935716708,3.901602935716708,4.218935245960344,0.0
frozen_r1_baseline,f01106e905771aaaac01d0cf,2021-11-08T04:00:00.045Z,True,ACCEPT,10689.973894570707,10689.973894570707,0,34.08899999999994,0.31888758883979396,0.31888758883979396,0.31888758883979396,0.3403931605341052,0.0
frozen_r1_baseline,ab34e15bda4e3d43ffd48a2d,2021-11-08T16:00:00.019Z,True,ACCEPT,10689.673894570707,10691.509894676032,1,36.528999999999996,0.34166362244298215,0.6605053981679897,0.6605053981679897,0.6811290520926618,0.0028063679383947414
frozen_r1_baseline,d93738fb0bed137e89195b5c,2021-11-10T16:00:00.086Z,True,ACCEPT,10689.373894570708,10749.365894133207,2,39.044999999999845,0.36323072806843276,1.02018110723956,1.02018110723956,1.0219886557211526,0.0
frozen_r1_baseline,9737169c037430787395b4ea,2021-11-16T12:00:01.478Z,True,ACCEPT,10689.073894570709,10809.680877216542,3,17.529999999999973,0.16216944976560577,1.1766582329741406,1.1766582329741406,1.3630110053529982,0.0
frozen_r1_baseline,4de45d5ea88f8c33e887402b,2021-12-31T12:00:00.067Z,True,ACCEPT,10546.599184716542,10546.599184716542,0,30.08100000000013,0.2852199033371022,0.2852199033371022,0.2852199033371022,0.34508602595556187,0.0
frozen_r1_baseline,a4c5c88896b4ce6d247c0bfa,2022-01-19T16:00:00.038Z,True,ACCEPT,10513.938544225224,10513.938544225224,0,32.5300000000002,0.30939880296206684,0.30939880296206684,0.30939880296206684,0.34973421087948403,0.0
frozen_r1_baseline,e7133f53dd25699b51bf5d23,2022-01-20T16:00:00.027Z,True,ACCEPT,10513.638544225225,10521.500544269784,1,41.096000000000004,0.39059067503809325,0.6997671072696791,0.6997671072696791,0.7005852415237962,0.0
frozen_r1_baseline,8255942ee6929d67f83b0230,2022-01-25T16:00:00.037Z,True,ACCEPT,10513.338544225226,10517.440544188768,2,18.403999999999996,0.17498553875989165,0.8750227739661414,0.8750227739661414,1.0521012173550155,0.0
frozen_r1_baseline,e10af983b7781c2ea58c4abb,2022-02-14T16:00:00.112Z,True,ACCEPT,10414.629176773258,10414.629176773258,0,47.23000000000002,0.4534967035152104,0.4534967035152104,0.4534967035152104,0.35880720634143387,0.0
frozen_r1_baseline,af053686a34030361294d3c0,2022-02-15T04:00:00.090Z,True,ACCEPT,10414.329176773259,10423.03017686238,1,26.6099999999999,0.2553000379781136,0.7084312215071011,0.7084312215071011,0.7188051720920314,0.0
frozen_r1_baseline,2f0d421ba2711d6c6783e921,2022-02-21T00:00:00.052Z,True,ACCEPT,10387.271994976385,10421.391328552772,1,18.279999999999973,0.17540844042499393,0.6286108825077334,0.6286108825077334,0.7242067553227648,0.0
frozen_r1_baseline,1f3401858b5d1c1adc6d91d5,2022-04-18T00:00:00.078Z,True,ACCEPT,10513.968822292938,10513.968822292938,0,26.210000000000036,0.24928740462332882,0.24928740462332882,0.24928740462332882,0.3779973164437514,0.0
frozen_r1_baseline,21b47494bd142609ea4ff32a,2022-04-18T08:00:00.142Z,True,ACCEPT,10513.668822292939,10517.764155367013,1,31.016000000000076,0.29489157145792444,0.5440890207715752,0.5440890207715752,0.7565988248499872,0.0028533468671117336
frozen_r1_baseline,8d4936f344d2c9b7fd8a0e88,2022-11-24T04:00:00.074Z,True,ACCEPT,10454.932669130323,10454.932669130323,0,27.960000000000036,0.26743357307843707,0.26743357307843707,0.26743357307843707,0.3360352583018827,0.0
frozen_r1_baseline,6e36692a6a4d509be25d2f6b,2022-11-24T12:00:00.194Z,True,ACCEPT,10454.632669130324,10456.091001977547,1,30.041000000000167,0.2873062217449958,0.5547101683509693,0.5547101683509693,0.6723707739986534,0.002869458938609836
frozen_r1_baseline,408aac71c6a384e037ede2cc,2022-11-25T04:00:00.747Z,True,ACCEPT,10454.332669130325,10457.460330830558,2,31.33100000000013,0.299604292139942,0.8542418252033223,0.8542418252033223,1.0088428419753896,0.0
frozen_r1_baseline,83479efba23a10d16b0d77eb,2022-12-01T00:00:00.116Z,True,ACCEPT,10454.032669130325,10491.88833849896,3,33.90000000000009,0.3231067554884982,1.1745454776506974,1.1745454776506974,1.343651166041372,0.0
frozen_r1_baseline,fd8ef3024bf2a47c248170ba,2022-12-01T04:00:00.067Z,True,ACCEPT,10453.732669130326,10503.66000595961,4,37.049999999999955,0.3527341895965632,1.525963330011243,1.525963330011243,1.6804888952979191,0.002869705973713559
frozen_r1_baseline,d6ef8350e432cdadf8f7dffd,2022-12-01T12:00:00.169Z,True,ACCEPT,10453.432669130327,10521.900670560304,5,41.01999999999998,0.3898535187161733,1.9131714535495685,1.9131714535495685,2.0160720638004643,0.005739411947427118
frozen_r1_baseline,3968b0bb786283dbcaa7b3ba,2022-12-01T16:00:00.107Z,True,ACCEPT,10453.132669130327,10616.88467206725,6,56.960000000000036,0.5365038969469107,2.4325591543768113,2.4325591543768113,2.3365211892397646,0.008609117921140677
frozen_r1_baseline,dcc77dc0068c56e29097a36d,2022-12-05T04:00:00.117Z,True,ACCEPT,10452.832669130328,10692.083671783685,7,30.0300000000002,0.2808619996048956,2.6963126070627434,2.6963126070627434,2.6584604902608424,0.0
frozen_r1_baseline,bdeb501b90c75f1f891c4369,2022-12-09T04:00:00.447Z,True,ACCEPT,10422.126251418524,10558.204244714241,7,26.5,0.2509896511356721,2.697068491950806,2.697068491950806,2.6896278327080787,0.0
frozen_r1_baseline,40a59336a6f231d37d4e4e68,2022-12-09T12:00:00.051Z,True,ACCEPT,10421.826251418524,10597.878924214243,8,31.720000000000027,0.2993051744300036,2.986276803718677,2.986276803718677,3.0193896560648343,0.002878491324734892
frozen_r1_baseline,5229b1da7362df7d426e7ead,2022-12-13T16:00:00.036Z,True,ACCEPT,10580.569245165054,10694.26324816679,6,32.26800000000003,0.3017318654983681,2.425767853100769,2.425767853100769,2.3441910319813193,0.0
frozen_r1_baseline,aed733a1691cd4bdb416c00e,2022-12-20T12:00:00.086Z,True,ACCEPT,10547.39459078369,10633.83859257015,6,23.839999999999918,0.22418997422677545,2.360295370435342,2.360295370435342,2.357101979854473,0.0
frozen_r1_baseline,f2dd6591dafa44ee5d419073,2022-12-27T12:00:00.084Z,True,ACCEPT,10547.09459078369,10630.498592626862,7,21.309999999999945,0.20046096440650685,2.5614979168414806,2.5614979168414806,2.6983844407726614,0.0
frozen_r1_baseline,cc44215a6f7ed357f7076754,2023-01-03T00:00:00.720Z,True,ACCEPT,10546.794590783691,10768.488572015753,8,16.12000000000012,0.14969603108361396,2.678370303048116,2.678370303048116,3.003619475815207,0.0
frozen_r1_baseline,0205566ec850ace9c10c05ba,2023-01-03T04:00:00.337Z,True,ACCEPT,10602.709148203252,10874.403477627442,8,27.940000000000055,0.25693363371593375,2.597475811718057,2.597475811718057,2.9868146852213715,0.0
frozen_r1_baseline,0e24c75442bc293ca430550e,2023-01-03T08:00:00.287Z,True,ACCEPT,10646.620095121656,10931.164759053947,8,34.25999999999999,0.31341582306335186,2.65497782164174,2.65497782164174,2.980860202753001,0.0
frozen_r1_baseline,d12f5306c80949897f46dcd6,2023-01-04T08:00:00.039Z,True,ACCEPT,10791.22000679874,11009.094345953254,6,36.92699999999991,0.3354226863681445,2.224951411103478,2.224951411103478,2.317303966913277,0.0
frozen_r1_baseline,522144cf25cd319911eb2100,2023-01-09T04:00:00.051Z,True,ACCEPT,10947.556297509389,11092.10996646888,4,47.07300000000009,0.4243827382013014,1.8315721771073918,1.8315721771073918,1.6627914847360203,0.0
frozen_r1_baseline,7558b911b1607de53ba2241f,2023-01-11T08:00:00.108Z,True,ACCEPT,10947.25629750939,11109.7482986477,5,17.048000000000002,0.15345082122225143,1.9821151126061445,1.9821151126061445,1.9989234141968044,0.0
frozen_r1_baseline,3cc616cc722e0fc9e43ac361,2023-01-13T16:00:00.073Z,True,ACCEPT,11196.863451740293,11283.211784846775,2,46.582999999999856,0.41285230560468866,1.157321182035875,1.157321182035875,1.0014497835780405,0.0
frozen_r1_baseline,665ff8730b835eba5689e10b,2023-01-16T04:00:00.125Z,True,ACCEPT,11196.563451740294,11318.196784214831,3,34.090000000000146,0.30119638887657885,1.4549402448070594,1.4549402448070594,1.338796301998665,0.0
frozen_r1_baseline,49e154dffceaeffe4d052eb8,2023-01-20T08:00:00.204Z,True,ACCEPT,11264.7060273543,11337.826025883813,3,36.48000000000002,0.321754804816352,1.4484787438533508,1.4484787438533508,1.349662621834696,0.0
frozen_r1_baseline,7a3826a3f3c460f71d3c4665,2023-01-24T08:00:00.105Z,True,ACCEPT,11264.4060273543,11361.166027487981,4,29.047000000000025,0.25566917981588977,1.701172217115587,1.701172217115587,1.6885124250086834,0.0
frozen_r1_baseline,d4afeaf2699c27633e67ebaf,2023-01-26T00:00:00.157Z,True,ACCEPT,11264.1060273543,11397.129359768074,5,31.1099999999999,0.2729634719231876,1.9687676862918937,1.9687676862918937,2.0251239826648484,0.0
frozen_r1_baseline,c96bc792da05fcfcd6f34d21,2023-02-02T00:00:00.213Z,True,ACCEPT,11200.288583349093,11335.67524839944,4,52.319999999999936,0.4615516839844838,1.9103052553536732,1.9103052553536732,1.6945466043332729,0.0
frozen_r1_baseline,bb08fec57c04cdf32c8ed885,2023-02-02T08:00:00.121Z,True,ACCEPT,11199.988583349093,11347.031916929533,5,54.76999999999998,0.48268128970611507,2.3910746174530653,2.3910746174530653,2.0375756558421942,0.002678502413285984
frozen_r1_baseline,348520c4350030475a886005,2023-07-26T08:00:00.132Z,True,ACCEPT,10890.123638191688,10890.123638191688,0,18.570000000000164,0.1705214799846269,0.1705214799846269,0.1705214799846269,0.3619472221763052,0.0
frozen_r1_baseline,1db3e15aa9902588f1acd292,2023-07-26T12:00:00.095Z,True,ACCEPT,10889.823638191689,10890.995305008239,1,20.157000000000153,0.18507950316286456,0.3555873353667837,0.3555873353667837,0.7241242677217401,0.0027547896604947562
frozen_r1_baseline,b413cdf2dd453067a689c249,2023-11-21T04:00:00.084Z,True,ACCEPT,10849.893204389027,10849.893204389027,0,27.75,0.25576288611554715,0.25576288611554715,0.25576288611554715,0.36744232638043717,0.0
frozen_r1_baseline,f33ac54dafeafd129bdca4c1,2023-11-21T16:00:00.081Z,True,ACCEPT,10849.593204389028,10860.238204401181,1,38.77299999999991,0.3570179518188368,0.6125372091105795,0.6125372091105795,0.7362361533432747,0.0027650041742221317
frozen_r1_baseline,2303b26d74a11b691e58d441,2023-11-27T04:00:00.057Z,True,ACCEPT,10849.293204389029,10866.254204595627,2,21.00299999999993,0.19328647760805379,0.8054845612113766,0.8054845612113766,1.1057343012386418,0.0
frozen_r1_baseline,505d5525ba4474eddd136dfc,2023-11-28T16:00:00.080Z,True,ACCEPT,10848.99320438903,10927.850204316113,3,39.38000000000011,0.3603636512554538,1.16130801234699,1.16130801234699,1.4712207524266798,0.0
frozen_r1_baseline,a4dccfec497e1b10d868280f,2023-11-29T00:00:00.068Z,True,ACCEPT,10848.69320438903,10981.44653784389,4,43.917000000000144,0.39991999094704744,1.5555600932109959,1.5555600932109959,1.8364329262544994,0.0
frozen_r1_baseline,446f8fc49f50a0ddf66e040d,2023-12-22T00:00:00.129Z,True,ACCEPT,11179.84946173857,11179.84946173857,0,25.417000000000144,0.22734653169513758,0.22734653169513758,0.22734653169513758,0.3672741761016045,0.0
frozen_r1_baseline,6a9994b17ef410432dc8a8db,2023-12-22T08:00:00.013Z,True,ACCEPT,11179.54946173857,11176.27279554181,1,22.62700000000018,0.20245568817026405,0.4298749760221043,0.4298749760221043,0.7342877317090537,0.002683399280345473
frozen_r1_baseline,d47be311acf91a848b363750,2023-12-22T12:00:00.102Z,True,ACCEPT,11179.249461738571,11196.986128154082,2,33.31699999999978,0.297553284595275,0.7266330338252652,0.7266330338252652,1.1010561108940535,0.005366798560690946
frozen_r1_baseline,b4e285c94554ea6d02e26317,2023-12-27T00:00:00.105Z,True,ACCEPT,11178.949461738572,11207.931128117623,3,14.049999999999727,0.12535765824570544,0.851281105400798,0.851281105400798,1.4687242285690858,0.0
frozen_r1_baseline,d0e33a9c2266c047a7c1f036,2023-12-27T08:00:00.070Z,True,ACCEPT,11178.649461738572,11206.444462018086,4,13.947000000000116,0.12445517440674939,0.9758492122157583,0.9758492122157583,1.837682778850929,0.002683615316687758
frozen_r1_baseline,1e7995710374c2d8f7a5e881,2023-12-28T04:00:00.079Z,True,ACCEPT,11178.349461738573,11310.111128502462,5,34.228999999999814,0.30264070450855046,1.2695454391968621,1.2695454391968621,2.189971408643406,0.0
frozen_r1_baseline,89216ba86a6d3883e2c87b6b,2024-02-27T12:00:01.072Z,True,ACCEPT,11011.896283158134,11011.896283158134,0,13.180000000000064,0.11968874080441423,0.11968874080441423,0.11968874080441423,0.3702314201992066,0.0
frozen_r1_baseline,63617d9b73b9d7e3f3381f17,2024-02-29T16:00:00.037Z,True,ACCEPT,10998.074275014038,10998.074275014038,0,23.639999999999873,0.21494672075188997,0.21494672075188997,0.21494672075188997,0.37250012116278153,0.0
frozen_r1_baseline,d669fa77645e714061e69c93,2024-03-01T12:00:00.069Z,True,ACCEPT,10997.774275014039,11004.385608217743,1,30.940000000000055,0.2811606308751576,0.4959840734701375,0.4959840734701375,0.7458911648707091,0.0
frozen_r1_baseline,1d86a76aa169f582078182a6,2024-03-05T12:00:00.128Z,True,ACCEPT,11104.225247313809,11104.225247313809,0,45.077000000000226,0.4059445751148165,0.4059445751148165,0.4059445751148165,0.3826876621606692,0.0
frozen_r1_baseline,d84e102765cbe7354283b10a,2024-03-07T08:00:00.087Z,True,ACCEPT,11103.92524731381,11134.473580813232,1,45.5300000000002,0.40891021627153396,0.8137519869473949,0.8137519869473949,0.7689541798144589,0.0
frozen_r1_baseline,4353c9924b3d884cc6240000,2024-03-08T12:00:00.043Z,True,ACCEPT,11103.62524731381,11157.546914503046,2,44.54300000000012,0.399218576819079,1.2112877591787397,1.2112877591787397,1.1560722172033562,0.0
frozen_r1_baseline,b4a84dce322789abdfb377a2,2024-03-21T00:00:00.079Z,True,ACCEPT,11188.128462670871,11261.980129224112,2,56.809999999999945,0.5044405987947151,1.3042377833614567,1.3042377833614567,1.159468392784282,0.0
frozen_r1_baseline,6d957898cf0164f5f5e51681,2024-03-21T08:00:00.353Z,True,ACCEPT,11187.828462670872,11268.61012589425,3,59.36999999999989,0.5268617809713105,1.830332203312717,1.830332203312717,1.5504449798873057,0.0
frozen_r1_baseline,22048c397d1febb689446c2b,2024-07-05T08:00:00.219Z,True,ACCEPT,11572.95620976115,11572.95620976115,0,38.429999999999836,0.332067272211626,0.332067272211626,0.332067272211626,0.40880393170498674,0.0
frozen_r1_baseline,ec09e1b5a8d7bec892d7b767,2024-07-05T16:00:00.077Z,True,ACCEPT,11572.656209761151,11591.619543669716,1,57.909999999999854,0.4995850647257053,0.8311176849537975,0.8311176849537975,0.8196456038093995,0.0025922503685529073
frozen_r1_baseline,3f2210bdab910701b0cc6f61,2024-07-11T16:00:00.068Z,True,ACCEPT,11572.356209761152,11652.085543742634,2,67.8130000000001,0.5819816525155603,1.4087864304098996,1.4087864304098996,1.230357427962653,0.0
frozen_r1_baseline,13a1d4ef06d6ef70ce3d3e6b,2024-07-15T16:00:00.128Z,True,ACCEPT,11572.056209761153,11694.916543013467,3,41.87300000000005,0.35804445329723145,1.7616714000672333,1.7616714000672333,1.6420177031081091,0.0
frozen_r1_baseline,2a1eaf7c51773780ba064d98,2024-07-16T16:00:00.018Z,True,ACCEPT,11644.872812014048,11791.9718129012,3,61.822999999999865,0.5242804255380037,1.9455524796031165,1.9455524796031165,1.6451056962989143,0.0
frozen_r1_baseline,f0d1c84bf79798c869bdffdf,2024-08-26T08:00:00.156Z,True,ACCEPT,11638.544431314398,11726.261097624581,1,38.95699999999988,0.3322201311711497,0.9105204046806415,0.9105204046806415,0.8424373223278425,0.0
frozen_r1_baseline,da3241c660578c23cc51f5de,2024-08-26T12:00:00.071Z,True,ACCEPT,11638.244431314399,11735.674431646576,2,44.077000000000226,0.3755813119793235,1.2853713766396262,1.2853713766396262,1.2723793666032135,0.00257764191880238
frozen_r1_baseline,f7b4de85087d5207f4e8d323,2024-09-10T16:00:00.090Z,True,ACCEPT,11608.79345128257,11608.79345128257,0,27.212999999999738,0.23441712624315125,0.23441712624315125,0.23441712624315125,0.43295214279522803,0.0
frozen_r1_baseline,934def9eb484c81f7bf10eda,2024-09-11T00:00:00.018Z,True,ACCEPT,11608.493451282571,11613.848784907572,1,33.149999999999636,0.28543509231047265,0.519750180305794,0.519750180305794,0.8665466708227073,0.0
frozen_r1_baseline,998ca132adc8aa55e8655439,2024-09-12T16:00:00.025Z,True,ACCEPT,11608.193451282572,11681.269118184193,2,53.13000000000011,0.4548307162728818,0.9715810743827938,0.9715810743827938,1.2987498059079288,0.0
frozen_r1_baseline,f888458b3138e19729c5ce9b,2024-09-13T04:00:00.486Z,True,ACCEPT,11661.48874404762,11723.648406950977,2,66.98000000000002,0.5713238547847224,1.3072722302822692,1.3072722302822692,1.3034682949839764,0.0
frozen_r1_baseline,84598f46808bf26520160f41,2024-09-13T16:00:00.071Z,True,ACCEPT,11661.18874404762,11765.313411994379,3,81.22299999999996,0.6903598498038784,1.9930025813077912,1.9930025813077912,1.7378481374882535,0.0
frozen_r1_baseline,9be78e1787759c6e1816553d,2024-09-16T04:00:00.361Z,True,ACCEPT,11726.239748015792,11777.48574598628,3,29.686999999999898,0.2520656839692386,1.9615392027006333,1.9615392027006333,1.7475485382789933,0.0
frozen_r1_baseline,fd65657179932f7b8df3a3ba,2024-09-20T08:00:00.002Z,True,ACCEPT,11695.255788371118,11804.55379070445,3,60.36999999999989,0.5114128078906169,2.2169664744641104,2.2169664744641104,1.7470586661428804,0.0
frozen_r1_baseline,2889c12eae07328a2166219c,2024-09-20T12:00:00.050Z,True,ACCEPT,11694.955788371119,11830.005456593342,4,66.96300000000019,0.5660436949560238,2.778240476776968,2.778240476776968,2.1852295922308334,0.0025651426991301672
frozen_r1_baseline,558e3a1fcf0d899d3b60636d,2024-09-20T16:00:00.131Z,True,ACCEPT,11694.65578837112,11874.60678828605,5,76.0329999999999,0.6402990966825464,3.4081044300281484,3.4081044300281484,2.6188174947128946,0.0051302853982603345
frozen_r1_baseline,0a0c21f35e89a255a30f57c4,2024-09-23T04:00:00.085Z,True,ACCEPT,11694.35578837112,11902.471789404106,6,43.70400000000018,0.3671842351175042,3.7673099162409307,3.7673099162409307,3.054404046759778,0.0
frozen_r1_baseline,542f783a5fa101b01f0b580e,2024-09-24T16:00:00.064Z,True,ACCEPT,11694.05578837112,12000.776789999594,7,29.340000000000146,0.24448417392822067,3.980933970858536,3.980933970858536,3.4699260496787727,0.0
frozen_r1_baseline,83ff7e409f022aca4a331321,2024-09-26T12:00:00.104Z,True,ACCEPT,11795.769188975288,12289.735522960822,7,60.190000000000055,0.4897583018572493,3.9447797643346063,3.9447797643346063,3.409417063672117,0.0
frozen_r1_baseline,1c162d55e33e85a1cdef05a6,2024-10-16T08:00:00.087Z,True,ACCEPT,11696.633225047048,12069.49522627448,6,38.05000000000018,0.31525759185991387,3.59023299546683,3.59023299546683,3.0324651788521826,0.0
frozen_r1_baseline,43110d7fafe796a9fa6df5ed,2024-10-17T16:00:00.132Z,True,ACCEPT,11696.333225047048,12186.644558331769,7,55.202999999999975,0.45297948697665735,4.008699832522847,4.008699832522847,3.445371184744529,0.0
frozen_r1_baseline,c0f31836d43983ee3c229e3c,2024-10-18T04:00:00.082Z,True,ACCEPT,11817.788456144272,12310.739789412792,7,51.327000000000226,0.4169286401792143,3.8411420279280875,3.8411420279280875,3.433728169313886,0.0
frozen_r1_baseline,bc0f72fb504f137c13808bb8,2024-10-18T12:00:00.101Z,True,ACCEPT,11817.488456144272,12307.636455463717,8,51.146999999999935,0.41557126085971036,4.257681821332745,4.257681821332745,3.874970972093367,0.0
frozen_r1_baseline,c3bb6027c845cf38534b8a1c,2024-10-21T00:00:00.161Z,True,ACCEPT,11895.723920314991,12416.023584421473,8,32.48700000000008,0.26165381999404297,4.130170956210329,4.130170956210329,3.856458041854715,0.0
frozen_r1_baseline,af9a5424364d7f4905ab834e,2024-10-21T04:00:00.129Z,True,ACCEPT,12005.412668901798,12483.469001356083,8,40.59700000000021,0.3252060784994151,3.9494630855128703,3.9494630855128703,3.855551208944529,0.0
frozen_r1_baseline,e27e736b1facf8b2c14fbf03,2024-10-21T12:00:00.178Z,True,ACCEPT,12005.112668901798,12508.258999569622,9,43.539999999999964,0.34809000998059014,4.289725692588094,4.289725692588094,4.285175419044669,0.0
frozen_r1_baseline,08c6020ac0c2a4634b688cb4,2024-10-23T08:00:00.099Z,True,ACCEPT,12350.037072608397,12687.278740170317,7,40.690000000000055,0.32071495261759986,3.082016309470246,3.082016309470246,3.4179977352194486,0.0
frozen_r1_baseline,1f76f2867800247542deb629,2024-10-29T04:00:01.715Z,True,ACCEPT,12308.942035335827,12609.28199040701,7,27.079999999999927,0.21476242676309457,2.9931442590238864,2.9931442590238864,3.438631163375262,0.0
frozen_r1_baseline,9f6b03f7edcbeef24f74cf85,2024-10-29T16:00:00.072Z,True,ACCEPT,12308.642035335828,12707.802043652378,8,39.61999999999989,0.31177696869924343,3.281716213137826,3.281716213137826,3.8470681107611155,0.0024372525204747627
frozen_r1_baseline,b2d9dbd169a5b325e8dbb7b9,2024-10-30T00:00:00.247Z,True,ACCEPT,12446.707807626917,12803.184476699835,8,50.340000000000146,0.39318343097853925,3.0565911216243986,3.0565911216243986,3.842197235345927,0.0
frozen_r1_baseline,0e060fff10089e42489f8c53,2024-10-30T04:00:00.061Z,True,ACCEPT,12446.407807626918,12837.199483481083,9,54.29999999999973,0.422989453968313,3.4714814595928902,3.4714814595928902,4.265016686112376,0.0
frozen_r1_baseline,6adf85c13d81564d96e0f417,2024-10-30T16:00:00.122Z,True,ACCEPT,12507.899117669163,12896.384124227614,9,59.98999999999978,0.46516914680992166,3.6688113151897697,3.6688113151897697,4.254920563114543,0.0
frozen_r1_baseline,98f38d08221888b7c3beed6f,2025-01-16T12:00:00.057Z,True,ACCEPT,11989.1463996709,11989.1463996709,0,47.48000000000002,0.3960248579607247,0.3960248579607247,0.3960248579607247,0.4514991993215287,0.0
