regime,market_days,market_day_share_pct,trades,wins,win_rate_pct,baseline_net_usd,stress_net_usd,stress_profit_factor,average_stress_usd,maximum_closed_drawdown_usd,share_of_total_stress_profit_pct,r1_trades,r1_stress_net_usd,r2_trades,r2_stress_net_usd
uptrend,899,28.962628865979383,212,119,56.132075471698116,9572.69,9509.09,3.149058595136019,44.854198113207545,868.4699999999993,75.93003228333315,212,9509.09,0,0.0
downtrend,278,8.956185567010309,261,105,40.229885057471265,479.91999999999996,401.62,1.3568433024131927,1.5387739463601533,210.2500000000001,3.2069335305094664,0,0.0,261,401.62
chop,870,28.028350515463917,229,75,32.751091703056765,753.9399999999999,685.24,1.5016214633432157,2.992314410480349,208.59000000000015,5.471637698437096,61,960.21,168,-274.97
compression,494,15.914948453608247,247,113,45.74898785425101,1874.1799999999998,1800.0800000000002,2.2620626796606604,7.287773279352227,332.66,14.373629076239931,75,1422.88,172,377.2
shock,249,8.021907216494846,4,3,75.0,31.619999999999997,30.419999999999995,8.09090909090909,7.604999999999999,4.289999999999999,0.24290353567575804,0,0.0,4,30.419999999999998
transition,274,8.827319587628866,101,35,34.65346534653465,160.70999999999995,130.41,1.1704037632301059,1.2911881188118812,260.35,1.041323145544892,17,45.91,84,84.5
unknown,40,1.288659793814433,2,0,0.0,-32.769999999999996,-33.37,0.0,-16.685,33.37,-0.26645926974030393,2,-33.37,0,0.0
