name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024,month_2026_04,month_2026_05,month_2026_06
r1_long_expansion_r3_reclass_strict_r1,139,94,45,67.63,2.0312,4.243,10142.72,2.0182,4.2158,10101.02,7.38,856.09,16.67,-856.09,0,0,7063.79,7215.73,25.23,5,21,14,7,0,66.67,2024-11,-623.28,2025-09,2559.33,0,0,0.0,,,0,1939.42,"{'signals': 0, 'wins': 0, 'losses': 0, 'wr': 0.0, 'wl': None, 'pf': None, 'net': 0}","{'signals': 0, 'wins': 0, 'losses': 0, 'wr': 0.0, 'wl': None, 'pf': None, 'net': 0}","{'signals': 0, 'wins': 0, 'losses': 0, 'wr': 0.0, 'wl': None, 'pf': None, 'net': 0}"
