name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024
current_r1_r2_plus_r4_chop_orrev_london_firm_both,1256,538,718,42.83,3.1398,2.3527,9765.21,3.0198,2.2628,9388.41,50.72,846.66,45.71,-826.55,105,808.0,6856.56,7400.91,27.57,5,47,28,19,0,59.57,2024-11,-294.95,2026-01,2692.55,[],0,105,51.43,2.3742,2.5138,808.0,2689.16
current_r1_r2_plus_r4_chop_orrev_london_firm_long,964,445,519,46.16,2.9261,2.5089,9710.94,2.8334,2.4294,9421.74,39.31,901.92,45.71,-854.21,81,777.51,6802.29,7346.64,27.5,5,47,26,21,0,55.32,2024-11,-313.12,2026-01,2670.69,[],0,81,55.56,2.3578,2.9473,777.51,2744.84
current_r1_r2_plus_r4_chop_orrev_london_firm_short,1014,454,560,44.77,3.0668,2.4863,9711.36,2.9648,2.4036,9407.16,41.51,851.89,45.71,-838.71,86,791.31,6802.71,7347.06,27.9,5,47,29,18,0,61.7,2024-11,-294.56,2026-01,2709.59,[],0,86,54.65,2.341,2.8212,791.31,2649.99
