account,magic,candidate,direction,entry_time_dubai,exit_time_dubai,session,lots,entry,exit,sl,tp,stop_distance_points,spread_points,cost_r,profit_aed,profit_aed_001,exit_reason,unique_signal,account_unique_signal,cofire,source_csv
1025742,920401,round_number_retest_v0,SELL,2026-06-15 07:05:00,2026-06-15 07:43:39,Morning 06:00-11:59,0.01000,4326.50000,4321.61000,4329.84000,4321.61000,329.19000,75.00000,0.2278,17.95,17.95,TP,2026-06-15 07:05|SELL|round_family,1025742|2026-06-15 07:05|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 07:45:00,2026-06-15 07:47:46,Morning 06:00-11:59,0.01000,4322.98000,4326.27000,4326.27000,4318.22000,321.89000,75.00000,0.2330,-12.09,-12.09,SL,2026-06-15 07:45|SELL|round_family,1025742|2026-06-15 07:45|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 08:05:01,2026-06-15 08:06:58,Morning 06:00-11:59,0.01000,4323.00000,4326.01000,4326.00000,4318.50000,300.00000,75.00000,0.2500,-11.06,-11.06,SL,2026-06-15 08:05|SELL|round_family,1025742|2026-06-15 08:05|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 08:25:01,2026-06-15 08:27:52,Morning 06:00-11:59,0.01000,4322.39000,4327.02000,4326.99000,4315.48000,460.34000,50.00000,0.1086,-17.01,-17.01,SL,2026-06-15 08:25|SELL|round_family,1025742|2026-06-15 08:25|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 07:10:00,2026-06-15 08:35:53,Morning 06:00-11:59,0.01000,4323.52000,4330.20000,4329.91000,4313.99000,636.52000,75.00000,0.1178,-24.54,-24.54,SL,2026-06-15 07:10|SELL|round_family,1025742|2026-06-15 07:10|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 09:20:01,2026-06-15 09:21:46,Morning 06:00-11:59,0.01000,4327.77000,4331.03000,4330.89000,4323.39000,300.00000,75.00000,0.2500,-11.98,-11.98,SL,2026-06-15 09:20|SELL|round_family,1025742|2026-06-15 09:20|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 08:45:01,2026-06-15 09:21:50,Morning 06:00-11:59,0.01000,4327.70000,4331.51000,4331.35000,4322.23000,364.65000,50.00000,0.1371,-14.00,-14.00,SL,2026-06-15 08:45|SELL|round_family,1025742|2026-06-15 08:45|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 08:35:01,2026-06-15 09:36:11,Morning 06:00-11:59,0.01000,4328.82000,4323.46000,4323.15000,4337.32000,566.72000,50.00000,0.0882,-19.70,-19.70,SL,2026-06-15 08:35|BUY|round_family,1025742|2026-06-15 08:35|BUY|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 07:00:00,2026-06-15 09:43:02,Morning 06:00-11:59,0.01000,4328.98000,4317.25000,4337.12000,4317.25000,794.71000,50.00000,0.0629,43.07,43.07,TP,2026-06-15 07:00|SELL|round_family,1025742|2026-06-15 07:00|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920101,breakout_retest,BUY,2026-06-15 10:05:00,2026-06-15 10:08:18,Morning 06:00-11:59,0.01000,4312.20000,4307.29000,4307.54000,4319.34000,471.90000,50.00000,0.1060,-18.04,-18.04,SL,2026-06-15 10:05|BUY|breakout_family,1025742|2026-06-15 10:05|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 09:40:01,2026-06-15 10:08:21,Morning 06:00-11:59,0.01000,4319.74000,4307.17000,4328.09000,4307.17000,836.77000,50.00000,0.0598,46.15,46.15,TP,2026-06-15 09:40|SELL|round_family,1025742|2026-06-15 09:40|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 09:45:00,2026-06-15 11:53:58,Morning 06:00-11:59,0.01000,4312.38000,4321.46000,4321.46000,4299.06000,896.10000,50.00000,0.0558,-33.36,-33.36,SL,2026-06-15 09:45|SELL|round_family,1025742|2026-06-15 09:45|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 11:20:00,2026-06-15 11:54:48,Morning 06:00-11:59,0.01000,4314.68000,4321.77000,4309.95000,4321.77000,472.51000,50.00000,0.1058,26.03,26.03,TP,2026-06-15 11:20|BUY|round_family,1025742|2026-06-15 11:20|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 11:10:00,2026-06-15 11:54:48,Morning 06:00-11:59,0.01000,4312.86000,4321.82000,4306.72000,4321.82000,603.94000,50.00000,0.0828,32.90,32.90,TP,2026-06-15 11:10|BUY|round_family,1025742|2026-06-15 11:10|BUY|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920101,breakout_retest,BUY,2026-06-15 11:10:00,2026-06-15 11:54:48,Morning 06:00-11:59,0.01000,4312.86000,4321.82000,4306.72000,4321.82000,603.94000,50.00000,0.0828,32.90,32.90,TP,2026-06-15 11:10|BUY|breakout_family,1025742|2026-06-15 11:10|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 11:15:00,2026-06-15 11:54:59,Morning 06:00-11:59,0.01000,4313.96000,4322.84000,4308.02000,4322.84000,592.79000,50.00000,0.0843,32.60,32.60,TP,2026-06-15 11:15|BUY|round_family,1025742|2026-06-15 11:15|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920101,breakout_retest,BUY,2026-06-15 11:15:00,2026-06-15 11:54:59,Morning 06:00-11:59,0.01000,4313.96000,4322.84000,4308.02000,4322.84000,592.79000,50.00000,0.0843,32.60,32.60,TP,2026-06-15 11:15|BUY|breakout_family,1025742|2026-06-15 11:15|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 12:25:00,2026-06-15 12:28:15,Afternoon 12:00-15:59,0.01000,4328.77000,4332.74000,4332.69000,4322.93000,390.40000,75.00000,0.1921,-14.59,-14.59,SL,2026-06-15 12:25|SELL|round_family,1025742|2026-06-15 12:25|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 12:30:00,2026-06-15 12:31:28,Afternoon 12:00-15:59,0.01000,4328.34000,4332.35000,4332.10000,4323.08000,360.64000,50.00000,0.1386,-14.73,-14.73,SL,2026-06-15 12:30|SELL|round_family,1025742|2026-06-15 12:30|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 12:20:00,2026-06-15 12:33:10,Afternoon 12:00-15:59,0.01000,4329.95000,4338.54000,4323.84000,4338.54000,587.82000,50.00000,0.0851,31.54,31.54,TP,2026-06-15 12:20|BUY|round_family,1025742|2026-06-15 12:20|BUY|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 13:20:01,2026-06-15 13:24:40,Afternoon 12:00-15:59,0.01000,4339.04000,4343.49000,4343.43000,4332.81000,424.66000,75.00000,0.1766,-16.35,-16.35,SL,2026-06-15 13:20|SELL|round_family,1025742|2026-06-15 13:20|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 13:35:01,2026-06-15 13:36:25,Afternoon 12:00-15:59,0.01000,4335.74000,4341.07000,4340.87000,4328.25000,504.63000,50.00000,0.0991,-19.59,-19.59,SL,2026-06-15 13:35|SELL|round_family,1025742|2026-06-15 13:35|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-15 13:40:01,2026-06-15 13:44:02,Afternoon 12:00-15:59,0.01000,4340.31000,4335.50000,4335.55000,4347.43000,475.39000,50.00000,0.1052,-17.67,-17.67,SL,2026-06-15 13:40|BUY|session_extreme_family,1025742|2026-06-15 13:40|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 14:00:01,2026-06-15 14:06:04,Afternoon 12:00-15:59,0.01000,4336.61000,4339.48000,4339.48000,4331.98000,300.00000,50.00000,0.1667,-10.54,-10.54,SL,2026-06-15 14:00|SELL|round_family,1025742|2026-06-15 14:00|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 14:05:01,2026-06-15 14:07:07,Afternoon 12:00-15:59,0.01000,4335.54000,4340.46000,4340.35000,4329.20000,445.73000,50.00000,0.1122,-18.08,-18.08,SL,2026-06-15 14:05|SELL|round_family,1025742|2026-06-15 14:05|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-15 13:50:01,2026-06-15 14:41:14,Afternoon 12:00-15:59,0.01000,4340.74000,4335.30000,4335.36000,4348.81000,538.04000,50.00000,0.0929,-19.99,-19.99,SL,2026-06-15 13:50|BUY|session_extreme_family,1025742|2026-06-15 13:50|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 13:45:01,2026-06-15 14:46:05,Afternoon 12:00-15:59,0.01000,4335.70000,4341.98000,4341.88000,4326.34000,621.64000,50.00000,0.0804,-23.07,-23.07,SL,2026-06-15 13:45|SELL|round_family,1025742|2026-06-15 13:45|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-15 14:50:01,2026-06-15 14:54:29,Afternoon 12:00-15:59,0.01000,4340.61000,4337.04000,4337.10000,4345.87000,350.87000,50.00000,0.1425,-13.12,-13.12,SL,2026-06-15 14:50|BUY|session_extreme_family,1025742|2026-06-15 14:50|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 13:55:01,2026-06-15 15:30:33,Afternoon 12:00-15:59,0.01000,4339.74000,4346.50000,4345.93000,4330.45000,619.04000,50.00000,0.0808,-24.84,-24.84,SL,2026-06-15 13:55|SELL|round_family,1025742|2026-06-15 13:55|SELL|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920201,swing_breakout_retest_v0,SELL,2026-06-15 16:00:00,2026-06-15 16:04:04,Evening 16:00-19:59,0.01000,4335.04000,4338.73000,4338.63000,4329.83000,351.79000,75.00000,0.2132,-13.56,-13.56,SL,2026-06-15 16:00|SELL|breakout_family,1025742|2026-06-15 16:00|SELL|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-15 16:05:00,2026-06-15 16:09:42,Evening 16:00-19:59,0.01000,4337.77000,4334.78000,4334.90000,4342.40000,300.00000,50.00000,0.1667,-10.99,-10.99,SL,2026-06-15 16:05|BUY|session_extreme_family,1025742|2026-06-15 16:05|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920401,round_number_retest_v0,SELL,2026-06-15 15:50:00,2026-06-15 16:34:37,Afternoon 12:00-15:59,0.01000,4333.54000,4343.46000,4343.42000,4318.73000,987.58000,75.00000,0.0759,-36.45,-36.45,SL,2026-06-15 15:50|SELL|round_family,1025742|2026-06-15 15:50|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 16:25:00,2026-06-15 16:50:26,Evening 16:00-19:59,0.01000,4333.72000,4347.54000,4324.50000,4347.54000,921.55000,50.00000,0.0543,50.74,50.74,TP,2026-06-15 16:25|BUY|round_family,1025742|2026-06-15 16:25|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 16:30:00,2026-06-15 17:20:23,Evening 16:00-19:59,0.01000,4337.72000,4354.09000,4326.77000,4354.09000,1092.73000,50.00000,0.0458,60.11,60.11,TP,2026-06-15 16:30|BUY|round_family,1025742|2026-06-15 16:30|BUY|round_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920201,swing_breakout_retest_v0,BUY,2026-06-15 16:45:00,2026-06-15 17:30:44,Evening 16:00-19:59,0.01000,4345.18000,4355.77000,4338.70000,4355.77000,682.94000,50.00000,0.0732,38.88,38.88,TP,2026-06-15 16:45|BUY|breakout_family,1025742|2026-06-15 16:45|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920501,session_extreme_retest_v0,BUY,2026-06-15 16:40:00,2026-06-15 17:30:52,Evening 16:00-19:59,0.01000,4344.28000,4358.02000,4335.42000,4358.02000,904.12000,50.00000,0.0553,50.45,50.45,TP,2026-06-15 16:40|BUY|session_extreme_family,1025742|2026-06-15 16:40|BUY|session_extreme_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920201,swing_breakout_retest_v0,BUY,2026-06-15 16:40:00,2026-06-15 17:30:52,Evening 16:00-19:59,0.01000,4344.28000,4358.02000,4335.42000,4358.02000,904.12000,50.00000,0.0553,50.45,50.45,TP,2026-06-15 16:40|BUY|breakout_family,1025742|2026-06-15 16:40|BUY|breakout_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920201,swing_breakout_retest_v0,BUY,2026-06-15 17:15:00,2026-06-15 17:31:53,Evening 16:00-19:59,0.01000,4350.03000,4359.32000,4343.84000,4359.32000,619.31000,50.00000,0.0807,34.11,34.11,TP,2026-06-15 17:15|BUY|breakout_family,1025742|2026-06-15 17:15|BUY|breakout_family,false,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 17:45:00,2026-06-15 17:58:36,Evening 16:00-19:59,0.01000,4363.98000,4355.76000,4355.93000,4375.70000,790.59000,50.00000,0.0632,-30.20,-30.20,SL,2026-06-15 17:45|BUY|round_family,1025742|2026-06-15 17:45|BUY|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,921101,symbol_normalized_round_retest_v0_repair_v1,SELL,2026-06-15 18:00:00,2026-06-15 18:05:24,Evening 16:00-19:59,0.01000,4354.54000,4362.00000,4361.84000,4344.47000,694.91000,75.00000,0.1079,-27.41,-27.41,SL,2026-06-15 18:00|SELL|round_family,1025742|2026-06-15 18:00|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,SELL,2026-06-15 18:00:00,2026-06-15 18:05:24,Evening 16:00-19:59,0.01000,4354.54000,4362.00000,4361.84000,4344.47000,694.91000,75.00000,0.1079,-27.41,-27.41,SL,2026-06-15 18:00|SELL|round_family,1025742|2026-06-15 18:00|SELL|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
1025742,920301,symbol_normalized_round_retest_v0,BUY,2026-06-15 19:20:01,2026-06-15 19:45:16,Evening 16:00-19:59,0.01000,4351.72000,4359.95000,4346.26000,4359.95000,547.61000,50.00000,0.0913,30.22,30.22,TP,2026-06-15 19:20|BUY|round_family,1025742|2026-06-15 19:20|BUY|round_family,true,C:/Users/ZHAO ZHU INFORMATION/Downloads/algo-trading-system/xau-usd/xauusd-phase1/outputs/reports/EOD_GOLD_A1_20260615.csv
