date,open,high,low,close,source,regime,atr14,atr14_pct_252,ema50,ema200,ema50_slope_20_pct,ret20_pct,ret60_pct,range20_pct_rank_252
2016-08-08,1332.89,1334.14,1331.29,1333.46,capital_com_processed_d1,unknown,14.363571428571456,19.318181818181817,1322.1825144779787,,1.555675650685373,-0.13106552527317739,10.425982973930914,2.3391812865497075
2016-08-09,1333.48,1338.2,1329.77,1335.87,capital_com_processed_d1,unknown,13.976428571428594,12.994350282485875,1322.7192786160972,,1.4857521621170378,-0.180827772754788,10.417079944455466,2.3255813953488373
2016-08-10,1335.86,1342.82,1330.42,1341.72,capital_com_processed_d1,unknown,14.637142857142862,24.15730337078652,1323.4644049448777,,1.4533132612932098,0.6760660608834623,10.276241277564546,1.7341040462427744
2016-08-11,1341.68,1357.11,1340.64,1347.41,capital_com_processed_d1,unknown,14.996428571428558,29.608938547486037,1324.4034478882159,,1.451175114755876,1.3997486472859366,11.032277735202278,1.7241379310344827
2016-08-12,1347.45,1353.22,1335.68,1339.29,capital_com_processed_d1,unknown,15.484999999999982,34.44444444444444,1324.9872342455408,,1.4126932182161323,0.4892066898264602,10.875720246373932,2.857142857142857
2016-08-13,1339.19,1356.27,1333.08,1336.58,capital_com_processed_d1,unknown,15.237857142857138,32.59668508287293,1325.4418525104215,,1.428674623553583,1.8183757265504141,7.398092421917046,3.977272727272727
2016-08-15,1337.13,1339.36,1336.45,1338.93,capital_com_processed_d1,unknown,14.505714285714264,22.52747252747253,1325.9707994707971,,1.3913873300555046,0.49537276800792895,7.279180821742215,0.5649717514124294
2016-08-16,1338.92,1343.73,1335.7,1341.01,capital_com_processed_d1,unknown,13.177142857142826,8.19672131147541,1326.5605720405697,,1.3920480439058691,1.4080566247476112,7.727221606336654,0.5617977528089888
2016-08-17,1341.01,1357.94,1340.51,1347.79,capital_com_processed_d1,unknown,14.20714285714283,16.847826086956523,1327.393098627214,,1.410504305411675,1.8576038572864384,8.353699713798758,0.5586592178770949
2016-08-18,1347.76,1352.89,1335.57,1352.1,capital_com_processed_d1,unknown,14.829999999999993,27.56756756756757,1328.3619967202644,,1.4630060951485335,2.742380377048792,6.903967488416951,0.5555555555555556
2016-08-19,1352.09,1355.95,1345.98,1349.99,capital_com_processed_d1,unknown,14.099285714285704,15.591397849462366,1329.2101537116266,,1.4981117670669564,2.351835144089698,6.660398675821089,0.5524861878453038
2016-08-20,1349.98,1351.1,1337.71,1340.92,capital_com_processed_d1,unknown,14.179999999999982,16.577540106951872,1329.6693633699942,,1.4420495485466311,0.09928410931703269,5.246964452502612,0.5494505494505495
2016-08-22,1338.34,1339.82,1334.87,1337.34,capital_com_processed_d1,unknown,13.47785714285713,9.574468085106384,1329.9701726496023,,1.3885503823697798,0.1025472128865168,4.68496817979005,1.092896174863388
