status,decision,overlap_count,r3_dropped_count,baseline_trade_kept_count,baseline_total_trade_count,nonoverlap_r3_count,r3_overlap_net,baseline_overlap_net,r3_overlap_wr,baseline_overlap_wr,r3_overlap_wl,baseline_overlap_wl,r3_overlap_pf,baseline_overlap_pf,r3_overlap_max_closed_dd_subset,baseline_overlap_max_closed_dd_subset,overlap_subset_delta_dd,r3_replaces_baseline_delta_net,r3_replaces_baseline_delta_dd,replacement_vs_r1_r2_baseline_delta_net,replacement_vs_r1_r2_baseline_delta_dd,nonoverlap_r3_net,replacement_combined_net,replacement_stress_net,replacement_wr,replacement_wl,replacement_pf,replacement_max_closed_dd,replacement_recent3_trades,replacement_recent3_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_months,replacement_dd_cap_115pct_baseline,replacement_dd_minus_cap,overlap_wl_material_threshold,max_pair_entry_delta_seconds,failed_gates,triggered_kill_rules
R1_BOX_R3_OVERLAP_PRIORITY_KILL_PORTFOLIO_USE,KILLED_FOR_PORTFOLIO_USE_KEEP_STANDALONE_SHADOW_ONLY,110,110,110,678,29,6618.92,4236.9,66.36,58.18,1.8062,1.914,3.5635,2.663,856.09,866.37,-10.28,2382.02,140.57,5905.82,327.44,3523.8,15545.87,15333.77,53.18,3.0911,3.5113,1217.13,59,764.92,12055.93,12566.55,21.71,27,1023.1435,193.99,2.114,0.0,"[""replacement_dd_lte_115pct_baseline""]","[""replacement_dd_gt_115pct_baseline""]"
