name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,blocked_signals,exit_stats,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,decision
long_plus_short_v2_no_source_health_gate,3953,1937,2002,49.0,2.1637,2.0934,21064.67,2.039,19254.77,87.54,958.86,57.62,-878.18,0,"{'source_csvs_indexed': 8, 'missing_source_csvs': [], 'match_failures': 0, 'fallback_entry_time_rows': 0}",48,29,19,0,60.42,2023-02,-405.08,2025-10,4716.88,BASELINE
h4_prev_month_health_gate_exact,3944,1935,1995,49.06,2.1636,2.0985,21022.69,2.0385,19215.49,87.54,1032.27,58.1,-878.18,166,"{'source_csvs_indexed': 8, 'missing_source_csvs': [], 'match_failures': 0, 'fallback_entry_time_rows': 0}",48,31,17,0,64.58,2025-07,-495.22,2025-10,4716.88,EXACT_SOURCE_HEALTH_WATCHLIST
