split,strategy_family,direction,entry_time,source_summary,profit_aed,y_win,spread_points,log_atr,body_fraction,aligned_close_location,aligned_three_bar_move_atr,break_distance_atr,estimated_cost_r,recent_range_atr,hour_sin,hour_cos,weekday_sin,weekday_cos,h1_return_3,h1_return_12,h1_range_atr,h1_ema20_distance_atr,h1_ema20_slope_atr,h1_atr_ratio_60,h4_return_3,h4_return_12,h4_range_atr,h4_ema20_distance_atr,h4_ema20_slope_atr,h4_atr_ratio_60,d1_return_5,d1_return_20,d1_range_atr,d1_ema20_distance_atr,d1_ema50_distance_atr,d1_ema20_slope_atr,d1_atr_ratio_60,d1_volatility_20,duka_spread_last_bps,duka_spread_p95_60m_bps,duka_spread_last_to_median_60m,duka_tick_count_5m_log1p,duka_tick_count_60m_log1p,duka_mid_return_5m,duka_mid_return_60m,duka_realized_vol_60m_bps
train,r2_pullback_short_h1_confirm,SHORT,2018-07-02T06:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,15.48,1,24.0,0.3784364357202451,0.25,0.4375,1.1104,1.2314,0.0686,4.195652173912688,1.0,6.123233995736766e-17,0.0,1.0,-0.0011832900259843848,-0.004811560491034039,1.108483187456344,-1.1972418059917698,-0.31428908939955974,0.871551409567084,-0.0012216251606875783,0.0009121751376264253,0.8827482942462624,-0.7367229548716883,-0.22435899240041912,0.8872277032386867,-0.003861995075340241,-0.03454101181846614,0.4141054348631242,-2.127207275503419,-4.507850321699788,-1.496738328693751,0.8486316788050324,0.004634172548805655,1.3926963481739123,1.9508762952550682,0.780365547795579,6.368187186350492,8.743531633626967,0.00012407742431275182,-0.0012618374703776691,10.207853901681816
train,r2_pullback_short_h1_confirm,SHORT,2018-07-02T08:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.0,1,21.0,0.3987761199573678,0.1346,0.5192,1.5373,1.9012,0.06,3.224489795918683,0.8660254037844387,-0.4999999999999998,0.0,1.0,-0.0023586037066056775,-0.0035138437457574723,1.0736801951374424,-1.7281095361203105,-0.5169241433716324,0.8885320876251485,-0.003951338665644899,-0.0035695462603613226,1.081179300421342,-1.4485031142747524,-0.322254016389478,0.8955707188148173,-0.003861995075340241,-0.03454101181846614,0.4141054348631242,-2.127207275503419,-4.507850321699788,-1.496738328693751,0.8486316788050324,0.004634172548805655,1.3943145621730328,1.8740314500912878,0.8136183822146671,6.7650389767805414,8.91905180393029,-4.767687419204858e-05,-0.001144590608754159,9.390211189063889
train,r2_pullback_short_h1_confirm,SHORT,2018-07-02T14:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,8.17,1,14.0,0.6312717768418579,0.5593,0.4407,0.0114,1.5753,0.0343,3.636363636363688,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-0.0015532052873029611,-0.0033804302656395002,1.7665837006503775,-1.4721949237735656,-0.4783515531970415,0.935957334641396,-0.003303305699399073,-0.0009037975493488837,0.4569406947867894,-1.0071731210443318,-0.39465977979325123,0.8618762578652314,-0.003861995075340241,-0.03454101181846614,0.4141054348631242,-2.127207275503419,-4.507850321699788,-1.496738328693751,0.8486316788050324,0.004634172548805655,1.9563195535754294,1.9380465771852022,1.1412656341290308,6.466144724237619,9.228867676590067,0.00028470949606429485,-0.0012132083555221884,14.850915792841432
train,r2_pullback_short_h1_confirm,SHORT,2018-07-02T16:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-6.44,0,14.0,0.5306282510621704,0.4462,0.5538000000000001,0.9837,2.8699,0.023,5.242857142856923,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.004020309772075681,-0.0058038212487009355,1.9784643833930273,-2.705554084887603,-0.7035172909027446,1.0170390940276661,-0.0058038212487009355,-0.003629313314692739,1.9897582025054161,-2.1823354304961455,-0.5629220275078992,0.9337044952320828,-0.003861995075340241,-0.03454101181846614,0.4141054348631242,-2.127207275503419,-4.507850321699788,-1.496738328693751,0.8486316788050324,0.004634172548805655,1.6803702603394641,1.8803653705048216,0.9788588637341343,6.272877006546167,8.952864141581468,-0.0002773047744246693,-0.0025314171605461677,10.81545471290502
train,r2_pullback_short_h1_confirm,SHORT,2018-07-02T17:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-6.13,0,17.0,0.5068176023684519,0.1698,0.15090000000000003,1.0816,3.3016,0.0265,4.272727272727176,-0.9659258262890683,-0.25881904510252063,0.0,1.0,-0.004193763080451274,-0.0070997969202233335,1.5203964530100238,-3.1423073048514563,-0.9526503439725211,1.059449378546054,-0.0058038212487009355,-0.003629313314692739,1.9897582025054161,-2.1823354304961455,-0.5629220275078992,0.9337044952320828,-0.003861995075340241,-0.03454101181846614,0.4141054348631242,-2.127207275503419,-4.507850321699788,-1.496738328693751,0.8486316788050324,0.004634172548805655,1.7955063227199883,1.8841565782422076,1.0181000465429857,6.57507584059962,8.770128527538184,6.441693215175626e-05,-0.0014343447581089963,11.093560079320405
train,r2_pullback_short_h1_confirm,SHORT,2018-07-10T14:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.5,0,20.0,0.6575200029167941,0.7333,0.9152,0.9276,0.9548,0.0571,2.720430107526852,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.002503919874563998,-0.004614846939586026,1.1144673403858838,-1.0237621150974836,-1.0201120763981075,1.2910527409401282,-0.007692919017722399,-0.004298211338027658,2.3700779892489474,-1.9187191196674622,-0.10312956362292595,1.0154829879296494,0.0011464641803538012,-0.01302012864828328,1.421160546587349,-0.35797163498123336,-2.4904351600054873,-0.4056863579382046,0.9109015183938566,0.004030229034406637,1.8351786187311958,2.0249935224116986,0.9872193729708095,6.79794041297493,9.03097444300786,-0.0009625413962549567,-0.0007263623280270304,15.289003623469345
train,r2_pullback_short_h1_confirm,SHORT,2018-07-10T17:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.0,1,20.0,0.3987761199573678,0.8605,0.8837,1.5284,0.3956,0.0571,4.020408163265362,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0009575715984262434,-0.003606294333987514,0.6993626660583236,-0.44943672570135584,-0.27046358784586194,1.2684434105220528,-0.0025018068605102695,0.000804825767174222,1.8253222732087668,-0.08970554329181553,-0.13575878766873536,1.08217480447535,0.0011464641803538012,-0.01302012864828328,1.421160546587349,-0.35797163498123336,-2.4904351600054873,-0.4056863579382046,0.9109015183938566,0.004030229034406637,1.9928464782815605,2.0231386527022264,1.0379186854271027,6.22455842927536,8.625868208041894,-0.00031716053662278476,-0.0012471602523299596,8.877668101556393
train,r2_pullback_short_h1_confirm,SHORT,2018-07-10T19:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.02,1,22.0,0.29266961396282,0.2333,0.8,1.1789,0.1727,0.0629,4.029411764705561,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.0007962163797633481,-0.0018373434082321616,0.643875590966037,-0.20966222497319054,-0.08736095221764503,1.2265368132512073,-0.0025018068605102695,0.000804825767174222,1.8253222732087668,-0.08970554329181553,-0.13575878766873536,1.08217480447535,0.0011464641803538012,-0.01302012864828328,1.421160546587349,-0.35797163498123336,-2.4904351600054873,-0.4056863579382046,0.9109015183938566,0.004030229034406637,2.0158149848350084,2.0232998108127487,1.0128454328043561,5.82600010738045,8.027476530860483,-6.254212630485423e-05,-0.0007320889016277921,5.635580877265809
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T01:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,8.26,1,18.0,0.5596157879354227,0.0339,0.5593,1.5897,0.7774,0.0436,4.626666666666703,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.002070179070489675,0.0037721644695745127,1.372162232883463,-0.8927359338029054,-0.07399548705239498,1.166852450736634,0.005814419118707281,-0.00035818614535976234,0.7043783567077228,-0.07855060005382979,-0.2550143116947284,1.0226761620566556,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.7471659412740903,2.0258656787258804,0.902163513742857,6.706862336602747,8.71833650245078,-5.1856254463800155e-06,-0.0020393783538479315,13.10860013613812
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T09:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.0,1,17.0,0.412109650826833,0.2174,0.6738999999999999,1.237,1.1529,0.0486,5.0980392156860965,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-1.5987849234622153e-05,-0.003520930417811652,1.2442872323394218,-1.0648680364492935,-0.5073009115530228,1.1289389095450735,-0.002150794599115602,-0.006582338712875169,0.7023094721874423,-0.6552971205752915,-0.23273839842197241,1.0507055922943458,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.8704363152398482,1.8677937285227555,1.0560382331179448,6.102558594613569,8.734560089952993,-0.00012787672683522988,-0.0013805357628208226,10.361147518818823
