split,strategy_family,direction,entry_time,source_summary,profit_aed,y_win,spread_points,log_atr,body_fraction,aligned_close_location,aligned_three_bar_move_atr,break_distance_atr,estimated_cost_r,recent_range_atr,hour_sin,hour_cos,weekday_sin,weekday_cos,h1_return_3,h1_return_12,h1_range_atr,h1_ema20_distance_atr,h1_ema20_slope_atr,h1_atr_ratio_60,h4_return_3,h4_return_12,h4_range_atr,h4_ema20_distance_atr,h4_ema20_slope_atr,h4_atr_ratio_60,d1_return_5,d1_return_20,d1_range_atr,d1_ema20_distance_atr,d1_ema50_distance_atr,d1_ema20_slope_atr,d1_atr_ratio_60,d1_volatility_20,duka_spread_last_bps,duka_spread_p95_60m_bps,duka_spread_last_to_median_60m,duka_tick_count_5m_log1p,duka_tick_count_60m_log1p,duka_mid_return_5m,duka_mid_return_60m,duka_realized_vol_60m_bps
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T10:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.01,1,23.0,0.4762341789963716,0.9483,0.9828,0.5915,1.5346,0.0575,3.1967213114754847,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.0016295361413544152,-0.004841034134068112,0.8336753328378799,-1.4493948549434237,-0.5211758452931625,1.114677496954758,-0.002150794599115602,-0.006582338712875169,0.7023094721874423,-0.6552971205752915,-0.23273839842197241,1.0507055922943458,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.9200015360013019,1.9357979027045362,1.1218820189833523,5.908082938168931,8.764521909518802,-0.0004130296665656452,-0.0008361010195478968,10.373200893595321
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T14:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.99,1,15.0,0.5822156198526637,0.1486,0.24319999999999997,-0.0254,0.6539,0.0429,3.139240506329137,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,7.197236261258233e-05,-0.0005274809587366702,0.8901035062085924,-0.6660366676109588,-0.49024566105281736,1.182649881918498,-0.00572506927413452,-0.012768413396160638,1.201737862708245,-1.426281210994977,-0.3696869798484013,1.0672677706785054,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.8389069537068623,1.9897181911785453,1.0264795033750318,6.1070228877422545,9.032528630660057,-3.717651931056665e-05,-0.0010797902715050656,13.070322147339805
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T15:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.5,0,18.0,0.5128236264286639,0.2113,0.4366,2.0746,1.2404,0.0432,3.791044776119688,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.00020821821268679486,-0.0022687511483554523,1.2422385328064358,-1.234756312464267,-0.4729150909651407,1.202572895448761,-0.00572506927413452,-0.012768413396160638,1.201737862708245,-1.426281210994977,-0.3696869798484013,1.0672677706785054,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.6972152060874712,1.9439867823535724,0.9516662396645083,6.953684210870537,9.138844370271112,-0.00012807530828118363,-0.001309621560944163,12.009705674864453
train,r2_pullback_short_h1_confirm,SHORT,2018-07-11T17:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,8.33,1,16.0,0.4762341789963716,0.2593,0.48150000000000004,0.9542,2.4745,0.0232,3.6065573770488824,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.004405990868164067,-0.004803887871981605,1.0645337959698937,-2.3980275680564245,-0.6478415172741104,1.1992508986796382,-0.0030061722472736196,-0.010348877813402768,1.5355555450078404,-1.58206089540716,-0.5000138941786506,1.1131247019407813,-0.0010999840132475125,-0.010627864052201064,1.6813989029022909,-0.5923302040734366,-2.5704540684267796,-0.36483316659798537,0.9680216319179366,0.003948742979719706,1.8551288892957418,2.0376647078889936,0.9878363137962544,6.628041376179533,8.921591063563978,-0.00012727294626835306,-0.001530744592177724,10.294158974222466
train,r2_pullback_short_h1_confirm,SHORT,2018-07-12T11:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,7.01,1,22.0,0.37156355643248307,0.7864,0.7864,2.2588,1.257,0.0629,3.333333333333333,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,-0.001975173831355481,0.00028970578767784083,1.074187346215968,-1.071770566178121,-0.18000433553691828,0.911073252782792,0.002680878813006604,-0.008904627382326114,0.9694792050450467,-1.2204058895613805,-0.9936268020701773,1.0510784000313318,-0.009643216913405639,-0.019421896169831365,1.7691681052606147,-1.9607693416152754,-3.87028014634325,-0.45067761937047823,1.0288982240321538,0.00453830411870126,1.4721030439953098,1.8812761966854326,0.8325873556593936,6.520621127558696,8.489821994620105,-0.000671246416167004,-0.0014623194692113817,8.42044077021155
train,r2_pullback_short_h1_confirm,SHORT,2018-07-13T07:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-4.07,0,17.0,0.4252677354043441,0.0233,0.3256,1.566,0.8467,0.0486,3.0188679245281302,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.0011795291512204376,-0.0016601703479138807,1.1149189879794101,-0.7079826532658704,-0.128518588490484,0.7858828302928489,-0.0009139009139009779,-0.0035978125299818142,0.6554654645355492,-0.6847022520382585,-0.4488395105636974,0.9527169161648728,-0.007061066268824301,-0.0182519338949515,0.8913631940852014,-1.4294365780121137,-3.367906005453921,-0.5146215764393498,1.0203713101870906,0.004579003852373733,1.8475587322856728,1.9576694106124495,1.0747136910832422,6.996681488176539,8.988570876215118,8.032870506546885e-07,-0.0008379282945268907,10.031284480599258
train,r2_pullback_short_h1_confirm,SHORT,2018-07-13T08:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.5,0,21.0,0.5653138090500605,0.1111,0.7142999999999999,-0.3566,2.4961,0.0422,4.98684210526311,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.0023861554777131477,-0.003562973959796212,2.13182997400997,-2.16056885737473,-0.39266093541044694,0.8628764945729637,-0.004218224977345031,-0.008733485011775066,1.3703743097933476,-1.6504255395156706,-0.46074943718995937,0.9806561345477762,-0.007061066268824301,-0.0182519338949515,0.8913631940852014,-1.4294365780121137,-3.367906005453921,-0.5146215764393498,1.0203713101870906,0.004579003852373733,1.4736191966681125,1.9246852153173755,0.9016375350854304,6.184148890937483,9.202610573914242,4.0667101522950944e-05,-0.002446408747467599,14.422774882067186
train,r2_pullback_short_h1_confirm,SHORT,2018-07-13T09:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.5,0,19.0,0.4510756193602166,0.4615,0.15380000000000005,-0.5628,2.7715,0.0328,3.2807017543861727,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.003933247176490351,-0.0048758189852201594,1.0531126677606497,-2.36462634367494,-0.641830252871125,0.8671594247265416,-0.004218224977345031,-0.008733485011775066,1.3703743097933476,-1.6504255395156706,-0.46074943718995937,0.9806561345477762,-0.007061066268824301,-0.0182519338949515,0.8913631940852014,-1.4294365780121137,-3.367906005453921,-0.5146215764393498,1.0203713101870906,0.004579003852373733,1.5471456371702328,1.8857448168496198,0.8731442988012168,6.198478716492308,8.80537513890967,0.00019343061281218432,-0.0006808442791164104,10.458724291819614
train,r2_pullback_short_h1_confirm,SHORT,2018-07-13T14:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.51,0,19.0,0.6312717768418579,0.4444,0.8025,0.2375,1.2292,0.0467,4.238636363636385,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.00048353950920732025,-0.005500717659228105,1.501051319111228,-1.2706068579739491,-0.6766710757670055,1.2302816663474538,-0.006493193784512741,-0.008697114576075804,1.1598078127490006,-2.3580697508704835,-0.641045959023593,0.9928612876822109,-0.007061066268824301,-0.0182519338949515,0.8913631940852014,-1.4294365780121137,-3.367906005453921,-0.5146215764393498,1.0203713101870906,0.004579003852373733,1.7978064342924431,1.9326779032035244,1.0139473024306977,6.486160788944089,9.111072370317514,-0.00028450453696071687,-0.002393883753680437,16.09804199314948
train,r2_pullback_short_h1_confirm,SHORT,2018-07-13T19:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-3.5,0,17.0,0.3293037471426004,0.875,0.875,0.6422,0.6535,0.0486,2.6923076923075757,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.0008775814178172414,-0.0030768242032792603,0.5229684256740753,-0.7854625898461097,-0.29919288907842895,1.1171147835089044,-0.0033781072970328063,-0.003969526864474826,1.7496338894027696,-1.1052802279083669,-0.6576369727461429,1.0483789449513616,-0.007061066268824301,-0.0182519338949515,0.8913631940852014,-1.4294365780121137,-3.367906005453921,-0.5146215764393498,1.0203713101870906,0.004579003852373733,1.9419173331430533,2.198750095137507,0.9533087104144095,5.7899601708972535,8.438799123988225,-0.0003044901421316304,-0.0004135942427037076,6.743319506175188
train,r2_pullback_short_h1_confirm,SHORT,2018-07-16T00:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,-4.64,0,23.0,0.2468600779315258,0.6667,0.8,-0.0,0.4962,0.0657,3.6428571428570775,0.0,1.0,0.0,1.0,-0.00035439571503370626,0.0002095337873231351,0.5314895716722932,-0.6016878154961444,-0.34083831826746075,0.9597093410574796,-0.0007568133327966464,-0.002026326158101832,0.28300920684059616,-1.1482736866386054,-0.796923556264556,0.9008770637684708,-0.01178430267185171,-0.019652634938088,0.22121376457985784,-1.6616912139732056,-3.887370914276162,-0.9688820324308934,0.9296091550117399,0.0045404263690601064,2.1269053527128006,2.1269224881780464,1.0398724912423245,4.787491742782046,7.424761761823209,-8.7002194388619e-05,-0.0004050757684963546,5.045065696204167
train,r2_pullback_short_h1_confirm,SHORT,2018-07-16T15:00:00Z,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system-xau-duka-ml-v1\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_a3_ml_regime_portfolio_continuous_10y_20260713_20260701\A1XauM5Momentum_A3_ML_REGIME_PORTFOLIO_CONTINUOUS_10Y_20260713_XAUUSD_M5_r2_pullback_short_h1_confirm_summary.json,9.95,1,21.0,0.5538851132264376,0.4667,0.5778,0.2849,1.4724,0.0453,2.8513513513515236,-0.7071067811865471,-0.7071067811865479,0.0,1.0,-0.0029191327843539616,-0.002044380769942733,1.1136313006306173,-1.4328119607881877,-0.23258036074218913,1.0050204161406069,0.0019418101538140053,-0.003110469777136582,0.6349057300162169,-0.3484797924619032,-0.4135401006528739,0.8772071057321857,-0.01178430267185171,-0.019652634938088,0.22121376457985784,-1.6616912139732056,-3.887370914276162,-0.9688820324308934,0.9296091550117399,0.0045404263690601064,1.8870587286558815,1.9660612702038138,1.0226074255973472,6.684611727667927,9.061492275239766,-0.0003248878612863715,-0.0011156668626801647,12.930253579384843
