name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals
r1_pullback_long_v2_m15_session_09_15,413,194,219,46.97,2.1598,1.9133,1665.94,2.05,1.816,1542.04,12.37,171.62,17.62,-56.53,0,0,1268.88,1186.49,19.65,4,32,18,14,0,56.25,2024-08,-114.89,2024-03,327.41,[],0
