schema_version,model_id,dataset_version,account_scope,account_label,symbol,source_signal_id,setup_group_id,decision_time_utc,direction,regime,session_bucket,p_win_rehearsal,model_group,preview_action,authorization_status,reason,broker_action_authorized
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-09 17:45:00Z|2026-06-09 17:50:00Z|2026-06-09 17:55:00Z|4262.98,A3_ML_C01_G00095,2026-06-09 18:04:59Z,SHORT,UNKNOWN,Evening 16:00-19:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-09 18:55:00Z|2026-06-09 19:00:00Z|2026-06-09 19:05:00Z|4268.34,A3_ML_C01_G00096,2026-06-09 19:14:59Z,SHORT,UNKNOWN,Evening 16:00-19:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 02:25:00Z|2026-06-10 02:30:00Z|2026-06-10 02:35:00Z|4187.10,A3_ML_C01_G00097,2026-06-10 02:44:57Z,SHORT,UNKNOWN,Night 20:00-05:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 02:40:00Z|2026-06-10 02:45:00Z|2026-06-10 02:50:00Z|4187.10,A3_ML_C01_G00098,2026-06-10 02:59:57Z,SHORT,UNKNOWN,Night 20:00-05:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 03:50:00Z|2026-06-10 03:55:00Z|2026-06-10 04:00:00Z|4187.10,A3_ML_C01_G00099,2026-06-10 04:09:57Z,SHORT,UNKNOWN,Night 20:00-05:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 06:20:00Z|2026-06-10 06:25:00Z|2026-06-10 06:30:00Z|4210.21,A3_ML_C01_G00100,2026-06-10 06:39:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 06:20:00Z|2026-06-10 06:25:00Z|2026-06-10 06:30:00Z|4210.21,A3_ML_C01_G00101,2026-06-10 06:39:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 06:25:00Z|2026-06-10 06:30:00Z|2026-06-10 06:35:00Z|4210.21,A3_ML_C01_G00100,2026-06-10 06:44:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 06:25:00Z|2026-06-10 06:30:00Z|2026-06-10 06:35:00Z|4210.21,A3_ML_C01_G00101,2026-06-10 06:44:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 12:45:00Z|2026-06-10 12:50:00Z|2026-06-10 12:55:00Z|4153.31,A3_ML_C01_G00102,2026-06-10 13:00:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 12:45:00Z|2026-06-10 12:50:00Z|2026-06-10 12:55:00Z|4153.31,A3_ML_C01_G00103,2026-06-10 13:00:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 13:05:00Z|2026-06-10 13:10:00Z|2026-06-10 13:15:00Z|4153.31,A3_ML_C01_G00104,2026-06-10 13:20:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 13:05:00Z|2026-06-10 13:10:00Z|2026-06-10 13:15:00Z|4153.31,A3_ML_C01_G00105,2026-06-10 13:20:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 14:50:00Z|2026-06-10 14:55:00Z|2026-06-10 15:00:00Z|4132.67,A3_ML_C01_G00106,2026-06-10 15:09:59Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 14:55:00Z|2026-06-10 15:00:00Z|2026-06-10 15:05:00Z|4132.67,A3_ML_C01_G00106,2026-06-10 15:10:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 14:55:00Z|2026-06-10 15:00:00Z|2026-06-10 15:05:00Z|4132.67,A3_ML_C01_G00107,2026-06-10 15:10:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 15:10:00Z|2026-06-10 15:15:00Z|2026-06-10 15:20:00Z|4132.67,A3_ML_C01_G00108,2026-06-10 15:29:59Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 15:15:00Z|2026-06-10 15:20:00Z|2026-06-10 15:25:00Z|4132.67,A3_ML_C01_G00108,2026-06-10 15:30:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 15:15:00Z|2026-06-10 15:20:00Z|2026-06-10 15:25:00Z|4132.67,A3_ML_C01_G00109,2026-06-10 15:30:00Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 16:10:00Z|2026-06-10 16:15:00Z|2026-06-10 16:20:00Z|4132.67,A3_ML_C01_G00110,2026-06-10 16:29:59Z,SHORT,UNKNOWN,Evening 16:00-19:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-10 16:15:00Z|2026-06-10 16:20:00Z|2026-06-10 16:25:00Z|4132.67,A3_ML_C01_G00110,2026-06-10 16:30:00Z,SHORT,UNKNOWN,Evening 16:00-19:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-10 16:15:00Z|2026-06-10 16:20:00Z|2026-06-10 16:25:00Z|4132.67,A3_ML_C01_G00111,2026-06-10 16:30:00Z,SHORT,UNKNOWN,Evening 16:00-19:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 04:25:00Z|2026-06-11 04:30:00Z|2026-06-11 04:35:00Z|4078.39,A3_ML_C01_G00112,2026-06-11 04:44:57Z,LONG,UNKNOWN,Night 20:00-05:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 04:25:00Z|2026-06-11 04:30:00Z|2026-06-11 04:35:00Z|4078.39,A3_ML_C01_G00113,2026-06-11 04:44:58Z,LONG,UNKNOWN,Night 20:00-05:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 04:30:00Z|2026-06-11 04:35:00Z|2026-06-11 04:40:00Z|4078.39,A3_ML_C01_G00112,2026-06-11 04:49:58Z,LONG,UNKNOWN,Night 20:00-05:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 04:30:00Z|2026-06-11 04:35:00Z|2026-06-11 04:40:00Z|4078.39,A3_ML_C01_G00113,2026-06-11 04:49:58Z,LONG,UNKNOWN,Night 20:00-05:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 06:05:00Z|2026-06-11 06:10:00Z|2026-06-11 06:15:00Z|4085.69,A3_ML_C01_G00114,2026-06-11 06:24:57Z,LONG,UNKNOWN,Morning 06:00-11:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 06:05:00Z|2026-06-11 06:10:00Z|2026-06-11 06:15:00Z|4085.69,A3_ML_C01_G00115,2026-06-11 06:24:57Z,LONG,UNKNOWN,Morning 06:00-11:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 06:25:00Z|2026-06-11 06:30:00Z|2026-06-11 06:35:00Z|4085.69,A3_ML_C01_G00116,2026-06-11 06:44:57Z,LONG,UNKNOWN,Morning 06:00-11:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 06:25:00Z|2026-06-11 06:30:00Z|2026-06-11 06:35:00Z|4085.69,A3_ML_C01_G00117,2026-06-11 06:44:57Z,LONG,UNKNOWN,Morning 06:00-11:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-11 08:25:00Z|2026-06-11 08:30:00Z|2026-06-11 08:35:00Z|4098.79,A3_ML_C01_G00118,2026-06-11 08:44:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-11 08:25:00Z|2026-06-11 08:30:00Z|2026-06-11 08:35:00Z|4098.79,A3_ML_C01_G00119,2026-06-11 08:44:57Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 10:40:00Z|2026-06-11 10:45:00Z|2026-06-11 10:50:00Z|4088.70,A3_ML_C01_G00120,2026-06-11 10:59:56Z,LONG,UNKNOWN,Morning 06:00-11:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 10:40:00Z|2026-06-11 10:45:00Z|2026-06-11 10:50:00Z|4088.70,A3_ML_C01_G00121,2026-06-11 10:59:56Z,LONG,UNKNOWN,Morning 06:00-11:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|LONG|2026-06-11 10:45:00Z|2026-06-11 10:50:00Z|2026-06-11 10:55:00Z|4088.70,A3_ML_C01_G00120,2026-06-11 11:04:56Z,LONG,UNKNOWN,Morning 06:00-11:59,0.2722222222,account_direction:1025742|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|LONG|2026-06-11 10:45:00Z|2026-06-11 10:50:00Z|2026-06-11 10:55:00Z|4088.70,A3_ML_C01_G00121,2026-06-11 11:04:56Z,LONG,UNKNOWN,Morning 06:00-11:59,0.3360655738,account_direction:1033030|LONG,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-11 11:40:00Z|2026-06-11 11:45:00Z|2026-06-11 11:50:00Z|4086.33,A3_ML_C01_G00122,2026-06-11 11:59:56Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-11 11:40:00Z|2026-06-11 11:45:00Z|2026-06-11 11:50:00Z|4086.33,A3_ML_C01_G00123,2026-06-11 11:59:56Z,SHORT,UNKNOWN,Morning 06:00-11:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1025742,A1,XAUUSD,1025742|XAUUSD|breakout_retest|SHORT|2026-06-11 11:50:00Z|2026-06-11 11:55:00Z|2026-06-11 12:00:00Z|4086.33,A3_ML_C01_G00124,2026-06-11 12:09:56Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.2485380117,account_direction:1025742|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
a3_ml_exploratory_shadow_preview_v1,a3_m0_exploratory_rehearsal_xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066_21622d3f,xauusd_c02_multiacct_202606242335_g0a9823b0_c9221d066,1033030,A2,XAUUSD,1033030|XAUUSD|breakout_retest|SHORT|2026-06-11 11:50:00Z|2026-06-11 11:55:00Z|2026-06-11 12:00:00Z|4086.33,A3_ML_C01_G00125,2026-06-11 12:09:56Z,SHORT,UNKNOWN,Afternoon 12:00-15:59,0.3850574713,account_direction:1033030|SHORT,ABSTAIN,RESEARCH_ONLY_NOT_AUTHORIZED,EXPLORATORY_REHEARSAL_NOT_AUTHORIZED_FOR_DEMO,false
