name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024
current_r1_plus_r4_chop_daily_extreme_reclaim_v1_liquid,758,347,411,45.78,2.7157,2.2928,8404.6,2.6465,2.2344,8177.2,24.74,973.39,30.0,-928.81,13,-26.63,5495.95,6040.3,31.81,5,42,20,22,0,47.62,2024-11,-333.9,2026-01,2673.82,[],0,13,30.77,1.9575,0.87,-26.63,2603.05
