family_id,direction,segment,events,wins,win_rate_pct,stress_net_usd,stress_net_r,stress_profit_factor,average_stress_r,max_closed_drawdown_r,source_days,events_per_source_day,active_exit_months,positive_exit_month_share,top_five_winners_removed_net_r,top_ten_winners_removed_net_r,bootstrap_mean_stress_r_p025
macro_aligned_h1_trend_pullback_v1,LONG,train,269,90,33.45724907063197,-559.7363296265478,-63.810441146675224,0.6753096978512058,-0.23721353586124616,66.17809756137993,1166,0.2307032590051458,41,0.2682926829268293,-73.3305939062377,-82.67906612845991,-0.46966792375619326
macro_aligned_h1_trend_pullback_v1,LONG,validation,136,47,34.55882352941177,-97.69303031013405,-13.494304792474693,0.8627998585149674,-0.09922282935643155,45.189039735268025,584,0.2328767123287671,23,0.2608695652173913,-23.164850622679758,-32.69813898566598,
macro_aligned_h1_trend_pullback_v1,LONG,internal_test,131,55,41.98473282442748,119.57702960344682,18.870253889983772,1.2242644174491144,0.14404773961819672,13.35283070113378,584,0.2243150684931507,21,0.5238095238095238,9.213048623716361,-0.30742938020051014,
macro_aligned_h1_trend_pullback_v1,LONG,exam,142,47,33.098591549295776,-561.9564710576948,-13.244612404455173,0.8728484624603575,-0.09327191834123363,26.878803359937976,584,0.24315068493150685,22,0.4090909090909091,-23.14525834185366,-32.996522327990924,
macro_aligned_h1_trend_pullback_v1,SHORT,train,218,51,23.394495412844037,-760.1642749314116,-103.598499241147,0.44617852730266294,-0.4752224735832431,105.70527102288658,1166,0.18696397941680962,39,0.20512820512820512,-113.39675401150018,-122.88593693558293,-0.7433775512164753
macro_aligned_h1_trend_pullback_v1,SHORT,validation,104,36,34.61538461538461,-73.36321290487699,-6.756489294499987,0.9095077441319667,-0.064966243216346,35.49465027670597,584,0.1780821917808219,16,0.375,-16.39283400121893,-25.93805117587049,
macro_aligned_h1_trend_pullback_v1,SHORT,internal_test,155,44,28.387096774193548,-443.2730909372536,-46.071140147020316,0.6256544477084256,-0.2972331622388407,53.7186349705364,584,0.2654109589041096,22,0.22727272727272727,-55.59582575568805,-65.03035921892202,
macro_aligned_h1_trend_pullback_v1,SHORT,exam,104,34,32.69230769230769,164.39186048504013,-6.398990412960998,0.9124498115855496,-0.06152875397077883,26.63276839330894,584,0.1780821917808219,17,0.35294117647058826,-16.334722991686323,-26.256351583193908,
macro_aligned_h1_range_break_v1,LONG,train,135,59,43.7037037037037,-86.76643731791788,-10.300564809599427,0.8698609043939466,-0.07630048007110686,21.6184895441625,1166,0.11578044596912522,38,0.42105263157894735,-17.477355267714152,-24.42497130654143,-0.26616843453573297
macro_aligned_h1_range_break_v1,LONG,validation,73,30,41.0958904109589,-90.83834091323939,-7.189230823092407,0.8458477184232169,-0.09848261401496448,18.105653630815283,584,0.125,22,0.36363636363636365,-14.449678387987383,-21.514305630099994,
macro_aligned_h1_range_break_v1,LONG,internal_test,65,25,38.46153846153846,-147.89902898352352,-10.647284175041678,0.7566047918273741,-0.16380437192371816,14.45560379848696,584,0.1113013698630137,20,0.45,-17.85989217501505,-24.946774890999425,
macro_aligned_h1_range_break_v1,LONG,exam,89,38,42.69662921348315,-11.476269656998753,-2.6601177713273136,0.9502353791510839,-0.029888963722778796,9.763893114598224,584,0.1523972602739726,22,0.5909090909090909,-10.085133202895015,-17.451087860681728,
macro_aligned_h1_range_break_v1,SHORT,train,111,35,31.53153153153153,-327.07902486393033,-39.64183848891041,0.47691023590896575,-0.3571336800802741,39.641838488910416,1166,0.09519725557461406,38,0.3157894736842105,-46.70454780810216,-53.58552831455743,-0.5598911562461749
macro_aligned_h1_range_break_v1,SHORT,validation,44,20,45.45454545454545,31.7333411059552,1.5320051106019505,1.0593969296396613,0.0348182979682261,5.332869489647418,584,0.07534246575342465,17,0.4117647058823529,-5.68105736969369,-12.771805869537792,
macro_aligned_h1_range_break_v1,SHORT,internal_test,77,26,33.76623376623377,-295.3945708596285,-20.609943286840238,0.618053478182362,-0.26766160112779525,22.419286554037633,584,0.13184931506849315,21,0.23809523809523808,-27.73123251667872,-34.67062830963884,
macro_aligned_h1_range_break_v1,SHORT,exam,44,14,31.818181818181817,-115.2255102289771,-11.378083543638553,0.6351401131893271,-0.25859280780996713,20.231611950934667,584,0.07534246575342465,17,0.29411764705882354,-18.804509715513596,-26.10972004175263,
macro_shock_h1_continuation_v1,LONG,train,82,41,50.0,43.19808476817482,2.2523834345965508,1.0535182098374656,0.02746809066581159,9.747966490681213,1166,0.07032590051457976,25,0.52,-4.993847860533811,-11.963260874148862,-0.2804163432188041
macro_shock_h1_continuation_v1,LONG,validation,51,18,35.294117647058826,-85.62964688207354,-11.65055804434171,0.6725165450624553,-0.22844231459493544,15.80764332323613,584,0.08732876712328767,18,0.2777777777777778,-18.80669732567199,-25.83941153820944,
macro_shock_h1_continuation_v1,LONG,internal_test,99,35,35.35353535353536,-233.14540586639822,-25.937901798112403,0.632883547644728,-0.2619990080617415,29.09925028054901,584,0.1695205479452055,19,0.42105263157894735,-33.121150634223525,-40.12252281543145,
macro_shock_h1_continuation_v1,LONG,exam,77,29,37.66233766233766,-360.0245219855306,-13.628892901449099,0.7452251302909844,-0.17699860910972856,13.628892901449102,584,0.13184931506849315,18,0.3888888888888889,-20.984305527120167,-28.244346560902727,
