timestamp_broker,m5_bar_time,time_bucket,candidate,family,symbol,direction,normalized_direction,legacy_shadow_action,legacy_shadow_reason,proposed_v2_shadow_action,proposed_v2_shadow_reason,trend_veto_action,trend_veto_reason,fixed_shadow_action,fixed_shadow_reason,entry_price,stop_loss,take_profit,stop_distance_points,spread_points,resolution_status,resolution_source,matched_position_ticket,actual_state,actual_profit_aed,actual_exit_time,actual_exit_price,replay_model,replay_entry_time,replay_entry_price,replay_synthetic_stop_loss,replay_synthetic_take_profit,replay_signal_risk_points,replay_spread_points,replay_bars_scanned,replay_exit_time,replay_exit_price,gross_outcome_r,estimated_cost_r,cost_source,net_outcome_r,v1_resolution_status,v1_resolution_source,v1_replay_bars_scanned,v1_replay_exit_time,v1_replay_exit_price,v1_gross_outcome_r,v1_estimated_cost_r,v1_cost_source,v1_net_outcome_r,_source_file
2026.06.12 09:30:47,2026.06.12 09:30:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,SHORT,SELL,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,4218.76,4226.20,4207.60,743.89,50.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 09:35:47,2026.06.12 09:35:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,KEEP,KEEP_TREND_NOT_OPPOSED,KEEP,KEEP_TREND_NOT_OPPOSED,4225.69,4218.59,4236.34,709.86,50.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 09:50:47,2026.06.12 09:50:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,SHORT,SELL,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,4222.70,4228.31,4214.29,560.81,50.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 09:55:47,2026.06.12 09:55:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,SHORT,SELL,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,4223.20,4228.39,4215.42,518.98,50.00,BROKER_CLOSED_LOSS,broker_trade_join,4016629,CLOSED,-19.44,2026-06-12 10:02:37,4180.43,,,,,,,,,,,,,,,,,,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 10:05:47,2026.06.12 10:05:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,SHORT,SELL,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,4221.31,4225.84,4214.51,453.48,50.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 10:10:47,2026.06.12 10:10:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,KEEP,KEEP_TREND_NOT_OPPOSED,KEEP,KEEP_TREND_NOT_OPPOSED,4224.45,4218.17,4233.87,628.21,50.00,BROKER_CLOSED_LOSS,broker_trade_join,4017369,CLOSED,-39.90,2026-06-12 11:33:00,4171.14,,,,,,,,,,,,,,,,,,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 10:15:47,2026.06.12 10:15:00,Afternoon 12:00-15:59,round_number_retest_v0,round,XAUUSD,SHORT,SELL,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,BLOCK,BLOCK_XAUUSD_SHORT_UPTREND_M15_H1,4220.06,4226.00,4211.14,594.39,50.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_round_number_retest_v0_xauusd.csv
2026.06.12 08:40:00,2026.06.12 08:40:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,EURUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15788,1.15746,1.15851,42.32,7.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:45:00,1.158055,1.157055,1.159555,100.000000,7.000000,7,,,,,signal_spread_fallback,,REPLAY_SL,m5_bar_replay_plan_v1_adverse_first,5,2026-06-12 09:05:00,1.15746,-1.000000,0.165406,signal_spread_fallback,-1.165406,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_eurusd.csv
2026.06.12 09:00:04,2026.06.12 09:00:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,EURUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15798,1.15760,1.15854,37.51,7.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 09:05:00,1.157555,1.156555,1.159055,100.000000,7.000000,3,,,,,signal_spread_fallback,,REPLAY_SL,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 09:05:00,1.1576,-1.000000,0.186617,signal_spread_fallback,-1.186617,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_eurusd.csv
2026.06.12 09:20:00,2026.06.12 09:20:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,EURUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15776,1.15744,1.15824,31.91,7.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_eurusd.csv
2026.06.12 09:30:00,2026.06.12 09:30:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,GBPUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34211,1.34154,1.34296,56.59,13.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_gbpusd.csv
2026.06.12 10:00:00,2026.06.12 10:00:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,GBPUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34190,1.34142,1.34263,48.41,13.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_gbpusd.csv
2026.06.12 10:05:00,2026.06.12 10:05:00,Afternoon 12:00-15:59,session_extreme_retest_v0,session,GBPUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_SESSION_EXTREME_RETEST,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34219,1.34177,1.34282,42.23,13.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_gbpusd.csv
2026.06.12 08:40:00,2026.06.12 08:40:00,Afternoon 12:00-15:59,session_extreme_retest_v0_repair_v1,session,EURUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15788,1.15746,1.15851,42.32,7.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:45:00,1.158055,1.157055,1.159555,100.000000,7.000000,7,,,,,signal_spread_fallback,,REPLAY_SL,m5_bar_replay_plan_v1_adverse_first,5,2026-06-12 09:05:00,1.15746,-1.000000,0.165406,signal_spread_fallback,-1.165406,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_repair_v1_eurusd.csv
2026.06.12 09:00:04,2026.06.12 09:00:00,Afternoon 12:00-15:59,session_extreme_retest_v0_repair_v1,session,EURUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15798,1.15760,1.15854,37.51,7.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 09:05:00,1.157555,1.156555,1.159055,100.000000,7.000000,3,,,,,signal_spread_fallback,,REPLAY_SL,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 09:05:00,1.1576,-1.000000,0.186617,signal_spread_fallback,-1.186617,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_repair_v1_eurusd.csv
2026.06.12 09:20:00,2026.06.12 09:20:00,Afternoon 12:00-15:59,session_extreme_retest_v0_repair_v1,session,EURUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15776,1.15744,1.15824,31.91,7.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_session_extreme_retest_v0_repair_v1_eurusd.csv
2026.06.12 09:15:00,2026.06.12 09:15:00,Afternoon 12:00-15:59,swing_breakout_retest_v0,breakout,EURUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15769,1.15727,1.15832,42.06,7.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,REPLAY_TP,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 09:20:00,1.15832,1.500000,0.166429,signal_spread_fallback,1.333571,trend_guarded_fix_observer_v2_signal_log_swing_breakout_retest_v0_eurusd.csv
2026.06.12 09:40:00,2026.06.12 09:40:00,Afternoon 12:00-15:59,swing_breakout_retest_v0,breakout,EURUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.15888,1.15837,1.15965,51.49,7.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_swing_breakout_retest_v0_eurusd.csv
2026.06.12 08:35:00,2026.06.12 08:35:00,Afternoon 12:00-15:59,swing_breakout_retest_v0,breakout,GBPUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34146,1.34056,1.34281,90.29,13.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:40:00,1.341605,1.340560,1.343172,104.500000,13.000000,8,,,,,signal_spread_fallback,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,9,,,,,,,trend_guarded_fix_observer_v2_signal_log_swing_breakout_retest_v0_gbpusd.csv
2026.06.12 08:40:00,2026.06.12 08:40:00,Afternoon 12:00-15:59,swing_breakout_retest_v0,breakout,GBPUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34137,1.34061,1.34252,76.49,13.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:45:00,1.341685,1.340610,1.343297,107.500000,13.000000,7,,,,,signal_spread_fallback,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,8,,,,,,,trend_guarded_fix_observer_v2_signal_log_swing_breakout_retest_v0_gbpusd.csv
2026.06.12 10:05:00,2026.06.12 10:05:00,Afternoon 12:00-15:59,swing_breakout_retest_v0,breakout,GBPUSD,LONG,BUY,,,KEEP,KEEP,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34219,1.34177,1.34282,42.23,13.00,UNRESOLVED_REPLAY_NO_EXECUTOR_ENTRY_BAR,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,,,,,,,0,,,,,,,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_plan_v1_adverse_first,0,,,,,,,trend_guarded_fix_observer_v2_signal_log_swing_breakout_retest_v0_gbpusd.csv
2026.06.12 08:15:03,2026.06.12 08:15:00,Afternoon 12:00-15:59,symbol_normalized_round_retest_v0,round,GBPUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34029,1.33980,1.34102,48.96,13.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:20:00,1.341535,1.339800,1.344137,173.500000,13.000000,12,,,,,signal_spread_fallback,,REPLAY_TP,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 08:20:00,1.34102,1.489796,0.265523,signal_spread_fallback,1.224273,trend_guarded_fix_observer_v2_signal_log_symbol_normalized_round_retest_v0_gbpusd.csv
2026.06.12 08:20:00,2026.06.12 08:20:00,Afternoon 12:00-15:59,symbol_normalized_round_retest_v0,round,GBPUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,KEEP,NON_XAU_NOT_TREND_GUARDED,KEEP,NON_XAU_NOT_TREND_GUARDED,1.34014,1.33972,1.34077,41.84,13.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:25:00,1.341455,1.339720,1.344058,173.500000,13.000000,11,,,,,signal_spread_fallback,,REPLAY_TP,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 08:25:00,1.34077,1.500000,0.310707,signal_spread_fallback,1.189293,trend_guarded_fix_observer_v2_signal_log_symbol_normalized_round_retest_v0_gbpusd.csv
2026.06.12 08:00:46,2026.06.12 08:00:00,Morning 06:00-11:59,symbol_normalized_round_retest_v0,round,XAUUSD,LONG,BUY,,,BLOCK,BLOCK_WEAK_EA_ROUND_RETEST_CLONE_FAMILY,KEEP,KEEP_TREND_NOT_OPPOSED,KEEP,KEEP_TREND_NOT_OPPOSED,4178.15,4173.13,4185.69,502.35,50.00,UNRESOLVED_REPLAY_NO_SL_TP_HIT,m5_bar_replay_executor_v2_adverse_first,,,,,,executor_v2,2026-06-12 08:05:00,4198.175000,4173.130000,4235.742500,2504.500000,75.000000,15,,,,,measured_p95_spread_table,,REPLAY_TP,m5_bar_replay_plan_v1_adverse_first,1,2026-06-12 08:05:00,4185.69,1.501992,0.149298,measured_p95_spread_table,1.352694,trend_guarded_fix_observer_v2_signal_log_symbol_normalized_round_retest_v0_xauusd.csv
