variant,trades,wins,losses,wr,wl,pf,net,stress_030_pf,stress_030_wl,stress_030_net,positive_week_pct,worst_week,net_2023_2024,positive_year_buckets,top10_removed_net,top3_days_removed_net,best_day_share_pct,true_pass,watchlist_pass,check_wr_ge_50,check_wr_ge_45_watchlist,check_wl_ge_1p90,check_trades_ge_100,check_pf_ge_1p20,check_stress_pf_ge_1p15,check_stress_net_gt_0,check_y2023_2024_net_ge_0,check_positive_year_buckets_ge_3,check_top10_removed_net_gt_0,check_top3_days_removed_net_gt_0
short_htf_resistance_sweep_reclaim_rr2,299,88,211,29.43,2.0257,0.8449,-255.11,0.7981,1.9136,-344.81,41.0,-76.28,-271.34,3,-635.83,-405.5,,False,False,False,False,True,True,False,False,False,False,True,False,False
