candidate_id,campaign_id,family_id,direction,decision_time_utc,entry_time_utc,model_score,stress_net_r
CFTC_POSITIONING_V1:1581404400000:COT_PRODUCER_CONFIRM:SHORT,CFTC_POSITIONING_V1,COT_PRODUCER_CONFIRM,SHORT,2020-02-11T07:00:00.000Z,2020-02-11T07:00:00.000Z,1.04828470877861,-1.1
CFTC_POSITIONING_V1:1581404400000:COT_TREND_CONFIRM:SHORT,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,SHORT,2020-02-11T07:00:00.000Z,2020-02-11T07:00:00.000Z,1.0254852128768528,-1.1
CFTC_POSITIONING_V1:1582045200000:COT_TREND_CONFIRM:LONG,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,LONG,2020-02-18T17:00:00.000Z,2020-02-18T17:00:00.000Z,0.3511020984620547,-1.1
CFTC_POSITIONING_V1:1582527600000:COT_TREND_CONFIRM:LONG,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,LONG,2020-02-24T07:00:00.000Z,2020-02-24T07:00:00.000Z,1.0953546972419843,1.3999999999999602
CFTC_POSITIONING_V1:1582635600000:COT_TREND_CONFIRM:LONG,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,LONG,2020-02-25T13:00:00.000Z,2020-02-25T13:00:00.000Z,-0.972016253655515,1.4000000000000279
MACRO_REPRICING_V1:1582700400000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-02-26T07:00:00.000Z,2020-02-26T07:00:00.000Z,0.11079103627253842,-1.1
MACRO_REPRICING_V1:1582722000000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-02-26T13:00:00.000Z,2020-02-26T13:00:00.000Z,-0.41720503257108343,1.4
MACRO_REPRICING_V1:1582786800000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-02-27T07:00:00.000Z,2020-02-27T07:00:00.000Z,0.10806137791918792,1.4
MACRO_REPRICING_V1:1582808400000:INFLATION_REPRICING:SHORT,MACRO_REPRICING_V1,INFLATION_REPRICING,SHORT,2020-02-27T13:00:00.000Z,2020-02-27T13:00:00.000Z,-0.4167940356669083,1.4
CFTC_POSITIONING_V1:1583132400000:COT_TREND_CONFIRM:SHORT,CFTC_POSITIONING_V1,COT_TREND_CONFIRM,SHORT,2020-03-02T07:00:00.000Z,2020-03-02T07:00:00.000Z,-0.3528285198323142,1.4000000000000292
