time_utc,event,trade_id,source,direction,decision,equity_usd,active_trades,active_gross_lots
2021-07-27T07:00:00Z,ENTRY,T00564,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-07-27T09:00:00Z,ENTRY,T00565,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-07-28T12:00:00Z,ENTRY,T00566,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-07-28T14:00:00Z,ENTRY,T00567,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-07-28T18:00:00Z,ENTRY,T00568,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-09T09:00:00Z,ENTRY,T00569,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-09T11:00:00Z,ENTRY,T00570,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-09T13:00:00Z,ENTRY,T00571,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-09T15:00:00Z,ENTRY,T00572,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T05:00:00Z,ENTRY,T00573,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T06:00:00Z,ENTRY,T00574,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T13:00:00Z,ENTRY,T00575,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T14:00:00Z,ENTRY,T00576,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T17:00:00Z,ENTRY,T00577,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-10T19:00:00Z,ENTRY,T00578,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-08-11T00:00:00Z,ENTRY,T00579,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-03T16:00:00Z,ENTRY,T00580,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-20T01:00:00Z,ENTRY,T00581,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-20T02:00:00Z,ENTRY,T00582,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-20T04:00:00Z,ENTRY,T00583,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-24T12:00:00Z,ENTRY,T00584,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-24T13:00:00Z,ENTRY,T00585,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-26T23:00:00Z,ENTRY,T00586,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-27T10:00:00Z,ENTRY,T00587,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-27T15:00:00Z,ENTRY,T00588,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-27T19:00:00Z,ENTRY,T00589,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T01:00:00Z,ENTRY,T00590,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T04:00:00Z,ENTRY,T00591,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T06:00:00Z,ENTRY,T00592,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T07:00:00Z,ENTRY,T00593,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T18:00:00Z,ENTRY,T00594,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-28T20:00:00Z,ENTRY,T00595,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-29T15:00:00Z,ENTRY,T00596,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-29T17:00:00Z,ENTRY,T00597,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-30T07:00:00Z,ENTRY,T00598,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-30T10:00:00Z,ENTRY,T00599,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-09-30T11:00:00Z,ENTRY,T00600,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-10-12T01:00:00Z,ENTRY,T00601,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-11-08T04:00:00Z,ENTRY,T00602,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-11-08T16:00:00Z,ENTRY,T00603,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-11-09T16:00:00Z,ENTRY,T00604,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-11-09T20:00:00Z,ENTRY,T00605,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-11-10T16:00:00Z,ENTRY,T00606,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-09T12:00:00Z,ENTRY,T00607,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-09T16:00:00Z,ENTRY,T00608,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-10T05:00:00Z,ENTRY,T00609,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-15T15:00:00Z,ENTRY,T00610,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-15T17:00:00Z,ENTRY,T00611,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2021-12-31T16:00:00Z,ENTRY,T00612,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-01-19T16:00:00Z,ENTRY,T00613,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-01-19T20:00:00Z,ENTRY,T00614,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-01-25T16:00:00Z,ENTRY,T00615,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-02-10T16:00:00Z,ENTRY,T00616,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-02-11T20:00:00Z,ENTRY,T00617,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-02-15T04:00:00Z,ENTRY,T00618,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-04-18T08:00:00Z,ENTRY,T00619,r1_box_clean_strict_uptrend,LONG,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-04T02:00:00Z,ENTRY,T00620,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-04T18:00:00Z,ENTRY,T00621,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-09T15:00:00Z,ENTRY,T00622,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-09T18:00:00Z,ENTRY,T00623,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-09T19:00:00Z,ENTRY,T00624,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-10T10:00:00Z,ENTRY,T00625,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-10T14:00:00Z,ENTRY,T00626,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-10T15:00:00Z,ENTRY,T00627,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-10T16:00:00Z,ENTRY,T00628,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-12T09:00:00Z,ENTRY,T00629,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-12T12:00:00Z,ENTRY,T00630,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-12T14:00:00Z,ENTRY,T00631,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-12T16:00:00Z,ENTRY,T00632,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-12T17:00:00Z,ENTRY,T00633,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-13T07:00:00Z,ENTRY,T00634,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-13T12:00:00Z,ENTRY,T00635,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-15T23:00:00Z,ENTRY,T00636,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-16T05:00:00Z,ENTRY,T00637,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-16T12:00:00Z,ENTRY,T00638,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-18T04:00:00Z,ENTRY,T00639,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-18T12:00:00Z,ENTRY,T00640,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-05-19T06:00:00Z,ENTRY,T00641,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-07T06:00:00Z,ENTRY,T00642,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-21T16:00:00Z,ENTRY,T00643,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-21T18:00:00Z,ENTRY,T00644,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-21T19:00:00Z,ENTRY,T00645,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-22T09:00:00Z,ENTRY,T00646,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-24T09:00:00Z,ENTRY,T00647,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-24T11:00:00Z,ENTRY,T00648,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-24T13:00:00Z,ENTRY,T00649,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-24T17:00:00Z,ENTRY,T00650,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-28T05:00:00Z,ENTRY,T00651,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-28T10:00:00Z,ENTRY,T00652,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-28T11:00:00Z,ENTRY,T00653,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-28T13:00:00Z,ENTRY,T00654,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-29T03:00:00Z,ENTRY,T00655,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-29T07:00:00Z,ENTRY,T00656,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-29T17:00:00Z,ENTRY,T00657,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T04:00:00Z,ENTRY,T00658,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T06:00:00Z,ENTRY,T00659,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T11:00:00Z,ENTRY,T00660,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T12:00:00Z,ENTRY,T00661,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T15:00:00Z,ENTRY,T00662,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T17:00:00Z,ENTRY,T00663,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-06-30T19:00:00Z,ENTRY,T00664,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-01T17:00:00Z,ENTRY,T00665,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-05T09:00:00Z,ENTRY,T00666,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-06T10:00:00Z,ENTRY,T00667,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-06T11:00:00Z,ENTRY,T00668,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T05:00:00Z,ENTRY,T00669,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T07:00:00Z,ENTRY,T00670,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T13:00:00Z,ENTRY,T00671,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T15:00:00Z,ENTRY,T00672,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T16:00:00Z,ENTRY,T00673,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-07T18:00:00Z,ENTRY,T00674,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T06:00:00Z,ENTRY,T00675,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T07:00:00Z,ENTRY,T00676,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T08:00:00Z,ENTRY,T00677,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T10:00:00Z,ENTRY,T00678,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T16:00:00Z,ENTRY,T00679,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T17:00:00Z,ENTRY,T00680,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-11T20:00:00Z,ENTRY,T00681,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-12T04:00:00Z,ENTRY,T00682,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-12T05:00:00Z,ENTRY,T00683,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-12T13:00:00Z,ENTRY,T00684,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-12T17:00:00Z,ENTRY,T00685,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-14T05:00:00Z,ENTRY,T00686,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-14T07:00:00Z,ENTRY,T00687,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-15T04:00:00Z,ENTRY,T00688,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-15T12:00:00Z,ENTRY,T00689,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-15T14:00:00Z,ENTRY,T00690,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-18T18:00:00Z,ENTRY,T00691,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-18T19:00:00Z,ENTRY,T00692,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T00:00:00Z,ENTRY,T00693,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T02:00:00Z,ENTRY,T00694,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T06:00:00Z,ENTRY,T00695,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T11:00:00Z,ENTRY,T00696,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T17:00:00Z,ENTRY,T00697,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-20T18:00:00Z,ENTRY,T00698,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-27T02:00:00Z,ENTRY,T00699,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-07-27T03:00:00Z,ENTRY,T00700,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-22T04:00:00Z,ENTRY,T00701,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-22T05:00:00Z,ENTRY,T00702,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-22T06:00:00Z,ENTRY,T00703,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-22T17:00:00Z,ENTRY,T00704,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-22T20:00:00Z,ENTRY,T00705,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-30T07:00:00Z,ENTRY,T00706,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-30T15:00:00Z,ENTRY,T00707,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-30T17:00:00Z,ENTRY,T00708,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T07:00:00Z,ENTRY,T00709,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T09:00:00Z,ENTRY,T00710,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T10:00:00Z,ENTRY,T00711,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T16:00:00Z,ENTRY,T00712,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T17:00:00Z,ENTRY,T00713,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T18:00:00Z,ENTRY,T00714,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-08-31T19:00:00Z,ENTRY,T00715,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-01T15:00:00Z,ENTRY,T00716,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-07T03:00:00Z,ENTRY,T00717,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T11:00:00Z,ENTRY,T00718,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T12:00:00Z,ENTRY,T00719,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T14:00:00Z,ENTRY,T00720,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T16:00:00Z,ENTRY,T00721,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T17:00:00Z,ENTRY,T00722,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T18:00:00Z,ENTRY,T00723,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-14T19:00:00Z,ENTRY,T00724,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-16T13:00:00Z,ENTRY,T00725,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-19T06:00:00Z,ENTRY,T00726,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-20T09:00:00Z,ENTRY,T00727,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-21T01:00:00Z,ENTRY,T00728,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-21T04:00:00Z,ENTRY,T00729,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-21T05:00:00Z,ENTRY,T00730,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-21T17:00:00Z,ENTRY,T00731,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-26T04:00:00Z,ENTRY,T00732,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-26T10:00:00Z,ENTRY,T00733,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-09-26T16:00:00Z,ENTRY,T00734,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-17T03:00:00Z,ENTRY,T00735,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-17T07:00:00Z,ENTRY,T00736,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-17T20:00:00Z,ENTRY,T00737,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-18T03:00:00Z,ENTRY,T00738,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-18T14:00:00Z,ENTRY,T00739,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-19T03:00:00Z,ENTRY,T00740,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-19T05:00:00Z,ENTRY,T00741,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-19T07:00:00Z,ENTRY,T00742,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-20T07:00:00Z,ENTRY,T00743,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-20T09:00:00Z,ENTRY,T00744,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-21T09:00:00Z,ENTRY,T00745,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-21T12:00:00Z,ENTRY,T00746,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-31T05:00:00Z,ENTRY,T00747,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-31T07:00:00Z,ENTRY,T00748,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
2022-10-31T08:00:00Z,ENTRY,T00749,r2_pullback_short_h1_confirm,SHORT,EMERGENCY_DRAWDOWN_HALT,832.67,0,0
