family_id,trades,baseline_profit_factor,baseline_average_r,baseline_net_r,stress_profit_factor,average_stress_r,stress_net_r
RANGE_FADE,31,0.9633480509689907,-0.021195184841083847,-0.6570507300735993,0.8105060765050186,-0.12119518484108388,-3.7570507300736002
SHOCK_CONTINUATION,3675,0.6313375254539513,-0.24771709001646441,-910.3603058105067,0.5308740149115125,-0.3477170900164645,-1277.860305810507
SHOCK_REVERSAL,3675,0.6953726083617379,-0.1965360380731676,-722.2699399188909,0.5834265835385937,-0.29653603807316764,-1089.7699399188912
TREND_BREAKOUT,336,0.6225083486836113,-0.2562118253134976,-86.0871733053352,0.524017988736943,-0.3562118253134977,-119.68717330533522
TREND_PULLBACK,1401,0.6467190971598538,-0.23132604130540327,-324.08778386886996,0.5418811615257243,-0.33132604130540333,-464.18778386887004
