name,signals,wins,losses,wr,wl,pf,net,stress_030_wl,stress_030_pf,stress_030_net,active_weekday_pct,max_closed_dd,positive_week_pct,worst_week,q2_signals,q2_net,top10_removed_net,top3_days_removed_net,best_month_share_pct,positive_year_buckets,closing_months,positive_months,negative_months,flat_months,positive_month_pct,worst_month,worst_month_net,best_month,best_month_net,dropped_data,dropped_signals,recent3_signals,recent3_wr,recent3_wl,recent3_pf,recent3_net,net_2023_2024
r4_chop_failed_break_v1_sweep_reclaim,1610,515,1095,31.99,2.0965,0.986,-93.48,1.9516,0.9179,-576.48,43.82,313.39,29.52,-129.56,135,98.84,-553.91,-358.25,,2,43,15,28,0,34.88,2024-07,-73.89,2026-05,153.76,[],0,135,32.59,2.2598,1.0927,98.84,-144.52
