entry_time,exit_time,candidate,family,status,symbol,direction,volume,state,profit_aed,position_ticket,duplicate_key,duplicate_role,is_duplicate,time_bucket,impulse_status,impulse_closed_bar_utc,ret12_atr,atr14_m5,impulse_alignment,impulse_bucket,lt_neg_1_0_shadow_action,lt_neg_1_5_shadow_action,lt_neg_2_0_shadow_action
2026-06-13 00:15:01,2026-06-13 00:56:13,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,16.41,4056901,2026-06-13 00:15|XAUUSD|BUY|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-13 00:15:01,2026-06-13 00:56:13,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,BUY,0.01,CLOSED,16.41,4056902,2026-06-13 00:15|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-13 00:10:01,2026-06-13 00:22:13,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,BUY,0.01,CLOSED,16.52,4056791,2026-06-13 00:10|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-13 00:10:01,2026-06-13 00:22:13,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,16.52,4056792,2026-06-13 00:10|XAUUSD|BUY|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-13 00:05:01,,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,BUY,0.01,OPEN,26.43,4056590,2026-06-13 00:05|XAUUSD|BUY|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-13 00:05:01,,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,BUY,0.01,OPEN,26.43,4056591,2026-06-13 00:05|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-12 23:45:01,,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,EURUSD,SELL,0.05,OPEN,4.59,4056047,2026-06-12 23:45|EURUSD|SELL|0.05,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,-1.0042,0.0002,1.0042,mild_with_0_5_to_1_5,KEEP,KEEP,KEEP
2026-06-12 23:45:01,,breakout_retest,breakout_retest_family,ACCEPTED,EURUSD,SELL,0.05,OPEN,4.59,4056048,2026-06-12 23:45|EURUSD|SELL|0.05,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,-1.0042,0.0002,1.0042,mild_with_0_5_to_1_5,KEEP,KEEP,KEEP
2026-06-12 23:20:01,2026-06-12 23:25:07,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,16.82,4055510,2026-06-12 23:20|XAUUSD|SELL|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 23:20:01,2026-06-12 23:25:07,breakout_retest,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,16.82,4055511,2026-06-12 23:20|XAUUSD|SELL|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 23:15:01,2026-06-12 23:25:07,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,24.31,4055462,2026-06-12 23:15|XAUUSD|SELL|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 23:15:01,2026-06-12 23:25:07,breakout_retest,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,24.45,4055463,2026-06-12 23:15|XAUUSD|SELL|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 23:10:01,2026-06-12 23:25:07,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,25.59,4055415,2026-06-12 23:10|XAUUSD|SELL|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 23:10:01,2026-06-12 23:25:07,breakout_retest,breakout_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,25.59,4055416,2026-06-12 23:10|XAUUSD|SELL|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,KEEP,KEEP,KEEP
2026-06-12 22:55:00,2026-06-12 23:53:27,session_extreme_retest_v0,session_extreme_family,PROVISIONAL,GBPUSD,BUY,0.05,CLOSED,-18.19,4055221,2026-06-12 22:55|GBPUSD|BUY|0.05,unique,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,-2.4186,0.0002,-2.4186,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:55:00,2026-06-12 23:24:46,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,SELL,0.01,CLOSED,38.70,4055222,2026-06-12 22:55|XAUUSD|SELL|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:55:00,2026-06-12 23:24:46,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,38.70,4055223,2026-06-12 22:55|XAUUSD|SELL|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:45:01,2026-06-12 23:53:24,session_extreme_retest_v0,session_extreme_family,PROVISIONAL,GBPUSD,BUY,0.05,CLOSED,-18.56,4055073,2026-06-12 22:45|GBPUSD|BUY|0.05,unique,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,-2.4186,0.0002,-2.4186,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:35:00,2026-06-12 22:48:45,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,-19.03,4054999,2026-06-12 22:35|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-12 22:35:00,2026-06-12 22:48:45,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,BUY,0.01,CLOSED,-19.03,4055000,2026-06-12 22:35|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-12 22:35:00,2026-06-12 22:48:45,breakout_retest,breakout_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,-19.03,4055001,2026-06-12 22:35|XAUUSD|BUY|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-12 22:35:00,2026-06-12 22:48:45,swing_breakout_retest_v0,breakout_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,-19.03,4055002,2026-06-12 22:35|XAUUSD|BUY|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
2026-06-12 22:30:00,2026-06-12 22:58:55,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,SELL,0.01,CLOSED,38.51,4054947,2026-06-12 22:30|XAUUSD|SELL|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:30:00,2026-06-12 22:58:55,round_number_retest_v0,round_retest_family,PROVISIONAL,XAUUSD,SELL,0.01,CLOSED,38.51,4054948,2026-06-12 22:30|XAUUSD|SELL|0.01,duplicate,true,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,-3.7768,hard_against_lt_-1_5,BLOCK,BLOCK,BLOCK
2026-06-12 22:20:00,2026-06-12 22:52:35,symbol_normalized_round_retest_v0,round_retest_family,ACCEPTED,XAUUSD,BUY,0.01,CLOSED,-33.32,4054792,2026-06-12 22:20|XAUUSD|BUY|0.01,kept,false,Night 20:00-05:59,RESOLVED,2026-06-12 20:50:00,3.7768,2.6821,3.7768,extended_with_gt_1_5,KEEP,KEEP,KEEP
