dedup_key,entry_minute,entry_date,entry_time,time_bucket,account,account_role,lane,symbol,direction,volume,selected_candidate,selected_family,selected_status,selected_position_ticket,selected_profit_aed,selected_outcome,group_size,duplicate_count,group_raw_profit_aed,candidate_members,family_members,has_round_family,has_breakout_core,has_p2weakness,actual_join_status,entry_price,sl,tp,magic,entry_comment,exit_comment,cost_join_status,cost_r,spread_points,stop_distance_points,result_r,is_breakout_core,is_round_family,is_evening_night,is_morning_afternoon,is_protected_breakout_cluster,is_mixed_family_group
2026-06-11 04:05|XAUUSD|SELL|0.01,2026-06-11 04:05,2026-06-11,2026-06-11 04:05:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3950069,-33.32,LOSS,2,1,-65.54,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4044.15,4052.90,4030.28,920301,P2DEMO_sn_round_XAUUSD,[sl 4052.90],COST_KNOWN,0.0829,75.00000,904.62000,-1.0026,false,true,true,false,false,false
2026-06-11 03:55|XAUUSD|BUY|0.01,2026-06-11 03:55,2026-06-11,2026-06-11 03:55:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3949050,-36.27,LOSS,2,1,-72.06,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4051.33,4041.65,4065.48,920301,P2DEMO_sn_round_XAUUSD,[sl 4041.65],COST_KNOWN,0.0525,50.00000,953.23000,-1.0354,false,true,true,false,false,false
2026-06-11 03:50|XAUUSD|SELL|0.01,2026-06-11 03:50,2026-06-11,2026-06-11 03:50:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3948722,-37.81,LOSS,2,1,-75.32,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4049.84,4060.73,4033.70,920301,P2DEMO_sn_round_XAUUSD,[sl 4060.73],COST_KNOWN,0.0694,75.00000,1081.41000,-0.9515,false,true,true,false,false,false
2026-06-11 03:30|XAUUSD|BUY|0.01,2026-06-11 03:30,2026-06-11,2026-06-11 03:30:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3948308,-43.29,LOSS,2,1,-87.38,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4061.94,4050.08,4079.92,920301,P2DEMO_sn_round_XAUUSD,[sl 4050.08],COST_KNOWN,0.0628,75.00000,1193.62000,-0.9869,false,true,true,false,false,false
2026-06-11 03:25|XAUUSD|BUY|0.01,2026-06-11 03:25,2026-06-11,2026-06-11 03:25:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3948168,100.77,WIN,2,1,201.76,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4044.14,4025.92,4071.59,920301,P2DEMO_sn_round_XAUUSD,[tp 4071.59],COST_KNOWN,0.0274,50.00000,1826.85000,1.5026,false,true,true,false,false,false
2026-06-11 03:20|XAUUSD|BUY|0.01,2026-06-11 03:20,2026-06-11,2026-06-11 03:20:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3948037,114.17,WIN,2,1,226.58,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4038.15,4019.58,4069.25,920301,P2DEMO_sn_round_XAUUSD,[tp 4069.25],COST_KNOWN,0.0252,50.00000,1986.70000,1.5654,false,true,true,false,false,false
2026-06-11 03:15|XAUUSD|SELL|0.01,2026-06-11 03:15,2026-06-11,2026-06-11 03:15:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3947920,-46.81,LOSS,2,1,-93.80,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4028.97,4042.12,4010.64,920301,P2DEMO_sn_round_XAUUSD,[sl 4042.12],COST_KNOWN,0.0596,75.00000,1259.20000,-1.0118,false,true,true,false,false,false
2026-06-11 03:10|XAUUSD|SELL|0.01,2026-06-11 03:10,2026-06-11,2026-06-11 03:10:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3947708,57.97,WIN,2,1,115.94,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4040.11,4050.60,4024.32,920301,P2DEMO_sn_round_XAUUSD,[tp 4024.32],COST_KNOWN,0.0476,50.00000,1051.21000,1.5021,false,true,true,false,false,false
2026-06-11 03:00|XAUUSD|SELL|0.01,2026-06-11 03:00,2026-06-11,2026-06-11 03:00:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3947511,74.46,WIN,2,1,148.66,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4046.65,4059.59,4026.37,920301,P2DEMO_sn_round_XAUUSD,[tp 4026.37],COST_KNOWN,0.0376,50.00000,1328.73000,1.5263,false,true,true,false,false,false
2026-06-11 02:40|XAUUSD|BUY|0.01,2026-06-11 02:40,2026-06-11,2026-06-11 02:40:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3947346,-39.50,LOSS,2,1,-79.29,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4065.85,4055.23,4081.94,920301,P2DEMO_sn_round_XAUUSD,[sl 4055.23],COST_KNOWN,0.0702,75.00000,1068.40000,-1.0062,false,true,true,false,false,false
2026-06-11 02:35|XAUUSD|BUY|0.01,2026-06-11 02:35,2026-06-11,2026-06-11 02:35:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3947303,52.14,WIN,2,1,104.75,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4050.87,4041.82,4065.07,920301,P2DEMO_sn_round_XAUUSD,[tp 4065.07],COST_KNOWN,0.0806,75.00000,930.14000,1.5267,false,true,true,false,false,false
2026-06-11 02:10|XAUUSD|SELL|0.01,2026-06-11 02:10,2026-06-11,2026-06-11 02:10:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3946992,-53.68,LOSS,2,1,-107.98,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4051.26,4065.23,4029.28,920301,P2DEMO_sn_round_XAUUSD,[sl 4065.23],COST_KNOWN,0.0348,50.00000,1437.71000,-1.0162,false,true,true,false,false,false
2026-06-11 00:50|XAUUSD|SELL|0.01,2026-06-11 00:50,2026-06-11,2026-06-11 00:50:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3946558,-18.90,LOSS,2,1,-37.80,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4067.15,4072.71,4058.78,920301,P2DEMO_sn_round_XAUUSD,[sl 4072.71],COST_KNOWN,0.1346,75.00000,557.36000,-0.9796,false,true,true,false,false,false
2026-06-11 00:40|XAUUSD|BUY|0.01,2026-06-11 00:40,2026-06-11,2026-06-11 00:40:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3946307,-16.09,LOSS,2,1,-32.18,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4076.20,4071.97,4082.89,920301,P2DEMO_sn_round_XAUUSD,[sl 4071.97],COST_KNOWN,0.1145,50.00000,436.59000,-1.0032,false,true,true,false,false,false
2026-06-11 00:30|XAUUSD|BUY|0.01,2026-06-11 00:30,2026-06-11,2026-06-11 00:30:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3946223,-16.68,LOSS,2,1,-33.69,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4077.94,4073.43,4084.77,920301,P2DEMO_sn_round_XAUUSD,[sl 4073.43],COST_KNOWN,0.1102,50.00000,453.61000,-1.0009,false,true,true,false,false,false
2026-06-11 00:20|XAUUSD|BUY|0.01,2026-06-11 00:20,2026-06-11,2026-06-11 00:20:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3945970,-16.50,LOSS,2,1,-33.00,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4074.33,4069.55,4081.50,920301,P2DEMO_sn_round_XAUUSD,[sl 4069.55],COST_KNOWN,0.1046,50.00000,478.14000,-0.9391,false,true,true,false,false,false
2026-06-11 00:15|XAUUSD|BUY|0.01,2026-06-11 00:15,2026-06-11,2026-06-11 00:15:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3945826,-33.95,LOSS,2,1,-68.71,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4072.41,4063.79,4085.78,920301,P2DEMO_sn_round_XAUUSD,[sl 4063.79],COST_KNOWN,0.0568,50.00000,879.63000,-0.9765,false,true,true,false,false,false
2026-06-11 00:00|XAUUSD|SELL|0.01,2026-06-11 00:00,2026-06-11,2026-06-11 00:00:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3945378,37.23,WIN,2,1,74.02,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4082.29,4088.90,4072.15,920301,P2DEMO_sn_round_XAUUSD,[tp 4072.15],COST_KNOWN,0.0746,50.00000,669.87000,1.5137,false,true,true,false,false,false
2026-06-10 23:55|XAUUSD|SELL|0.01,2026-06-10 23:55,2026-06-10,2026-06-10 23:55:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3945292,37.63,WIN,2,1,76.99,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4085.14,4093.99,4074.89,920301,P2DEMO_sn_round_XAUUSD,[tp 4074.89],COST_KNOWN,0.0654,50.00000,764.31000,1.3411,false,true,true,false,false,false
2026-06-10 23:00|XAUUSD|BUY|0.01,2026-06-10 23:00,2026-06-10,2026-06-10 23:00:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3944066,-29.13,LOSS,2,1,-57.90,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4102.09,4094.16,4114.73,920301,P2DEMO_sn_round_XAUUSD,[sl 4094.16],COST_KNOWN,0.0608,50.00000,822.84000,-0.9637,false,true,true,false,false,false
2026-06-10 22:45|XAUUSD|SELL|0.01,2026-06-10 22:45,2026-06-10,2026-06-10 22:45:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3943460,23.39,WIN,2,1,46.52,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4104.93,4109.21,4098.56,920301,P2DEMO_sn_round_XAUUSD,[tp 4098.56],COST_KNOWN,0.1173,50.00000,426.21000,1.4946,false,true,true,false,false,false
2026-06-10 22:40|XAUUSD|SELL|0.01,2026-06-10 22:40,2026-06-10,2026-06-10 22:40:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3943393,24.16,WIN,2,1,48.36,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4107.28,4111.70,4100.70,920301,P2DEMO_sn_round_XAUUSD,[tp 4100.70],COST_KNOWN,0.1136,50.00000,439.99000,1.4955,false,true,true,false,false,false
2026-06-10 22:10|XAUUSD|SELL|0.01,2026-06-10 22:10,2026-06-10,2026-06-10 22:10:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3942838,53.79,WIN,2,1,107.25,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4114.58,4124.00,4099.93,920301,P2DEMO_sn_round_XAUUSD,[tp 4099.93],COST_KNOWN,0.0519,50.00000,962.74000,1.5217,false,true,true,false,false,false
2026-06-10 22:05|XAUUSD|BUY|0.01,2026-06-10 22:05,2026-06-10,2026-06-10 22:05:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3942688,-19.91,LOSS,2,1,-38.68,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4120.60,4115.26,4128.06,920301,P2DEMO_sn_round_XAUUSD,[sl 4115.26],COST_KNOWN,0.0976,50.00000,512.12000,-1.0583,false,true,true,false,false,false
2026-06-10 21:35|XAUUSD|BUY|0.01,2026-06-10 21:35,2026-06-10,2026-06-10 21:35:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3941145,-26.27,LOSS,2,1,-51.84,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4111.44,4104.61,4121.84,920301,P2DEMO_sn_round_XAUUSD,[sl 4104.61],COST_KNOWN,0.0725,50.00000,689.33000,-1.0372,false,true,true,false,false,false
2026-06-10 21:15|XAUUSD|SELL|0.01,2026-06-10 21:15,2026-06-10,2026-06-10 21:15:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3940774,77.53,WIN,2,1,155.10,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4117.76,4131.87,4096.64,920301,P2DEMO_sn_round_XAUUSD,[tp 4096.64],COST_KNOWN,0.0355,50.00000,1409.38000,1.4985,false,true,true,false,false,false
2026-06-10 21:05|XAUUSD|BUY|0.01,2026-06-10 21:05,2026-06-10,2026-06-10 21:05:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3940452,-21.90,LOSS,2,1,-44.50,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4132.47,4126.54,4141.22,920301,P2DEMO_sn_round_XAUUSD,[sl 4126.54],COST_KNOWN,0.0851,50.00000,587.41000,-1.0146,false,true,true,false,false,false
2026-06-10 21:00|XAUUSD|BUY|0.01,2026-06-10 21:00,2026-06-10,2026-06-10 21:00:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3940314,35.03,WIN,2,1,69.69,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4122.46,4116.65,4132.00,920301,P2DEMO_sn_round_XAUUSD,[tp 4132.00],COST_KNOWN,0.0815,50.00000,613.86000,1.5541,false,true,true,false,false,false
2026-06-10 20:50|XAUUSD|SELL|0.01,2026-06-10 20:50,2026-06-10,2026-06-10 20:50:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3940156,-33.99,LOSS,2,1,-67.17,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4119.77,4129.04,4106.89,920301,P2DEMO_sn_round_XAUUSD,[sl 4129.04],COST_KNOWN,0.0847,75.00000,885.79000,-1.0443,false,true,true,false,false,false
2026-06-10 20:45|XAUUSD|SELL|0.01,2026-06-10 20:45,2026-06-10,2026-06-10 20:45:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3939993,-26.82,LOSS,2,1,-53.97,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4122.11,4129.27,4111.06,920301,P2DEMO_sn_round_XAUUSD,[sl 4129.27],COST_KNOWN,0.0686,50.00000,728.49000,-1.0021,false,true,true,false,false,false
2026-06-10 20:30|XAUUSD|SELL|0.01,2026-06-10 20:30,2026-06-10,2026-06-10 20:30:00,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,breakout_retest,breakout_core,ACCEPTED,3939701,-28.62,LOSS,4,3,-113.93,breakout_retest;round_number_retest_v0;swing_breakout_retest_v0;symbol_normalized_round_retest_v0,breakout_core;round_family,true,true,false,MATCHED,4127.49,4135.21,4115.84,920101,P2DEMO_br_XAUUSD,[sl 4135.21],COST_KNOWN,0.0645,50.00000,774.67000,-1.0056,true,false,true,false,true,true
2026-06-10 20:20|XAUUSD|BUY|0.01,2026-06-10 20:20,2026-06-10,2026-06-10 20:20:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3939486,-35.68,LOSS,2,1,-72.57,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4134.03,4124.54,4146.86,920301,P2DEMO_sn_round_XAUUSD,[sl 4124.54],COST_KNOWN,0.0560,50.00000,892.75000,-1.0877,false,true,true,false,false,false
2026-06-10 20:15|XAUUSD|SELL|0.01,2026-06-10 20:15,2026-06-10,2026-06-10 20:15:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3939393,44.57,WIN,2,1,89.36,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4129.00,4137.16,4116.86,920301,P2DEMO_sn_round_XAUUSD,[tp 4116.86],COST_KNOWN,0.0616,50.00000,811.71000,1.4956,false,true,true,false,false,false
2026-06-10 20:10|XAUUSD|BUY|0.01,2026-06-10 20:10,2026-06-10,2026-06-10 20:10:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3939266,-36.04,LOSS,2,1,-71.97,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4129.88,4120.00,4144.97,920301,P2DEMO_sn_round_XAUUSD,[sl 4120.00],COST_KNOWN,0.0501,50.00000,998.54000,-0.9824,false,true,true,false,false,false
2026-06-10 20:00|XAUUSD|BUY|0.01,2026-06-10 20:00,2026-06-10,2026-06-10 20:00:01,Night 20:00-05:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3939056,-76.50,LOSS,2,1,-152.16,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4130.07,4109.58,4160.23,920301,P2DEMO_sn_round_XAUUSD,[sl 4109.58],COST_KNOWN,0.0247,50.00000,2026.16000,-1.0276,false,true,true,false,false,false
2026-06-10 19:55|XAUUSD|BUY|0.01,2026-06-10 19:55,2026-06-10,2026-06-10 19:55:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3938887,-87.34,LOSS,2,1,-173.98,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4120.70,4096.86,4155.98,920301,P2DEMO_sn_round_XAUUSD,[sl 4096.86],COST_KNOWN,0.0211,50.00000,2364.96000,-1.0051,false,true,true,false,false,false
2026-06-10 19:40|XAUUSD|SELL|0.01,2026-06-10 19:40,2026-06-10,2026-06-10 19:40:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3938182,47.22,WIN,3,2,140.91,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4124.18,4132.78,4111.32,920301,P2DEMO_sn_round_XAUUSD,[tp 4111.32],COST_KNOWN,0.0582,50.00000,858.41000,1.4981,false,true,true,false,false,true
2026-06-10 19:30|XAUUSD|SELL|0.01,2026-06-10 19:30,2026-06-10,2026-06-10 19:30:00,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,breakout_retest,breakout_core,ACCEPTED,3937876,110.21,WIN,3,2,327.91,breakout_retest;p2weakness_br_v1;swing_breakout_retest_v0,breakout_core;p2weakness,false,true,true,MATCHED,4128.28,4147.49,4098.26,920101,P2DEMO_br_XAUUSD,[tp 4098.26],COST_KNOWN,0.0254,50.00000,1969.36000,1.5244,true,false,true,false,true,true
2026-06-10 19:10|XAUUSD|SELL|0.01,2026-06-10 19:10,2026-06-10,2026-06-10 19:10:00,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,breakout_retest,breakout_core,ACCEPTED,3937162,0.00,FLAT,5,4,0.00,breakout_retest;round_number_retest_v0;swing_breakout_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,breakout_core;repair;round_family,true,true,false,MATCHED,4126.16,4140.77,4104.74,920101,P2DEMO_br_XAUUSD,,COST_KNOWN,0.0347,50.00000,1441.24000,0.1853,true,false,true,false,true,true
2026-06-10 19:00|XAUUSD|SELL|0.01,2026-06-10 19:00,2026-06-10,2026-06-10 19:00:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3936867,-23.55,LOSS,3,2,-71.16,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4124.56,4130.74,4114.79,920301,P2DEMO_sn_round_XAUUSD,[sl 4130.74],COST_KNOWN,0.0784,50.00000,637.90000,-1.0049,false,true,true,false,false,true
2026-06-10 18:55|XAUUSD|SELL|0.01,2026-06-10 18:55,2026-06-10,2026-06-10 18:55:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3936417,0.00,FLAT,3,2,0.00,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4138.36,4152.59,4116.12,920301,P2DEMO_sn_round_XAUUSD,,COST_KNOWN,0.0343,50.00000,1458.50000,1.0195,false,true,true,false,false,true
2026-06-10 18:50|XAUUSD|SELL|0.01,2026-06-10 18:50,2026-06-10,2026-06-10 18:50:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3936314,70.93,WIN,5,4,347.24,round_number_retest_v0;session_extreme_retest_v0;session_extreme_retest_v0_repair_v1;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family;session_extreme,true,false,false,MATCHED,4139.61,4152.52,4120.29,920301,P2DEMO_sn_round_XAUUSD,[tp 4120.29],COST_KNOWN,0.0388,50.00000,1289.14000,1.4987,false,true,true,false,false,true
2026-06-10 18:45|XAUUSD|SELL|0.01,2026-06-10 18:45,2026-06-10,2026-06-10 18:45:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3936122,58.85,WIN,3,2,179.10,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4150.20,4160.91,4134.17,920301,P2DEMO_sn_round_XAUUSD,[tp 4134.17],COST_KNOWN,0.0467,50.00000,1069.52000,1.4988,false,true,true,false,false,true
2026-06-10 18:40|XAUUSD|SELL|0.01,2026-06-10 18:40,2026-06-10,2026-06-10 18:40:01,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3935988,50.04,WIN,3,2,150.57,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4157.27,4166.39,4143.64,920301,P2DEMO_sn_round_XAUUSD,[tp 4143.64],COST_KNOWN,0.0824,75.00000,910.21000,1.4975,false,true,true,false,false,true
2026-06-10 18:30|XAUUSD|SELL|0.01,2026-06-10 18:30,2026-06-10,2026-06-10 18:30:00,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3935679,62.64,WIN,5,4,310.02,round_number_retest_v0;session_extreme_retest_v0;session_extreme_retest_v0_repair_v1;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family;session_extreme,true,false,false,MATCHED,4160.97,4172.21,4143.91,920301,P2DEMO_sn_round_XAUUSD,[tp 4143.91],COST_KNOWN,0.0663,75.00000,1131.76000,1.5074,false,true,true,false,false,true
2026-06-10 18:20|XAUUSD|SELL|0.01,2026-06-10 18:20,2026-06-10,2026-06-10 18:20:00,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,SELL,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3935342,58.93,WIN,3,2,174.95,round_number_retest_v0;symbol_normalized_round_retest_v0;symbol_normalized_round_retest_v0_repair_v1,repair;round_family,true,false,false,MATCHED,4168.26,4178.56,4152.21,920301,P2DEMO_sn_round_XAUUSD,[tp 4152.21],COST_KNOWN,0.0474,50.00000,1054.09000,1.5226,false,true,true,false,false,true
2026-06-10 18:15|XAUUSD|BUY|0.01,2026-06-10 18:15,2026-06-10,2026-06-10 18:15:00,Evening 16:00-19:59,1025742,A1_LAB_OBSERVATION,A1,XAUUSD,BUY,0.01,symbol_normalized_round_retest_v0,round_family,ACCEPTED,3935129,-29.17,LOSS,2,1,-59.93,round_number_retest_v0;symbol_normalized_round_retest_v0,round_family,true,false,false,MATCHED,4175.05,4167.10,4186.42,920301,P2DEMO_sn_round_XAUUSD,[sl 4167.10],COST_KNOWN,0.0647,50.00000,772.65000,-1.0276,false,true,true,false,false,false
