candidate_id,family_id,profile_id,mechanism,event_id,symbol,split,direction,signal_bar_start_utc,decision_time_utc,decision_timestamp_ms,signal_open,signal_high,signal_low,signal_close,atr,atr_ratio,body_fraction,close_location,price_efficiency_5m,tick_imbalance_5m,tick_imbalance_15m,quote_intensity_ratio,reference_level,structural_extreme,stop_distance,stop_distance_atr,reward_r,maximum_hold_hours,signal_tick_count,status,entry_time_utc,entry_timestamp_ms,exit_time_utc,exit_timestamp_ms,entry_price,exit_price,entry_bid,entry_ask,entry_spread,entry_spread_r,planned_stop,planned_target,exit_reason,duration_hours,gross_pnl_usd,execution_stress_usd,holding_stress_usd,stress_net_pnl_usd,gross_r,stress_net_r,mfe_r,mae_r,label_profitable_after_stress
c3f2e6dd123580567d5abb88ef6b61c35d013c9ae21b0b9225eac355227a3c0a,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1580893500000:LONG,XAUUSD,train,LONG,2020-02-05T09:10:00.000Z,2020-02-05T09:15:00.000Z,1580894100000,1553.745,1555.375,1553.725,1555.185,1.4923964034250041,1.667074175198165,0.8727272727272577,0.8848484848484581,0.06549920400276105,0.057116953762466005,0.005991800693787449,2.2651821862348176,1554.9567499999998,1553.415,2.06923964034263,1.3865214601119302,1.5,3,1119,RESOLVED,2020-02-05T09:15:00.823Z,1580894100823,2020-02-05T09:28:19.494Z,1580894899494,1555.335,1553.238,1555.045,1555.335,0.2899999999999636,0.14014809804820125,1553.2657603596574,1558.4388594605139,STOP,0.22185305555555557,-2.09699999999998,0.3,0.0032353570601851853,-2.400235357060165,-1.0134157296796968,-1.1599600695174812,0.0,1.0134157296796968,0
f954b52002695c1cb7a356b8eed0c90004ab41e278d55f7e4aea992e43cc4bf0,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1583241600000:LONG,XAUUSD,train,LONG,2020-03-03T13:35:00.000Z,2020-03-03T13:40:00.000Z,1583242800000,1601.73,1602.9385000000002,1600.9385000000002,1602.8985,1.8571100311180162,1.1470571578857633,0.5842499999999973,0.9799999999999045,0.03908745755908067,0.05500705218617771,0.04555010511562719,1.5114075114075114,1602.2307500000002,1600.448,2.7797110031115153,1.4967939198724136,1.5,3,2153,RESOLVED,2020-03-03T13:40:00.424Z,1583242800424,2020-03-03T15:00:00.130Z,1583247600130,1603.082,1607.848,1602.838,1603.082,0.24400000000014188,0.08777890929201505,1600.3022889968886,1607.2515665046674,TARGET,1.3332516666666667,4.765999999999849,0.3,0.01944325347222222,4.446556746527627,1.71456672821921,1.5996471365369638,1.71456672821921,0.4799060040798576,1
e80db0ab6d21ce1f863cba5b1760d4a94bd6520ee3130b2b94eb01a87350feba,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1583853600000:SHORT,XAUUSD,train,SHORT,2020-03-10T15:40:00.000Z,2020-03-10T15:45:00.000Z,1583855100000,1658.7685000000001,1659.1599999999999,1656.2965,1656.8465,3.21046448976484,1.192288200923392,0.6712065653920279,0.19207263837967353,0.031252540691719545,-0.058779761904761904,-0.029397705544933077,1.9003831417624522,1656.90825,1661.092,4.735046448976391,1.4748789354537366,1.5,3,2728,RESOLVED,2020-03-10T15:45:00.255Z,1583855100255,2020-03-10T17:29:52.158Z,1583861392158,1656.688,1661.455,1656.688,1657.015,0.3269999999999982,0.06905951262013241,1661.4230464489765,1649.5854303265355,STOP,1.7477508333333334,-4.766999999999825,0.3,0.02548803298611111,-5.092488032985936,-1.0067483078292383,-1.0754885063665671,1.0973493197988369,1.0067483078292383,0
369e1114a1707f6e8b3be7ae137922e80a6734dbcf7f18dd3b227e808aa9aab0,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1584030900000:SHORT,XAUUSD,train,SHORT,2020-03-12T16:40:00.000Z,2020-03-12T16:45:00.000Z,1584031500000,1580.8785,1581.565,1574.7985,1575.44,5.384200258953859,2.2956856756771833,0.8037390083499617,0.09480529077070207,0.0873254815064526,-0.0534045393858478,-0.002364926323449154,1.1433962264150943,1576.4935,1581.845,7.165420025895401,1.3308234614749692,1.5,3,1515,RESOLVED,2020-03-12T16:45:00.186Z,1584031500186,2020-03-12T16:53:36.043Z,1584032016043,1575.218,1582.402,1575.218,1575.672,0.4539999999999509,0.06335985864879128,1582.3834200258955,1564.469869961157,STOP,0.1432936111111111,-7.183999999999969,0.3,0.0020896984953703702,-7.48608969849534,-1.0025930055792154,-1.0447523901517368,0.048287469366705686,1.0025930055792154,0
6f1b4acf64bd764c625270cab9172bf4370bf5c41b6f88b03bbe354893f65712,session_boundary_sweep_reclaim_v1,LONDON_ASIA,SESSION_BOUNDARY_SWEEP_RECLAIM,LONDON_ASIA:2020-03-13:SHORT,XAUUSD,train,SHORT,2020-03-13T07:45:00.000Z,2020-03-13T07:50:00.000Z,1584085800000,1590.7885,1593.7065,1590.2115,1590.4165,3.395735878653341,0.8833174036114946,0.10643776824036004,0.058655221745392755,0.006421764949594415,-0.08945454545454545,-0.03676470588235294,1.0721966205837175,1591.415,1593.912,3.993573587865285,1.1760554208500547,1.5,4,1396,RESOLVED,2020-03-13T07:50:00.091Z,1584085800091,2020-03-13T07:56:52.281Z,1584086212281,1590.108,1594.112,1590.108,1590.555,0.4470000000001164,0.11192982679932403,1594.1015735878652,1584.117639618202,STOP,0.11449722222222222,-4.004000000000133,0.3,0.0016697511574074073,-4.30566975115754,-1.0026107975489744,-1.0781495962014016,0.0,1.0026107975489744,0
1899e1b5a660933d5748304fd69288388d140d6bee2f867ecbab8ef21c2100e9,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1584373500000:LONG,XAUUSD,train,LONG,2020-03-16T15:50:00.000Z,2020-03-16T15:55:00.000Z,1584374100000,1498.3415,1507.69,1498.1,1507.53,8.690054212802309,1.4706572908374587,0.9581334723670321,0.9833159541188655,0.06794494008555502,0.0552,0.013222919727527715,1.635890767230169,1506.92925,1497.698,10.923005421280095,1.2569548076222783,1.5,3,2516,RESOLVED,2020-03-16T15:55:00.139Z,1584374100139,2020-03-16T17:19:44.402Z,1584379184402,1507.762,1493.618,1507.308,1507.762,0.4539999999999509,0.041563652354824655,1496.8389945787198,1524.1465081319202,STOP,1.4122952777777777,-14.144000000000005,0.3,0.020595972800925923,-14.464595972800932,-1.2948817156535324,-1.3242322433184135,0.5297076927864403,1.2948817156535324,0
13c7412a7f55edd73f46916025582fe398d858bf9db1cea792104f2acce41a30,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1589386800000:LONG,XAUUSD,train,LONG,2020-05-13T16:30:00.000Z,2020-05-13T16:35:00.000Z,1589387700000,1709.5815,1709.9814999999999,1708.9865,1709.8265,1.8547451810344553,1.5838072958488423,0.2462311557788118,0.8442211055276485,0.007508427827150917,0.12163146394756008,0.07520125662674258,2.007251631617114,1709.72975,1707.538,2.642474518103427,1.4247102756345364,1.5,3,1384,RESOLVED,2020-05-13T16:35:00.408Z,1589387700408,2020-05-13T19:00:53.328Z,1589396453328,1709.925,1713.958,1709.658,1709.925,0.26700000000005275,0.10104165552812432,1707.2825254818965,1713.888711777155,TARGET,2.4313666666666665,4.033000000000129,0.3,0.03545743055555555,3.6975425694445736,1.526220961591228,1.3992727438289156,1.526220961591228,0.4000038572779324,1
02c24f1b145f569d6567fc84c73f3a5e58466d71b69e9d02c6f509058cf28f12,session_boundary_sweep_reclaim_v1,NEW_YORK_LONDON,SESSION_BOUNDARY_SWEEP_RECLAIM,NEW_YORK_LONDON:2020-05-20:LONG,XAUUSD,train,LONG,2020-05-20T13:40:00.000Z,2020-05-20T13:45:00.000Z,1589982300000,1747.0965,1748.2485000000001,1745.7350000000001,1748.2385,2.417697286603283,1.9854049155395783,0.45434652874470477,0.9960214839863862,0.015096035638275763,0.05717054263565891,0.0465938797478087,2.9538679914833215,1746.5665,1745.598,3.0757697286603616,1.272189759116465,1.5,4,2081,RESOLVED,2020-05-20T13:45:00.039Z,1589982300039,2020-05-20T14:32:25.662Z,1589985145662,1748.422,1745.34,1748.115,1748.422,0.30700000000001637,0.09981241350396179,1745.3462302713397,1753.0356545929906,STOP,0.7904508333333333,-3.0820000000001073,0.3,0.011527407986111111,-3.3935274079862183,-1.0020255974566923,-1.1033099703027036,1.1983992057836343,1.0020255974566923,0
25f4928e7389ea086d8ddbb611e859c53a37b0b1c575bb5d16bcd480861b4d71,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1595408100000:LONG,XAUUSD,validation,LONG,2020-07-22T09:10:00.000Z,2020-07-22T09:15:00.000Z,1595409300000,1848.4235,1849.4299999999998,1847.2935,1848.835,2.1356020812134626,1.677909784016373,0.19260472735781098,0.7215071378423384,0.023558036353219312,0.08801955990220049,0.03759398496240601,1.0970744680851063,1848.40425,1846.235,3.033560208121571,1.4204707116589261,1.5,3,825,RESOLVED,2020-07-22T09:15:00.623Z,1595409300623,2020-07-22T09:39:03.092Z,1595410743092,1849.065,1853.725,1848.625,1849.065,0.44000000000005457,0.14504409664330004,1846.0314397918785,1853.6153403121825,TARGET,0.40068583333333335,4.6599999999998545,0.3,0.005843335069444444,4.35415666493041,1.5361488417219848,1.4353289093367207,1.5361488417219848,0.21097323148117053,1
1bcfdc745af7e2b861360541f5452192b540eee36c31b1de032f58f87fc3e332,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1598283600000:SHORT,XAUUSD,validation,SHORT,2020-08-24T15:50:00.000Z,2020-08-24T15:55:00.000Z,1598284500000,1932.6115,1933.195,1931.2649999999999,1931.295,3.3758612935172554,1.7534905571908055,0.6821243523315347,0.015544041450880362,0.051921673798576436,-0.06368899917287014,-0.06398234969663541,1.6574136763710223,1931.83675,1935.185,4.427586129351539,1.3115426684899452,1.5,3,1224,RESOLVED,2020-08-24T15:55:00.905Z,1598284500905,2020-08-24T18:55:01.371Z,1598295301371,1931.185,1925.972,1931.185,1931.595,0.41000000000008185,0.09260124772776135,1935.6125861293515,1924.5436208059728,TIMEOUT,3.0001294444444446,5.212999999999965,0.3,0.04375188773148148,4.869248112268484,1.1773909863529763,1.0997523187610199,1.2112694916192444,0.7310981436456366,1
814226ea996618df2baae4a316dbebfa671a9eff80bf58effeef06a126c2ef3d,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1598358300000:SHORT,XAUUSD,validation,SHORT,2020-08-25T12:30:00.000Z,2020-08-25T12:35:00.000Z,1598358900000,1926.3200000000002,1926.6264999999999,1923.8065,1923.8065,2.431863025069554,1.353479549461162,0.8913120567376971,0.0,0.05972507692856544,-0.07787810383747178,0.04887669353455668,2.4503764544832305,1924.2025,1927.062,3.6471863025069524,1.49974988924495,1.5,3,1790,RESOLVED,2020-08-25T12:35:00.056Z,1598358900056,2020-08-25T13:01:10.756Z,1598360470756,1923.658,1927.322,1923.658,1923.925,0.26700000000005275,0.07320711854410233,1927.3051863025069,1918.1872205462396,STOP,0.43630555555555556,-3.6639999999999873,0.3,0.006362789351851852,-3.9703627893518387,-1.0046100462379663,-1.0886098104236535,0.10775429808169296,1.0046100462379663,0
6dcf6899072fb1a2d713cc68171b07eaa1bc571751f58d4c219dc0516ee4c72a,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1599237000000:SHORT,XAUUSD,validation,SHORT,2020-09-04T16:45:00.000Z,2020-09-04T16:50:00.000Z,1599238200000,1926.99,1927.385,1925.5185000000001,1925.5335,2.907423198026532,1.649093084296606,0.7803375301366808,0.00803643182420241,0.04970565651393252,-0.0548885077186964,-0.06167633104902478,1.4711779448621554,1925.5707499999999,1929.392,4.357742319802583,1.4988331670327464,1.5,3,1174,RESOLVED,2020-09-04T16:50:00.095Z,1599238200095,2020-09-04T17:56:16.375Z,1599242176375,1925.325,1929.685,1925.325,1925.702,0.3769999999999527,0.08651268761045784,1929.6827423198026,1918.7883865202962,STOP,1.1045222222222222,-4.3599999999999,0.3,0.01610761574074074,-4.676107615740641,-1.0005180848319226,-1.0730573936167205,0.31277663982247667,1.0005180848319226,0
c25fee7296a5589f6cd2b39ca29ac45f2cbca6d956b874de381df8ee7324359d,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1601475300000:SHORT,XAUUSD,validation,SHORT,2020-09-30T14:30:00.000Z,2020-09-30T14:35:00.000Z,1601476500000,1887.7350000000001,1888.43,1884.65,1886.9635,2.99040837109509,2.13153467105171,0.20410052910054646,0.6120370370370352,0.011486038842612586,-0.055612770339855816,-0.03416037396619921,2.556862745098039,1887.06325,1890.452,3.9960408371093763,1.33628599884036,1.5,3,1956,RESOLVED,2020-09-30T14:35:00.011Z,1601476500011,2020-09-30T14:57:21.214Z,1601477841214,1886.808,1890.852,1886.808,1887.252,0.44399999999996,0.11110997562305622,1890.8040408371094,1880.813938744336,STOP,0.37255638888888887,-4.044000000000096,0.3,0.005433114004629629,-4.349433114004726,-1.012001669864168,-1.0884356019622121,0.4219176101362184,1.012001669864168,0
caee9058f8a282294bd3d17f5261c626ea5c3d9632323d435bb1866221a07d0b,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1606311900000:LONG,XAUUSD,validation,LONG,2020-11-25T13:50:00.000Z,2020-11-25T13:55:00.000Z,1606312500000,1812.6515,1814.19,1812.58,1814.185,1.7210313079339215,1.343790685218429,0.9524844720496164,0.9968944099378206,0.12607390964776752,0.05263157894736842,0.007199177236887213,1.0177777777777777,1814.12825,1812.168,2.3361031307936173,1.3573856094448873,1.5,3,687,RESOLVED,2020-11-25T13:55:00.589Z,1606312500589,2020-11-25T14:17:10.600Z,1606313830600,1814.332,1811.988,1814.048,1814.332,0.2840000000001055,0.12156997533907052,1811.9958968692065,1817.8361546961905,STOP,0.3694475,-2.344000000000051,0.3,0.005387776041666666,-2.6493877760417175,-1.0033803598404283,-1.1341056570313621,0.5577664713617461,1.0033803598404283,0
2816f2983a082166d872479c47d15225186f9af5dd6197ea23313e14c861e390,shock_failure_reclaim_v1,FIXED,SHOCK_FAILURE_RECLAIM,shock:1606316700000:LONG,XAUUSD,validation,LONG,2020-11-25T15:10:00.000Z,2020-11-25T15:15:00.000Z,1606317300000,1811.3584999999998,1813.8715000000002,1810.755,1813.05,2.0099633617638197,1.5693904176624331,0.542756297128216,0.7364030162040048,0.07966935920687208,0.06183368869936034,0.02106969205834684,1.402962962962963,1812.8875,1810.545,2.8879963361762293,1.4368402882935647,1.5,3,947,RESOLVED,2020-11-25T15:15:00.086Z,1606317300086,2020-11-25T15:17:32.076Z,1606317452076,1813.282,1810.368,1812.888,1813.282,0.39400000000000546,0.13642676587383423,1810.3940036638237,1817.6139945042642,STOP,0.04221944444444444,-2.9139999999999873,0.3,0.0006157002314814814,-3.2146157002314686,-1.0090040501430093,-1.1130954911416857,0.0,1.0090040501430093,0
f16709ceec794b82926c390880972baabbec2aecb88124408bd6e77b4864bb32,session_boundary_sweep_reclaim_v1,NEW_YORK_LONDON,SESSION_BOUNDARY_SWEEP_RECLAIM,NEW_YORK_LONDON:2020-12-01:SHORT,XAUUSD,validation,SHORT,2020-12-01T15:00:00.000Z,2020-12-01T15:05:00.000Z,1606835100000,1809.045,1812.42,1808.142,1809.6015000000002,2.4212793419919483,1.891487477138531,0.13008415147268332,0.3411640953717053,0.009502343569913045,-0.11875693673695893,-0.08890521675238795,2.986820428336079,1810.1965,1812.642,3.4461279341992395,1.423267391925198,1.5,4,1813,RESOLVED,2020-12-01T15:05:00.000Z,1606835100000,2020-12-01T17:09:30.383Z,1606842570383,1809.448,1812.902,1809.448,1809.762,0.31399999999985084,0.09111675654398291,1812.8941279341993,1804.2788080987011,STOP,2.075106388888889,-3.453999999999951,0.3,0.030261968171296293,-3.784261968171247,-1.0022843219842739,-1.0981199887027926,1.2608353731968034,1.0022843219842739,0
61c2d0a6d4ec8972db70301d1be956f97187933e047dc706cf93548cf762dcc8,session_boundary_sweep_reclaim_v1,NEW_YORK_LONDON,SESSION_BOUNDARY_SWEEP_RECLAIM,NEW_YORK_LONDON:2020-12-16:LONG,XAUUSD,validation,LONG,2020-12-16T14:50:00.000Z,2020-12-16T14:55:00.000Z,1608130500000,1854.7065,1855.0915,1852.6149999999998,1854.7935,2.4662684104022667,2.0401447577593483,0.03513022410659461,0.879668887542913,0.0027244543262450417,0.06790564689063616,0.057944887973216584,2.604263206672845,1853.255,1852.418,2.790626841040421,1.1315178953231813,1.5,4,1405,RESOLVED,2020-12-16T14:55:00.191Z,1608130500191,2020-12-16T15:00:21.400Z,1608130821400,1855.012,1852.212,1854.625,1855.012,0.3869999999999436,0.13867851993269711,1852.2213731589595,1859.1979402615607,STOP,0.08922472222222222,-2.7999999999999545,0.3,0.0013011938657407406,-3.101301193865695,-1.0033588005467757,-1.1113278021469348,0.3415003346146669,1.0033588005467757,0
