time_utc,timestamp_ms,ticks,spread_median,spread_p90,spread_p95,spread_p99,spread_last,atr,broker_spread_median_atr,broker_spread_p90_atr,dukascopy_open_spread,dukascopy_open_spread_atr,tick_spread_mean,tick_spread_last,tick_spread_max,broker_p90_minus_dukascopy_mean
2026-06-05T02:00:00.000Z,1780624800000,2257,0.5,0.75,0.75,0.75,0.5,6.398445110485339,0.0781439851973777,0.11721597779606654,0.5500000000001819,0.08595838371714389,0.6281224096385623,0.5600000000004002,0.8000000000001819,0.12187759036143775
2026-06-05T02:05:00.000Z,1780625100000,1906,0.5,0.75,0.75,0.75,0.5,6.297127602593498,0.07940128127530287,0.11910192191295431,0.5399999999999636,0.08575338377732132,0.6630572192513395,0.6599999999998545,0.8000000000001819,0.08694278074866046
2026-06-05T02:10:00.000Z,1780625400000,1568,0.5,0.5749999999999886,0.75,0.75,0.5,6.175797059551045,0.0809612095699835,0.09310539100547918,0.6300000000001091,0.10201112405819687,0.6544616376531379,0.6900000000005093,0.7400000000006912,-0.07946163765314929
2026-06-05T02:15:00.000Z,1780625700000,1336,0.5,0.5,0.75,0.75,0.5,6.083025841011649,0.0821959355538175,0.0821959355538175,0.6400000000003274,0.10521079750894023,0.6262868421052604,0.5199999999995271,0.8140000000003056,-0.12628684210526042
2026-06-05T02:20:00.000Z,1780626000000,1269,0.5,0.5,0.6499999999999773,0.75,0.5,6.067095423796573,0.08241175802821274,0.08241175802821274,0.5500000000001819,0.090652933831064,0.6140261224489787,0.75,0.75,-0.1140261224489787
2026-06-05T02:25:00.000Z,1780626300000,1181,0.5,0.75,0.75,0.75,0.5,5.992410036382585,0.08343888301439283,0.12515832452158923,0.7400000000006912,0.12348954686141674,0.6390391061452582,0.6700000000000728,0.7600000000002183,0.11096089385474184
2026-06-05T02:30:00.000Z,1780626600000,2673,0.5,0.75,0.75,0.75,0.5,6.258666462355212,0.07988922288915903,0.11983383433373855,0.7200000000002547,0.11504048096042971,0.6715135261194044,0.5300000000006548,0.9199999999991633,0.0784864738805956
2026-06-05T02:35:00.000Z,1780626900000,1836,0.5,0.75,0.75,0.75,0.5,6.201618857901206,0.08062410984237968,0.12093616476356951,0.6100000000005821,0.09836141400779706,0.6644765100671071,0.5399999999999636,0.8000000000001819,0.08552348993289294
2026-06-05T02:40:00.000Z,1780627200000,2088,0.5,0.75,0.75,0.75,0.5,6.24864608233681,0.0800173339010768,0.1200260008516152,0.6099999999996726,0.0976211473592613,0.6143965721040218,0.6000000000003638,0.8000000000001819,0.13560342789597823
2026-06-05T02:45:00.000Z,1780627500000,1688,0.5,0.75,0.75,0.75,0.5,6.164099933598439,0.081114843267655,0.12167226490148252,0.6099999999996726,0.09896010878648599,0.6223866120218647,0.5799999999999272,0.7800000000006548,0.12761338797813526
2026-06-05T02:50:00.000Z,1780627800000,1531,0.5,0.75,0.75,0.75,0.75,6.207735652627096,0.08054466684456858,0.12081700026685288,0.5900000000001455,0.09504270687661437,0.6383202567760382,0.6200000000008004,0.7899999999999636,0.11167974322396179
2026-06-05T02:55:00.000Z,1780628100000,1573,0.5,0.75,0.75,0.75,0.5,6.04039739172521,0.08277601084408025,0.12416401626612036,0.6500000000005457,0.10760881409739466,0.6192381284916143,0.6700000000000728,0.7600000000002183,0.1307618715083857
2026-06-05T03:00:00.000Z,1780628400000,1930,0.5,0.75,0.75,0.75,0.5,5.953119006602003,0.08398958587011288,0.1259843788051693,0.6300000000001091,0.10582687819636055,0.6135678484107583,0.6199999999998909,0.8170000000000073,0.1364321515892417
2026-06-05T03:05:00.000Z,1780628700000,1717,0.5,0.5,0.75,0.75,0.5,5.796110506130439,0.0862647458966076,0.0862647458966076,0.6099999999996726,0.10524298999380478,0.6223500317057796,0.5999999999994543,0.7899999999999636,-0.12235003170577963
2026-06-05T03:10:00.000Z,1780629000000,1548,0.5,0.5,0.5,0.5,0.5,5.576995469978277,0.08965400863091387,0.08965400863091387,0.5799999999999272,0.10399865001184705,0.6092474820143586,0.4970000000002983,0.7899999999999636,-0.10924748201435863
2026-06-05T03:15:00.000Z,1780629300000,1447,0.5,0.5,0.5,0.5,0.5,5.6099600792655835,0.08912719394350066,0.08912719394350066,0.5069999999996071,0.09037497465863964,0.5837193808883226,0.5399999999999636,0.7400000000006912,-0.08371938088832265
2026-06-05T03:20:00.000Z,1780629600000,1544,0.5,0.75,0.75,0.75,0.5,5.481391502175148,0.09121771356809452,0.13682657035214177,0.5500000000001819,0.10033948492493716,0.5417322033898018,0.5799999999999272,0.7600000000002183,0.20826779661019823
2026-06-05T03:25:00.000Z,1780629900000,1564,0.5,0.5,0.5,0.75,0.5,5.291649252019833,0.09448849993395707,0.09448849993395707,0.5299999999997453,0.10015780992994637,0.623723787167446,0.7300000000004729,0.7900000000008731,-0.12372378716744603
2026-06-05T03:30:00.000Z,1780630200000,1381,0.5,0.5,0.5,0.75,0.5,5.295352876875556,0.09442241369474466,0.09442241369474466,0.7200000000002547,0.1359682757204804,0.6330846846846848,0.7100000000000364,0.7899999999999636,-0.13308468468468482
2026-06-05T03:35:00.000Z,1780630500000,1287,0.5,0.75,0.75,0.75,0.5,5.250327671384507,0.0952321514569681,0.14284822718545215,0.7399999999997817,0.14094358415627123,0.6004455445544624,0.5299999999997453,0.7899999999999636,0.14955445544553758
2026-06-05T03:40:00.000Z,1780630800000,978,0.5,0.75,0.75,0.75,0.5,5.030304266285619,0.09939756593873006,0.1490963489080951,0.5100000000002183,0.10138551725754806,0.5840691747572696,0.5700000000006185,0.75,0.1659308252427304
2026-06-05T03:45:00.000Z,1780631100000,917,0.5,0.75,0.75,0.75,0.5,4.790889675836646,0.10436474931197066,0.156547123967956,0.5700000000006185,0.11897581421577565,0.6228000000000046,0.7399999999997817,0.7600000000002183,0.12719999999999543
2026-06-05T03:50:00.000Z,1780631400000,1098,0.5,0.5,0.5,0.5,0.5,4.673326127562567,0.10699017923253333,0.10699017923253333,0.6700000000000728,0.14336684017161025,0.6208114355231108,0.6100000000005821,0.7400000000006912,-0.1208114355231108
2026-06-05T03:55:00.000Z,1780631700000,994,0.5,0.5,0.5,0.5,0.5,4.536195689879513,0.11022452164388011,0.11022452164388011,0.5900000000001455,0.1300649355398106,0.6004578124999853,0.569999999999709,0.7300000000004729,-0.10045781249998531
2026-06-05T04:00:00.000Z,1780632000000,1170,0.5,0.5,0.75,0.75,0.5,4.461824569173826,0.11206177926726117,0.11206177926726117,0.5600000000004002,0.1255091927794222,0.595961716937354,0.6300000000001091,0.7600000000002183,-0.095961716937354
2026-06-05T04:05:00.000Z,1780632300000,1030,0.5,0.75,0.75,0.75,0.5,4.42872995708996,0.11289918438119022,0.16934877657178532,0.6400000000003274,0.1445109560079974,0.5965585042220096,0.6199999999998909,0.7799999999997453,0.15344149577799038
2026-06-05T04:10:00.000Z,1780632600000,1087,0.5,0.75,0.75,0.75,0.75,4.355249245869287,0.11480399209625541,0.17220598814438312,0.5299999999997453,0.12169223162197226,0.6057372013652014,0.6199999999998909,0.7700000000004366,0.14426279863479863
2026-06-05T04:15:00.000Z,1780632900000,1148,0.5,0.75,0.75,0.75,0.75,4.388695728307226,0.11392906479594476,0.17089359719391714,0.6599999999998545,0.15038636553061394,0.5980639763779392,0.75,0.7700000000004366,0.15193602362206082
2026-06-05T04:20:00.000Z,1780633200000,815,0.5,0.75,0.75,0.75,0.75,4.274146033428129,0.11698243253494293,0.1754736488024144,0.7300000000004729,0.17079435150112732,0.6054993288590833,0.6400000000003274,0.7899999999999636,0.1445006711409167
2026-06-05T04:25:00.000Z,1780633500000,1087,0.5,0.75,0.75,0.75,0.5,4.275885602468968,0.11693484028461651,0.17540226042692478,0.6700000000000728,0.15669268598140315,0.6163625218913966,0.569999999999709,0.7600000000002183,0.13363747810860338
2026-06-05T04:30:00.000Z,1780633800000,923,0.5,0.75,0.75,0.75,0.5,4.14260805943546,0.12069691190340083,0.18104536785510125,0.3600000000005821,0.0869017765705891,0.5784617784711173,0.6099999999996726,0.7400000000006912,0.17153822152888265
