level,quota,eligible,trades,wins,win_rate,realized_payoff_ratio,profit_factor,stress_profit_factor,net_r,stress_net_r,pnl_usd_001_lot,maximum_drawdown_r,positive_active_month_share,top_5pct_winners_removed_profit_factor,trade_count_gain,extra_0p5pip_profit_factor,latest_12_month_profit_factor
Q1_PROTECTED,1,False,507,243,0.47928994082840237,1.309154799180374,1.2095993011438437,1.154559615648955,42.94018854964917,32.48713750113361,77.73743188739085,11.373045958940814,0.5181818181818182,1.0513570254463285,0.0,1.154559615648955,1.5353550155407898
Q2_ONE_REENTRY,2,False,530,251,0.47358490566037736,1.3094030535417163,1.182230814528672,1.1286752434190142,39.542919603217484,28.64418067339488,71.53382496806576,14.270739932738277,0.5181818181818182,1.0270826570000158,0.04536489151873768,1.1286752434190142,1.5353550155407898
Q4_ALL_DECISION_HOURS,4,False,551,259,0.47005444646098005,1.298210337034867,1.155451812000105,1.102930244052726,35.49667187813281,24.113976873499233,65.00430283916965,17.567448322686175,0.5,1.0025563023343544,0.08678500986193294,1.102930244052726,1.4908868984984072
