timestamp_utc,bar_start_utc,bar_end_utc,broker,symbol,timeframe,open,high,low,close,mid_open,mid_high,mid_low,mid_close,bid_open,bid_high,bid_low,bid_close,ask_open,ask_high,ask_low,ask_close,spread_open_points,spread_close_points,spread_median_points,spread_p95_points,tick_count,volume_sum
2016-01-02T00:00:00Z,2016-01-01T00:00:00Z,2016-01-02T00:00:00Z,dukascopy,XAUUSD,D1,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,,,,,,,,,,,,,1.0,0.0
2016-01-03T00:00:00Z,2016-01-02T00:00:00Z,2016-01-03T00:00:00Z,dukascopy,XAUUSD,D1,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,1060.881,,,,,,,,,,,,,1.0,0.0
2016-01-04T00:00:00Z,2016-01-03T00:00:00Z,2016-01-04T00:00:00Z,dukascopy,XAUUSD,D1,1062.341,1066.321,1061.729,1063.059,1062.341,1066.321,1061.729,1063.059,,,,,,,,,,,,,1.0,0.0
2016-01-05T00:00:00Z,2016-01-04T00:00:00Z,2016-01-05T00:00:00Z,dukascopy,XAUUSD,D1,1063.059,1083.488,1062.239,1072.979,1063.059,1083.488,1062.239,1072.979,,,,,,,,,,,,,1.0,0.0
2016-01-06T00:00:00Z,2016-01-05T00:00:00Z,2016-01-06T00:00:00Z,dukascopy,XAUUSD,D1,1072.99,1082.048,1072.629,1077.632,1072.99,1082.048,1072.629,1077.632,,,,,,,,,,,,,1.0,0.0
2016-01-07T00:00:00Z,2016-01-06T00:00:00Z,2016-01-07T00:00:00Z,dukascopy,XAUUSD,D1,1077.632,1095.18,1074.928,1092.559,1077.632,1095.18,1074.928,1092.559,,,,,,,,,,,,,1.0,0.0
2016-01-08T00:00:00Z,2016-01-07T00:00:00Z,2016-01-08T00:00:00Z,dukascopy,XAUUSD,D1,1092.559,1110.08,1091.35,1109.21,1092.559,1110.08,1091.35,1109.21,,,,,,,,,,,,,1.0,0.0
2016-01-09T00:00:00Z,2016-01-08T00:00:00Z,2016-01-09T00:00:00Z,dukascopy,XAUUSD,D1,1109.199,1112.949,1092.229,1104.031,1109.199,1112.949,1092.229,1104.031,,,,,,,,,,,,,1.0,0.0
2016-01-10T00:00:00Z,2016-01-09T00:00:00Z,2016-01-10T00:00:00Z,dukascopy,XAUUSD,D1,1104.031,1104.031,1104.031,1104.031,1104.031,1104.031,1104.031,1104.031,,,,,,,,,,,,,1.0,0.0
2016-01-11T00:00:00Z,2016-01-10T00:00:00Z,2016-01-11T00:00:00Z,dukascopy,XAUUSD,D1,1103.751,1108.151,1103.531,1106.622,1103.751,1108.151,1103.531,1106.622,,,,,,,,,,,,,1.0,0.0
2016-01-12T00:00:00Z,2016-01-11T00:00:00Z,2016-01-12T00:00:00Z,dukascopy,XAUUSD,D1,1106.622,1108.401,1093.439,1095.69,1106.622,1108.401,1093.439,1095.69,,,,,,,,,,,,,1.0,0.0
2016-01-13T00:00:00Z,2016-01-12T00:00:00Z,2016-01-13T00:00:00Z,dukascopy,XAUUSD,D1,1095.699,1099.192,1083.449,1086.459,1095.699,1099.192,1083.449,1086.459,,,,,,,,,,,,,1.0,0.0
2016-01-14T00:00:00Z,2016-01-13T00:00:00Z,2016-01-14T00:00:00Z,dukascopy,XAUUSD,D1,1086.448,1095.451,1079.76,1094.932,1086.448,1095.451,1079.76,1094.932,,,,,,,,,,,,,1.0,0.0
2016-01-15T00:00:00Z,2016-01-14T00:00:00Z,2016-01-15T00:00:00Z,dukascopy,XAUUSD,D1,1094.932,1095.161,1071.419,1076.851,1094.932,1095.161,1071.419,1076.851,,,,,,,,,,,,,1.0,0.0
2016-01-16T00:00:00Z,2016-01-15T00:00:00Z,2016-01-16T00:00:00Z,dukascopy,XAUUSD,D1,1076.848,1097.282,1076.199,1088.371,1076.848,1097.282,1076.199,1088.371,,,,,,,,,,,,,1.0,0.0
2016-01-17T00:00:00Z,2016-01-16T00:00:00Z,2016-01-17T00:00:00Z,dukascopy,XAUUSD,D1,1088.371,1088.371,1088.371,1088.371,1088.371,1088.371,1088.371,1088.371,,,,,,,,,,,,,1.0,0.0
2016-01-18T00:00:00Z,2016-01-17T00:00:00Z,2016-01-18T00:00:00Z,dukascopy,XAUUSD,D1,1089.402,1090.782,1089.189,1090.332,1089.402,1090.782,1089.189,1090.332,,,,,,,,,,,,,1.0,0.0
2016-01-19T00:00:00Z,2016-01-18T00:00:00Z,2016-01-19T00:00:00Z,dukascopy,XAUUSD,D1,1090.281,1093.31,1087.508,1088.49,1090.281,1093.31,1087.508,1088.49,,,,,,,,,,,,,1.0,0.0
2016-01-20T00:00:00Z,2016-01-19T00:00:00Z,2016-01-20T00:00:00Z,dukascopy,XAUUSD,D1,1088.489,1094.53,1082.459,1087.789,1088.489,1094.53,1082.459,1087.789,,,,,,,,,,,,,1.0,0.0
2016-01-21T00:00:00Z,2016-01-20T00:00:00Z,2016-01-21T00:00:00Z,dukascopy,XAUUSD,D1,1087.79,1109.619,1087.769,1099.38,1087.79,1109.619,1087.769,1099.38,,,,,,,,,,,,,1.0,0.0
2016-01-22T00:00:00Z,2016-01-21T00:00:00Z,2016-01-22T00:00:00Z,dukascopy,XAUUSD,D1,1099.379,1104.509,1092.389,1100.629,1099.379,1104.509,1092.389,1100.629,,,,,,,,,,,,,1.0,0.0
