evidence_partition,date_utc,utc_block_start_ms,candidate_time_utc,candidate_time_msc,side,signed_update_imbalance,displacement_price,entry_time_msc,entry_delay_ms,entry_bid,entry_ask,exit_time_msc,exit_delay_ms,exit_bid,exit_ask,observed_bidask_move,base_pnl_dollars,stress_pnl_dollars,reference_lot
EARLY_REPLICATION,2020-01-07,1578427200000,2020-01-07T23:18:42.134000Z,1578439122134,LONG,0.875,0.6234999999999218,1578439122185,51,1578.585,1578.892,1578439243633,1448,1580.288,1580.632,1.3959999999999582,1.295999999999958,1.0959999999999581,0.01
EARLY_REPLICATION,2020-01-08,1578441600000,2020-01-08T00:42:42.994000Z,1578444162994,SHORT,-0.8518518518518519,-0.6164999999996326,1578444163044,50,1605.575,1605.872,1578444283194,150,1603.165,1603.522,2.053000000000111,1.9530000000001109,1.753000000000111,0.01
EARLY_REPLICATION,2020-01-08,1578456000000,2020-01-08T04:10:29.424000Z,1578456629424,SHORT,-0.8333333333333334,-0.6199999999998909,1578456629474,50,1589.285,1589.582,1578456749603,129,1590.285,1590.542,-1.2569999999998345,-1.3569999999998346,-1.5569999999998345,0.01
EARLY_REPLICATION,2020-01-08,1578513600000,2020-01-08T21:06:32.339000Z,1578517592339,SHORT,-0.8260869565217391,-0.6735000000001037,1578517592390,51,1558.268,1558.645,1578517712903,513,1558.368,1558.695,-0.42699999999990723,-0.5269999999999072,-0.7269999999999073,0.01
EARLY_REPLICATION,2020-01-14,1578960000000,2020-01-14T01:01:13.542000Z,1578963673542,LONG,0.76,0.6899999999998272,1578963673807,265,1542.645,1542.982,1578963794017,210,1541.745,1541.992,-1.23700000000008,-1.3370000000000801,-1.53700000000008,0.01
EARLY_REPLICATION,2020-02-24,1582502400000,2020-02-24T00:41:05.971000Z,1582504865971,SHORT,-0.9,-0.6550000000002001,1582504866022,51,1661.178,1661.452,1582504987450,1428,1662.725,1663.052,-1.8739999999997963,-1.9739999999997964,-2.173999999999796,0.01
EARLY_REPLICATION,2020-02-24,1582545600000,2020-02-24T13:57:04.094000Z,1582552624094,LONG,0.7894736842105263,0.6050000000000182,1582552624364,270,1677.245,1677.502,1582552744473,109,1676.825,1677.102,-0.6769999999999072,-0.7769999999999072,-0.9769999999999073,0.01
EARLY_REPLICATION,2020-02-24,1582574400000,2020-02-24T23:17:03.379000Z,1582586223379,SHORT,-0.8888888888888888,-0.7950000000000728,1582586223552,173,1654.398,1654.742,1582586343742,190,1654.405,1654.812,-0.41399999999998727,-0.5139999999999872,-0.7139999999999873,0.01
EARLY_REPLICATION,2020-02-25,1582588800000,2020-02-25T01:03:20.196000Z,1582592600196,SHORT,-0.8095238095238095,-0.7585000000001401,1582592600246,50,1646.628,1646.935,1582592720918,672,1646.865,1647.245,-0.6169999999999618,-0.7169999999999618,-0.9169999999999618,0.01
EARLY_REPLICATION,2020-02-25,1582603200000,2020-02-25T07:00:10.731000Z,1582614010731,LONG,0.75,0.7135000000000673,1582614010831,100,1637.535,1637.885,1582614131507,676,1637.548,1637.885,-0.3369999999999891,-0.43699999999998906,-0.6369999999999891,0.01
