signal_time_utc,completion_time_utc,matched_state_time_utc,vote_eurusd,vote_eurgbp,vote_eurjpy,dxy_source_time_utc,vote_dxy,dxy_age_minutes,four_valid_nonzero_votes,vote_sum,trade_candidate,side,candidate_id,year
2020-01-14 23:55:00+00:00,2020-01-15 00:00:00+00:00,2020-01-14 20:00:00+00:00,1.0,1.0,-1.0,2020-01-14 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200115T000000Z_CASH,2020
2020-01-15 23:55:00+00:00,2020-01-16 00:00:00+00:00,2020-01-15 20:00:00+00:00,1.0,1.0,1.0,2020-01-15 20:55:00+00:00,1.0,180.0,True,4.0,True,LONG,20200116T000000Z_LONG,2020
2020-01-16 23:55:00+00:00,2020-01-17 00:00:00+00:00,2020-01-16 20:00:00+00:00,-1.0,-1.0,-1.0,2020-01-16 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200117T000000Z_SHORT,2020
2020-01-21 23:55:00+00:00,2020-01-22 00:00:00+00:00,2020-01-21 20:00:00+00:00,1.0,1.0,1.0,2020-01-21 20:55:00+00:00,-1.0,180.0,True,2.0,True,LONG,20200122T000000Z_LONG,2020
2020-01-23 23:55:00+00:00,2020-01-24 00:00:00+00:00,2020-01-23 20:00:00+00:00,-1.0,1.0,1.0,2020-01-23 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200124T000000Z_LONG,2020
2020-01-26 23:55:00+00:00,2020-01-27 00:00:00+00:00,2020-01-24 20:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20200127T000000Z_CASH,2020
2020-01-28 23:55:00+00:00,2020-01-29 00:00:00+00:00,2020-01-28 20:00:00+00:00,-1.0,1.0,-1.0,2020-01-28 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200129T000000Z_CASH,2020
2020-02-04 23:55:00+00:00,2020-02-05 00:00:00+00:00,2020-02-04 20:00:00+00:00,-1.0,-1.0,-1.0,2020-02-04 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200205T000000Z_SHORT,2020
2020-02-09 23:55:00+00:00,2020-02-10 00:00:00+00:00,2020-02-07 20:00:00+00:00,1.0,1.0,-1.0,,,,False,,False,CASH,20200210T000000Z_CASH,2020
2020-02-10 23:55:00+00:00,2020-02-11 00:00:00+00:00,2020-02-10 20:00:00+00:00,-1.0,-1.0,-1.0,2020-02-10 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20200211T000000Z_SHORT,2020
2020-02-11 23:55:00+00:00,2020-02-12 00:00:00+00:00,2020-02-11 20:00:00+00:00,1.0,-1.0,1.0,2020-02-11 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200212T000000Z_CASH,2020
2020-02-18 23:55:00+00:00,2020-02-19 00:00:00+00:00,2020-02-18 20:00:00+00:00,1.0,1.0,1.0,2020-02-18 20:55:00+00:00,1.0,180.0,True,4.0,True,LONG,20200219T000000Z_LONG,2020
2020-02-23 23:55:00+00:00,2020-02-24 00:00:00+00:00,2020-02-21 20:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20200224T000000Z_CASH,2020
2020-02-24 23:55:00+00:00,2020-02-25 00:00:00+00:00,2020-02-24 20:00:00+00:00,-1.0,-1.0,1.0,2020-02-24 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200225T000000Z_CASH,2020
2020-03-25 23:55:00+00:00,2020-03-26 00:00:00+00:00,2020-03-25 20:00:00+00:00,1.0,-1.0,-1.0,2020-03-25 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200326T000000Z_SHORT,2020
2020-04-02 23:55:00+00:00,2020-04-03 00:00:00+00:00,2020-04-02 20:00:00+00:00,-1.0,-1.0,-1.0,2020-04-02 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200403T000000Z_SHORT,2020
2020-04-09 23:55:00+00:00,2020-04-10 00:00:00+00:00,2020-04-09 20:00:00+00:00,-1.0,-1.0,-1.0,2020-04-09 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20200410T000000Z_SHORT,2020
2020-04-12 23:55:00+00:00,2020-04-13 00:00:00+00:00,2020-04-09 20:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20200413T000000Z_CASH,2020
2020-04-14 23:55:00+00:00,2020-04-15 00:00:00+00:00,2020-04-14 20:00:00+00:00,-1.0,-1.0,-1.0,2020-04-14 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20200415T000000Z_SHORT,2020
2020-04-16 23:55:00+00:00,2020-04-17 00:00:00+00:00,2020-04-16 20:00:00+00:00,-1.0,-1.0,-1.0,2020-04-16 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20200417T000000Z_SHORT,2020
2020-04-19 23:55:00+00:00,2020-04-20 00:00:00+00:00,2020-04-17 19:00:00+00:00,-1.0,1.0,1.0,,,,False,,False,CASH,20200420T000000Z_CASH,2020
2020-04-21 23:55:00+00:00,2020-04-22 00:00:00+00:00,2020-04-21 20:00:00+00:00,1.0,-1.0,-1.0,2020-04-21 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200422T000000Z_SHORT,2020
2020-04-22 23:55:00+00:00,2020-04-23 00:00:00+00:00,2020-04-22 20:00:00+00:00,-1.0,1.0,-1.0,2020-04-22 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200423T000000Z_CASH,2020
2020-04-23 23:55:00+00:00,2020-04-24 00:00:00+00:00,2020-04-23 20:00:00+00:00,-1.0,-1.0,1.0,2020-04-23 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200424T000000Z_SHORT,2020
2020-04-26 23:55:00+00:00,2020-04-27 00:00:00+00:00,2020-04-24 19:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20200427T000000Z_CASH,2020
2020-04-27 23:55:00+00:00,2020-04-28 00:00:00+00:00,2020-04-27 20:00:00+00:00,-1.0,-1.0,1.0,2020-04-27 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200428T000000Z_CASH,2020
2020-04-28 23:55:00+00:00,2020-04-29 00:00:00+00:00,2020-04-28 20:00:00+00:00,1.0,-1.0,-1.0,2020-04-28 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200429T000000Z_SHORT,2020
2020-04-30 23:55:00+00:00,2020-05-01 00:00:00+00:00,2020-04-30 20:00:00+00:00,1.0,1.0,1.0,2020-04-30 20:55:00+00:00,-1.0,180.0,True,2.0,True,LONG,20200501T000000Z_LONG,2020
2020-05-03 23:55:00+00:00,2020-05-04 00:00:00+00:00,2020-05-01 19:00:00+00:00,1.0,1.0,-1.0,,,,False,,False,CASH,20200504T000000Z_CASH,2020
2020-05-10 23:55:00+00:00,2020-05-11 00:00:00+00:00,2020-05-08 19:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20200511T000000Z_CASH,2020
2020-05-13 23:55:00+00:00,2020-05-14 00:00:00+00:00,2020-05-13 20:00:00+00:00,1.0,-1.0,-1.0,2020-05-13 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200514T000000Z_CASH,2020
2020-05-17 23:55:00+00:00,2020-05-18 00:00:00+00:00,2020-05-15 19:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20200518T000000Z_CASH,2020
2020-05-18 23:55:00+00:00,2020-05-19 00:00:00+00:00,2020-05-18 20:00:00+00:00,-1.0,-1.0,1.0,2020-05-18 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200519T000000Z_CASH,2020
2020-05-20 23:55:00+00:00,2020-05-21 00:00:00+00:00,2020-05-20 20:00:00+00:00,1.0,1.0,-1.0,2020-05-20 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200521T000000Z_LONG,2020
2020-05-21 23:55:00+00:00,2020-05-22 00:00:00+00:00,2020-05-21 20:00:00+00:00,-1.0,1.0,1.0,2020-05-21 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200522T000000Z_CASH,2020
2020-05-25 23:55:00+00:00,2020-05-26 00:00:00+00:00,2020-05-25 16:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20200526T000000Z_CASH,2020
2020-05-27 23:55:00+00:00,2020-05-28 00:00:00+00:00,2020-05-27 20:00:00+00:00,1.0,1.0,1.0,2020-05-27 20:55:00+00:00,1.0,180.0,True,4.0,True,LONG,20200528T000000Z_LONG,2020
2020-05-28 23:55:00+00:00,2020-05-29 00:00:00+00:00,2020-05-28 20:00:00+00:00,1.0,1.0,1.0,2020-05-28 20:55:00+00:00,1.0,180.0,True,4.0,True,LONG,20200529T000000Z_LONG,2020
2020-05-31 23:55:00+00:00,2020-06-01 00:00:00+00:00,2020-05-29 19:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20200601T000000Z_CASH,2020
2020-06-03 23:55:00+00:00,2020-06-04 00:00:00+00:00,2020-06-03 20:00:00+00:00,1.0,1.0,1.0,2020-06-03 20:55:00+00:00,-1.0,180.0,True,2.0,True,LONG,20200604T000000Z_LONG,2020
2020-06-04 23:55:00+00:00,2020-06-05 00:00:00+00:00,2020-06-04 20:00:00+00:00,-1.0,-1.0,-1.0,2020-06-04 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200605T000000Z_SHORT,2020
2020-06-08 23:55:00+00:00,2020-06-09 00:00:00+00:00,2020-06-08 20:00:00+00:00,1.0,1.0,-1.0,2020-06-08 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200609T000000Z_CASH,2020
2020-06-09 23:55:00+00:00,2020-06-10 00:00:00+00:00,2020-06-09 20:00:00+00:00,-1.0,1.0,-1.0,2020-06-09 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200610T000000Z_CASH,2020
2020-06-14 23:55:00+00:00,2020-06-15 00:00:00+00:00,2020-06-12 19:00:00+00:00,1.0,1.0,-1.0,,,,False,,False,CASH,20200615T000000Z_CASH,2020
2020-06-15 23:55:00+00:00,2020-06-16 00:00:00+00:00,2020-06-15 20:00:00+00:00,1.0,-1.0,1.0,2020-06-15 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200616T000000Z_LONG,2020
2020-06-16 23:55:00+00:00,2020-06-17 00:00:00+00:00,2020-06-16 20:00:00+00:00,1.0,-1.0,1.0,2020-06-16 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200617T000000Z_LONG,2020
2020-06-18 23:55:00+00:00,2020-06-19 00:00:00+00:00,2020-06-18 20:00:00+00:00,-1.0,1.0,1.0,2020-06-18 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200619T000000Z_LONG,2020
2020-06-21 23:55:00+00:00,2020-06-22 00:00:00+00:00,2020-06-19 19:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20200622T000000Z_CASH,2020
2020-06-22 23:55:00+00:00,2020-06-23 00:00:00+00:00,2020-06-22 20:00:00+00:00,1.0,-1.0,1.0,2020-06-22 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200623T000000Z_LONG,2020
2020-06-23 23:55:00+00:00,2020-06-24 00:00:00+00:00,2020-06-23 20:00:00+00:00,1.0,-1.0,1.0,2020-06-23 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200624T000000Z_LONG,2020
2020-06-28 23:55:00+00:00,2020-06-29 00:00:00+00:00,2020-06-26 20:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20200629T000000Z_CASH,2020
2020-06-29 23:55:00+00:00,2020-06-30 00:00:00+00:00,2020-06-29 20:00:00+00:00,-1.0,-1.0,1.0,2020-06-29 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200630T000000Z_CASH,2020
2020-06-30 23:55:00+00:00,2020-07-01 00:00:00+00:00,2020-06-30 20:00:00+00:00,-1.0,1.0,1.0,2020-06-30 20:30:00+00:00,1.0,205.0,True,2.0,True,LONG,20200701T000000Z_LONG,2020
2020-07-01 23:55:00+00:00,2020-07-02 00:00:00+00:00,2020-07-01 20:00:00+00:00,-1.0,1.0,-1.0,2020-07-01 20:55:00+00:00,,180.0,False,,False,CASH,20200702T000000Z_CASH,2020
2020-07-02 23:55:00+00:00,2020-07-03 00:00:00+00:00,2020-07-02 20:00:00+00:00,-1.0,1.0,-1.0,2020-07-02 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200703T000000Z_CASH,2020
2020-07-06 23:55:00+00:00,2020-07-07 00:00:00+00:00,2020-07-06 20:00:00+00:00,1.0,-1.0,1.0,2020-07-06 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200707T000000Z_CASH,2020
2020-07-14 23:55:00+00:00,2020-07-15 00:00:00+00:00,2020-07-14 20:00:00+00:00,1.0,1.0,-1.0,2020-07-14 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200715T000000Z_LONG,2020
2020-08-09 23:55:00+00:00,2020-08-10 00:00:00+00:00,2020-08-07 20:00:00+00:00,1.0,-1.0,-1.0,,,,False,,False,CASH,20200810T000000Z_CASH,2020
2020-08-13 23:55:00+00:00,2020-08-14 00:00:00+00:00,2020-08-13 20:00:00+00:00,-1.0,-1.0,1.0,2020-08-13 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200814T000000Z_CASH,2020
2020-08-16 23:55:00+00:00,2020-08-17 00:00:00+00:00,2020-08-14 20:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20200817T000000Z_CASH,2020
2020-08-18 23:55:00+00:00,2020-08-19 00:00:00+00:00,2020-08-18 20:00:00+00:00,1.0,1.0,-1.0,2020-08-18 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200819T000000Z_CASH,2020
2020-08-19 23:55:00+00:00,2020-08-20 00:00:00+00:00,2020-08-19 20:00:00+00:00,-1.0,-1.0,1.0,2020-08-19 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200820T000000Z_SHORT,2020
2020-08-23 23:55:00+00:00,2020-08-24 00:00:00+00:00,2020-08-21 20:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20200824T000000Z_CASH,2020
2020-08-24 23:55:00+00:00,2020-08-25 00:00:00+00:00,2020-08-24 20:00:00+00:00,-1.0,-1.0,1.0,2020-08-24 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200825T000000Z_SHORT,2020
2020-08-26 23:55:00+00:00,2020-08-27 00:00:00+00:00,2020-08-26 20:00:00+00:00,1.0,1.0,1.0,2020-08-26 20:55:00+00:00,1.0,180.0,True,4.0,True,LONG,20200827T000000Z_LONG,2020
2020-08-27 23:55:00+00:00,2020-08-28 00:00:00+00:00,2020-08-27 20:00:00+00:00,1.0,-1.0,1.0,2020-08-27 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200828T000000Z_LONG,2020
2020-09-01 23:55:00+00:00,2020-09-02 00:00:00+00:00,2020-09-01 20:00:00+00:00,1.0,-1.0,1.0,2020-09-01 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20200902T000000Z_LONG,2020
2020-09-10 23:55:00+00:00,2020-09-11 00:00:00+00:00,2020-09-10 20:00:00+00:00,-1.0,1.0,-1.0,2020-09-10 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200911T000000Z_CASH,2020
2020-09-14 23:55:00+00:00,2020-09-15 00:00:00+00:00,2020-09-14 20:00:00+00:00,-1.0,1.0,-1.0,2020-09-14 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20200915T000000Z_CASH,2020
2020-09-17 23:55:00+00:00,2020-09-18 00:00:00+00:00,2020-09-17 20:00:00+00:00,-1.0,-1.0,-1.0,2020-09-17 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20200918T000000Z_SHORT,2020
2020-09-21 23:55:00+00:00,2020-09-22 00:00:00+00:00,2020-09-21 20:00:00+00:00,-1.0,-1.0,-1.0,2020-09-21 20:55:00+00:00,1.0,180.0,True,-2.0,True,SHORT,20200922T000000Z_SHORT,2020
2020-09-22 23:55:00+00:00,2020-09-23 00:00:00+00:00,2020-09-22 20:00:00+00:00,-1.0,-1.0,1.0,2020-09-22 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200923T000000Z_SHORT,2020
2020-09-23 23:55:00+00:00,2020-09-24 00:00:00+00:00,2020-09-23 20:00:00+00:00,-1.0,1.0,-1.0,2020-09-23 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20200924T000000Z_SHORT,2020
2020-09-24 23:55:00+00:00,2020-09-25 00:00:00+00:00,2020-09-24 20:00:00+00:00,1.0,-1.0,1.0,2020-09-24 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20200925T000000Z_CASH,2020
2020-09-30 23:55:00+00:00,2020-10-01 00:00:00+00:00,2020-09-30 20:00:00+00:00,-1.0,1.0,-1.0,2020-09-30 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20201001T000000Z_CASH,2020
2020-10-05 23:55:00+00:00,2020-10-06 00:00:00+00:00,2020-10-05 20:00:00+00:00,1.0,-1.0,-1.0,2020-10-05 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20201006T000000Z_SHORT,2020
2020-10-06 23:55:00+00:00,2020-10-07 00:00:00+00:00,2020-10-06 20:00:00+00:00,1.0,-1.0,1.0,2020-10-06 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20201007T000000Z_CASH,2020
2020-10-11 23:55:00+00:00,2020-10-12 00:00:00+00:00,2020-10-09 20:00:00+00:00,-1.0,1.0,-1.0,,,,False,,False,CASH,20201012T000000Z_CASH,2020
2020-10-14 23:55:00+00:00,2020-10-15 00:00:00+00:00,2020-10-14 20:00:00+00:00,1.0,-1.0,-1.0,2020-10-14 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20201015T000000Z_SHORT,2020
2020-10-18 23:55:00+00:00,2020-10-19 00:00:00+00:00,2020-10-16 20:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20201019T000000Z_CASH,2020
2020-10-19 23:55:00+00:00,2020-10-20 00:00:00+00:00,2020-10-19 20:00:00+00:00,1.0,-1.0,0.0,2020-10-19 20:55:00+00:00,1.0,180.0,False,1.0,False,CASH,20201020T000000Z_CASH,2020
2020-10-20 23:55:00+00:00,2020-10-21 00:00:00+00:00,2020-10-20 20:00:00+00:00,1.0,-1.0,-1.0,2020-10-20 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20201021T000000Z_SHORT,2020
2020-10-21 23:55:00+00:00,2020-10-22 00:00:00+00:00,2020-10-21 20:00:00+00:00,-1.0,1.0,1.0,2020-10-21 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20201022T000000Z_CASH,2020
2020-10-25 23:55:00+00:00,2020-10-26 00:00:00+00:00,2020-10-23 20:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20201026T000000Z_CASH,2020
2020-10-28 23:55:00+00:00,2020-10-29 00:00:00+00:00,2020-10-28 20:00:00+00:00,-1.0,-1.0,1.0,2020-10-28 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20201029T000000Z_SHORT,2020
2020-11-09 23:55:00+00:00,2020-11-10 00:00:00+00:00,2020-11-09 21:00:00+00:00,1.0,-1.0,-1.0,2020-11-09 21:55:00+00:00,1.0,120.0,True,0.0,False,CASH,20201110T000000Z_CASH,2020
2020-11-24 23:55:00+00:00,2020-11-25 00:00:00+00:00,2020-11-24 21:00:00+00:00,1.0,1.0,1.0,2020-11-24 21:55:00+00:00,1.0,120.0,True,4.0,True,LONG,20201125T000000Z_LONG,2020
2020-12-01 23:55:00+00:00,2020-12-02 00:00:00+00:00,2020-12-01 21:00:00+00:00,-1.0,1.0,-1.0,2020-12-01 21:55:00+00:00,-1.0,120.0,True,-2.0,True,SHORT,20201202T000000Z_SHORT,2020
2020-12-02 23:55:00+00:00,2020-12-03 00:00:00+00:00,2020-12-02 21:00:00+00:00,1.0,1.0,1.0,2020-12-02 21:55:00+00:00,1.0,120.0,True,4.0,True,LONG,20201203T000000Z_LONG,2020
2020-12-03 23:55:00+00:00,2020-12-04 00:00:00+00:00,2020-12-03 21:00:00+00:00,1.0,1.0,-1.0,2020-12-03 21:55:00+00:00,1.0,120.0,True,2.0,True,LONG,20201204T000000Z_LONG,2020
2020-12-06 23:55:00+00:00,2020-12-07 00:00:00+00:00,2020-12-04 21:00:00+00:00,-1.0,-1.0,-1.0,,,,False,,False,CASH,20201207T000000Z_CASH,2020
2020-12-07 23:55:00+00:00,2020-12-08 00:00:00+00:00,2020-12-07 21:00:00+00:00,-1.0,1.0,-1.0,2020-12-07 21:55:00+00:00,1.0,120.0,True,0.0,False,CASH,20201208T000000Z_CASH,2020
2020-12-09 23:55:00+00:00,2020-12-10 00:00:00+00:00,2020-12-09 21:00:00+00:00,-1.0,-1.0,-1.0,2020-12-09 21:55:00+00:00,1.0,120.0,True,-2.0,True,SHORT,20201210T000000Z_SHORT,2020
2020-12-10 23:55:00+00:00,2020-12-11 00:00:00+00:00,2020-12-10 21:00:00+00:00,1.0,1.0,-1.0,2020-12-10 21:55:00+00:00,-1.0,120.0,True,0.0,False,CASH,20201211T000000Z_CASH,2020
2020-12-16 23:55:00+00:00,2020-12-17 00:00:00+00:00,2020-12-16 21:00:00+00:00,-1.0,-1.0,1.0,2020-12-16 21:55:00+00:00,1.0,120.0,True,0.0,False,CASH,20201217T000000Z_CASH,2020
2020-12-21 23:55:00+00:00,2020-12-22 00:00:00+00:00,2020-12-21 21:00:00+00:00,-1.0,1.0,-1.0,2020-12-21 21:55:00+00:00,1.0,120.0,True,0.0,False,CASH,20201222T000000Z_CASH,2020
2020-12-22 23:55:00+00:00,2020-12-23 00:00:00+00:00,2020-12-22 21:00:00+00:00,1.0,-1.0,1.0,2020-12-22 21:55:00+00:00,1.0,120.0,True,2.0,True,LONG,20201223T000000Z_LONG,2020
2020-12-23 23:55:00+00:00,2020-12-24 00:00:00+00:00,2020-12-23 21:00:00+00:00,1.0,-1.0,1.0,2020-12-23 21:55:00+00:00,-1.0,120.0,True,0.0,False,CASH,20201224T000000Z_CASH,2020
2020-12-28 23:55:00+00:00,2020-12-29 00:00:00+00:00,2020-12-28 21:00:00+00:00,1.0,1.0,1.0,2020-12-28 21:55:00+00:00,1.0,120.0,True,4.0,True,LONG,20201229T000000Z_LONG,2020
2021-01-05 23:55:00+00:00,2021-01-06 00:00:00+00:00,2021-01-05 21:00:00+00:00,1.0,-1.0,-1.0,2021-01-05 21:55:00+00:00,1.0,120.0,True,0.0,False,CASH,20210106T000000Z_CASH,2021
2021-01-06 23:55:00+00:00,2021-01-07 00:00:00+00:00,2021-01-06 21:00:00+00:00,1.0,-1.0,1.0,2021-01-06 21:55:00+00:00,-1.0,120.0,True,0.0,False,CASH,20210107T000000Z_CASH,2021
2021-01-25 23:55:00+00:00,2021-01-26 00:00:00+00:00,2021-01-25 21:00:00+00:00,1.0,-1.0,-1.0,2021-01-25 21:55:00+00:00,-1.0,120.0,True,-2.0,True,SHORT,20210126T000000Z_SHORT,2021
2021-01-27 23:55:00+00:00,2021-01-28 00:00:00+00:00,2021-01-27 21:00:00+00:00,-1.0,1.0,1.0,2021-01-27 21:55:00+00:00,1.0,120.0,True,2.0,True,LONG,20210128T000000Z_LONG,2021
2021-02-08 23:55:00+00:00,2021-02-09 00:00:00+00:00,2021-02-08 21:00:00+00:00,1.0,-1.0,-1.0,2021-02-08 21:55:00+00:00,-1.0,120.0,True,-2.0,True,SHORT,20210209T000000Z_SHORT,2021
2021-02-11 23:55:00+00:00,2021-02-12 00:00:00+00:00,2021-02-11 21:00:00+00:00,-1.0,1.0,-1.0,2021-02-11 21:55:00+00:00,-1.0,120.0,True,-2.0,True,SHORT,20210212T000000Z_SHORT,2021
2021-02-14 23:55:00+00:00,2021-02-15 00:00:00+00:00,2021-02-12 21:00:00+00:00,-1.0,-1.0,1.0,,,,False,,False,CASH,20210215T000000Z_CASH,2021
2021-02-16 23:55:00+00:00,2021-02-17 00:00:00+00:00,2021-02-16 21:00:00+00:00,-1.0,1.0,-1.0,2021-02-16 21:55:00+00:00,-1.0,120.0,True,-2.0,True,SHORT,20210217T000000Z_SHORT,2021
2021-02-22 23:55:00+00:00,2021-02-23 00:00:00+00:00,2021-02-22 21:00:00+00:00,1.0,1.0,-1.0,2021-02-22 21:55:00+00:00,1.0,120.0,True,2.0,True,LONG,20210223T000000Z_LONG,2021
2021-02-24 23:55:00+00:00,2021-02-25 00:00:00+00:00,2021-02-24 21:00:00+00:00,1.0,1.0,1.0,2021-02-24 21:55:00+00:00,1.0,120.0,True,4.0,True,LONG,20210225T000000Z_LONG,2021
2021-03-11 23:55:00+00:00,2021-03-12 00:00:00+00:00,2021-03-11 20:00:00+00:00,-1.0,-1.0,1.0,2021-03-11 20:35:00+00:00,1.0,200.0,True,0.0,False,CASH,20210312T000000Z_CASH,2021
2021-03-17 23:55:00+00:00,2021-03-18 00:00:00+00:00,2021-03-17 20:00:00+00:00,1.0,-1.0,1.0,2021-03-17 20:55:00+00:00,1.0,180.0,True,2.0,True,LONG,20210318T000000Z_LONG,2021
2021-03-23 23:55:00+00:00,2021-03-24 00:00:00+00:00,2021-03-23 20:00:00+00:00,-1.0,1.0,-1.0,2021-03-23 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20210324T000000Z_SHORT,2021
2021-03-25 23:55:00+00:00,2021-03-26 00:00:00+00:00,2021-03-25 20:00:00+00:00,1.0,-1.0,1.0,2021-03-25 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20210326T000000Z_CASH,2021
2021-04-01 23:55:00+00:00,2021-04-02 00:00:00+00:00,2021-04-01 20:00:00+00:00,-1.0,-1.0,-1.0,2021-04-01 20:55:00+00:00,-1.0,180.0,True,-4.0,True,SHORT,20210402T000000Z_SHORT,2021
2021-04-04 23:55:00+00:00,2021-04-05 00:00:00+00:00,2021-04-02 15:00:00+00:00,1.0,-1.0,1.0,,,,False,,False,CASH,20210405T000000Z_CASH,2021
2021-04-05 23:55:00+00:00,2021-04-06 00:00:00+00:00,2021-04-05 20:00:00+00:00,1.0,1.0,-1.0,2021-04-05 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20210406T000000Z_CASH,2021
2021-04-28 23:55:00+00:00,2021-04-29 00:00:00+00:00,2021-04-28 20:00:00+00:00,1.0,-1.0,-1.0,2021-04-28 20:55:00+00:00,-1.0,180.0,True,-2.0,True,SHORT,20210429T000000Z_SHORT,2021
2021-05-03 23:55:00+00:00,2021-05-04 00:00:00+00:00,2021-05-03 20:00:00+00:00,-1.0,-1.0,1.0,2021-05-03 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20210504T000000Z_CASH,2021
2021-05-10 23:55:00+00:00,2021-05-11 00:00:00+00:00,2021-05-10 20:00:00+00:00,1.0,-1.0,1.0,2021-05-10 20:55:00+00:00,-1.0,180.0,True,0.0,False,CASH,20210511T000000Z_CASH,2021
2021-05-12 23:55:00+00:00,2021-05-13 00:00:00+00:00,2021-05-12 20:00:00+00:00,1.0,1.0,1.0,2021-05-12 20:55:00+00:00,-1.0,180.0,True,2.0,True,LONG,20210513T000000Z_LONG,2021
2021-05-16 23:55:00+00:00,2021-05-17 00:00:00+00:00,2021-05-14 20:00:00+00:00,1.0,1.0,1.0,,,,False,,False,CASH,20210517T000000Z_CASH,2021
2021-05-19 23:55:00+00:00,2021-05-20 00:00:00+00:00,2021-05-19 20:00:00+00:00,-1.0,-1.0,1.0,2021-05-19 20:55:00+00:00,1.0,180.0,True,0.0,False,CASH,20210520T000000Z_CASH,2021
