entry_time,exit_time,side,pnl_usd,component
2025-07-07 09:00:00+00:00,2025-07-07 10:16:27+00:00,LONG,0.9599999999999999,GATED_RSI
2025-07-07 10:30:00+00:00,2025-07-07 12:36:26+00:00,LONG,-1.08,GATED_RSI
2025-07-07 17:00:00+00:00,2025-07-07 17:30:40+00:00,LONG,1.21,GATED_RSI
2025-07-08 12:15:00+00:00,2025-07-08 13:22:04+00:00,LONG,-0.86,GATED_RSI
2025-07-08 13:30:00+00:00,2025-07-08 13:52:04+00:00,LONG,0.88,GATED_RSI
2025-07-08 14:15:00+00:00,2025-07-08 15:14:24+00:00,LONG,1.03,GATED_RSI
2025-07-10 08:30:00+00:00,2025-07-10 12:29:59+00:00,SHORT,2.16,M15_REGIME
2025-07-10 12:00:00+00:00,2025-07-10 12:29:44+00:00,LONG,-0.69,GATED_RSI
2025-07-10 12:30:00+00:00,2025-07-10 13:01:41+00:00,LONG,0.65,GATED_RSI
2025-07-10 13:30:00+00:00,2025-07-10 13:34:15+00:00,LONG,-0.95,GATED_RSI
2025-07-10 14:00:00+00:00,2025-07-10 14:09:04+00:00,LONG,-1.11,GATED_RSI
2025-07-10 14:30:00+00:00,2025-07-10 14:49:16+00:00,LONG,1.14,GATED_RSI
2025-07-10 15:00:00+00:00,2025-07-10 18:12:27+00:00,LONG,1.42,GATED_RSI
2025-07-11 00:30:00+00:00,2025-07-11 00:34:27+00:00,LONG,-0.75,GATED_RSI
2025-07-11 00:45:00+00:00,2025-07-11 00:57:32+00:00,LONG,0.66,GATED_RSI
2025-07-14 06:30:00+00:00,2025-07-14 06:44:04+00:00,LONG,0.69,GATED_RSI
2025-07-15 13:45:00+00:00,2025-07-15 14:01:20+00:00,LONG,-1.49,GATED_RSI
2025-07-15 14:15:00+00:00,2025-07-15 14:32:20+00:00,LONG,-1.6399999999999997,GATED_RSI
2025-07-15 15:15:00+00:00,2025-07-15 16:39:04+00:00,LONG,-1.7500000000000002,GATED_RSI
2025-07-15 16:45:00+00:00,2025-07-16 00:40:36+00:00,LONG,1.14,GATED_RSI
2025-07-16 12:15:00+00:00,2025-07-16 12:27:35+00:00,LONG,-0.76,GATED_RSI
2025-07-16 12:30:00+00:00,2025-07-16 12:30:27+00:00,LONG,0.65,GATED_RSI
2025-07-16 13:30:00+00:00,2025-07-16 13:48:30+00:00,LONG,-1.25,GATED_RSI
2025-07-17 06:15:00+00:00,2025-07-17 06:35:16+00:00,SHORT,3.1,M15_REGIME
2025-07-17 06:30:00+00:00,2025-07-17 06:36:02+00:00,LONG,-0.8699999999999999,GATED_RSI
2025-07-28 08:15:00+00:00,2025-07-28 13:21:16+00:00,SHORT,3.63,M15_REGIME
2025-08-05 08:15:00+00:00,2025-08-05 14:54:39+00:00,SHORT,-2.24,M15_REGIME
2025-08-12 07:00:00+00:00,2025-08-12 12:30:17+00:00,SHORT,-1.6899999999999997,M15_REGIME
2025-08-21 06:30:00+00:00,2025-08-21 07:30:31+00:00,SHORT,-1.49,M15_REGIME
2025-08-27 07:15:00+00:00,2025-08-27 08:14:41+00:00,SHORT,2.12,M15_REGIME
2025-08-28 08:15:00+00:00,2025-08-28 09:09:15+00:00,SHORT,-1.48,M15_REGIME
2025-09-02 07:15:00+00:00,2025-09-02 07:34:14+00:00,SHORT,1.6,M15_REGIME
2025-09-02 08:30:00+00:00,2025-09-02 14:00:26+00:00,SHORT,-2.02,M15_REGIME
2025-09-03 07:30:00+00:00,2025-09-03 07:48:37+00:00,SHORT,-1.53,M15_REGIME
2025-09-04 09:30:00+00:00,2025-09-04 10:14:39+00:00,SHORT,-1.53,M15_REGIME
2025-09-11 09:45:00+00:00,2025-09-11 12:30:38+00:00,SHORT,-1.41,M15_REGIME
2025-09-12 09:00:00+00:00,2025-09-12 10:42:54+00:00,SHORT,-1.58,M15_REGIME
2025-09-15 06:30:00+00:00,2025-09-15 07:08:28+00:00,SHORT,-1.42,M15_REGIME
2025-09-19 07:00:00+00:00,2025-09-19 11:45:30+00:00,SHORT,2.08,M15_REGIME
2025-09-23 08:15:00+00:00,2025-09-23 08:52:45+00:00,SHORT,-1.8399999999999999,M15_REGIME
2025-09-24 07:00:00+00:00,2025-09-24 10:40:33+00:00,SHORT,3.2100000000000004,M15_REGIME
2025-09-25 08:00:00+00:00,2025-09-25 09:07:34+00:00,SHORT,-1.39,M15_REGIME
2025-10-06 06:15:00+00:00,2025-10-06 07:44:58+00:00,SHORT,3.71,M15_REGIME
2025-10-07 06:15:00+00:00,2025-10-07 09:42:04+00:00,SHORT,4.0,M15_REGIME
2025-10-07 08:15:00+00:00,2025-10-07 11:34:02+00:00,SHORT,1.455,M15_REGIME
2025-10-13 08:00:00+00:00,2025-10-13 11:55:42+00:00,SHORT,2.98,M15_REGIME
2025-10-14 07:45:00+00:00,2025-10-14 09:23:39+00:00,SHORT,-1.7899999999999998,M15_REGIME
2025-10-21 08:15:00+00:00,2025-10-21 12:33:39+00:00,SHORT,2.03,M15_REGIME
2025-10-27 07:30:00+00:00,2025-10-27 09:20:28+00:00,SHORT,-1.51,M15_REGIME
2025-10-31 07:00:00+00:00,2025-10-31 09:13:59+00:00,SHORT,-1.4,M15_REGIME
2025-11-19 09:45:00+00:00,2025-11-19 11:34:14+00:00,SHORT,-1.51,M15_REGIME
2025-12-17 06:15:00+00:00,2025-12-17 12:59:40+00:00,SHORT,-3.9,M15_REGIME
2025-12-17 08:15:00+00:00,2025-12-17 14:45:39+00:00,SHORT,-0.95,M15_REGIME
2025-12-18 08:00:00+00:00,2025-12-18 09:25:41+00:00,SHORT,1.5700000000000003,M15_REGIME
2025-12-19 06:45:00+00:00,2025-12-19 14:03:26+00:00,SHORT,-1.46,M15_REGIME
2025-12-30 07:45:00+00:00,2025-12-30 09:37:05+00:00,SHORT,-1.15,M15_REGIME
2026-01-02 08:30:00+00:00,2026-01-02 15:39:59+00:00,SHORT,-1.43,M15_REGIME
2026-01-07 08:00:00+00:00,2026-01-07 14:54:29+00:00,SHORT,-1.46,M15_REGIME
2026-01-15 06:45:00+00:00,2026-01-15 13:30:16+00:00,SHORT,1.52,M15_REGIME
2026-01-18 22:30:00+00:00,2026-01-18 22:53:36+00:00,LONG,0.55,GATED_RSI
2026-01-21 19:45:00+00:00,2026-01-21 19:58:28+00:00,LONG,1.0,GATED_RSI
2026-01-27 08:30:00+00:00,2026-01-27 09:06:34+00:00,LONG,0.7,GATED_RSI
2026-01-29 11:00:00+00:00,2026-01-29 12:50:29+00:00,LONG,1.15,GATED_RSI
2026-01-29 15:30:00+00:00,2026-01-29 15:37:38+00:00,LONG,1.66,GATED_RSI
2026-01-30 02:00:00+00:00,2026-01-30 02:20:42+00:00,LONG,-1.6,GATED_RSI
2026-02-02 13:45:00+00:00,2026-02-02 14:12:59+00:00,LONG,-1.27,GATED_RSI
2026-02-02 14:15:00+00:00,2026-02-02 14:33:05+00:00,LONG,1.13,GATED_RSI
2026-02-02 15:15:00+00:00,2026-02-02 15:44:37+00:00,LONG,-1.53,GATED_RSI
2026-02-02 15:45:00+00:00,2026-02-02 16:21:15+00:00,LONG,1.3,GATED_RSI
2026-02-02 18:15:00+00:00,2026-02-02 23:19:26+00:00,LONG,1.27,GATED_RSI
2026-02-05 03:00:00+00:00,2026-02-05 06:44:05+00:00,LONG,0.54,GATED_RSI
2026-02-11 13:45:00+00:00,2026-02-17 07:30:37+00:00,LONG,-4.045,GATED_RSI
2026-02-12 06:30:00+00:00,2026-02-12 08:02:26+00:00,SHORT,-1.99,M15_REGIME
2026-02-13 06:30:00+00:00,2026-02-13 13:30:31+00:00,SHORT,-1.7399999999999998,M15_REGIME
2026-02-17 13:45:00+00:00,2026-02-17 13:52:59+00:00,LONG,0.71,GATED_RSI
2026-02-17 15:30:00+00:00,2026-02-17 16:11:18+00:00,LONG,0.93,GATED_RSI
2026-02-18 08:45:00+00:00,2026-02-18 09:03:35+00:00,LONG,0.51,GATED_RSI
2026-02-18 17:45:00+00:00,2026-02-18 18:21:39+00:00,LONG,-1.12,GATED_RSI
2026-02-18 18:30:00+00:00,2026-02-18 19:31:26+00:00,LONG,-1.07,GATED_RSI
2026-02-23 08:45:00+00:00,2026-02-23 12:20:54+00:00,SHORT,3.04,M15_REGIME
2026-02-25 11:30:00+00:00,2026-02-25 12:05:12+00:00,LONG,0.57,GATED_RSI
2026-02-26 08:15:00+00:00,2026-02-26 15:25:38+00:00,SHORT,1.78,M15_REGIME
2026-02-26 10:45:00+00:00,2026-02-26 11:00:41+00:00,LONG,0.61,GATED_RSI
2026-03-01 22:15:00+00:00,2026-03-01 22:54:07+00:00,LONG,0.9199999999999999,GATED_RSI
2026-03-01 23:30:00+00:00,2026-03-02 00:59:35+00:00,LONG,1.31,GATED_RSI
2026-03-02 06:15:00+00:00,2026-03-02 06:23:27+00:00,LONG,-0.8500000000000001,GATED_RSI
2026-03-02 06:15:00+00:00,2026-03-02 07:38:28+00:00,SHORT,3.8,M15_REGIME
2026-03-11 09:15:00+00:00,2026-03-11 15:30:31+00:00,SHORT,2.81,M15_REGIME
2026-03-18 07:45:00+00:00,2026-03-18 10:07:17+00:00,SHORT,-1.42,M15_REGIME
2026-03-19 07:45:00+00:00,2026-03-19 09:52:15+00:00,SHORT,-2.87,M15_REGIME
2026-03-19 08:15:00+00:00,2026-03-19 08:21:05+00:00,LONG,1.01,GATED_RSI
2026-03-20 10:00:00+00:00,2026-03-20 11:10:15+00:00,SHORT,-2.03,M15_REGIME
2026-03-20 10:15:00+00:00,2026-03-20 10:40:17+00:00,LONG,0.98,GATED_RSI
2026-03-20 14:30:00+00:00,2026-03-20 15:00:41+00:00,LONG,1.25,GATED_RSI
2026-03-23 06:15:00+00:00,2026-03-23 10:05:28+00:00,SHORT,3.9600000000000004,M15_REGIME
2026-03-23 06:30:00+00:00,2026-03-23 07:00:39+00:00,LONG,0.58,GATED_RSI
2026-03-23 10:00:00+00:00,2026-03-23 11:05:19+00:00,LONG,1.36,GATED_RSI
2026-03-25 14:00:00+00:00,2026-03-25 14:31:42+00:00,LONG,1.09,GATED_RSI
2026-03-26 11:45:00+00:00,2026-03-26 11:58:36+00:00,LONG,-1.03,GATED_RSI
2026-03-26 12:00:00+00:00,2026-03-26 12:13:59+00:00,LONG,0.88,GATED_RSI
2026-03-27 07:30:00+00:00,2026-03-27 15:23:54+00:00,SHORT,-2.01,M15_REGIME
2026-03-27 12:00:00+00:00,2026-03-27 12:44:37+00:00,LONG,0.7,GATED_RSI
2026-03-29 22:30:00+00:00,2026-03-30 00:17:36+00:00,LONG,0.58,GATED_RSI
2026-03-30 09:15:00+00:00,2026-03-30 09:50:36+00:00,LONG,0.77,GATED_RSI
2026-03-30 12:15:00+00:00,2026-03-30 12:38:30+00:00,LONG,0.89,GATED_RSI
2026-03-30 13:45:00+00:00,2026-03-30 14:20:40+00:00,LONG,-1.28,GATED_RSI
2026-03-30 14:30:00+00:00,2026-03-30 14:47:39+00:00,LONG,1.03,GATED_RSI
2026-03-30 15:15:00+00:00,2026-03-30 15:43:38+00:00,LONG,1.12,GATED_RSI
2026-04-02 02:30:00+00:00,2026-04-02 04:34:31+00:00,LONG,-1.46,GATED_RSI
2026-04-02 05:00:00+00:00,2026-04-02 05:47:37+00:00,LONG,-0.95,GATED_RSI
2026-04-02 06:00:00+00:00,2026-04-02 06:13:38+00:00,LONG,-0.76,GATED_RSI
2026-04-02 06:15:00+00:00,2026-04-02 06:27:02+00:00,LONG,0.64,GATED_RSI
2026-04-02 06:30:00+00:00,2026-04-02 06:46:38+00:00,LONG,0.78,GATED_RSI
2026-04-03 15:00:00+00:00,2026-04-03 20:23:01+00:00,LONG,-0.95,GATED_RSI
2026-04-07 02:15:00+00:00,2026-04-07 03:11:12+00:00,LONG,0.4,GATED_RSI
2026-04-08 18:45:00+00:00,2026-04-08 19:00:17+00:00,LONG,-1.18,GATED_RSI
2026-04-12 22:00:00+00:00,2026-04-13 00:33:22+00:00,LONG,1.01,GATED_RSI
2026-04-16 06:30:00+00:00,2026-04-16 06:48:12+00:00,LONG,0.45999999999999996,GATED_RSI
2026-04-16 08:15:00+00:00,2026-04-16 08:24:38+00:00,LONG,-0.77,GATED_RSI
2026-04-16 09:15:00+00:00,2026-04-16 10:27:24+00:00,LONG,-0.88,GATED_RSI
2026-04-16 10:30:00+00:00,2026-04-16 10:59:30+00:00,LONG,0.72,GATED_RSI
2026-04-17 20:00:00+00:00,2026-04-19 21:00:00+00:00,LONG,-3.62,GATED_RSI
2026-04-19 22:15:00+00:00,2026-04-19 23:16:05+00:00,LONG,0.95,GATED_RSI
2026-04-21 07:45:00+00:00,2026-04-21 15:27:39+00:00,SHORT,2.39,M15_REGIME
2026-04-21 08:00:00+00:00,2026-04-21 08:06:38+00:00,LONG,-0.63,GATED_RSI
2026-04-21 08:15:00+00:00,2026-04-21 08:21:59+00:00,LONG,0.57,GATED_RSI
2026-04-21 17:15:00+00:00,2026-04-21 17:33:29+00:00,LONG,1.01,GATED_RSI
2026-04-22 12:30:00+00:00,2026-04-22 13:20:32+00:00,LONG,0.71,GATED_RSI
2026-04-23 00:15:00+00:00,2026-04-23 00:15:37+00:00,LONG,-0.37,GATED_RSI
2026-04-28 03:00:00+00:00,2026-04-28 03:07:36+00:00,LONG,0.37,GATED_RSI
2026-04-28 06:45:00+00:00,2026-04-28 12:11:40+00:00,SHORT,2.22,M15_REGIME
2026-04-29 06:15:00+00:00,2026-04-29 10:59:59+00:00,SHORT,-1.22,M15_REGIME
2026-05-01 06:30:00+00:00,2026-05-01 06:48:31+00:00,SHORT,-1.46,M15_REGIME
2026-05-04 07:45:00+00:00,2026-05-04 10:17:30+00:00,SHORT,2.6,M15_REGIME
2026-05-04 10:15:00+00:00,2026-05-04 10:31:58+00:00,LONG,0.79,GATED_RSI
2026-05-12 03:00:00+00:00,2026-05-12 03:23:27+00:00,LONG,-0.59,GATED_RSI
2026-05-12 07:00:00+00:00,2026-05-12 13:49:30+00:00,SHORT,1.9199999999999997,M15_REGIME
2026-05-12 08:15:00+00:00,2026-05-12 20:15:00+00:00,SHORT,0.42,M15_REGIME
2026-05-13 06:15:00+00:00,2026-05-13 07:39:28+00:00,SHORT,1.43,M15_REGIME
2026-05-13 08:00:00+00:00,2026-05-13 08:49:29+00:00,LONG,-0.63,GATED_RSI
2026-05-13 09:00:00+00:00,2026-05-13 09:19:24+00:00,LONG,-0.74,GATED_RSI
2026-05-13 09:30:00+00:00,2026-05-13 09:50:29+00:00,LONG,0.62,GATED_RSI
2026-05-14 15:00:00+00:00,2026-05-14 19:56:25+00:00,LONG,-1.02,GATED_RSI
2026-05-14 20:15:00+00:00,2026-05-14 21:38:39+00:00,LONG,0.4,GATED_RSI
2026-05-14 23:15:00+00:00,2026-05-15 00:01:38+00:00,LONG,-0.53,GATED_RSI
2026-05-15 00:45:00+00:00,2026-05-15 01:26:35+00:00,LONG,-0.49,GATED_RSI
2026-05-15 02:00:00+00:00,2026-05-15 02:26:02+00:00,LONG,0.47000000000000003,GATED_RSI
2026-05-15 05:00:00+00:00,2026-05-15 05:08:37+00:00,LONG,-0.45999999999999996,GATED_RSI
2026-05-15 05:15:00+00:00,2026-05-15 05:45:36+00:00,LONG,-0.45000000000000007,GATED_RSI
2026-05-15 06:00:00+00:00,2026-05-15 06:01:28+00:00,LONG,0.4099999999999999,GATED_RSI
2026-05-15 09:15:00+00:00,2026-05-15 10:01:38+00:00,LONG,0.8699999999999999,GATED_RSI
2026-05-19 09:15:00+00:00,2026-05-19 10:13:20+00:00,LONG,0.67,GATED_RSI
2026-05-19 10:45:00+00:00,2026-05-19 10:55:05+00:00,LONG,0.72,GATED_RSI
2026-05-21 13:45:00+00:00,2026-05-21 13:51:39+00:00,LONG,1.1,GATED_RSI
2026-05-28 02:00:00+00:00,2026-05-28 02:33:36+00:00,LONG,0.43,GATED_RSI
2026-05-28 03:15:00+00:00,2026-05-28 03:30:04+00:00,LONG,-0.58,GATED_RSI
2026-05-28 03:45:00+00:00,2026-05-28 03:56:37+00:00,LONG,-0.61,GATED_RSI
2026-05-28 04:00:00+00:00,2026-05-28 05:07:01+00:00,LONG,0.52,GATED_RSI
2026-05-29 09:00:00+00:00,2026-05-29 09:58:43+00:00,SHORT,-1.41,M15_REGIME
2026-06-01 13:15:00+00:00,2026-06-01 13:23:05+00:00,LONG,-0.7,GATED_RSI
2026-06-01 13:45:00+00:00,2026-06-01 13:51:37+00:00,LONG,-0.84,GATED_RSI
2026-06-01 14:00:00+00:00,2026-06-01 14:16:42+00:00,LONG,0.8500000000000001,GATED_RSI
2026-06-01 14:45:00+00:00,2026-06-01 15:30:38+00:00,LONG,0.91,GATED_RSI
2026-06-02 17:15:00+00:00,2026-06-02 18:09:33+00:00,LONG,-0.83,GATED_RSI
2026-06-02 18:15:00+00:00,2026-06-02 18:32:39+00:00,LONG,0.55,GATED_RSI
2026-06-03 06:00:00+00:00,2026-06-03 06:04:15+00:00,LONG,0.3,GATED_RSI
2026-06-03 07:30:00+00:00,2026-06-03 19:30:00+00:00,SHORT,1.5700000000000003,M15_REGIME
2026-06-03 13:00:00+00:00,2026-06-03 14:13:26+00:00,LONG,0.6,GATED_RSI
2026-06-04 19:15:00+00:00,2026-06-04 20:32:04+00:00,LONG,-0.4799999999999999,GATED_RSI
2026-06-05 12:45:00+00:00,2026-06-05 12:51:42+00:00,LONG,-0.84,GATED_RSI
2026-06-05 13:00:00+00:00,2026-06-05 13:01:38+00:00,LONG,0.8100000000000002,GATED_RSI
2026-06-05 13:15:00+00:00,2026-06-05 13:29:38+00:00,LONG,-1.23,GATED_RSI
2026-06-17 06:30:00+00:00,2026-06-17 11:29:27+00:00,SHORT,2.76,M15_REGIME
2026-06-17 08:15:00+00:00,2026-06-17 11:42:30+00:00,SHORT,0.98,M15_REGIME
2026-06-18 08:15:00+00:00,2026-06-18 10:06:36+00:00,SHORT,3.8700000000000006,M15_REGIME
